Wavelength_nm,w_mean,w_std,w_ci_low,w_ci_high
390,0.12656543244768004,0.1746456024688301,0.0,0.5652318879382346
394,0.1312053212021185,0.17562697204554834,0.0,0.5723801101022944
398,0.1334609334028295,0.1737396565698492,0.0,0.5779188510464324
402,0.1542184627080866,0.18143339277749407,0.0,0.5833404212068817
406,0.16633817405146,0.18748814630400304,0.0,0.5891073834634222
410,0.16832866064371757,0.1867005578783846,0.0,0.5975769819589806
414,0.17236745134190032,0.1858162788604545,0.0,0.6041871755864963
418,0.1927189293675403,0.19756720452576315,0.0,0.6125368508077333
422,0.20066129497732058,0.19781725148792048,0.0,0.6163714619126756
426,0.20534522042100553,0.2011888213063577,0.0,0.619762197054082
430,0.2083455895169195,0.20173482942405757,0.0,0.6264202057118988
434,0.21773053595963668,0.20137447586997967,0.0,0.6307488484119309
438,0.22835828143353826,0.20863732801908752,0.0,0.6357577901417926
442,0.24273591182077298,0.2156885449512718,0.0,0.6419854506575016
446,0.23336639282521834,0.2108629121417996,0.0,0.6446086262505405
450,0.2584826659586879,0.21576771843744774,0.0,0.6556130678091139
454,0.2667766641600288,0.21498104428411044,0.0,0.6646212967680099
458,0.2973238841098565,0.21273659857265764,0.0,0.6814164499920945
462,0.3049310300971147,0.2159913106631989,0.0,0.6866539973433495
466,0.309726096279615,0.21557486584048582,0.0,0.6871668713237115
470,0.3118763488852299,0.21374562562846386,0.0,0.6894657774193066
474,0.3169177574931605,0.2170781688752558,0.0,0.6899124916658687
478,0.31664155149732043,0.21137511546369014,0.0038557412885866045,0.6915972908408626
482,0.3277749652148414,0.2160242157014225,0.003921903901197124,0.6949789359302759
486,0.3224497933604129,0.2100283621407415,0.003696319339150804,0.6878641362093234
490,0.33236722574254374,0.21190073123097578,0.006640424621235029,0.6946446905588883
494,0.32674000561466665,0.2131746373823766,0.011331476168383042,0.6950079174622935
498,0.3310880936283297,0.21033747437948772,0.014606636268286543,0.6955272026308916
502,0.33617103419512456,0.21101270973986586,0.013157773004561174,0.6955655279351434
506,0.3555918907447111,0.21356015630438385,0.019997718232106377,0.7030494426184914
510,0.3580739401491504,0.2118008933903641,0.030055814698515943,0.7072482977737221
514,0.3813769996054249,0.20600484398980082,0.04739481876298843,0.7172685553295297
518,0.38922926149620574,0.20095766313746935,0.06558438983399328,0.7243921564383181
522,0.4085525081283577,0.20616630537819153,0.07814412841928636,0.7325600842128137
526,0.4168736991088066,0.20186241839887284,0.08732208779907617,0.736282967108427
530,0.4268077546178545,0.2021255112262503,0.09994101500814702,0.7417033845103571
534,0.43243314996353943,0.19993350486149708,0.10718902487638268,0.7464686461313624
538,0.43972260104824723,0.1982989918070199,0.11650800555946982,0.7510885137370343
542,0.4408920011093172,0.2037508639574813,0.11611607872676667,0.7506994558070396
546,0.4356273512648745,0.19962932948661086,0.1170319249751069,0.7506735685084446
550,0.4466735231218597,0.19977326239314763,0.12074662736651812,0.7507754083273189
554,0.4434299450689827,0.201518292358917,0.12415517988314966,0.7527911652314403
558,0.45034644447217803,0.19975443763455036,0.126956433393415,0.7574688151011818
562,0.44565081036112064,0.1992000544312358,0.12720587085044396,0.7511537362319134
566,0.43941682565603984,0.20148072342471737,0.110930512607774,0.747255760607344
570,0.4297292947696417,0.20278818356604705,0.10235741556217433,0.7449408640901991
574,0.42167350998253156,0.19811302861156876,0.09618510909795897,0.7377945710823406
578,0.4203237442779777,0.203297009250038,0.0858098415345378,0.7373755786172016
582,0.4081744865179584,0.20280535722087964,0.08213804861744102,0.7359129964791346
586,0.41433488032621985,0.20309643832969096,0.08450993504010725,0.7344855533734457
590,0.4068013319236363,0.20512646855567854,0.08054791185175633,0.7315127362053399
594,0.4148682268191458,0.20613415539090402,0.08520024596037758,0.7363286603620762
598,0.4156380134416166,0.20326328937172639,0.08565050318439794,0.7348135137542381
602,0.4153984122588092,0.2011860805656767,0.09061220520657011,0.73687916682913
606,0.4140259359241014,0.2001350373625951,0.09040543500670753,0.737486767020629
610,0.4180345683450127,0.20407708857621892,0.08905871096315962,0.73866052747165
614,0.4211917297940122,0.20597182029694297,0.08908933506277233,0.7354248299471218
618,0.4179442716211914,0.20467417685660777,0.08618253901523015,0.7359024516535133
622,0.41283799735297355,0.20285086214341608,0.08678184670790116,0.7365198485060696
626,0.41665264128837337,0.20558612207486548,0.085991909245823,0.7373796153316029
630,0.41082217487816725,0.19730228286237075,0.09122721519809132,0.7354268194377909
634,0.41368691905718336,0.20082626245653146,0.09145166673684975,0.7375268551032313
638,0.4136851877345599,0.20531506667009877,0.0873735915102324,0.7361299520795448
642,0.41030529420375883,0.19877184206695436,0.08379052979735478,0.7349277343801137
646,0.4120903161134076,0.20503113875246487,0.07850099438626816,0.7317466437966047
650,0.40409089804024767,0.20455436644582967,0.07255159906194175,0.730363636201976
654,0.3947534507926378,0.21218827177250432,0.06123597333588713,0.7250486111478903
658,0.3860317867730022,0.20684364167809247,0.057073019877959215,0.7223846495835072
662,0.3822990111267444,0.20585661627421736,0.053447818033734454,0.7166095682301111
666,0.3735470495090607,0.20705800155939316,0.0464979321891643,0.7162478227892983
670,0.37005036985880996,0.20745234630435927,0.04008578012163934,0.7124411299539697
674,0.38875142537802293,0.20651980970427,0.058007505541545705,0.7220097811607195
678,0.4017168229557889,0.20616153184940264,0.07337895056998928,0.7285744073204817
682,0.4115653776966093,0.20144681703548423,0.08870824117558344,0.7346509685729355
686,0.43564504318210057,0.20043730308912547,0.1067076980041323,0.7455398483355306
690,0.45107798113334496,0.2002502916263335,0.1334490762786958,0.7565005731415962
694,0.49334829212192566,0.19210696001069846,0.17899405511807692,0.7779987071624568
698,0.5361563260791036,0.18502015470630673,0.2322881080341645,0.8004264879035121
702,0.5824905713287531,0.17605895165486313,0.2988528558048834,0.8258303110121716
706,0.6349286430833656,0.1630901693919316,0.37273687217130774,0.8498141441209824
710,0.6812183164741681,0.14644355566150996,0.4393534313295464,0.8720550596642047
714,0.7248434787839759,0.1318532650777309,0.5126959464566181,0.8919990996828776
718,0.7692510206547075,0.11593899454437728,0.5855613598654357,0.9139935786313228
722,0.8179547290350312,0.0947871670977281,0.6614614901918936,0.9336648881885237
726,0.849426006619176,0.0817331119558575,0.7179415299641009,0.9477288378559026
730,0.875829479492257,0.06843635251498661,0.7648681016446368,0.9585745148916497
734,0.8982313906700534,0.058464136733365375,0.8042595470372752,0.9674106890799521
738,0.9167551544327501,0.048931956004093356,0.8381065676170646,0.9746414869006834
742,0.9298844528223656,0.04195252228993236,0.8605972107909413,0.9796028057782064
746,0.9380876419876185,0.038158952541252,0.8769571225015105,0.9829682785758493
750,0.9432424059589658,0.0353952109428027,0.8860991670567,0.9848357905179119
754,0.9455568875952546,0.03398905966151631,0.8892926269092704,0.9852053964429621
758,0.9473822900610661,0.033032701372247134,0.8925941406489488,0.9860796989869076
762,0.9504461125477608,0.03165255822765003,0.8993709700239777,0.9873973501766942
766,0.9546441590078264,0.029526623319166174,0.9064245404558141,0.9888740774782026
770,0.9563771949657258,0.02871434494293824,0.9092961110498315,0.9893970567949261
