Wavelength_nm,w_mean,w_std,w_ci_low,w_ci_high
390,0.0032124381751231263,0.005374283199033155,0.0,0.018478115047672796
394,0.004349319933825238,0.00533666803625523,0.0,0.020392635668043876
398,0.007398487343596761,0.0058385199845140245,0.0,0.02214536097757825
402,0.011035588530035662,0.006438900026838493,0.0,0.02731475452598589
406,0.015369045970251894,0.006929024503021864,1.548582188063455e-05,0.03158862773278077
410,0.017720080793238842,0.006991702135561148,0.00018111295402602404,0.0327515873971564
414,0.021414536242277283,0.007556809068459153,0.0019457760254514157,0.038124263987102724
418,0.02583225980218026,0.007803004644357522,0.004570003343865918,0.041608599404153165
422,0.02755003725673006,0.008079682383841665,0.006537536674440489,0.04356282228459743
426,0.030350367332033407,0.008075596461350743,0.009373089706219091,0.04656193750317079
430,0.032555558086006985,0.008152758086336013,0.011477233844685162,0.04944011320343462
434,0.037111959383245366,0.00777609310691044,0.01826069112779169,0.05325773986773159
438,0.04048540875105353,0.007775404916134265,0.02070554609729158,0.05725940717196178
442,0.04516629668373585,0.007422210987782602,0.028616227292666396,0.06223694152015856
446,0.04901577306660859,0.006811657354129363,0.03448485853173664,0.06453195250552028
450,0.05679068824515123,0.006990065350856165,0.041468777420216846,0.07204207092823606
454,0.06877828587564505,0.006819710723477852,0.054946769827699554,0.08459821169266735
458,0.08067850578733647,0.007242031215336351,0.0659279663584639,0.09661786388274723
462,0.08454731881456772,0.0073358333440057604,0.07077032136299702,0.10366455666424487
466,0.08488212350880354,0.006671529210513806,0.07137755567755459,0.10177795470463849
470,0.08531318552111404,0.006904845472956943,0.07192607021919316,0.10111867664100577
474,0.08877660549658672,0.007046561988487587,0.07563356060984269,0.10630105395115384
478,0.09092507278948257,0.007171598458123506,0.07714662959799995,0.1065112748020887
482,0.0911750591430015,0.007106233070592093,0.07828005613350332,0.10720201844530623
486,0.09212475666874716,0.007455501677664196,0.07862678413743045,0.10851323273072992
490,0.09306042083484664,0.00691015213606397,0.07925315915140184,0.10936041867069675
494,0.09448247277802406,0.007276116749353009,0.08151258542121241,0.11360794683745541
498,0.09579661036691722,0.00727219951111919,0.08219514355686196,0.11476511732656809
502,0.09722946349600786,0.007532651718930969,0.0829602182935125,0.11655480558549344
506,0.10108900542089251,0.007459549058073656,0.08757019235982529,0.11993103291786428
510,0.10707244644745027,0.007793937111603995,0.09332569586401791,0.12834431637060198
514,0.11719388811612583,0.008174825178114463,0.10328694931599598,0.1394650816609864
