Wavelength_nm,w_mean,w_std,w_ci_low,w_ci_high
390,0.0017799485427114265,0.0037907635918192385,0.0,0.013727667737502853
394,0.002387466592894728,0.004141059438527446,0.0,0.009910057042522935
398,0.0030730400650745403,0.004023426808815332,0.0,0.011762098435493577
402,0.005775973042127814,0.004808889610162855,0.0,0.015617142877763748
406,0.009136889941932968,0.004691958217646538,0.0,0.019115299255026332
410,0.01167876025777234,0.005078338963470804,0.0,0.02147626726560185
414,0.014351640859685565,0.0046333475177578465,0.005161761593133891,0.022678860880050937
418,0.017725694929410948,0.005441113171294293,0.002794692458461785,0.02696266555182188
422,0.01943698688688966,0.005232998597973703,0.008223871225497873,0.029522267249640997
426,0.022786336472163278,0.005671202453993909,0.011350665818471065,0.03484903666970269
430,0.025809826517526523,0.005289138496501134,0.017433443204635427,0.036121389777035995
434,0.030120558196090108,0.005119896431645612,0.021479328129839655,0.03940138999369756
438,0.03436121029215061,0.005647398470299965,0.023951514190641655,0.04565904331911563
442,0.03886575175598029,0.005758592524972873,0.026188512998966563,0.04987422155374811
446,0.0420859065040492,0.005105338289835113,0.03286481504546595,0.05149070164989894
450,0.04867867609171294,0.005853653495366705,0.03806866252920901,0.061553907328600395
454,0.06349627450564861,0.00578638156860631,0.05435403755304596,0.07971158091276061
458,0.07539050371692485,0.005349929235001915,0.06575551985525546,0.0853860657902381
462,0.08134256615762855,0.005480924957545954,0.07319922688089431,0.09255579508815387
466,0.08278938066674058,0.005352334627192208,0.07294943752791301,0.09261524911990289
470,0.08322683230596337,0.005516924722604194,0.07084862621125658,0.09224981857284698
474,0.08541860760981822,0.005036443244705574,0.07705876833400198,0.09574311468693479
478,0.08737922675804442,0.005739210645027431,0.07283637121396325,0.09681163634122152
482,0.08667396174915534,0.0053264219537147856,0.07769426301257268,0.09598270884021022
486,0.08691168216324056,0.005990020967983481,0.07632089882825197,0.10055331007363501
490,0.08842282854014273,0.005130531581437647,0.07977325885557034,0.09933131090989716
494,0.09072079255869422,0.0054640187517916786,0.0787200817500316,0.10009490790638868
498,0.09379254889832342,0.005266773746348019,0.08286935491228926,0.1025294085444728
