New_Tree_ID,Original_Tree_ID,AGB,sun_390nm,sun_394nm,sun_398nm,sun_402nm,sun_406nm,sun_410nm,sun_414nm,sun_418nm,sun_422nm,sun_426nm,sun_430nm,sun_434nm,sun_438nm,sun_442nm,sun_446nm,sun_450nm,sun_454nm,sun_458nm,sun_462nm,sun_466nm,sun_470nm,sun_474nm,sun_478nm,sun_482nm,sun_486nm,sun_490nm,sun_494nm,sun_498nm,sun_502nm,sun_506nm,sun_510nm,sun_514nm,sun_518nm,sun_522nm,sun_526nm,sun_530nm,sun_534nm,sun_538nm,sun_542nm,sun_546nm,sun_550nm,sun_554nm,sun_558nm,sun_562nm,sun_566nm,sun_570nm,sun_574nm,sun_578nm,sun_582nm,sun_586nm,sun_590nm,sun_594nm,sun_598nm,sun_602nm,sun_606nm,sun_610nm,sun_614nm,sun_618nm,sun_622nm,sun_626nm,sun_630nm,sun_634nm,sun_638nm,sun_642nm,sun_646nm,sun_650nm,sun_654nm,sun_658nm,sun_662nm,sun_666nm,sun_670nm,sun_674nm,sun_678nm,sun_682nm,sun_686nm,sun_690nm,sun_694nm,sun_698nm,sun_702nm,sun_706nm,sun_710nm,sun_714nm,sun_718nm,sun_722nm,sun_726nm,sun_730nm,sun_734nm,sun_738nm,sun_742nm,sun_746nm,sun_750nm,sun_754nm,sun_758nm,sun_762nm,sun_766nm,sun_770nm,sun_774nm,sun_778nm,sun_782nm,sun_786nm,sun_790nm,sun_794nm,sun_798nm,sun_802nm,sun_806nm,sun_810nm,sun_814nm,sun_818nm,sun_822nm,sun_826nm,sun_830nm,sun_834nm,sun_838nm,sun_842nm,sun_846nm,sun_850nm,sun_854nm,sun_858nm,sun_862nm,sun_866nm,sun_870nm,sun_874nm,sun_878nm,sun_882nm,sun_886nm,sun_890nm,sun_894nm,sun_898nm,sun_902nm,sun_906nm,sun_910nm,sun_914nm,sun_918nm,sun_922nm,sun_926nm,sun_930nm,sun_934nm,sun_938nm,sun_942nm,sun_946nm,sun_950nm,sun_954nm,sun_958nm,sun_962nm
25,01_121,94.58074054,8.19E-05,0.000414701,0.00104399,0.001843481,0.002642523,0.003384244,0.004051948,0.004653143,0.005180373,0.005631116,0.006146736,0.006725115,0.007410774,0.007990931,0.008595915,0.009607296,0.0111191,0.012568768,0.013383483,0.013657689,0.013854793,0.014211152,0.014532186,0.014678665,0.014725581,0.014955807,0.015322815,0.015770518,0.016172731,0.016681775,0.017710129,0.019310642,0.021117953,0.022607677,0.023820705,0.024826589,0.025770222,0.026534065,0.027011303,0.027314637,0.027688179,0.028268387,0.028574623,0.028249457,0.027313101,0.026271348,0.025297927,0.024565298,0.02401378,0.023664235,0.023500968,0.023557613,0.023741417,0.023966157,0.02412785,0.024039466,0.023793547,0.02360798,0.02360277,0.023733483,0.023794551,0.023757122,0.023469695,0.022993314,0.022425489,0.021875726,0.021308666,0.020714648,0.020151289,0.019386934,0.019312933,0.0202446,0.021867127,0.023482718,0.025416047,0.02870428,0.03341424,0.039872837,0.047715089,0.056800731,0.06645575,0.077629815,0.091102914,0.105642495,0.119598788,0.13287245,0.146284311,0.159230817,0.170989381,0.180262808,0.185711801,0.187645812,0.189688597,0.19452238,0.199694672,0.201668331,0.201630521,0.202803915,0.205869903,0.208923924,0.210857599,0.211759402,0.21224764,0.212884205,0.213653217,0.214864916,0.216219883,0.217718134,0.219636032,0.221863485,0.223387327,0.223913361,0.224043288,0.224878283,0.226491207,0.2282373,0.22939761,0.23034876,0.231381836,0.232255847,0.232895842,0.233567442,0.234279181,0.234671182,0.23487054,0.235282835,0.235681919,0.236261656,0.237277871,0.239003113,0.240418611,0.241939867,0.242964725,0.243994579,0.24367962,0.238946407,0.226210811,0.212229074,0.201002827,0.19373911,0.188417701,0.185840126,0.183311954,0.181156494
26,01_132,82.70858614,0.000187623,0.000827267,0.001755207,0.002673835,0.003496262,0.004116111,0.0045794,0.00501582,0.005520159,0.006090613,0.006708274,0.00725388,0.007802383,0.00835097,0.00895621,0.010074468,0.011800701,0.013504367,0.014499874,0.014901937,0.015194588,0.015559814,0.015900535,0.016107431,0.016256144,0.016593862,0.017034464,0.017567103,0.018050278,0.018732313,0.019877139,0.021572004,0.023375385,0.02502813,0.026594166,0.027911153,0.028957074,0.029719583,0.030300951,0.030669092,0.031088315,0.031736404,0.032080542,0.031732312,0.030771023,0.029825824,0.02898005,0.028330882,0.027800667,0.027473946,0.027438943,0.027705634,0.027980565,0.028056527,0.028002051,0.027939995,0.027895723,0.027911755,0.02794591,0.028045337,0.02802431,0.027914476,0.027623594,0.027291015,0.026899334,0.026410927,0.025728702,0.024964668,0.02425179,0.023412671,0.023338995,0.024380468,0.026186556,0.027965606,0.030070843,0.033685585,0.038933925,0.04594055,0.054157662,0.063471814,0.073255087,0.084543101,0.097925293,0.111976079,0.125065564,0.136949539,0.148476303,0.159210364,0.168685643,0.175892862,0.180226482,0.182016566,0.184007935,0.188509463,0.193042606,0.194639346,0.194718321,0.196358894,0.199651524,0.20272314,0.204819718,0.206014065,0.206911681,0.208015855,0.209437036,0.211345042,0.213612417,0.215689776,0.217552716,0.219345312,0.221000043,0.222180285,0.223073341,0.22409441,0.225234737,0.22646988,0.227616591,0.22873316,0.229939318,0.231139453,0.232118958,0.233162133,0.234015018,0.234358108,0.23441197,0.234551312,0.233846065,0.232880861,0.232730443,0.23363804,0.234986876,0.237432775,0.238922624,0.238821348,0.237615161,0.234726338,0.224227107,0.210292527,0.19730431,0.189665883,0.184432213,0.181514392,0.178311147,0.17710761
27,01_134,90.24573857,0.000157456,0.000784773,0.001726138,0.0026975,0.00362533,0.004365641,0.004940595,0.005440802,0.005938205,0.006392635,0.006976672,0.00761817,0.008360322,0.008952615,0.009558671,0.010561742,0.012177307,0.013729012,0.014635191,0.014932128,0.01518948,0.015526037,0.015801013,0.01585786,0.015937473,0.0161512,0.016488586,0.016863356,0.017293813,0.017860359,0.018851423,0.020248842,0.021776249,0.023122038,0.024310247,0.025280102,0.026097511,0.026717557,0.027107303,0.027360726,0.027731473,0.028409872,0.028772773,0.028499855,0.027660374,0.026803528,0.025881687,0.025187711,0.024765583,0.024624856,0.024571433,0.024641795,0.024739781,0.024871795,0.024966599,0.024941315,0.024798723,0.024704947,0.024715448,0.024840415,0.024891859,0.024852646,0.024604292,0.024240915,0.023803303,0.023338732,0.022784082,0.02219711,0.021682751,0.021022458,0.021084878,0.022143456,0.02389919,0.025458637,0.027258213,0.030288777,0.034630859,0.040528692,0.047780541,0.056213658,0.06532368,0.076211041,0.089305785,0.103347602,0.116925272,0.129925741,0.142806837,0.155062927,0.166277507,0.175289937,0.180674018,0.182648912,0.184806482,0.189910067,0.195236787,0.197524568,0.198237683,0.200211053,0.203623778,0.206608613,0.208519772,0.209368057,0.209804491,0.210213015,0.210546715,0.211552086,0.213392153,0.215235938,0.216992507,0.219013964,0.220960395,0.222004678,0.222609828,0.223521936,0.224839261,0.226172515,0.227234508,0.228166448,0.229149117,0.230025323,0.230760329,0.231775341,0.232490965,0.232421436,0.232020812,0.2321489,0.231820762,0.23162897,0.232506569,0.234284566,0.235861845,0.237127979,0.237046604,0.234879589,0.232462507,0.228898724,0.219121929,0.205900408,0.193294457,0.184431848,0.178304389,0.176136342,0.17457114,0.173530061
28,01_136,72.30884802,0.00021435,0.000687598,0.001530449,0.002629893,0.003799735,0.00477713,0.005558095,0.006216627,0.006802822,0.007289002,0.007914289,0.0085916,0.009346261,0.009960025,0.010609819,0.011773102,0.013554013,0.015311785,0.016319449,0.016682569,0.016869137,0.017145643,0.017369908,0.017483671,0.017571513,0.017815988,0.018124976,0.018505913,0.018921458,0.019488886,0.020522904,0.022067208,0.023777215,0.025222308,0.026484631,0.027556714,0.028580656,0.029343384,0.02960821,0.029584949,0.029911865,0.030748538,0.031272505,0.031070964,0.030264612,0.029264343,0.028122562,0.027249537,0.026839942,0.02675536,0.026764754,0.026841388,0.026978637,0.027141212,0.027251049,0.027141295,0.02680895,0.026472544,0.026355842,0.026488752,0.026548517,0.026409099,0.026098788,0.025789118,0.025408497,0.024880639,0.024150327,0.023368916,0.022678391,0.021912002,0.021865198,0.022791495,0.024359282,0.025872983,0.027770175,0.031047555,0.03570235,0.042083901,0.049980443,0.059173199,0.069095489,0.080974037,0.095369463,0.110772945,0.125572131,0.139771234,0.15401899,0.167695721,0.180023565,0.189644063,0.19543726,0.198113875,0.201002696,0.206021824,0.210661541,0.212761532,0.213730179,0.215858004,0.21921684,0.222264034,0.224066713,0.224569178,0.224715772,0.225254505,0.22658859,0.228717997,0.231011918,0.232954463,0.234904734,0.236963861,0.238513819,0.239191591,0.239442307,0.240261551,0.241930068,0.243715155,0.244887252,0.245753418,0.246776107,0.247636459,0.248456842,0.249770266,0.250898256,0.25127873,0.251317834,0.251258236,0.250100373,0.249290447,0.25013778,0.252268681,0.253324531,0.253383915,0.252531434,0.252537518,0.25214716,0.247206579,0.233190565,0.21712652,0.204705967,0.196883745,0.191763536,0.190262273,0.189746372,0.188957567
29,01_150,57.61488017,6.07E-05,0.000323948,0.000894552,0.001783662,0.002773238,0.003545457,0.004043848,0.004438856,0.004883001,0.005297962,0.005861422,0.006430406,0.007102839,0.007688156,0.008444018,0.009574993,0.011235741,0.012751699,0.013559966,0.013700091,0.013801632,0.014054936,0.014374042,0.014555569,0.014703229,0.014961266,0.015302285,0.015696865,0.016098015,0.016705758,0.017788352,0.019391134,0.021148657,0.022724448,0.024106632,0.025224377,0.02614465,0.026836434,0.027254181,0.027521986,0.027988629,0.028666841,0.028989584,0.028637307,0.027720496,0.026666639,0.025584593,0.024733555,0.024158082,0.023883247,0.023759648,0.023740484,0.023795446,0.023921948,0.024075435,0.024024781,0.02377642,0.023521818,0.023449039,0.023494146,0.023573641,0.023670951,0.023485483,0.02298214,0.022316632,0.021721225,0.021082347,0.020470933,0.019940171,0.019337115,0.019408875,0.020355747,0.021847653,0.023315134,0.025182871,0.028515207,0.033268309,0.039850154,0.048051983,0.057772874,0.068087853,0.079868576,0.094036031,0.109597811,0.124893821,0.139850626,0.155239751,0.170176223,0.183406961,0.193381817,0.198873418,0.200690781,0.20342236,0.209383804,0.215153147,0.21711808,0.217350929,0.218999429,0.222448039,0.225707984,0.22765045,0.228110517,0.228155194,0.228459365,0.229276866,0.230372087,0.230888624,0.231417287,0.233247992,0.236142006,0.238151906,0.238909974,0.239121695,0.240119241,0.242033572,0.243975813,0.245193571,0.246108072,0.247122647,0.248126308,0.249286997,0.250892969,0.252077696,0.252412613,0.252194102,0.252318022,0.252529241,0.253249067,0.254598897,0.255899453,0.256398698,0.256608136,0.25634296,0.256238535,0.255020645,0.249413447,0.236014052,0.221885487,0.211150533,0.203868566,0.198520069,0.197209661,0.197032064,0.197311436
30,01_151,51.94978912,0.000208706,0.000742162,0.001481948,0.002104746,0.002612817,0.003128825,0.003656674,0.004200261,0.004610922,0.005018141,0.005481483,0.006091929,0.006758163,0.007345377,0.007884881,0.008950391,0.010613529,0.012194803,0.013023439,0.013305341,0.013551748,0.013975111,0.014362299,0.014518623,0.014557523,0.014819491,0.015250622,0.015723169,0.016143491,0.016704365,0.017776475,0.019354009,0.021043824,0.022482391,0.023759771,0.02485799,0.025833664,0.026614237,0.027113473,0.027413884,0.027864736,0.028623573,0.029073688,0.028852849,0.027981831,0.026955343,0.025888158,0.02514179,0.024596768,0.024308035,0.024233228,0.024432981,0.024564354,0.024536505,0.024402356,0.024252986,0.024155015,0.024120787,0.02418112,0.024304206,0.024290704,0.02405204,0.023688436,0.0232915,0.022853568,0.022300837,0.021595088,0.020839417,0.020181231,0.019413131,0.019330467,0.02029074,0.021977413,0.023598501,0.025493787,0.028783398,0.033457945,0.03985904,0.047548695,0.056430953,0.065798466,0.076896832,0.090077716,0.103909563,0.116850932,0.128833883,0.140525537,0.151500764,0.161405866,0.169136089,0.174004964,0.176192005,0.178488692,0.183071665,0.187879013,0.190411386,0.191560278,0.19370249,0.196955007,0.199821762,0.201397598,0.201827972,0.201953662,0.202248331,0.202970872,0.204559874,0.206345626,0.208103808,0.209986624,0.212106148,0.213479603,0.214053972,0.214357693,0.215035906,0.216239316,0.217587206,0.218700447,0.219511458,0.220304352,0.221026098,0.221744055,0.222623183,0.223271279,0.22318428,0.223231512,0.224019786,0.223996005,0.223607126,0.224459289,0.226718891,0.228245568,0.228638904,0.227577159,0.226682672,0.225834274,0.223133751,0.212277795,0.199995279,0.191501641,0.188062936,0.18289125,0.175008994,0.16930571,0.168380709
31,03_24,79.02019367,1.21E-05,0.000110228,0.000447713,0.001011125,0.001649496,0.00221177,0.00281305,0.003339475,0.003817832,0.004254814,0.00487887,0.005545543,0.006297807,0.00686656,0.007406327,0.008423767,0.010060132,0.011603419,0.01243115,0.012699092,0.012853404,0.013140159,0.013363991,0.013352301,0.013281931,0.013470878,0.013900583,0.014394064,0.014816876,0.015282169,0.016434691,0.018296177,0.020410741,0.022226535,0.023817255,0.025009174,0.025854381,0.026347586,0.026491418,0.026388386,0.026665878,0.027469732,0.028064647,0.027779696,0.02666379,0.025301679,0.023804346,0.022748855,0.02222422,0.022187045,0.022112429,0.022112862,0.022137542,0.022155852,0.022030852,0.021703843,0.021190781,0.020763737,0.020713809,0.021039642,0.02120874,0.021032378,0.020597772,0.020123372,0.019586182,0.019022396,0.01835527,0.017629613,0.017004393,0.016408571,0.016398653,0.017121234,0.018325437,0.019730944,0.02157003,0.024956775,0.029917097,0.036821047,0.045361556,0.055312557,0.066158352,0.078864144,0.094660901,0.111987634,0.12887811,0.145072151,0.161687632,0.178192636,0.193114428,0.205223943,0.212720179,0.215661075,0.217602975,0.222949552,0.229780902,0.233362546,0.233845669,0.23493343,0.237790788,0.240514285,0.241954939,0.24239269,0.242561893,0.243326014,0.244372454,0.245424467,0.246302636,0.247233109,0.248715086,0.250713251,0.252095751,0.252500558,0.252694427,0.254318862,0.257176521,0.259832677,0.261209228,0.261804599,0.262342869,0.262709233,0.263216916,0.263587806,0.264266797,0.265009703,0.265746001,0.265336843,0.263400421,0.261520297,0.260818345,0.261436414,0.261185389,0.261130668,0.260765003,0.26005702,0.257118412,0.250451362,0.236302266,0.218658971,0.203084829,0.190603057,0.182471535,0.178146697,0.176804554,0.176551268
32,03_46,70.77411233,7.66E-05,0.000367845,0.000837242,0.001489184,0.002207278,0.00295805,0.003625129,0.004161527,0.004673228,0.005103693,0.005642705,0.006269907,0.007046736,0.007772062,0.0083892,0.009465081,0.011039437,0.012624628,0.013429766,0.013691595,0.013855739,0.014117886,0.014387995,0.014571282,0.014702798,0.014847184,0.015028038,0.015236668,0.015577248,0.016169705,0.017328718,0.018964878,0.020756609,0.022270255,0.023436001,0.02441708,0.025397008,0.026221932,0.026677131,0.026845509,0.027059279,0.027314314,0.027332996,0.026919318,0.026161034,0.025381837,0.0246148,0.024052669,0.023640428,0.023410632,0.023202714,0.023085119,0.02308576,0.023232741,0.023435334,0.02351453,0.023365555,0.023121321,0.022999971,0.02292028,0.022880122,0.022928646,0.022894209,0.022531375,0.022019974,0.02144106,0.02077822,0.020033433,0.019425819,0.018864105,0.018916471,0.019770015,0.021103712,0.022572688,0.024277043,0.027399077,0.032132586,0.038744798,0.046734847,0.055995872,0.066043904,0.07750905,0.091771854,0.108064558,0.1244346,0.139745676,0.154823124,0.169661753,0.183368787,0.194774281,0.202152905,0.205625484,0.208489167,0.21417895,0.220499407,0.223409256,0.223470938,0.224461404,0.227388198,0.230429311,0.232287709,0.233346246,0.234206072,0.235442277,0.236946899,0.238478585,0.239840093,0.241385547,0.243535546,0.245980483,0.247771667,0.248894168,0.249981033,0.251572236,0.253388714,0.2552015,0.256849774,0.258317391,0.259462231,0.260314302,0.260997599,0.261564165,0.261971943,0.262347594,0.262548475,0.262017874,0.260597425,0.259695517,0.25970603,0.259669421,0.260031142,0.260549185,0.260657904,0.259790155,0.257274708,0.249361304,0.23245231,0.21380235,0.200604783,0.192057637,0.184252006,0.178299437,0.175864032,0.174880712
33,03_59,36.87862221,0.000447871,0.001396412,0.002822288,0.004064534,0.005203056,0.006136215,0.007014026,0.007871906,0.008605886,0.00924691,0.009950452,0.010760829,0.011608101,0.012321916,0.013080321,0.014362991,0.016217446,0.017893756,0.018697022,0.01887006,0.019020411,0.019356415,0.019635044,0.019671873,0.019622499,0.019731399,0.02003336,0.020497771,0.021120376,0.022050483,0.023593219,0.025698889,0.028000266,0.030103568,0.032076243,0.033872697,0.035568164,0.036809093,0.03731474,0.03734611,0.037602121,0.038295154,0.038595042,0.037991678,0.036587172,0.035069924,0.033594703,0.032581743,0.032056009,0.031870063,0.031664288,0.031453987,0.031332164,0.031297559,0.031253048,0.030924779,0.030424045,0.029982585,0.029857619,0.029942007,0.030021942,0.030010682,0.02973086,0.029205491,0.028494454,0.027637984,0.026550318,0.025440098,0.024481429,0.023525843,0.023474326,0.024574668,0.02635034,0.028141614,0.030509445,0.034795687,0.041163649,0.049893231,0.060567907,0.072893611,0.085961123,0.100697055,0.118341076,0.13799191,0.157473949,0.175783205,0.193620042,0.210508499,0.225920839,0.238010652,0.245246028,0.247618251,0.249882039,0.255841642,0.262445565,0.264946628,0.264697855,0.265905509,0.268998006,0.271560308,0.272764165,0.272801395,0.272798397,0.273170228,0.273723682,0.274235093,0.274721571,0.275584722,0.277617194,0.280492449,0.282641184,0.283443223,0.283943878,0.285299817,0.287314117,0.28920684,0.290421223,0.291275508,0.292027047,0.292715488,0.29348202,0.29438518,0.295469647,0.296352479,0.296640586,0.295235791,0.292220823,0.289695287,0.28896837,0.288954275,0.288588571,0.288527473,0.289042258,0.289351319,0.287651296,0.279407546,0.261350181,0.241754458,0.22631803,0.216710244,0.21110736,0.210434352,0.209444333,0.208631329
34,03_66,78.12089996,0.000117519,0.000615321,0.001424334,0.002275051,0.003068207,0.003805329,0.004593268,0.00535513,0.005971483,0.006420228,0.006966684,0.0075676,0.008295664,0.008937262,0.009679317,0.010896851,0.012733887,0.01437774,0.015181049,0.015304903,0.015514527,0.015925555,0.016344342,0.016613855,0.016888057,0.017095859,0.017217195,0.017368258,0.017731859,0.018392008,0.019625191,0.021383981,0.023337012,0.024887293,0.026058231,0.027019462,0.027954122,0.028705183,0.0292516,0.029604182,0.029826336,0.030030582,0.030022179,0.029662462,0.028966364,0.028271504,0.02768567,0.027228493,0.02683528,0.026537644,0.026391114,0.026333532,0.026501944,0.026906635,0.027416696,0.027580043,0.027480435,0.027258438,0.027133238,0.027013344,0.027164408,0.027578366,0.027672578,0.027143728,0.026363551,0.025773798,0.025237378,0.024739084,0.024232379,0.023610104,0.023770867,0.024941748,0.026704829,0.028294713,0.030175435,0.033443975,0.038327131,0.044964088,0.052939881,0.062099832,0.071846396,0.0828909,0.095922906,0.110254781,0.124475602,0.138114974,0.15165774,0.164435716,0.175933456,0.184902859,0.190503665,0.192856548,0.195285571,0.200065842,0.20467538,0.206168586,0.206354111,0.208387283,0.212249185,0.215510754,0.217456597,0.218244557,0.219050847,0.220068385,0.221360698,0.222855177,0.224462505,0.226030123,0.228185149,0.23074882,0.232767672,0.233679116,0.234399654,0.23606236,0.2386631,0.241187864,0.242944679,0.244106284,0.244584343,0.244509473,0.244566355,0.24522555,0.246077991,0.24670505,0.246744765,0.245268508,0.242028381,0.239616662,0.239405067,0.240554074,0.241896203,0.244099744,0.245365629,0.24488925,0.242603058,0.234995803,0.218203252,0.199859579,0.187200699,0.180502192,0.174668887,0.16950808,0.165016547,0.164290724
35,03_70,90.32501245,0.000444775,0.001278882,0.002628932,0.004130324,0.005729079,0.006910735,0.007721678,0.008376417,0.008949897,0.009341527,0.00999123,0.010921813,0.011936196,0.012682269,0.013379739,0.014513786,0.016210201,0.01782659,0.018618644,0.018795134,0.018895821,0.019111572,0.019273126,0.019354856,0.019440004,0.019722816,0.020193305,0.020687601,0.021069233,0.021577489,0.022880196,0.024984542,0.02739782,0.029627656,0.031782078,0.033514655,0.034846041,0.035682064,0.035970967,0.035989037,0.036283993,0.03713174,0.037523809,0.037022865,0.035599715,0.03405949,0.032466693,0.031274393,0.03049567,0.030089374,0.02986176,0.029849287,0.029837673,0.029667867,0.029385176,0.028946925,0.028370033,0.027925938,0.027928649,0.028267284,0.028380482,0.028028532,0.027427224,0.026711546,0.025991432,0.025282195,0.024636163,0.023937414,0.023217734,0.022203093,0.022022739,0.023032789,0.024858956,0.026608222,0.028830516,0.032877256,0.038741694,0.047137807,0.05773233,0.070262934,0.083642399,0.099099795,0.117892823,0.13908835,0.160806119,0.181828567,0.202812057,0.222824642,0.241561463,0.25618789,0.264696752,0.267241802,0.270395551,0.278203133,0.285894082,0.288208614,0.287783714,0.289575494,0.293398425,0.296347482,0.297504436,0.297015574,0.296211692,0.295725501,0.295748369,0.296164459,0.296190721,0.295967146,0.29691506,0.299266987,0.301480827,0.302778877,0.303637403,0.304830509,0.306520679,0.308324022,0.309669305,0.310700183,0.311476911,0.312111844,0.313009642,0.314822825,0.316565919,0.317735119,0.318404831,0.317756781,0.314391673,0.311103931,0.31036284,0.311103202,0.310876159,0.309588931,0.308219553,0.308382471,0.308018059,0.301645197,0.28316453,0.263674493,0.24924395,0.242291142,0.237409448,0.23525913,0.233113258,0.232387907
36,03_71,59.18107363,8.19E-05,0.000425917,0.001020924,0.001723174,0.0023286,0.002976237,0.00366386,0.004329758,0.004827725,0.00522141,0.005698023,0.006295807,0.007035642,0.007732738,0.008450564,0.009612497,0.011369847,0.013060885,0.013995066,0.014204399,0.014357514,0.014655928,0.014982901,0.015117725,0.015193778,0.015371961,0.015673617,0.015996449,0.016390077,0.017030894,0.018402687,0.020450384,0.022791626,0.024619225,0.025914204,0.027032887,0.028245781,0.029286705,0.02990445,0.030266645,0.030542398,0.030788952,0.030736759,0.030226546,0.029347144,0.028480115,0.027854451,0.027346483,0.026737331,0.026143832,0.025732286,0.025492438,0.025452996,0.025693264,0.026014064,0.025992064,0.025593481,0.025118278,0.024936755,0.024997338,0.025109653,0.02518305,0.025007378,0.024549729,0.02395152,0.023348731,0.022609335,0.021852967,0.021134443,0.020417531,0.02033597,0.021161881,0.022453416,0.02403946,0.026188994,0.029936202,0.035255921,0.04256529,0.051625787,0.062316497,0.073636638,0.086031935,0.101045478,0.118477576,0.136393312,0.153423001,0.170135291,0.186155039,0.200462123,0.211696212,0.218691361,0.221633351,0.224269116,0.2300705,0.236436696,0.239126369,0.239032876,0.240011705,0.24282158,0.24555774,0.247452346,0.248797132,0.250156421,0.25128655,0.25224199,0.253176848,0.254290346,0.255718777,0.257931046,0.260514421,0.262381009,0.263357199,0.264150114,0.26525822,0.2663794,0.267919999,0.269988564,0.272214632,0.273433461,0.273839079,0.273922178,0.274143202,0.274725961,0.275978389,0.277430731,0.276663766,0.273228368,0.270243626,0.269975555,0.271535041,0.272249101,0.272761926,0.272547263,0.272506796,0.270379477,0.262696198,0.244127425,0.225015642,0.212273796,0.206178763,0.19881895,0.19254087,0.188538697,0.188596091
37,03_72,53.99643758,0.000151243,0.000736515,0.001601503,0.002710377,0.003939902,0.005046063,0.005843774,0.006513582,0.007186196,0.007870427,0.008572661,0.009170671,0.009821168,0.010548333,0.011364632,0.01256855,0.01420948,0.015777969,0.016700869,0.017034284,0.017215996,0.017435544,0.017670982,0.017790789,0.017879026,0.018142105,0.01857581,0.019044273,0.019455178,0.019988787,0.021203258,0.023110258,0.025299882,0.027355276,0.029325876,0.030915551,0.032120886,0.032926582,0.033225949,0.033096108,0.033214535,0.033741891,0.03403447,0.033613139,0.032598473,0.031350606,0.030020721,0.029085074,0.028681233,0.028621646,0.028535782,0.02848886,0.028475805,0.028467665,0.028406961,0.028275443,0.027997106,0.027709946,0.027557674,0.027550309,0.027509411,0.02737497,0.027135675,0.026720373,0.026196419,0.025504927,0.024659852,0.023736634,0.023009028,0.02236473,0.022337887,0.023168369,0.024564859,0.026264921,0.028281654,0.032116822,0.037896969,0.04594662,0.055685503,0.067045491,0.079184609,0.092674985,0.109468433,0.129025567,0.148994528,0.16691519,0.183431645,0.199043199,0.213377598,0.225202881,0.232709072,0.236057861,0.23876617,0.244908963,0.252109865,0.255280548,0.254810626,0.255283794,0.258409265,0.261888011,0.26363539,0.263905653,0.263618676,0.264276249,0.265869252,0.267536328,0.268262856,0.268848738,0.270626043,0.273375723,0.275374412,0.27626006,0.276875638,0.278050887,0.279653572,0.28140985,0.282999449,0.284235277,0.28531997,0.286403794,0.287443879,0.288427233,0.289295381,0.290098246,0.29047057,0.289549816,0.287127701,0.285266144,0.285177186,0.286113809,0.286766754,0.287420043,0.287481162,0.286770427,0.284143341,0.276964204,0.262050944,0.244114753,0.229750866,0.218053262,0.210297837,0.208724931,0.211539828,0.212120544
38,03_75,53.33566814,5.89E-05,0.000389845,0.00108368,0.001992817,0.002933418,0.003825155,0.004690574,0.00550509,0.006202362,0.00686521,0.007622683,0.008410505,0.00924437,0.010000584,0.010814576,0.012112087,0.014026358,0.015847001,0.016830195,0.017122671,0.01724943,0.017497499,0.017712433,0.017836109,0.018002444,0.018313128,0.018666195,0.019056958,0.01943179,0.019895636,0.021045491,0.023013769,0.025279799,0.027216654,0.028861811,0.030198635,0.031319326,0.032089662,0.032338737,0.032234392,0.03253128,0.033447184,0.034129213,0.03388551,0.032792008,0.031547704,0.03028884,0.029427734,0.028934737,0.028797552,0.02880457,0.029086578,0.029419537,0.029562259,0.02948242,0.029230628,0.028864778,0.028576981,0.028580821,0.028891328,0.029026166,0.028850076,0.028432373,0.028042106,0.02759177,0.027068088,0.026444763,0.025791809,0.025166375,0.024435635,0.024434072,0.0254802,0.027167812,0.028963866,0.031105681,0.034794494,0.040102033,0.047387335,0.05628008,0.06667117,0.077727178,0.090265721,0.105424579,0.122119547,0.138344323,0.153232495,0.167657594,0.181519114,0.193948851,0.203878496,0.209917962,0.212114195,0.213368248,0.217485806,0.222928154,0.225614974,0.225830222,0.226879851,0.229805222,0.232640854,0.234231626,0.234781883,0.235132162,0.236207265,0.237776142,0.239644922,0.2418728,0.244105544,0.246244785,0.248303213,0.249975563,0.250976783,0.251804853,0.253360088,0.255468613,0.257517112,0.258913545,0.259854522,0.260754189,0.261659444,0.262620689,0.263583928,0.264563499,0.265176625,0.265296955,0.2644076,0.262091879,0.260120525,0.25971186,0.260718837,0.260781907,0.260601575,0.260176063,0.259593885,0.257048363,0.250203371,0.235616022,0.217803147,0.202391222,0.190282292,0.182229058,0.179257309,0.179187502,0.178743838
