New_Tree_ID,Original_Tree_ID,AGB,sun_390nm,sun_394nm,sun_398nm,sun_402nm,sun_406nm,sun_410nm,sun_414nm,sun_418nm,sun_422nm,sun_426nm,sun_430nm,sun_434nm,sun_438nm,sun_442nm,sun_446nm,sun_450nm,sun_454nm,sun_458nm,sun_462nm,sun_466nm,sun_470nm,sun_474nm,sun_478nm,sun_482nm,sun_486nm,sun_490nm,sun_494nm,sun_498nm,sun_502nm,sun_506nm,sun_510nm,sun_514nm,sun_518nm,sun_522nm,sun_526nm,sun_530nm,sun_534nm,sun_538nm,sun_542nm,sun_546nm,sun_550nm,sun_554nm,sun_558nm,sun_562nm,sun_566nm,sun_570nm,sun_574nm,sun_578nm,sun_582nm,sun_586nm,sun_590nm,sun_594nm,sun_598nm,sun_602nm,sun_606nm,sun_610nm,sun_614nm,sun_618nm,sun_622nm,sun_626nm,sun_630nm,sun_634nm,sun_638nm,sun_642nm,sun_646nm,sun_650nm,sun_654nm,sun_658nm,sun_662nm,sun_666nm,sun_670nm,sun_674nm,sun_678nm,sun_682nm,sun_686nm,sun_690nm,sun_694nm,sun_698nm,sun_702nm,sun_706nm,sun_710nm,sun_714nm,sun_718nm,sun_722nm,sun_726nm,sun_730nm,sun_734nm,sun_738nm,sun_742nm,sun_746nm,sun_750nm,sun_754nm,sun_758nm,sun_762nm,sun_766nm,sun_770nm,sun_774nm,sun_778nm,sun_782nm,sun_786nm,sun_790nm,sun_794nm,sun_798nm,sun_802nm,sun_806nm,sun_810nm,sun_814nm,sun_818nm,sun_822nm,sun_826nm,sun_830nm,sun_834nm,sun_838nm,sun_842nm,sun_846nm,sun_850nm,sun_854nm,sun_858nm,sun_862nm,sun_866nm,sun_870nm,sun_874nm,sun_878nm,sun_882nm,sun_886nm,sun_890nm,sun_894nm,sun_898nm,sun_902nm,sun_906nm,sun_910nm,sun_914nm,sun_918nm,sun_922nm,sun_926nm,sun_930nm,sun_934nm,sun_938nm,sun_942nm,sun_946nm,sun_950nm,sun_954nm,sun_958nm,sun_962nm
11,01_46,107.1107536,0.000128288,0.000641628,0.001477311,0.002620044,0.003832528,0.004931875,0.005716635,0.006380193,0.006955435,0.007488472,0.008137609,0.008848805,0.009627393,0.010244073,0.010813049,0.011826998,0.013396145,0.014978323,0.015867246,0.016201091,0.016385364,0.016663721,0.016912347,0.017034509,0.017088613,0.017315455,0.017646574,0.018099487,0.018643146,0.019483268,0.020823247,0.022693201,0.024714087,0.026559077,0.028231921,0.029665074,0.030874905,0.031837093,0.032442763,0.032796161,0.033164168,0.033705196,0.03390715,0.033487656,0.032442002,0.031282269,0.03015149,0.029287792,0.02864888,0.028274,0.028086685,0.028086663,0.028151529,0.028205804,0.028228662,0.028098007,0.027828578,0.027583035,0.027506945,0.027527748,0.02749015,0.027356274,0.027038806,0.026564943,0.026003252,0.025339737,0.024538975,0.023690968,0.022897786,0.021964022,0.021809574,0.022714491,0.024337385,0.026039517,0.02821393,0.032115463,0.03774251,0.045439266,0.054786063,0.065675736,0.077139024,0.09030342,0.106160883,0.123484372,0.140394966,0.156533525,0.172693305,0.188078009,0.201968516,0.212509414,0.218209185,0.219345932,0.22128872,0.227317605,0.233755563,0.236045277,0.235965267,0.237247116,0.240151723,0.242945587,0.24466877,0.245392117,0.24563443,0.245730034,0.245976977,0.246550526,0.246574139,0.246833883,0.248666567,0.251822214,0.254024383,0.254969717,0.255316167,0.256073942,0.257389174,0.258951351,0.260239719,0.261388697,0.262696659,0.263960089,0.265042465,0.266075538,0.267050705,0.267866148,0.268792648,0.269662472,0.269516246,0.269232482,0.269847451,0.270649324,0.271057057,0.27099069,0.27124327,0.272925095,0.273930211,0.268447811,0.251860289,0.235180829,0.224715805,0.220980314,0.217385183,0.214090502,0.211009885,0.209615529
12,01_49,98.23680826,0.000114965,0.000584293,0.001459332,0.002509415,0.003510957,0.004265206,0.004939072,0.005546277,0.006173315,0.006798874,0.007652482,0.008517054,0.00938357,0.010073413,0.010761271,0.011941413,0.013804166,0.015572251,0.016479263,0.01671374,0.016907156,0.017180032,0.017411559,0.017538928,0.017672688,0.017949504,0.018301626,0.018727962,0.019270065,0.02010184,0.021459817,0.023301575,0.025302365,0.027162867,0.028944833,0.030434442,0.031655832,0.032561576,0.033229593,0.033655674,0.034101429,0.034655933,0.0348265,0.03435256,0.033244392,0.03203905,0.030813328,0.029916452,0.029280973,0.028943498,0.028785734,0.028823261,0.028880964,0.028907394,0.028881697,0.028715925,0.028457805,0.028251129,0.028186694,0.02822531,0.028175548,0.028043379,0.027708579,0.027244122,0.026633422,0.025956329,0.025088412,0.024239222,0.023478732,0.022610739,0.022436431,0.023309372,0.024943164,0.026667013,0.029026441,0.033164427,0.039062829,0.047058421,0.056804836,0.068065855,0.079874098,0.093524832,0.109898851,0.127796451,0.145242738,0.161918013,0.178633097,0.194219594,0.20763167,0.21752546,0.223053687,0.224403908,0.226325832,0.232493734,0.239147234,0.241559632,0.241711005,0.243572515,0.247266674,0.250391721,0.251882826,0.251684585,0.250945335,0.250588935,0.250674629,0.251188481,0.251339037,0.251554215,0.253111851,0.255957129,0.258245036,0.259287212,0.259869611,0.260841486,0.262348067,0.264030036,0.26545943,0.266803525,0.268267312,0.269713923,0.271014718,0.272596828,0.27384291,0.274307641,0.274448008,0.274835961,0.273955937,0.272652448,0.272269512,0.272816497,0.273378664,0.2744154,0.27451429,0.273177475,0.270888885,0.265824678,0.251145062,0.233694636,0.218822284,0.211079428,0.207508319,0.208628124,0.208589976,0.207540407
13,01_53,79.80092627,6.67E-05,0.000441779,0.001068912,0.001980804,0.002919601,0.003740837,0.004366663,0.004983053,0.005557674,0.006109802,0.006819236,0.007656053,0.00847757,0.009112681,0.009662246,0.01068448,0.012233677,0.013771547,0.014606759,0.014852943,0.014983855,0.015216864,0.015470672,0.015640917,0.015781595,0.016017248,0.016315986,0.016676994,0.017030477,0.01757904,0.018617421,0.020195044,0.021912457,0.023358744,0.024568804,0.02552195,0.026306983,0.026838243,0.02725843,0.027631124,0.028149983,0.028847218,0.029192045,0.028852856,0.027889255,0.026891011,0.0259443,0.025305399,0.024902635,0.024701852,0.024583211,0.024606397,0.024795171,0.02512036,0.02548272,0.02555825,0.025407905,0.025250277,0.025312836,0.025538838,0.025705049,0.025734995,0.025580116,0.02530815,0.024934001,0.024499269,0.023986938,0.023443161,0.023019267,0.022536175,0.022722198,0.023781876,0.02548386,0.027064878,0.028838928,0.031852847,0.036316336,0.042457463,0.049996515,0.058777763,0.068157774,0.079053906,0.092071865,0.106032668,0.119315406,0.131941894,0.14460288,0.156776243,0.167595903,0.176049019,0.180691604,0.181563015,0.182644002,0.187425548,0.193078139,0.195370121,0.195485097,0.196798882,0.19981807,0.202653558,0.204486768,0.205378095,0.205962957,0.206218616,0.20601971,0.206207631,0.207145448,0.208746791,0.21104808,0.213913644,0.21596544,0.216746341,0.216872809,0.2176784,0.219261546,0.22124791,0.223090863,0.224899654,0.22639811,0.22722542,0.227665007,0.228455594,0.229141445,0.229293077,0.229251615,0.22922529,0.228421475,0.227824571,0.228415425,0.229543,0.230357142,0.23105879,0.231866946,0.233247954,0.234411924,0.230870304,0.217740302,0.201759512,0.189513231,0.181967594,0.176449081,0.174228151,0.173146486,0.171765328
14,01_55,82.35359615,9.63E-05,0.000531283,0.001241922,0.002034076,0.002786542,0.003427697,0.003998308,0.004537644,0.0051137,0.005758011,0.006505216,0.00721026,0.007909541,0.008468162,0.009022907,0.010058782,0.011780848,0.013491741,0.014502206,0.014936591,0.015246373,0.015600794,0.015829715,0.015918776,0.015960507,0.016161649,0.016500937,0.016950824,0.017435885,0.018074126,0.019227226,0.020857469,0.022664009,0.024272827,0.025767426,0.026950486,0.0279026,0.028645231,0.029212374,0.029580491,0.029915934,0.03044071,0.030670067,0.030293299,0.029360867,0.028464346,0.027679966,0.02704152,0.026450784,0.026015751,0.025823488,0.025875571,0.025987108,0.026060755,0.026061903,0.025940852,0.025719169,0.025537973,0.025458102,0.025502765,0.025456878,0.025349579,0.025065451,0.024688281,0.024185207,0.023631846,0.022969494,0.022240753,0.021529962,0.020677144,0.020567649,0.021490052,0.023137703,0.024818798,0.026866194,0.030363947,0.035355755,0.042135922,0.050426019,0.060072284,0.070297021,0.08205193,0.096324747,0.112078074,0.127553181,0.141904468,0.155705954,0.168665629,0.180638752,0.190190963,0.19586054,0.197832532,0.199911052,0.205023628,0.210462029,0.212698842,0.213105451,0.214846529,0.218237121,0.221362185,0.223463123,0.224568776,0.225334275,0.226183455,0.227163027,0.228609628,0.230494999,0.232289241,0.234141342,0.236153512,0.237908294,0.238901604,0.239507702,0.240251846,0.241210684,0.242563051,0.244222885,0.246079229,0.247735366,0.248858202,0.249513994,0.250240225,0.250998469,0.251381553,0.251725735,0.252356399,0.252185813,0.251493848,0.251247592,0.251825526,0.25321353,0.25591973,0.257392986,0.256619095,0.254677819,0.249659802,0.235020374,0.218347456,0.20610405,0.201030085,0.197139414,0.195187874,0.192460301,0.19100462
15,01_59,52.4528406,0.000177146,0.00071434,0.001540373,0.002488967,0.003446709,0.004285085,0.004982006,0.005571104,0.006098526,0.006656663,0.007392636,0.008161555,0.008950648,0.009673866,0.010440587,0.011712997,0.013531861,0.015255433,0.016156649,0.016332705,0.016474807,0.016799055,0.017179872,0.017422931,0.017669571,0.018005808,0.018361267,0.018772111,0.019307831,0.020119571,0.021484483,0.023370072,0.025475419,0.027247959,0.028703681,0.029948959,0.031179365,0.032194682,0.032844818,0.033223225,0.033586153,0.034111779,0.034343437,0.034037616,0.033161657,0.032165236,0.0311156,0.030353171,0.029895165,0.029663079,0.029467911,0.029347834,0.029296281,0.029358693,0.02943122,0.02933942,0.029109236,0.028871081,0.028659021,0.028436437,0.028357019,0.028401732,0.028270076,0.027788316,0.027198336,0.026536857,0.02569637,0.02473261,0.023889793,0.023095989,0.023021694,0.023987661,0.02563762,0.027427346,0.029620677,0.03349132,0.039043572,0.046500206,0.055262812,0.065204457,0.075577495,0.08745471,0.101661621,0.116827991,0.131236591,0.144766585,0.158318999,0.171128568,0.182436439,0.190857176,0.19546896,0.19684573,0.199043742,0.204036595,0.20891775,0.211036421,0.211755646,0.213496629,0.216148323,0.218811381,0.22072306,0.221974776,0.222762863,0.223220412,0.223870774,0.225095456,0.225856397,0.226803147,0.228961508,0.232083701,0.234098105,0.235118222,0.235665429,0.23627835,0.237208041,0.238359883,0.239295688,0.240129541,0.241439452,0.242840941,0.244001381,0.245043557,0.245548936,0.245053777,0.244438406,0.244184418,0.242903877,0.241848125,0.2422425,0.243596181,0.245238178,0.246730312,0.246781282,0.246777553,0.246299933,0.241204017,0.226876439,0.212132464,0.202034492,0.197207276,0.193114249,0.190840129,0.189867728,0.188813313
16,01_62,67.40703717,3.67E-05,0.000362064,0.000933166,0.001645259,0.002309588,0.003020895,0.003738891,0.004411297,0.00497958,0.005445029,0.005961957,0.006626021,0.007352948,0.007861197,0.008240324,0.009254196,0.011030731,0.012774282,0.013622184,0.013757483,0.013852054,0.014139248,0.014423017,0.014539614,0.014559583,0.014696758,0.014919349,0.015198127,0.015492021,0.016001389,0.017043805,0.018544369,0.020161657,0.021556701,0.022795795,0.023788811,0.024590045,0.025168663,0.025659383,0.026107763,0.026575396,0.027170273,0.027415427,0.027103139,0.02619631,0.025242677,0.024336985,0.02370704,0.023199201,0.022800141,0.022616191,0.022660681,0.022799211,0.022943172,0.023091822,0.023017324,0.022806004,0.022542545,0.022424918,0.022316991,0.022276267,0.022270749,0.022163848,0.021836438,0.021359383,0.020808955,0.020119457,0.019425856,0.018792397,0.018104933,0.01805103,0.01888804,0.020320668,0.02178389,0.023660178,0.026886932,0.031373889,0.03747103,0.044987688,0.05388547,0.063367099,0.074480807,0.087776195,0.102592352,0.117298492,0.131486432,0.145491688,0.158872788,0.171041919,0.180791767,0.18648376,0.187839948,0.189543279,0.195746036,0.202196385,0.20410967,0.203487876,0.204801018,0.207799215,0.21046342,0.212232084,0.213219591,0.213889652,0.214027493,0.213862901,0.214267477,0.215020607,0.21611783,0.218237471,0.221383107,0.223602933,0.2244692,0.22460339,0.225117916,0.226193954,0.227665833,0.228971717,0.230252126,0.231891155,0.233504264,0.234548379,0.235315689,0.235727233,0.23580312,0.235627838,0.234942181,0.232452151,0.230492226,0.230889627,0.232400728,0.23388147,0.234605558,0.234364779,0.234681765,0.235441847,0.231981335,0.216003355,0.197454256,0.1831928,0.17617822,0.170942083,0.168699738,0.167819962,0.1658535
17,01_66,89.7667815,8.26E-05,0.000429115,0.000999294,0.001699712,0.002411588,0.003041265,0.003602977,0.004133402,0.004676064,0.005227142,0.0059313,0.006689338,0.007497476,0.008144766,0.008796282,0.009915578,0.011653271,0.013345288,0.014285828,0.014556099,0.014758756,0.015145161,0.015474341,0.015550656,0.015482603,0.015630189,0.015975583,0.016450602,0.016954906,0.017669168,0.018841179,0.020407356,0.022130004,0.023717858,0.025261893,0.026584385,0.027681784,0.028454736,0.028939815,0.029231307,0.029593685,0.030180482,0.030470897,0.030142183,0.029222316,0.028180649,0.027136666,0.026320908,0.025726131,0.025353175,0.025225325,0.025368303,0.025553738,0.02562995,0.025609439,0.025498606,0.025357375,0.025263063,0.025263817,0.025347202,0.025356471,0.025227894,0.024911074,0.024500099,0.024022028,0.023468124,0.022804485,0.022094992,0.02141297,0.020569229,0.020429859,0.021349467,0.022978659,0.024639563,0.026671981,0.030300175,0.035573154,0.042723267,0.051292624,0.061176061,0.071777244,0.084188257,0.099304194,0.115879142,0.132022011,0.147138638,0.161964883,0.175987338,0.188800573,0.198988977,0.204876435,0.206427846,0.208161272,0.213704103,0.219914447,0.22244912,0.222628039,0.224008949,0.227030712,0.229793638,0.231490193,0.232075905,0.232335215,0.232636197,0.232906076,0.233674601,0.235092719,0.236901496,0.239129197,0.241740807,0.243917576,0.245175697,0.246080245,0.247187633,0.248611037,0.250064229,0.251391901,0.252600853,0.25403588,0.255537253,0.256889026,0.258142993,0.259247675,0.260032436,0.260636836,0.260955434,0.259769963,0.258454406,0.258409409,0.259485845,0.260175399,0.261161987,0.261374159,0.260816802,0.259161207,0.254360079,0.239867585,0.223853835,0.212192244,0.206815589,0.201144141,0.196525346,0.192639223,0.191601782
18,01_74,87.24396389,0.000133173,0.000695679,0.001528333,0.002446703,0.003311353,0.004020608,0.004590834,0.005146583,0.005662872,0.006091916,0.006658053,0.007295563,0.008005427,0.008586383,0.009181008,0.010148245,0.011651833,0.013111194,0.013973372,0.014277723,0.014525014,0.014852134,0.015158707,0.015256818,0.015296514,0.015445666,0.015748295,0.016111621,0.016515565,0.017048898,0.017997462,0.019336985,0.020805764,0.022137927,0.023364595,0.024375598,0.025163178,0.025823929,0.026417227,0.026929513,0.02737862,0.027847005,0.027989435,0.027667902,0.026911455,0.02611967,0.025376226,0.024788867,0.02425189,0.023870645,0.023719049,0.023795369,0.023954832,0.024159914,0.024322349,0.024383015,0.024329649,0.024303872,0.02435441,0.024488742,0.024543362,0.024504614,0.024291362,0.023960634,0.023571213,0.023087424,0.022467841,0.021795584,0.02124416,0.020673129,0.020744084,0.021673671,0.023229748,0.024787134,0.026515683,0.029549614,0.034125274,0.040377917,0.047863167,0.056469295,0.065628513,0.076200424,0.088861026,0.102254994,0.114879673,0.126662889,0.138419207,0.149669663,0.159983776,0.167992006,0.17250187,0.17385047,0.175717829,0.180336587,0.185079747,0.186725813,0.186665628,0.18791092,0.190827465,0.193701351,0.195602257,0.196602402,0.197325528,0.198074956,0.198980332,0.200323924,0.201780362,0.203366373,0.205463628,0.207947388,0.209876449,0.2110271,0.211889825,0.213146322,0.214872239,0.216629994,0.218050065,0.219279873,0.220610622,0.221796929,0.222503099,0.22277131,0.223190018,0.224171957,0.225548728,0.226508318,0.226559926,0.226624132,0.227522792,0.228851778,0.230407995,0.232799794,0.234798964,0.236297643,0.236342682,0.231613709,0.218193415,0.203372021,0.191808539,0.184585648,0.180431086,0.180287881,0.179407333,0.176923372
19,01_77,107.244443,4.12E-05,0.000343549,0.000833805,0.001382518,0.001842349,0.00232226,0.002846698,0.00337949,0.003863195,0.004303255,0.004869308,0.00548808,0.006173382,0.006721132,0.007342097,0.008451974,0.010197608,0.011744264,0.012556704,0.01278448,0.013054903,0.013454266,0.013792028,0.01387824,0.013893415,0.014051564,0.014279862,0.01456427,0.014989994,0.015668571,0.01679873,0.018342434,0.020004482,0.021358834,0.022398452,0.023278073,0.024158844,0.024930311,0.025450105,0.025807972,0.026157913,0.026591027,0.026700288,0.026316624,0.025554926,0.024852437,0.024255226,0.023797394,0.023379777,0.023081701,0.02291612,0.022945672,0.023084179,0.023313705,0.023531812,0.023536477,0.023364287,0.023166888,0.023086672,0.023034167,0.023047631,0.023106476,0.022960337,0.022592139,0.022129178,0.021636582,0.020979821,0.020296025,0.019692669,0.019056044,0.019138026,0.020168332,0.021771337,0.023265551,0.025060051,0.028186994,0.032682162,0.038762629,0.046125216,0.05460692,0.063656035,0.074206275,0.086928349,0.10068703,0.114013128,0.126563045,0.138909775,0.150564643,0.161056165,0.16936915,0.174468921,0.176754585,0.179426989,0.184432281,0.189241978,0.191184564,0.191610851,0.19316438,0.196209122,0.199258419,0.201349598,0.202463459,0.203151678,0.20386117,0.204693941,0.206022052,0.207530519,0.209165487,0.211197936,0.213650724,0.215570733,0.216705925,0.217475755,0.218424639,0.219567418,0.220926934,0.222260971,0.223662799,0.22497784,0.225990195,0.226543135,0.226833923,0.227147192,0.227488079,0.22771702,0.227293565,0.226058176,0.225393202,0.225976393,0.2273437,0.228290089,0.229975352,0.230791226,0.230937837,0.229435072,0.223837187,0.209722589,0.194638034,0.182996035,0.175810022,0.171160258,0.169823812,0.168361829,0.166603081
20,01_85,81.61584885,3.26E-06,0.000194608,0.000659105,0.00147357,0.002327852,0.003075245,0.003734633,0.004317765,0.004882898,0.005403183,0.006118714,0.006901867,0.007733724,0.008312822,0.008825805,0.009949641,0.011814892,0.013584069,0.014491391,0.014798269,0.015064163,0.01544654,0.015791896,0.015968161,0.016065593,0.016296686,0.01659023,0.016881583,0.017240375,0.017860357,0.018849579,0.020172244,0.021602061,0.022873414,0.0239942,0.024917696,0.025744335,0.02637454,0.026812684,0.027090058,0.027476035,0.02805637,0.028314885,0.028008745,0.027201688,0.026429627,0.025712748,0.025252214,0.024931803,0.024834266,0.024884888,0.025096075,0.025301261,0.025486384,0.025673018,0.025773661,0.025805584,0.025796466,0.025857621,0.025919438,0.025998072,0.026015154,0.025885009,0.025604556,0.025278155,0.024923027,0.024448347,0.023967038,0.023521633,0.022980302,0.023065642,0.02413722,0.025862363,0.027453713,0.029250112,0.032280869,0.036626219,0.042587897,0.04990206,0.058475406,0.067673316,0.078682106,0.091849198,0.106215335,0.120257835,0.133865097,0.147385352,0.160148829,0.171547275,0.180431427,0.185706203,0.187266072,0.189245449,0.195141084,0.201160718,0.203189628,0.203170603,0.205036848,0.208342189,0.211234402,0.213155188,0.214165497,0.214810896,0.215448542,0.216294708,0.217711102,0.219229103,0.220756717,0.222980522,0.225955031,0.228219168,0.229389626,0.229951711,0.230762915,0.231875064,0.233347609,0.234767601,0.23625936,0.237903553,0.239316429,0.240184575,0.241105479,0.242016871,0.24273121,0.243160751,0.242869175,0.240459058,0.238305306,0.238561831,0.240157394,0.241508137,0.2423348,0.241917242,0.241321902,0.240286709,0.235992806,0.219522936,0.20094025,0.186632932,0.181767494,0.179258783,0.179462133,0.178768207,0.177295164
21,01_95,94.56072651,6.07E-06,0.000190062,0.00046103,0.000952063,0.001435848,0.002011561,0.002576268,0.003135038,0.003590785,0.003986581,0.004564602,0.0052508,0.006001269,0.00660533,0.007201765,0.008317746,0.010035108,0.011566124,0.012338281,0.012548017,0.012831377,0.013224697,0.013635599,0.013853622,0.013992633,0.014223667,0.014543282,0.014899007,0.015352255,0.016051148,0.017261812,0.018944952,0.02078675,0.022342639,0.023588343,0.024605688,0.02558883,0.026430046,0.027050054,0.027466064,0.027872444,0.028363408,0.028515753,0.028100599,0.027190458,0.026241196,0.025353841,0.024672026,0.024141879,0.023754145,0.023487785,0.02337356,0.023389956,0.023538553,0.023646009,0.023585198,0.023446864,0.02330645,0.023137732,0.022943977,0.022808503,0.02273595,0.022511229,0.022070525,0.021532993,0.020935496,0.020179603,0.019337995,0.018597414,0.017868811,0.017883262,0.018863972,0.020457495,0.022024301,0.02388423,0.027227692,0.032058734,0.038699367,0.046656268,0.055782733,0.065370333,0.076516579,0.089895022,0.104447751,0.118644176,0.132198482,0.14553965,0.158173892,0.169709216,0.17856354,0.183580553,0.185454212,0.188291894,0.19325831,0.197854302,0.200212536,0.20157433,0.203645157,0.206555568,0.209400869,0.211005572,0.21146914,0.211559736,0.21173646,0.212483499,0.213701717,0.214000691,0.214347472,0.216029383,0.218757327,0.220435994,0.221375675,0.221948595,0.222443495,0.223275703,0.224538464,0.225824089,0.227058142,0.228390051,0.229509586,0.230131565,0.230877552,0.231223563,0.231165995,0.230813295,0.230503882,0.229491216,0.228992532,0.229809579,0.230954643,0.231995589,0.232522523,0.2321373,0.23236031,0.23289651,0.228110714,0.213171667,0.197069821,0.185335725,0.178756945,0.173357531,0.170092193,0.168574766,0.16891225
22,01_103,139.2774604,0.000294374,0.000997543,0.002164359,0.003514648,0.004888739,0.005992973,0.006772091,0.007444409,0.008061859,0.008586614,0.00924394,0.010053106,0.010913293,0.011520581,0.012096509,0.013158047,0.014816375,0.01638084,0.017158153,0.017305215,0.017405085,0.017670688,0.017909664,0.017999613,0.0180009,0.018111734,0.018389501,0.018816288,0.019340429,0.020055861,0.021302457,0.023006115,0.024886068,0.026498927,0.027922179,0.029088336,0.030078871,0.030840917,0.031278374,0.031465336,0.03171987,0.032314959,0.032614393,0.032169868,0.031065249,0.02988055,0.028758687,0.027912056,0.027366549,0.027086321,0.026991036,0.027118878,0.027296406,0.027383416,0.02736801,0.027190723,0.026896187,0.026669887,0.026641502,0.026750644,0.026805237,0.026807344,0.026536744,0.026073948,0.025491266,0.024935455,0.024275692,0.023587096,0.022917916,0.022085852,0.021954283,0.02286521,0.024503881,0.026179794,0.028180026,0.031720922,0.036918009,0.044045137,0.052711802,0.062700134,0.073592876,0.08654346,0.102684018,0.120502793,0.138284419,0.155983742,0.174394904,0.192416414,0.209014038,0.222213896,0.229748831,0.231944782,0.234482727,0.241393152,0.248927827,0.251842146,0.251703642,0.252845897,0.256105105,0.259044209,0.260528694,0.260597907,0.260153987,0.259594933,0.25877908,0.258379849,0.258298734,0.258796632,0.260387752,0.263112458,0.26545167,0.266778799,0.267728526,0.269028166,0.270670092,0.272218912,0.273277459,0.274199893,0.275732322,0.27766742,0.279247633,0.280146118,0.280995406,0.281930093,0.283081346,0.284400587,0.285219177,0.285412368,0.285417401,0.285547142,0.285200204,0.284541923,0.284525932,0.286188332,0.287153892,0.283102175,0.270610254,0.256499827,0.244427852,0.236190882,0.231635234,0.231860794,0.231404194,0.228476635
23,01_109,43.16346906,1.21E-05,0.000172992,0.00045184,0.000774543,0.001069579,0.001460166,0.002099464,0.002801929,0.003452803,0.003980748,0.004687268,0.005470536,0.006281626,0.006896359,0.007451714,0.008537428,0.01026889,0.011872454,0.012642572,0.01291586,0.013218247,0.013674642,0.013994249,0.014157104,0.014185077,0.014407799,0.014667642,0.015005822,0.015261813,0.015705329,0.01663269,0.01806176,0.019641289,0.020972215,0.022101513,0.022967022,0.023746287,0.024342636,0.02477997,0.025006475,0.025248863,0.025558202,0.025597071,0.025213889,0.024493938,0.023847355,0.023323451,0.022921429,0.022456698,0.022040082,0.021872328,0.021921536,0.022075713,0.022206637,0.0223454,0.022384952,0.022352596,0.022259886,0.022270243,0.02233561,0.02242366,0.022394911,0.022185213,0.021760377,0.021249965,0.020653343,0.019921125,0.019242585,0.018693011,0.018062732,0.01806103,0.019017902,0.020627306,0.022175082,0.023972556,0.026940069,0.031087758,0.036884079,0.044255518,0.053094546,0.06259332,0.073559537,0.086799225,0.101577342,0.116331393,0.130268833,0.143693887,0.156300161,0.167870466,0.177296088,0.183174196,0.185529945,0.188124585,0.194189048,0.200201971,0.202149069,0.201821309,0.203024546,0.205676562,0.208001883,0.209787504,0.211019419,0.212064812,0.213206972,0.214553256,0.215970839,0.217167167,0.21837307,0.220514183,0.223431162,0.225893259,0.227269189,0.228054697,0.229089561,0.230606049,0.232003026,0.232721841,0.233392382,0.235329817,0.237856243,0.239202873,0.239334411,0.239339364,0.239741974,0.239970136,0.239384305,0.237059105,0.235292512,0.235609265,0.237046528,0.238506809,0.239739003,0.239940227,0.238143617,0.235619825,0.229356207,0.211930884,0.193169597,0.181832364,0.179821633,0.176090654,0.171971456,0.167925961,0.166800452
24,01_119,89.51356569,4.32E-05,0.000316207,0.000791269,0.001405017,0.00200205,0.002555444,0.003132198,0.003687063,0.004164061,0.004558199,0.005153927,0.005864265,0.006630121,0.007203196,0.007760833,0.008820481,0.010505862,0.012108171,0.012965348,0.013299142,0.013588031,0.013966676,0.014248287,0.014375258,0.014465894,0.014694518,0.015002224,0.015402922,0.015915709,0.016654593,0.01785133,0.019485679,0.021234379,0.022828173,0.024321906,0.02557487,0.026581612,0.027324664,0.027827731,0.028126907,0.028509131,0.0291689,0.029543037,0.029284276,0.028420535,0.027467529,0.026441178,0.02568527,0.025179211,0.024946576,0.024859077,0.025006039,0.02516431,0.025330159,0.025416407,0.025389688,0.025230405,0.025129238,0.025152868,0.025290369,0.025312323,0.0251484,0.024812204,0.024418113,0.023974953,0.02348105,0.02287405,0.022209197,0.021569155,0.020767646,0.020752531,0.021808548,0.023617227,0.025304286,0.027402239,0.030988864,0.036109145,0.043037443,0.051466442,0.061263847,0.071620995,0.083731386,0.098126046,0.113459058,0.12807242,0.141931092,0.155707843,0.168629354,0.180112616,0.188967178,0.194107053,0.195810545,0.197905521,0.203142432,0.208654498,0.211036482,0.211786813,0.213788569,0.217210729,0.220218853,0.222107079,0.222842338,0.223220725,0.223760296,0.224568055,0.225800871,0.227207011,0.228477935,0.230163004,0.23238829,0.234392238,0.235468298,0.236166078,0.237388604,0.239327579,0.241227444,0.242504409,0.243432094,0.244617368,0.245788941,0.246847046,0.248106029,0.249083461,0.249257249,0.249086255,0.249361213,0.248699764,0.247711279,0.24732264,0.247748439,0.248684441,0.250595946,0.251279468,0.2494724,0.246810791,0.24173566,0.228481961,0.213211628,0.201536696,0.195746764,0.191303823,0.189322174,0.187863955,0.188749645
