New_Tree_ID,Original_Tree_ID,AGB,ave_a_390nm,ave_a_394nm,ave_a_398nm,ave_a_402nm,ave_a_406nm,ave_a_410nm,ave_a_414nm,ave_a_418nm,ave_a_422nm,ave_a_426nm,ave_a_430nm,ave_a_434nm,ave_a_438nm,ave_a_442nm,ave_a_446nm,ave_a_450nm,ave_a_454nm,ave_a_458nm,ave_a_462nm,ave_a_466nm,ave_a_470nm,ave_a_474nm,ave_a_478nm,ave_a_482nm,ave_a_486nm,ave_a_490nm,ave_a_494nm,ave_a_498nm,ave_a_502nm,ave_a_506nm,ave_a_510nm,ave_a_514nm,ave_a_518nm,ave_a_522nm,ave_a_526nm,ave_a_530nm,ave_a_534nm,ave_a_538nm,ave_a_542nm,ave_a_546nm,ave_a_550nm,ave_a_554nm,ave_a_558nm,ave_a_562nm,ave_a_566nm,ave_a_570nm,ave_a_574nm,ave_a_578nm,ave_a_582nm,ave_a_586nm,ave_a_590nm,ave_a_594nm,ave_a_598nm,ave_a_602nm,ave_a_606nm,ave_a_610nm,ave_a_614nm,ave_a_618nm,ave_a_622nm,ave_a_626nm,ave_a_630nm,ave_a_634nm,ave_a_638nm,ave_a_642nm,ave_a_646nm,ave_a_650nm,ave_a_654nm,ave_a_658nm,ave_a_662nm,ave_a_666nm,ave_a_670nm,ave_a_674nm,ave_a_678nm,ave_a_682nm,ave_a_686nm,ave_a_690nm,ave_a_694nm,ave_a_698nm,ave_a_702nm,ave_a_706nm,ave_a_710nm,ave_a_714nm,ave_a_718nm,ave_a_722nm,ave_a_726nm,ave_a_730nm,ave_a_734nm,ave_a_738nm,ave_a_742nm,ave_a_746nm,ave_a_750nm,ave_a_754nm,ave_a_758nm,ave_a_762nm,ave_a_766nm,ave_a_770nm,ave_a_774nm,ave_a_778nm,ave_a_782nm,ave_a_786nm,ave_a_790nm,ave_a_794nm,ave_a_798nm,ave_a_802nm,ave_a_806nm,ave_a_810nm,ave_a_814nm,ave_a_818nm,ave_a_822nm,ave_a_826nm,ave_a_830nm,ave_a_834nm,ave_a_838nm,ave_a_842nm,ave_a_846nm,ave_a_850nm,ave_a_854nm,ave_a_858nm,ave_a_862nm,ave_a_866nm,ave_a_870nm,ave_a_874nm,ave_a_878nm,ave_a_882nm,ave_a_886nm,ave_a_890nm,ave_a_894nm,ave_a_898nm,ave_a_902nm,ave_a_906nm,ave_a_910nm,ave_a_914nm,ave_a_918nm,ave_a_922nm,ave_a_926nm,ave_a_930nm,ave_a_934nm,ave_a_938nm,ave_a_942nm,ave_a_946nm,ave_a_950nm,ave_a_954nm,ave_a_958nm,ave_a_962nm
25,01_121,94.58074054,0.000106894,0.000518561,0.001216713,0.002026296,0.002844971,0.003563575,0.004184648,0.004723067,0.005210154,0.005595802,0.006081502,0.006630109,0.007275302,0.007778338,0.008334316,0.009368623,0.010932553,0.01246547,0.013333765,0.013612494,0.013738531,0.014021919,0.014289409,0.014405041,0.01442896,0.014667758,0.015055786,0.015537468,0.015898551,0.016288367,0.017157249,0.018587128,0.02028621,0.021762661,0.0230384,0.024048916,0.024920106,0.025618209,0.026006775,0.026240643,0.026629105,0.027364356,0.027811744,0.027494164,0.026489843,0.02543162,0.024475956,0.023779198,0.023313657,0.023089333,0.023021658,0.023157426,0.023383094,0.023543855,0.02361945,0.023534574,0.023362792,0.023281706,0.023388632,0.023664481,0.023804242,0.023749925,0.023434003,0.022992819,0.022518351,0.022062271,0.021590345,0.021074362,0.020600277,0.019968887,0.020001986,0.020971082,0.0225394,0.024140422,0.026042881,0.029278944,0.033885615,0.040061306,0.047316558,0.055504783,0.064385433,0.074898169,0.087655917,0.100934442,0.11304812,0.123866614,0.134565023,0.144801142,0.153548448,0.160262167,0.164873698,0.168087232,0.170647212,0.173901509,0.176947356,0.177989789,0.177748471,0.178694042,0.181691954,0.184827944,0.186960491,0.188143313,0.189100538,0.190674828,0.19269428,0.195124925,0.198181383,0.201088953,0.203235948,0.204651417,0.205837115,0.206553931,0.207034629,0.208329373,0.210441459,0.212408875,0.213440442,0.214022792,0.21448002,0.214831583,0.215291417,0.216007674,0.216722213,0.217079309,0.217323473,0.217818863,0.218561759,0.219672608,0.221454606,0.224113962,0.225949187,0.22729722,0.227995759,0.228241873,0.227292154,0.224531718,0.217943567,0.208335334,0.197926429,0.188684695,0.180967612,0.17512242,0.169740147,0.164601641
26,01_132,82.70858614,0.000265896,0.001116956,0.002334147,0.003473981,0.004509019,0.005219536,0.005661046,0.006030289,0.00646441,0.006944129,0.007501876,0.00804202,0.008572722,0.009097348,0.009661946,0.010725162,0.012388147,0.014072869,0.015059665,0.015446561,0.015676908,0.01595342,0.016253371,0.01643442,0.01656327,0.016846832,0.017266798,0.017719158,0.018171734,0.018767108,0.019815539,0.021319332,0.022959442,0.024450753,0.025864253,0.027096371,0.028187834,0.028985455,0.029397315,0.029504737,0.029838224,0.030530161,0.030959277,0.030653729,0.029743056,0.028877297,0.028123442,0.027644466,0.027339078,0.027272881,0.027335793,0.027580751,0.027845679,0.027999249,0.028040193,0.028036739,0.028035077,0.028101482,0.028224544,0.028475754,0.028619357,0.028653296,0.028448467,0.028145463,0.027764775,0.027332164,0.026721872,0.026042814,0.025476313,0.024836551,0.02484038,0.025872018,0.027600816,0.029472857,0.031606681,0.035048036,0.039867372,0.046196341,0.053481039,0.061633788,0.070332551,0.080421139,0.092416162,0.10442331,0.114897218,0.12397547,0.133030303,0.141545959,0.148441556,0.153229739,0.156394568,0.158777972,0.160897927,0.163534173,0.165757783,0.166373045,0.166332792,0.167666337,0.170785378,0.173972642,0.176024137,0.176961931,0.177717349,0.179442416,0.182169452,0.185484451,0.189262108,0.192608732,0.194801446,0.195980702,0.197117735,0.198240058,0.199189607,0.200669105,0.202763101,0.204699744,0.205802373,0.206461909,0.206871373,0.207042756,0.207350005,0.208072045,0.209010726,0.209901864,0.21069754,0.211009268,0.210667625,0.210485509,0.211315552,0.213304251,0.215083867,0.217862239,0.219921862,0.221095723,0.220316189,0.218188962,0.212334704,0.203576723,0.193562112,0.184703585,0.177305349,0.171440361,0.16625162,0.162043551
27,01_134,90.24573857,0.000165026,0.000791404,0.001654045,0.002362695,0.002978393,0.003439952,0.003793992,0.004062497,0.004343918,0.004611511,0.005021661,0.005552769,0.006154357,0.006590939,0.006958248,0.007754886,0.009185819,0.010645036,0.011449513,0.011669098,0.011891019,0.012233805,0.012504427,0.012467925,0.012391185,0.012500091,0.012844046,0.013188352,0.013530535,0.013894782,0.014586386,0.015596992,0.016771418,0.017785011,0.018646453,0.019417239,0.020157811,0.020760475,0.021011672,0.021024961,0.021212684,0.021817213,0.022172785,0.021835087,0.021023763,0.020335373,0.019693946,0.019245485,0.019019439,0.019011364,0.019029134,0.019115269,0.019209013,0.019314378,0.019397274,0.019403464,0.019367439,0.019426117,0.01959495,0.0198331,0.019914528,0.019819078,0.019546873,0.019276228,0.01899589,0.018656279,0.01820555,0.017730708,0.01731658,0.016736798,0.016823478,0.017825693,0.019466934,0.020913981,0.02249158,0.024921068,0.028244717,0.032695721,0.03815825,0.044541423,0.051488769,0.059876564,0.069586693,0.079410457,0.088374964,0.096700443,0.104875888,0.112532717,0.11927375,0.124613515,0.12833459,0.130801043,0.1329145,0.135790448,0.137973771,0.138236953,0.138098306,0.139682307,0.14287025,0.145660744,0.147616406,0.148792244,0.149781408,0.151031185,0.152462921,0.15470659,0.158252886,0.161427769,0.163174062,0.164101613,0.165440058,0.166530124,0.167475124,0.168920198,0.170906738,0.172641656,0.173747927,0.174483968,0.174744867,0.174438572,0.174117625,0.174382045,0.17474976,0.174708368,0.174666776,0.174961115,0.174699991,0.1745816,0.175601764,0.177802134,0.179942903,0.182104336,0.182811168,0.181127893,0.179512699,0.179149518,0.175484383,0.167165107,0.1565732,0.14847565,0.140249284,0.132261132,0.124432942,0.120520354
28,01_136,72.30884802,0.000333524,0.001072308,0.00220805,0.003510169,0.004863851,0.005965458,0.006719986,0.007366591,0.007910802,0.008365496,0.008917954,0.009585801,0.010314598,0.010941009,0.011595501,0.012778782,0.014646612,0.016536609,0.017535313,0.01773407,0.017769759,0.017990061,0.018227195,0.018403697,0.018534892,0.018756701,0.019024371,0.019327815,0.019680185,0.020151209,0.021120546,0.022602017,0.024320481,0.02579207,0.027070184,0.028135836,0.029148292,0.029896401,0.030123899,0.030036572,0.030342517,0.031138599,0.031673084,0.031465911,0.030707581,0.029743122,0.028736619,0.027970935,0.027670699,0.027629995,0.027653979,0.027697564,0.027828904,0.027949749,0.028030576,0.027940904,0.027680337,0.027391603,0.027357687,0.027614735,0.027785591,0.027749237,0.027448707,0.027092817,0.026648201,0.026130245,0.025438952,0.024745462,0.024181162,0.023524162,0.023460826,0.024282346,0.025720594,0.027292745,0.029264256,0.032609974,0.037294657,0.04357986,0.051181902,0.059910116,0.069385433,0.080554534,0.094190373,0.108520766,0.121758406,0.133861606,0.146110968,0.157980696,0.167909266,0.17521477,0.180025022,0.183620224,0.186912322,0.190436066,0.193033279,0.194041863,0.194449908,0.195874358,0.198760033,0.201796519,0.203833407,0.204776757,0.205537395,0.207292057,0.210289609,0.213905457,0.217591628,0.220780528,0.22320744,0.22482661,0.225874466,0.226431332,0.226654473,0.227683901,0.229839137,0.231922341,0.232975982,0.233503519,0.233982642,0.23416151,0.234503377,0.235312716,0.236342793,0.237326082,0.238217798,0.238725248,0.238989216,0.239990044,0.241972312,0.24491933,0.246674612,0.24822836,0.2491968,0.250953943,0.251166984,0.248186735,0.240201929,0.228953454,0.217398032,0.206023414,0.198390507,0.196176209,0.19477039,0.190135409
29,01_150,57.61488017,5.42E-05,0.000299866,0.000703666,0.001234185,0.001816728,0.002262706,0.00246769,0.002610822,0.002870988,0.003208044,0.003597222,0.003916894,0.004245328,0.004572574,0.005074567,0.005977366,0.007304157,0.008554416,0.009227784,0.009413831,0.009549507,0.009866571,0.010208438,0.010346209,0.010295712,0.01037521,0.010632252,0.010939942,0.011205917,0.011579155,0.012300607,0.013341885,0.01451128,0.015492581,0.016262774,0.017006942,0.017900264,0.018704277,0.01910091,0.019225671,0.01954013,0.020063146,0.02023559,0.019717605,0.018790045,0.018059874,0.017590222,0.01725987,0.016943327,0.01677006,0.016653679,0.016526397,0.016521661,0.016677323,0.016933213,0.017063879,0.017114788,0.017079899,0.017041835,0.016970735,0.016989861,0.017121326,0.017035972,0.016676659,0.016188788,0.015724255,0.015154813,0.014642084,0.014231475,0.013914253,0.014145386,0.015088106,0.01636462,0.017622853,0.019143905,0.021713567,0.025259592,0.029992628,0.035743793,0.042522908,0.049799866,0.058001174,0.067739429,0.078438519,0.088772331,0.098276142,0.10768047,0.116738382,0.124264826,0.129545021,0.132954051,0.13583379,0.139182116,0.14213879,0.143535276,0.143856702,0.14460976,0.146269575,0.148828094,0.151559357,0.153518497,0.154497862,0.155319534,0.156702301,0.15895538,0.161629695,0.164024168,0.166051692,0.167957049,0.169778223,0.171007773,0.17181567,0.172080257,0.173445747,0.176253733,0.178976898,0.180095948,0.180335995,0.180500867,0.180434481,0.180517385,0.181062691,0.181566964,0.181732938,0.181332259,0.180567289,0.180012007,0.180580936,0.182144555,0.183749821,0.185467748,0.188343265,0.190020047,0.189966245,0.187766776,0.183688727,0.177920777,0.170415987,0.161744934,0.150917761,0.141570518,0.133254733,0.12704545,0.121455008
30,01_151,51.94978912,0.000300649,0.001110143,0.002257593,0.003180228,0.003923198,0.004539034,0.005167615,0.005782267,0.006308052,0.006810635,0.00739892,0.008012539,0.008611145,0.009201473,0.009773308,0.010809519,0.012397549,0.014001855,0.01489846,0.015274203,0.015547578,0.015968507,0.016343955,0.016530029,0.016544263,0.016730998,0.017079812,0.017537026,0.018064773,0.018773409,0.019949214,0.021577512,0.023390528,0.024973526,0.026395156,0.02760898,0.028752213,0.029658268,0.030161316,0.030305022,0.030597694,0.031263968,0.031720504,0.031538296,0.0307825,0.029825933,0.028832975,0.028045287,0.027549433,0.027241587,0.027146892,0.027290094,0.027460837,0.027451715,0.027332815,0.027201015,0.027134467,0.027154645,0.027241556,0.02735197,0.027315365,0.027078388,0.02666267,0.026198871,0.025709823,0.025177131,0.024464266,0.023713554,0.023072191,0.022318401,0.02222525,0.02325841,0.025071047,0.026989577,0.02922525,0.032873332,0.037883054,0.044549103,0.052417127,0.061469214,0.071149725,0.082480907,0.096007581,0.109848464,0.122241092,0.133131662,0.143833222,0.153859686,0.162359397,0.168756651,0.173077654,0.175924392,0.178295992,0.18171217,0.184930183,0.186089716,0.186003918,0.187010011,0.189642199,0.1922728,0.194075008,0.195092908,0.196026582,0.197583211,0.199699071,0.202306314,0.205698366,0.208681279,0.210473781,0.211347643,0.212256233,0.212958136,0.213469202,0.214523478,0.216167071,0.217622833,0.218355399,0.21875523,0.219500818,0.220457518,0.221321864,0.221762897,0.222469208,0.223603475,0.22507936,0.226092705,0.22612076,0.226398183,0.227958742,0.23129173,0.233508529,0.23547932,0.236379357,0.237621402,0.237407347,0.234827827,0.227000243,0.217855085,0.209809408,0.204562611,0.197830509,0.190395633,0.182928602,0.178222629
31,03_24,79.02019367,1.28E-05,9.91E-05,0.000297164,0.000641944,0.001046208,0.001409481,0.001753775,0.002113022,0.002504766,0.002954745,0.003459139,0.003944901,0.004459597,0.004996658,0.005560926,0.006573402,0.008138589,0.009645593,0.010399139,0.010525074,0.010516017,0.010698853,0.010845671,0.010793979,0.010705567,0.010867043,0.011210242,0.011595329,0.011933719,0.012377983,0.013392645,0.015010654,0.016767195,0.018278368,0.019433385,0.020330558,0.021131891,0.021756277,0.021874562,0.021612688,0.02169916,0.02226997,0.022705481,0.022459117,0.021559355,0.020414108,0.019159675,0.018317822,0.017962848,0.018007442,0.018024875,0.01808487,0.018154312,0.018189636,0.018087627,0.017828519,0.01743826,0.017065398,0.017020887,0.017317507,0.017559749,0.017433494,0.017072437,0.016633611,0.01615465,0.015593767,0.014971303,0.014386467,0.013977957,0.013660506,0.013792186,0.014444303,0.015393991,0.016588173,0.018170688,0.021008164,0.025228935,0.031051294,0.038130112,0.046232303,0.055232727,0.065923563,0.07926193,0.093859705,0.108030623,0.121326022,0.134680749,0.147692338,0.15888871,0.167458182,0.173170009,0.176619983,0.179096926,0.182584571,0.186528511,0.189127866,0.190584831,0.192770138,0.196194576,0.19946026,0.201415667,0.202240723,0.202796264,0.204163593,0.206114428,0.208215312,0.210434762,0.212667805,0.21465297,0.216265468,0.217330082,0.217886108,0.218247995,0.219679796,0.222018013,0.22435132,0.225836186,0.226773472,0.227083771,0.226742442,0.226449836,0.226368615,0.226612121,0.226681139,0.226516806,0.22547839,0.223686091,0.222544944,0.222672243,0.224363308,0.225171502,0.226660935,0.226888926,0.225997991,0.222366173,0.216953126,0.20660232,0.191460359,0.174552364,0.158989026,0.14889113,0.143208156,0.140858758,0.139916204
32,03_46,70.77411233,5.58E-05,0.000311801,0.00070862,0.001205542,0.001751629,0.002304601,0.002808254,0.003209629,0.003553631,0.003842099,0.00420585,0.004718149,0.00536557,0.006010292,0.006534104,0.007546173,0.009030616,0.010528496,0.011288714,0.011530603,0.011597155,0.011799927,0.012035673,0.012176675,0.012238246,0.012366749,0.012493971,0.012690229,0.012977755,0.013461278,0.014366394,0.01574927,0.017275098,0.018623623,0.019712394,0.020615503,0.021428986,0.022058481,0.022377932,0.022479443,0.022667669,0.022906761,0.022910069,0.022434175,0.021569979,0.020817879,0.020342388,0.020068362,0.019760576,0.019491731,0.019286362,0.019160513,0.019183894,0.019333122,0.019491962,0.019532858,0.019451928,0.019315596,0.01924685,0.019211016,0.019191152,0.019209505,0.019139334,0.018856682,0.018416675,0.017913548,0.017374762,0.016808718,0.016289409,0.015752219,0.015779993,0.016601353,0.017839231,0.019161636,0.020634343,0.023290011,0.027284654,0.032901926,0.039762252,0.047706037,0.056396164,0.066444809,0.078946017,0.093117156,0.107270954,0.120309029,0.132877646,0.144970749,0.155753346,0.164383393,0.170266705,0.173910791,0.176927987,0.180911128,0.184642087,0.186381522,0.186914332,0.188657674,0.19194435,0.195260874,0.197527803,0.199229921,0.200888794,0.202799249,0.20475614,0.206773014,0.208954765,0.211175389,0.213386017,0.215371262,0.216659596,0.217347368,0.217978748,0.219539244,0.221740403,0.224035589,0.225812628,0.227232586,0.227810153,0.227578205,0.227333254,0.227638227,0.228005505,0.228001538,0.227608339,0.226779529,0.225485082,0.224971595,0.225369661,0.225903168,0.226771901,0.228024424,0.228744023,0.22846148,0.226303088,0.219056102,0.20252033,0.184112761,0.170855661,0.162926632,0.154523947,0.145071916,0.138499641,0.135685012
33,03_59,36.87862221,0.000339489,0.000985591,0.002065901,0.003117937,0.004088908,0.004893828,0.005675358,0.006440172,0.007007034,0.007388336,0.007854862,0.008548985,0.009333552,0.009961312,0.010591191,0.011770116,0.013521342,0.01514341,0.015884596,0.015975235,0.015991726,0.016278179,0.016558697,0.016641518,0.016610583,0.016713683,0.016947772,0.017327738,0.01781715,0.018540324,0.019803206,0.021599203,0.023573162,0.025430078,0.027152952,0.028712494,0.030091015,0.031096603,0.031498249,0.031558116,0.031759731,0.032297247,0.032506213,0.031904511,0.030614981,0.029264373,0.028047034,0.0272056,0.026827915,0.026726279,0.026571235,0.026328438,0.026236797,0.026313974,0.026371315,0.026132731,0.025765814,0.02541471,0.025347918,0.025506828,0.025707777,0.025709225,0.025495402,0.025106007,0.024614993,0.02392392,0.022928947,0.02193509,0.021137945,0.020510545,0.02064238,0.021703263,0.023142595,0.024635789,0.026718019,0.030451424,0.035912969,0.04342393,0.052712283,0.0635033,0.075083165,0.088221411,0.104091155,0.121945245,0.139613753,0.155737525,0.170942983,0.185099099,0.197604644,0.20718316,0.21335648,0.216543177,0.219283545,0.22358385,0.227966232,0.230271935,0.231243654,0.233132336,0.23618509,0.238856029,0.24038992,0.240943637,0.241567915,0.242721288,0.244094935,0.245600346,0.2476637,0.250056087,0.252443702,0.254538051,0.256162394,0.2571104,0.258044007,0.259627668,0.261605956,0.263580375,0.265185359,0.266436118,0.266802787,0.266578993,0.266576995,0.267146898,0.268112504,0.268871574,0.269244465,0.268587801,0.267324615,0.266351586,0.26606863,0.265931501,0.26602391,0.267754102,0.269560024,0.26968584,0.266519034,0.257762603,0.240458857,0.22147075,0.206152852,0.195749511,0.188866477,0.18625354,0.183896705,0.18152316
34,03_66,78.12089996,6.00E-05,0.000387218,0.001039688,0.001876186,0.002702059,0.003324693,0.003913406,0.004522565,0.005097382,0.005525228,0.006025123,0.006570128,0.007189893,0.007826764,0.008650355,0.009902817,0.011681228,0.01329514,0.01411307,0.014188129,0.014303818,0.014674411,0.015032357,0.015174067,0.015244786,0.015391125,0.015576563,0.015869463,0.016263814,0.016861447,0.017906375,0.019430347,0.021181244,0.022631121,0.023729925,0.024633953,0.025520746,0.026239343,0.026664831,0.026910205,0.027059076,0.027318728,0.027337735,0.026915498,0.026125666,0.025443222,0.024997499,0.024650415,0.024344977,0.024092588,0.023971376,0.023872227,0.024013414,0.024456442,0.024988624,0.025146772,0.025076085,0.024873731,0.024791149,0.024699907,0.024874128,0.025174338,0.02522325,0.024722253,0.024051644,0.023484328,0.022916292,0.022398897,0.021950358,0.021519696,0.021784093,0.022879538,0.024402938,0.025858112,0.027747595,0.030866193,0.035247996,0.041139607,0.048395967,0.0568628,0.066037596,0.076699623,0.089369382,0.103193544,0.116634492,0.129052912,0.141043891,0.151994424,0.161193755,0.167934707,0.17258772,0.175518934,0.178487181,0.18271769,0.186138671,0.186995416,0.187201593,0.189442375,0.193522116,0.197076859,0.199327899,0.200416632,0.20163628,0.203221577,0.205238841,0.20743895,0.209549155,0.211459048,0.213738266,0.216310975,0.218372794,0.219547489,0.220575307,0.222406111,0.224959505,0.227305856,0.22889585,0.229812194,0.229903574,0.229334168,0.22894293,0.229257049,0.230017045,0.230767433,0.231247275,0.230712819,0.229170647,0.228043493,0.228199578,0.229150229,0.23027367,0.231846504,0.232511039,0.231948567,0.229899035,0.222589957,0.206992016,0.190404904,0.179066557,0.172760786,0.164261196,0.153772799,0.145944081,0.1471391
35,03_70,90.32501245,0.000366336,0.000965424,0.001904321,0.002899382,0.003930018,0.004737706,0.005361896,0.005923701,0.006382051,0.006740016,0.007175333,0.007731631,0.008332821,0.008849482,0.009358383,0.010355117,0.011909876,0.013411433,0.014135361,0.014305734,0.014378174,0.014597208,0.014756254,0.014794923,0.014819973,0.015006842,0.01532334,0.015628322,0.015904935,0.016255131,0.017250765,0.018898448,0.020820419,0.022529213,0.024172561,0.025514242,0.026552122,0.027142221,0.027221557,0.027103791,0.027268089,0.02798163,0.028295032,0.027820785,0.0266013,0.025387127,0.024207951,0.023389591,0.022929129,0.022754515,0.02266189,0.022755687,0.022780314,0.022622784,0.022353196,0.022064666,0.021707952,0.021417788,0.021457969,0.021765559,0.021958864,0.021799475,0.021407936,0.020809398,0.020179949,0.019557344,0.019042063,0.018491442,0.018009641,0.017285375,0.017268457,0.018154468,0.019695312,0.021151328,0.022911469,0.026093905,0.030801734,0.037500553,0.045764146,0.055454027,0.065952918,0.078268488,0.093258766,0.110076483,0.127202385,0.143586839,0.159845176,0.175060502,0.188683684,0.199063192,0.2057207,0.209010754,0.211981065,0.217015251,0.221596372,0.223152799,0.223366095,0.225559647,0.229597042,0.232926607,0.234657425,0.235107696,0.235395362,0.235967205,0.236779395,0.238171627,0.239990294,0.241449615,0.242859959,0.244493582,0.246029393,0.246734528,0.24729768,0.248665976,0.250790865,0.25282275,0.254297395,0.255252922,0.255435106,0.254909694,0.25457499,0.255117217,0.255860057,0.256236658,0.256440733,0.255952029,0.253899059,0.252236988,0.252865538,0.254764333,0.255863557,0.255891316,0.25516503,0.254964975,0.253962227,0.248225174,0.231702959,0.213657257,0.199017514,0.19083942,0.184505992,0.181223018,0.177222501,0.173914363
36,03_71,59.18107363,2.32E-05,0.000230211,0.00062306,0.001163293,0.001564139,0.002022952,0.002623483,0.003284351,0.003712814,0.003921148,0.004232676,0.00474817,0.005443608,0.006061838,0.006695088,0.007809064,0.009565783,0.011269711,0.012132537,0.012179611,0.012144817,0.012384195,0.012698369,0.012841256,0.012881748,0.013039957,0.013309784,0.013612741,0.013935749,0.014498856,0.015656759,0.017350738,0.019225002,0.020795503,0.021977553,0.022993841,0.023947173,0.02473211,0.025242879,0.025639901,0.025882076,0.026031895,0.025924821,0.025454769,0.024640911,0.023781014,0.023143224,0.022647596,0.022150505,0.021686893,0.021383997,0.021273902,0.021334385,0.021610941,0.021854882,0.021816159,0.021508429,0.021137415,0.021037786,0.021152106,0.021282762,0.021179456,0.020903457,0.020533919,0.020168714,0.019699365,0.019014851,0.01832284,0.017704294,0.017163246,0.017184385,0.018001062,0.019130742,0.020492024,0.022345084,0.025601403,0.030265019,0.036692659,0.044570117,0.053760509,0.063755645,0.075107328,0.089043237,0.10519786,0.121698645,0.137055507,0.151836625,0.165847734,0.177972261,0.187149702,0.193299879,0.196982706,0.200068753,0.204345373,0.208174942,0.209552961,0.209538943,0.210891053,0.213870047,0.216819344,0.219092836,0.221070794,0.223230522,0.225107639,0.22659918,0.228103578,0.229988165,0.23218877,0.23471981,0.237260812,0.239079038,0.240218187,0.241323354,0.242898804,0.244498373,0.246248221,0.24813735,0.24994864,0.250670527,0.250568438,0.250278999,0.25024287,0.250668256,0.251697466,0.252999862,0.252362681,0.249485046,0.247049935,0.247116526,0.248961839,0.249999215,0.250653871,0.250294838,0.249871765,0.24746457,0.240287933,0.223380548,0.206069827,0.193975145,0.188272339,0.179943401,0.170802568,0.163064549,0.160217656
37,03_72,53.99643758,0.000101398,0.00042281,0.000987274,0.001800943,0.002748467,0.003581959,0.004219473,0.004689276,0.00511925,0.00549281,0.005956082,0.006449872,0.007040629,0.007596124,0.008136957,0.009131517,0.010590606,0.012055639,0.012907127,0.013187109,0.013298906,0.013527963,0.013835213,0.013967793,0.014026973,0.014234782,0.014580397,0.014965997,0.015310159,0.015771567,0.016724455,0.018245936,0.019974967,0.02163608,0.02318368,0.024463238,0.02546088,0.026142322,0.026294432,0.026087798,0.026175576,0.02667012,0.026911794,0.026479441,0.025492763,0.024416281,0.023454069,0.022867164,0.022646375,0.022651507,0.022628276,0.022527137,0.022447464,0.022443029,0.022460008,0.02240217,0.022218926,0.022042243,0.021976631,0.022048681,0.022079141,0.021979232,0.021771068,0.021434255,0.020979323,0.020373849,0.019627064,0.018851016,0.018222225,0.01775128,0.017780246,0.018565782,0.019701094,0.021136814,0.022812648,0.025995578,0.030658169,0.037153894,0.045054562,0.054284915,0.064265965,0.075516772,0.089574383,0.105763999,0.122085456,0.136724936,0.150326067,0.163241956,0.174673763,0.183782572,0.189921034,0.193783938,0.197015874,0.201400154,0.205650233,0.207517851,0.207729749,0.209054993,0.212421073,0.216040601,0.218109757,0.218940658,0.219365991,0.220744967,0.223007524,0.22539585,0.226871314,0.227989457,0.229613163,0.231656965,0.23304561,0.233753596,0.234332236,0.235653116,0.23770071,0.239829305,0.24130677,0.242146728,0.242597112,0.24277333,0.242948634,0.243284745,0.24356919,0.243715461,0.243468833,0.242504051,0.241056743,0.240291614,0.240536161,0.24081181,0.241547051,0.243372985,0.244477096,0.242928373,0.238697704,0.231691671,0.219558028,0.204177339,0.190626978,0.178906208,0.16979198,0.163538945,0.160917354,0.158525111
38,03_75,53.33566814,8.01E-05,0.00041107,0.000997819,0.00174426,0.002515327,0.003283296,0.00403048,0.004738298,0.005273278,0.005743789,0.006291651,0.006877091,0.007514264,0.008179264,0.008926841,0.010134176,0.011911761,0.013677452,0.01461787,0.014868809,0.014945661,0.015196291,0.015398376,0.015499167,0.015612885,0.015912946,0.016266368,0.016668674,0.017017095,0.017432713,0.018435112,0.020169183,0.022165952,0.02391696,0.02537536,0.026535331,0.027547744,0.028295837,0.028563831,0.0284777,0.028699308,0.029354485,0.02982038,0.029596237,0.028677247,0.027616115,0.026545406,0.025868184,0.025528012,0.025503086,0.025574763,0.025850117,0.026110707,0.026177539,0.026035255,0.025844311,0.025617227,0.025436838,0.025465846,0.025755216,0.025975176,0.025893612,0.025582987,0.025230586,0.024831186,0.024309812,0.023672479,0.023048409,0.022478155,0.021845009,0.021850393,0.022869046,0.024462057,0.026173186,0.028087529,0.031332309,0.03608302,0.042625051,0.050484887,0.059551677,0.069272727,0.080385234,0.093798787,0.108491612,0.122620895,0.135198339,0.146995321,0.158088924,0.167842472,0.17547243,0.180568672,0.183534911,0.185560937,0.188548602,0.191786904,0.193306228,0.193556558,0.19492372,0.198037925,0.201172621,0.203203313,0.204350537,0.205350703,0.207012925,0.209245387,0.211591419,0.214056743,0.216309161,0.21834108,0.220068407,0.221483398,0.222465004,0.223366586,0.224925705,0.227067168,0.229159664,0.23064819,0.231595373,0.231950053,0.23177143,0.231725528,0.232101489,0.232720946,0.233030331,0.232920733,0.232128626,0.230696651,0.229772561,0.229875588,0.231179976,0.231363978,0.231424971,0.231249315,0.231619361,0.230036999,0.224154059,0.211006288,0.193798982,0.177505219,0.16379145,0.154267625,0.149704463,0.148685512,0.148518985
