New_Tree_ID,Original_Tree_ID,AGB,ave_a_390nm,ave_a_394nm,ave_a_398nm,ave_a_402nm,ave_a_406nm,ave_a_410nm,ave_a_414nm,ave_a_418nm,ave_a_422nm,ave_a_426nm,ave_a_430nm,ave_a_434nm,ave_a_438nm,ave_a_442nm,ave_a_446nm,ave_a_450nm,ave_a_454nm,ave_a_458nm,ave_a_462nm,ave_a_466nm,ave_a_470nm,ave_a_474nm,ave_a_478nm,ave_a_482nm,ave_a_486nm,ave_a_490nm,ave_a_494nm,ave_a_498nm,ave_a_502nm,ave_a_506nm,ave_a_510nm,ave_a_514nm,ave_a_518nm,ave_a_522nm,ave_a_526nm,ave_a_530nm,ave_a_534nm,ave_a_538nm,ave_a_542nm,ave_a_546nm,ave_a_550nm,ave_a_554nm,ave_a_558nm,ave_a_562nm,ave_a_566nm,ave_a_570nm,ave_a_574nm,ave_a_578nm,ave_a_582nm,ave_a_586nm,ave_a_590nm,ave_a_594nm,ave_a_598nm,ave_a_602nm,ave_a_606nm,ave_a_610nm,ave_a_614nm,ave_a_618nm,ave_a_622nm,ave_a_626nm,ave_a_630nm,ave_a_634nm,ave_a_638nm,ave_a_642nm,ave_a_646nm,ave_a_650nm,ave_a_654nm,ave_a_658nm,ave_a_662nm,ave_a_666nm,ave_a_670nm,ave_a_674nm,ave_a_678nm,ave_a_682nm,ave_a_686nm,ave_a_690nm,ave_a_694nm,ave_a_698nm,ave_a_702nm,ave_a_706nm,ave_a_710nm,ave_a_714nm,ave_a_718nm,ave_a_722nm,ave_a_726nm,ave_a_730nm,ave_a_734nm,ave_a_738nm,ave_a_742nm,ave_a_746nm,ave_a_750nm,ave_a_754nm,ave_a_758nm,ave_a_762nm,ave_a_766nm,ave_a_770nm,ave_a_774nm,ave_a_778nm,ave_a_782nm,ave_a_786nm,ave_a_790nm,ave_a_794nm,ave_a_798nm,ave_a_802nm,ave_a_806nm,ave_a_810nm,ave_a_814nm,ave_a_818nm,ave_a_822nm,ave_a_826nm,ave_a_830nm,ave_a_834nm,ave_a_838nm,ave_a_842nm,ave_a_846nm,ave_a_850nm,ave_a_854nm,ave_a_858nm,ave_a_862nm,ave_a_866nm,ave_a_870nm,ave_a_874nm,ave_a_878nm,ave_a_882nm,ave_a_886nm,ave_a_890nm,ave_a_894nm,ave_a_898nm,ave_a_902nm,ave_a_906nm,ave_a_910nm,ave_a_914nm,ave_a_918nm,ave_a_922nm,ave_a_926nm,ave_a_930nm,ave_a_934nm,ave_a_938nm,ave_a_942nm,ave_a_946nm,ave_a_950nm,ave_a_954nm,ave_a_958nm,ave_a_962nm
11,01_46,107.1107536,0.000147981,0.000689915,0.001484958,0.00250617,0.003616286,0.004597543,0.005233882,0.005746183,0.00620535,0.00662311,0.007147079,0.007759844,0.008435484,0.009006481,0.009474618,0.010449898,0.012006324,0.013638213,0.014557699,0.014931805,0.015134859,0.015395155,0.015627297,0.015684832,0.01563943,0.015789175,0.016126553,0.016567752,0.01707295,0.017759366,0.018943829,0.020611039,0.022503216,0.024151028,0.0255536,0.026752595,0.027858222,0.028814017,0.029438214,0.029815498,0.030165121,0.030598884,0.030706118,0.030194418,0.029153901,0.028180144,0.027371717,0.026741053,0.02620144,0.025834766,0.025625431,0.025582531,0.025652665,0.025696997,0.025705263,0.025612147,0.025453018,0.025281402,0.025204391,0.025179442,0.025150659,0.025055973,0.024844961,0.024493256,0.024103401,0.023514365,0.022719359,0.021858733,0.021188996,0.020525785,0.020531015,0.021446105,0.022912319,0.024560893,0.026583327,0.03012676,0.035152703,0.041916002,0.049977436,0.05930042,0.069210502,0.080438741,0.093951321,0.108445929,0.121993493,0.133920924,0.145417328,0.156400725,0.1659338,0.173165025,0.177786907,0.180554352,0.183253788,0.187271147,0.190744998,0.191627595,0.191090321,0.19184461,0.194417336,0.197330766,0.199331246,0.200488416,0.201414104,0.202880575,0.20501529,0.207489557,0.209769348,0.211892967,0.214116502,0.216283964,0.217664801,0.218233299,0.218319862,0.219066963,0.220622037,0.222424495,0.223791979,0.224873718,0.225718566,0.226178538,0.226532071,0.22687871,0.227392778,0.228239788,0.22939606,0.230173292,0.230384237,0.231013722,0.232551175,0.233927859,0.235587285,0.237358316,0.23881795,0.239695553,0.240127464,0.237626314,0.229521807,0.218982406,0.209912474,0.202434823,0.195093569,0.188341928,0.182526444,0.176324887
12,01_49,98.23680826,0.000181433,0.000772891,0.00175992,0.002797773,0.003765225,0.004518105,0.005188685,0.005805661,0.006389956,0.006950689,0.007602411,0.008223849,0.008870791,0.009476087,0.010212548,0.01150365,0.013448139,0.015230955,0.016082303,0.016269382,0.016443392,0.016748747,0.016979161,0.017089662,0.017181185,0.017390722,0.017678889,0.018024423,0.018503316,0.019276994,0.02057657,0.022337546,0.024246945,0.025990608,0.02757799,0.028965458,0.030248128,0.031196069,0.031713145,0.031904803,0.032315446,0.032985596,0.033284093,0.03286076,0.031843938,0.030744468,0.029599011,0.028805482,0.028336983,0.028207603,0.028155555,0.028225487,0.028255085,0.028230435,0.028125879,0.027956641,0.027762602,0.027610787,0.02757859,0.027688846,0.027761067,0.027701393,0.02738597,0.026928731,0.026376915,0.025738663,0.024953983,0.024184533,0.023517404,0.02277576,0.02274674,0.023715779,0.025366496,0.027076666,0.029417613,0.033307619,0.038732245,0.0459264,0.054548261,0.064365908,0.074830112,0.087161251,0.101535677,0.116456206,0.130243135,0.142847397,0.155198891,0.166517921,0.176076794,0.183074543,0.187685522,0.19053921,0.193627113,0.198019818,0.201299892,0.201917114,0.20183774,0.203536243,0.206872559,0.209863293,0.211523824,0.211690298,0.21168091,0.212807649,0.215300921,0.218433723,0.221299011,0.223436462,0.22528958,0.227101477,0.22858054,0.229328396,0.229686186,0.230599309,0.232316611,0.234296091,0.235862882,0.237170556,0.238238768,0.238907995,0.239351006,0.240167676,0.240953386,0.241354802,0.241635905,0.242161631,0.24226265,0.242752846,0.244360837,0.246653803,0.24860024,0.250352381,0.251130562,0.251338894,0.251302039,0.249868025,0.241872336,0.23001129,0.21726222,0.207259702,0.199920748,0.196305065,0.19184231,0.184951926
13,01_53,79.80092627,5.28E-05,0.000358485,0.000907458,0.00173103,0.00256919,0.00325451,0.00378583,0.004323971,0.004746274,0.005098823,0.005615293,0.006261066,0.006869678,0.007347693,0.007866034,0.008848795,0.010341679,0.01176012,0.012514564,0.012699534,0.012867449,0.013178003,0.013481018,0.013625404,0.013727933,0.013955074,0.014281979,0.014643948,0.014889348,0.015203389,0.015986814,0.017301587,0.018789522,0.020059762,0.021185055,0.022064691,0.022786864,0.023256892,0.023444288,0.023500942,0.023903066,0.024814867,0.025358945,0.025098144,0.024182511,0.023305959,0.022403029,0.021824555,0.021596482,0.021621875,0.021684193,0.021813446,0.021979323,0.02213002,0.02225832,0.022264836,0.02213602,0.022123312,0.022339221,0.022752167,0.022994014,0.022960921,0.022739536,0.022450801,0.022128494,0.021773075,0.021357093,0.02093875,0.020601725,0.020212746,0.02047336,0.021553946,0.023234707,0.024792531,0.026550752,0.029221179,0.03300791,0.038122807,0.044272556,0.051372622,0.059138877,0.068520559,0.079401686,0.090361963,0.100285811,0.109453693,0.118497542,0.126928398,0.134135422,0.139577656,0.143105087,0.145259937,0.147336217,0.150439244,0.152921091,0.153328042,0.153182339,0.154663994,0.157724551,0.160562482,0.162493627,0.163557215,0.16446928,0.165820082,0.167648046,0.170238225,0.173698551,0.176703532,0.178783419,0.180232495,0.181424661,0.181927102,0.182063176,0.183030528,0.184942178,0.187029755,0.188555493,0.189672207,0.190364107,0.190433966,0.190470702,0.191014705,0.191314698,0.190876907,0.190281768,0.189966135,0.189362298,0.189375063,0.191064399,0.19371652,0.195670566,0.196973348,0.1976465,0.198221519,0.198882431,0.197713921,0.190566796,0.179323142,0.167293894,0.157796758,0.15056494,0.145857525,0.140961458,0.136280405
14,01_55,82.35359615,0.000156353,0.000711488,0.001597452,0.002575399,0.0035765,0.004321429,0.004793062,0.005172525,0.005662993,0.00622145,0.006863449,0.00749183,0.008133233,0.008679703,0.00922412,0.010213897,0.011849804,0.013530516,0.014529,0.014933882,0.01518076,0.01547407,0.015678043,0.015756872,0.015745118,0.01591678,0.01628452,0.016748947,0.017191469,0.017712416,0.01875355,0.020240507,0.021921622,0.023406765,0.024765668,0.025861056,0.026830753,0.027577251,0.027882749,0.027882464,0.028063302,0.028662676,0.029009017,0.028652513,0.027717857,0.026766918,0.025919928,0.025283257,0.024892386,0.024713049,0.02465064,0.024749953,0.024872695,0.024890467,0.024794159,0.024700998,0.02464263,0.02464514,0.024692157,0.024794892,0.024777906,0.024665684,0.024373845,0.024052349,0.02364404,0.023151895,0.022501841,0.021812371,0.02115284,0.02032965,0.020171905,0.021028354,0.022594126,0.024331649,0.026385883,0.029726237,0.034331884,0.040525485,0.047958604,0.056538875,0.065920405,0.076969732,0.090309474,0.104264482,0.117160962,0.128594548,0.139633439,0.149961146,0.158904225,0.165804887,0.170508662,0.173770855,0.176531604,0.179952811,0.182704228,0.18338926,0.183079868,0.184266836,0.187375247,0.190548757,0.19280451,0.1942991,0.195634558,0.197632611,0.200248763,0.203290564,0.206639627,0.209579408,0.211624962,0.212880084,0.214053122,0.215071101,0.215960737,0.217283385,0.219073871,0.220740544,0.221900948,0.222881727,0.223610314,0.223984748,0.224434316,0.225322356,0.226321976,0.226900505,0.227343563,0.228130671,0.229060773,0.230077157,0.231432758,0.233509715,0.235366011,0.237947078,0.239750463,0.240448355,0.239282427,0.236254793,0.227808368,0.217275244,0.207110294,0.199710834,0.193024867,0.187826006,0.182299459,0.177296505
15,01_59,52.4528406,0.00026063,0.000993391,0.002015313,0.003150289,0.004342694,0.005305896,0.005920634,0.006427518,0.007009412,0.007741878,0.008484205,0.009050936,0.009566844,0.010194517,0.010841416,0.012046817,0.013911382,0.015767173,0.016642063,0.016676183,0.016747254,0.017170287,0.017686835,0.017935674,0.018067485,0.018312075,0.018691749,0.019095844,0.019619252,0.020370989,0.021720212,0.023500412,0.025511909,0.027189557,0.028583916,0.029736632,0.030854424,0.031804609,0.032442469,0.032803461,0.033094369,0.033456216,0.033578996,0.033191318,0.032390188,0.031605643,0.0309469,0.030378722,0.029895351,0.029500726,0.029266349,0.02914847,0.029169563,0.029282297,0.02949868,0.029488393,0.029266349,0.028984286,0.028872152,0.028832706,0.028868987,0.028942839,0.028811136,0.028372679,0.027864298,0.027276176,0.02653112,0.025643738,0.024900015,0.024122214,0.023993716,0.024927716,0.026595203,0.028594433,0.030929557,0.034771235,0.040185637,0.047273885,0.05545436,0.064606715,0.074301931,0.085158849,0.098385252,0.112198818,0.124545859,0.135080264,0.145515394,0.155588725,0.164048051,0.17021161,0.173956524,0.176521801,0.179067398,0.182245197,0.184656268,0.185063239,0.184440345,0.185068919,0.187608076,0.190693612,0.193135502,0.195062414,0.196902783,0.199139403,0.20190295,0.204858067,0.207492672,0.209890068,0.212310413,0.214631955,0.216165169,0.216973027,0.217399483,0.218251758,0.219798935,0.221335638,0.222242257,0.222710252,0.223373368,0.224124637,0.224956361,0.22562149,0.226047112,0.226349014,0.226693309,0.226797629,0.226673614,0.227558269,0.229811644,0.232126324,0.234456401,0.23664759,0.237897833,0.237705539,0.236505006,0.232607371,0.22422263,0.213970129,0.205207959,0.196933996,0.188846558,0.18292903,0.18013343,0.176930296
16,01_62,67.40703717,2.24E-05,0.000237118,0.00067492,0.001274169,0.001823047,0.002368848,0.002945549,0.003492979,0.003893213,0.004204696,0.004558017,0.005025726,0.005580522,0.006051756,0.006535605,0.007547043,0.009211255,0.010742827,0.01147598,0.011609151,0.011779471,0.012096464,0.01237903,0.012496539,0.01251014,0.012594854,0.012747427,0.012912146,0.013049028,0.013367475,0.014196981,0.015421115,0.016700369,0.017754321,0.018703824,0.019526045,0.020328508,0.020917497,0.021203999,0.021312336,0.021595187,0.022239735,0.02256554,0.022240784,0.021338711,0.020526189,0.019752123,0.019241637,0.018948082,0.018825717,0.018816693,0.018909317,0.018998471,0.019042821,0.019106435,0.01907117,0.019015322,0.018971735,0.01905108,0.019156929,0.019317362,0.019348031,0.019154391,0.018802812,0.018393637,0.017921025,0.017334346,0.016808728,0.016322728,0.015797287,0.015903232,0.016774718,0.018183662,0.019556641,0.02125605,0.023904765,0.027488548,0.032346069,0.038264113,0.045275226,0.052770404,0.061890341,0.072119703,0.082573703,0.092306742,0.101763524,0.111193625,0.119735073,0.126791855,0.131908824,0.13546298,0.137519946,0.14008234,0.144729683,0.147874303,0.147541896,0.146641698,0.148703476,0.152240021,0.155114721,0.156922719,0.157936199,0.158748037,0.159752828,0.161405134,0.164282518,0.167723389,0.170260162,0.171895908,0.173260363,0.17452709,0.175322788,0.175835193,0.176682344,0.178208289,0.180039405,0.181565888,0.18266417,0.183411417,0.183622845,0.183536485,0.183988863,0.184355253,0.184270915,0.183916211,0.183140475,0.180835926,0.179370555,0.180914295,0.184173105,0.187002592,0.188400387,0.187870515,0.187967364,0.188763182,0.188847283,0.178569893,0.163810044,0.147340472,0.137829542,0.130902545,0.126292297,0.121409362,0.118008971
17,01_66,89.7667815,0.000124527,0.00057054,0.001295344,0.0021242,0.002980164,0.003635408,0.004119301,0.004551696,0.004981778,0.005387317,0.005925164,0.006601249,0.007312132,0.007860023,0.008409083,0.009446969,0.011080815,0.012662228,0.01350451,0.013703968,0.013851343,0.014188353,0.014434268,0.014440186,0.014349305,0.014495176,0.014817203,0.015259076,0.015679037,0.016260464,0.017290262,0.018755081,0.020373522,0.021833818,0.023233228,0.0244479,0.025541466,0.02629692,0.026632143,0.026724526,0.026998042,0.027627373,0.02794196,0.027620153,0.026732255,0.025794077,0.024880938,0.024179781,0.023707911,0.023428186,0.023312141,0.023378795,0.023493377,0.023546836,0.023511557,0.023400704,0.023283967,0.023252857,0.023301178,0.023400227,0.023453275,0.02341555,0.02314521,0.022670255,0.022111842,0.021558511,0.020945167,0.020327195,0.019754748,0.019071324,0.019014379,0.019883716,0.021367645,0.022864317,0.02479186,0.028183917,0.032956577,0.039323639,0.046907722,0.055666372,0.065123298,0.076296542,0.089383656,0.103100245,0.116013574,0.12789584,0.139521459,0.150148848,0.159175603,0.165711262,0.170059507,0.172735062,0.17576449,0.180057114,0.183268912,0.183717534,0.183491782,0.185150404,0.188380062,0.191208786,0.193060625,0.193936573,0.194733034,0.196038469,0.198062408,0.200823548,0.204031247,0.206879851,0.209255854,0.211218619,0.212636713,0.213210867,0.213475917,0.214309816,0.215920002,0.21765091,0.218966654,0.21997139,0.220737906,0.22113731,0.221425748,0.222049432,0.2229153,0.223780032,0.224751308,0.225712528,0.225847604,0.226069831,0.227516966,0.230017913,0.232085826,0.233572561,0.234194629,0.235020012,0.235719757,0.234161031,0.225708062,0.214084277,0.202402173,0.193889157,0.186478673,0.180505001,0.174160199,0.169204509
18,01_74,87.24396389,0.000179549,0.000857743,0.001781318,0.002734235,0.003664794,0.004405985,0.0049032,0.005343342,0.005754847,0.006088654,0.006541854,0.007137748,0.007795832,0.008321804,0.008746838,0.009659173,0.011204805,0.012799841,0.0136632,0.013891888,0.014066474,0.014360663,0.014692859,0.014835908,0.014904552,0.014992043,0.015186678,0.015445643,0.015786577,0.016223748,0.017077657,0.018364623,0.019851815,0.021069104,0.0219985,0.022794709,0.023597299,0.024353242,0.024925194,0.025352922,0.025762762,0.026195873,0.026328868,0.025950092,0.025183221,0.024453446,0.023828166,0.023385689,0.023003789,0.022750465,0.022641682,0.022718106,0.022895874,0.023107395,0.023318851,0.02343043,0.023411077,0.0233378,0.023358968,0.023493666,0.0236043,0.02364708,0.02351216,0.023239721,0.022886336,0.022434999,0.021796514,0.02114776,0.020666236,0.020223141,0.020334233,0.02123451,0.022704644,0.024242291,0.025932592,0.028771382,0.03292551,0.038487936,0.045125432,0.052776472,0.060968951,0.070289977,0.081463164,0.093170987,0.103913638,0.113440837,0.122818049,0.131726781,0.139327244,0.145002975,0.148818973,0.151556887,0.154304447,0.157650132,0.16003321,0.160297784,0.159827261,0.160832605,0.163586808,0.166568925,0.168682118,0.169969452,0.171065759,0.172577379,0.174658856,0.177128635,0.179552791,0.181820155,0.18415734,0.186334841,0.187837319,0.188644863,0.189159554,0.190386005,0.192460881,0.194572899,0.196024255,0.197061069,0.197688902,0.197705396,0.197319117,0.196907327,0.196871935,0.197683106,0.199111868,0.200130859,0.200609692,0.201412642,0.203261432,0.20563462,0.208166203,0.21072183,0.212285822,0.213299075,0.213465631,0.211216135,0.204061356,0.194241948,0.184266359,0.174935279,0.167491788,0.163030746,0.159067604,0.153717559
19,01_77,107.244443,5.22E-05,0.000403388,0.000955345,0.001537162,0.002011322,0.002502747,0.002995182,0.003491127,0.003919273,0.004303911,0.004755213,0.005270985,0.005852949,0.006337995,0.006864604,0.007871713,0.009501491,0.011005219,0.011789236,0.011979011,0.012187402,0.01249871,0.012746665,0.01275653,0.012739289,0.01284473,0.013050645,0.013348078,0.013765516,0.014356679,0.015312803,0.016634278,0.018063178,0.019240404,0.020147981,0.020927465,0.021739171,0.022450588,0.022874665,0.023105229,0.023379724,0.02374292,0.023816803,0.023427723,0.022770094,0.02219578,0.021737515,0.021388379,0.021083767,0.02088996,0.020783075,0.020801667,0.020893229,0.021091387,0.021335578,0.021414854,0.021347462,0.021272339,0.021295013,0.021330693,0.021390003,0.021470119,0.021343504,0.021035669,0.02064115,0.020205456,0.019623897,0.019043167,0.018550558,0.018023796,0.018143557,0.019138816,0.020647079,0.022107862,0.023832711,0.026692802,0.030677922,0.035966987,0.042327979,0.049643349,0.057537709,0.066692481,0.077639862,0.08919868,0.10007478,0.109944741,0.119547031,0.128517897,0.136187921,0.141974945,0.145879898,0.148664061,0.151427441,0.154727908,0.157276669,0.158025951,0.158091784,0.159264428,0.161901592,0.164624556,0.166720725,0.168179239,0.169489714,0.170995745,0.172636928,0.17471669,0.177522255,0.180394962,0.182783846,0.184758688,0.186415041,0.187427703,0.188148611,0.189173656,0.190394384,0.191787321,0.193220421,0.194723824,0.195712987,0.196153915,0.196273165,0.196477927,0.196779997,0.19692019,0.196925077,0.19668166,0.196044177,0.195884034,0.196589242,0.198102676,0.199429972,0.202105405,0.20431605,0.205206176,0.204201893,0.200847572,0.192684312,0.182414956,0.172662165,0.164787268,0.157754255,0.152224763,0.146617636,0.14246909
20,01_85,81.61584885,9.51E-06,0.000176903,0.000549308,0.001160249,0.001781905,0.002347301,0.002848312,0.003286542,0.003669055,0.003961066,0.004341983,0.004864774,0.005488653,0.00593678,0.00640376,0.007464209,0.009152069,0.010651974,0.011377213,0.011556617,0.011807018,0.012205041,0.012527147,0.012598298,0.012602784,0.012785237,0.013096278,0.013345515,0.013501711,0.013810869,0.014441715,0.015386862,0.01638,0.017238141,0.017930336,0.018563155,0.019255819,0.019814761,0.020105758,0.020228462,0.020520573,0.021097626,0.021354923,0.021054093,0.020363278,0.019827913,0.019387172,0.019110384,0.0189263,0.018908361,0.019008764,0.019175568,0.019336194,0.019524743,0.019773618,0.019945769,0.02011792,0.020228521,0.02036058,0.020462863,0.020634081,0.020736387,0.020629481,0.020318317,0.019988112,0.019709316,0.019343593,0.018982787,0.018660125,0.018317334,0.018519682,0.019581351,0.021124929,0.022459754,0.023906314,0.026152898,0.029180379,0.033320908,0.03843617,0.044387603,0.050855784,0.058887832,0.068149851,0.077687426,0.086713257,0.095465062,0.104122075,0.111945601,0.118554144,0.123440241,0.126874249,0.1289209,0.131304385,0.135341516,0.138233798,0.138430682,0.138183565,0.140187002,0.143352755,0.145987514,0.147877555,0.149076121,0.150141168,0.151397858,0.1533014,0.156136598,0.159282054,0.161873475,0.164072158,0.166147664,0.167741756,0.168707517,0.169243925,0.169896428,0.170903242,0.17237231,0.173873316,0.175000763,0.175230778,0.174694374,0.174244734,0.17481825,0.175350747,0.175232207,0.174963644,0.174793872,0.17346655,0.172425846,0.173691096,0.176410845,0.178987526,0.180605374,0.180534859,0.180897662,0.181585644,0.181362638,0.17244368,0.159971358,0.147174037,0.139687783,0.133452781,0.128161554,0.122537569,0.11810098
21,01_95,94.56072651,8.50E-06,0.000250178,0.000560077,0.00105454,0.001512809,0.00205706,0.002555948,0.003053587,0.003493108,0.003907335,0.004442084,0.005020404,0.005665021,0.006275485,0.006776211,0.007746754,0.009273845,0.010750096,0.011508891,0.01171723,0.011924592,0.012237227,0.012621648,0.012817063,0.012898057,0.013079933,0.0133865,0.013704555,0.014121501,0.014753636,0.015849733,0.017308985,0.018928623,0.020292783,0.021374648,0.02226028,0.023148936,0.023917781,0.024433413,0.02472025,0.025000475,0.025301955,0.025343672,0.024875398,0.024057436,0.023286785,0.022732023,0.022270066,0.021823841,0.021375049,0.021110902,0.021062384,0.021143316,0.021244101,0.021348903,0.021361509,0.021305193,0.02121706,0.021108725,0.02092278,0.020795991,0.020765753,0.020625592,0.020252665,0.019797927,0.019240871,0.018504174,0.017703662,0.017051206,0.016414378,0.01640483,0.01733785,0.018863637,0.020479728,0.022194628,0.0251517,0.029486815,0.035314805,0.042133823,0.049853006,0.058153937,0.067664153,0.079321095,0.091731549,0.103176034,0.113212104,0.12298036,0.132356519,0.140300475,0.146224423,0.150166128,0.153181432,0.156116373,0.159343418,0.161679978,0.16237983,0.162345635,0.163399748,0.165953187,0.168911397,0.171109418,0.172628394,0.173963199,0.175603103,0.177554705,0.17974062,0.182022089,0.184212059,0.186162286,0.18778637,0.188805624,0.189283489,0.189440077,0.190003537,0.191113268,0.192498457,0.193738622,0.194886096,0.195614792,0.195820252,0.195797887,0.196220941,0.196642477,0.196700605,0.196335652,0.196089414,0.196200287,0.196943424,0.198197765,0.199519279,0.200972992,0.203228538,0.205370411,0.206729131,0.20656136,0.203523121,0.196142082,0.186178443,0.176960085,0.168121422,0.159968995,0.152091334,0.14672241,0.143457602
22,01_103,139.2774604,0.000432053,0.001291708,0.002680279,0.004178882,0.005731229,0.006866712,0.007614901,0.008191694,0.008759027,0.009221346,0.009886433,0.010710946,0.011556042,0.012100424,0.012567899,0.013603304,0.0153139,0.017024525,0.0179116,0.018153507,0.01826871,0.01853489,0.0187785,0.018850106,0.018809632,0.018944638,0.019347124,0.019881346,0.02038673,0.020968856,0.022161004,0.023910132,0.025914442,0.027683591,0.029316323,0.030616454,0.031681306,0.032446401,0.032816424,0.032903781,0.033249144,0.034092704,0.034626921,0.034233457,0.033096917,0.031844693,0.030627174,0.029692525,0.029110763,0.028820161,0.028732143,0.028950109,0.029233405,0.029323686,0.029192159,0.02896918,0.028693427,0.02853586,0.028565363,0.028768014,0.028886874,0.028868277,0.028541371,0.027999624,0.027399283,0.026879023,0.026290587,0.025686779,0.025067616,0.024214776,0.024029718,0.024968482,0.026690119,0.028558185,0.030820293,0.034600026,0.039949668,0.047051775,0.055435894,0.0649093,0.07535048,0.087834742,0.1030146,0.118988102,0.134031638,0.147967003,0.161988062,0.175414197,0.187099158,0.196102482,0.202054763,0.205708127,0.208950149,0.21392595,0.218330756,0.219282279,0.218248669,0.218924314,0.221983705,0.225002173,0.226992067,0.22801043,0.228814634,0.230178538,0.231967102,0.234322176,0.23732265,0.239991175,0.241997895,0.243543233,0.244851201,0.245395375,0.24566073,0.246879656,0.24920195,0.251256799,0.251960357,0.25206871,0.252747499,0.253801757,0.254725342,0.255236103,0.256070168,0.257523003,0.259456784,0.261138473,0.262142656,0.263036901,0.264631196,0.267088041,0.2686266,0.268997823,0.269159625,0.270313685,0.271463062,0.270715653,0.265067163,0.255940912,0.24554568,0.236249577,0.229454995,0.225754116,0.221238637,0.21430871
23,01_109,43.16346906,1.61E-05,0.000184765,0.000492962,0.000837421,0.00117579,0.001550844,0.002088576,0.002625286,0.00310604,0.003468854,0.003953386,0.004441061,0.0049754,0.005460053,0.006063471,0.007105271,0.008618072,0.009981358,0.010620662,0.010801757,0.011095133,0.011607145,0.011979801,0.012141226,0.012218179,0.012352037,0.012426289,0.012542833,0.012707578,0.013146571,0.013955566,0.015052616,0.016203568,0.017133326,0.017854329,0.018399951,0.019075318,0.01971123,0.020209677,0.02044112,0.020608182,0.020779173,0.020738657,0.020401718,0.019858836,0.019356539,0.018928858,0.018592689,0.018284473,0.01804532,0.017983451,0.018040141,0.018174193,0.018402322,0.018676486,0.018818798,0.018829881,0.018830616,0.018896841,0.019026328,0.019217888,0.0193466,0.019231463,0.018816087,0.018254329,0.017678846,0.017084064,0.016578005,0.016169253,0.015739411,0.01585613,0.016759533,0.01807395,0.019332635,0.020959518,0.02360367,0.027107515,0.031896106,0.037857274,0.044777571,0.052282025,0.061165987,0.071714427,0.082971594,0.093994212,0.10442037,0.11467139,0.123947569,0.13171745,0.137375814,0.141279173,0.143907992,0.146934154,0.15144073,0.154772363,0.154783096,0.153865091,0.155046795,0.15790386,0.160359309,0.162388279,0.163853434,0.165194651,0.166617878,0.16821137,0.170295318,0.173351774,0.176208455,0.178595313,0.180654607,0.182681139,0.183764892,0.184317425,0.184934223,0.185739659,0.186797946,0.187965914,0.189264668,0.190428999,0.191226527,0.191535391,0.191994753,0.192439503,0.192507461,0.192236904,0.191713448,0.190264614,0.189549506,0.190732675,0.193197537,0.195602716,0.197664026,0.19784625,0.195549677,0.193124361,0.190056004,0.181097328,0.168438355,0.156848664,0.150299382,0.143867613,0.13774479,0.129876593,0.12322368
24,01_119,89.51356569,6.21E-05,0.000418439,0.000964311,0.001556309,0.00210594,0.002567357,0.002977562,0.003344476,0.003723988,0.004077243,0.004554588,0.005047348,0.005559789,0.005975273,0.00640863,0.007300719,0.008788674,0.010249609,0.011062877,0.011393557,0.011693315,0.012027029,0.012263823,0.012302432,0.012272998,0.012375895,0.012619261,0.01295719,0.013363479,0.013928342,0.014824208,0.016052446,0.017337428,0.018575853,0.019795275,0.020852031,0.021684516,0.022285968,0.022620933,0.022757711,0.023042843,0.02366679,0.024004219,0.023636158,0.022710381,0.021896837,0.021227096,0.020782492,0.020493707,0.020371577,0.020346123,0.020495085,0.020622549,0.020727603,0.020813993,0.020898865,0.020929604,0.021003988,0.021168385,0.021375231,0.021417759,0.021221352,0.020898552,0.020602361,0.020343921,0.019976734,0.019449821,0.018858266,0.018370507,0.017760224,0.017816006,0.018851806,0.020555184,0.022119709,0.023919553,0.026827987,0.030899611,0.036277411,0.042697012,0.05010022,0.058080548,0.067547249,0.078682192,0.090153229,0.100624049,0.110056219,0.119160848,0.127529892,0.134766644,0.140358558,0.144192512,0.146627344,0.148764718,0.151821525,0.154387854,0.155188486,0.155458339,0.157170364,0.160294037,0.16310896,0.164951484,0.165803035,0.166516724,0.167903319,0.169859287,0.172505873,0.176156561,0.17924498,0.180786016,0.181391291,0.182493844,0.1835204,0.184461634,0.186067203,0.188473453,0.190617435,0.191865073,0.192548209,0.192975325,0.193058148,0.193187568,0.193834251,0.194483757,0.194664076,0.194655537,0.194863552,0.194234865,0.193716573,0.194323306,0.196260973,0.198272009,0.200994911,0.202333961,0.200969127,0.198912577,0.197347479,0.192035895,0.183078151,0.172877286,0.165097108,0.157690454,0.151282812,0.145112922,0.141732463
