New_Tree_ID,Original_Tree_ID,AGB,ave_b_390nm,ave_b_394nm,ave_b_398nm,ave_b_402nm,ave_b_406nm,ave_b_410nm,ave_b_414nm,ave_b_418nm,ave_b_422nm,ave_b_426nm,ave_b_430nm,ave_b_434nm,ave_b_438nm,ave_b_442nm,ave_b_446nm,ave_b_450nm,ave_b_454nm,ave_b_458nm,ave_b_462nm,ave_b_466nm,ave_b_470nm,ave_b_474nm,ave_b_478nm,ave_b_482nm,ave_b_486nm,ave_b_490nm,ave_b_494nm,ave_b_498nm,ave_b_502nm,ave_b_506nm,ave_b_510nm,ave_b_514nm,ave_b_518nm,ave_b_522nm,ave_b_526nm,ave_b_530nm,ave_b_534nm,ave_b_538nm,ave_b_542nm,ave_b_546nm,ave_b_550nm,ave_b_554nm,ave_b_558nm,ave_b_562nm,ave_b_566nm,ave_b_570nm,ave_b_574nm,ave_b_578nm,ave_b_582nm,ave_b_586nm,ave_b_590nm,ave_b_594nm,ave_b_598nm,ave_b_602nm,ave_b_606nm,ave_b_610nm,ave_b_614nm,ave_b_618nm,ave_b_622nm,ave_b_626nm,ave_b_630nm,ave_b_634nm,ave_b_638nm,ave_b_642nm,ave_b_646nm,ave_b_650nm,ave_b_654nm,ave_b_658nm,ave_b_662nm,ave_b_666nm,ave_b_670nm,ave_b_674nm,ave_b_678nm,ave_b_682nm,ave_b_686nm,ave_b_690nm,ave_b_694nm,ave_b_698nm,ave_b_702nm,ave_b_706nm,ave_b_710nm,ave_b_714nm,ave_b_718nm,ave_b_722nm,ave_b_726nm,ave_b_730nm,ave_b_734nm,ave_b_738nm,ave_b_742nm,ave_b_746nm,ave_b_750nm,ave_b_754nm,ave_b_758nm,ave_b_762nm,ave_b_766nm,ave_b_770nm,ave_b_774nm,ave_b_778nm,ave_b_782nm,ave_b_786nm,ave_b_790nm,ave_b_794nm,ave_b_798nm,ave_b_802nm,ave_b_806nm,ave_b_810nm,ave_b_814nm,ave_b_818nm,ave_b_822nm,ave_b_826nm,ave_b_830nm,ave_b_834nm,ave_b_838nm,ave_b_842nm,ave_b_846nm,ave_b_850nm,ave_b_854nm,ave_b_858nm,ave_b_862nm,ave_b_866nm,ave_b_870nm,ave_b_874nm,ave_b_878nm,ave_b_882nm,ave_b_886nm,ave_b_890nm,ave_b_894nm,ave_b_898nm,ave_b_902nm,ave_b_906nm,ave_b_910nm,ave_b_914nm,ave_b_918nm,ave_b_922nm,ave_b_926nm,ave_b_930nm,ave_b_934nm,ave_b_938nm,ave_b_942nm,ave_b_946nm,ave_b_950nm,ave_b_954nm,ave_b_958nm,ave_b_962nm
11,01_46,107.1107536,3.14E-05,0.00023949,0.000704869,0.001512883,0.002370542,0.003149908,0.003733266,0.004237717,0.004664546,0.00504487,0.005557569,0.006181636,0.006909678,0.007430987,0.007924122,0.008779615,0.010123761,0.011408579,0.012071886,0.012235298,0.012343296,0.012622459,0.012872463,0.013016734,0.013090724,0.013305929,0.013562175,0.013924455,0.014278181,0.014892579,0.015914552,0.017434357,0.01899111,0.02043161,0.021758056,0.022884935,0.023757062,0.024388891,0.024732899,0.02490709,0.025149533,0.025611033,0.025785394,0.02545174,0.024570707,0.023557574,0.022539624,0.021814271,0.021364487,0.02119725,0.021156623,0.021215259,0.021282491,0.021382728,0.021480499,0.021442753,0.021274564,0.021145614,0.021175567,0.021308351,0.021322758,0.02120306,0.020853689,0.020367322,0.019749243,0.019164441,0.01854837,0.017921737,0.017253775,0.01638486,0.016249909,0.017064193,0.018570808,0.019958435,0.021708215,0.02479284,0.02925066,0.035515839,0.043380231,0.052676885,0.062378243,0.073680901,0.087258332,0.102246698,0.117355328,0.132743502,0.148698548,0.16364109,0.176918982,0.186643833,0.191453136,0.191257629,0.192286887,0.197925186,0.204407387,0.207181831,0.208151938,0.210368745,0.213580729,0.216257032,0.217856873,0.218472936,0.218540838,0.218025244,0.217281159,0.216933367,0.216007737,0.215523667,0.217121816,0.220565878,0.223206284,0.224741785,0.225899558,0.227153224,0.228583141,0.230040137,0.231328132,0.232488695,0.233612861,0.234524148,0.235267313,0.236333427,0.237282856,0.237594062,0.237741145,0.237922658,0.236828239,0.235350706,0.235130091,0.235749168,0.235708071,0.235169338,0.235014812,0.237042373,0.237828701,0.231068808,0.210723893,0.19086749,0.178218751,0.174496419,0.172135092,0.171289371,0.171049771,0.173204368
12,01_49,98.23680826,-6.93E-06,6.23E-05,0.000286986,0.000719909,0.001167997,0.001481272,0.001777052,0.002040221,0.002326623,0.002599631,0.00309461,0.003663903,0.004245258,0.004647634,0.004967338,0.00566427,0.006917078,0.008176011,0.008865167,0.009040546,0.009170712,0.009319779,0.009466723,0.009531707,0.009582791,0.009727767,0.009968586,0.010254914,0.010509073,0.010852001,0.011548853,0.012606891,0.013793085,0.014855667,0.015852301,0.016641806,0.017256236,0.017720897,0.018118874,0.018407767,0.018631702,0.018857217,0.018809355,0.018351496,0.017487964,0.016691505,0.016025723,0.015559613,0.015175572,0.014929639,0.014836559,0.014857948,0.014921476,0.015028586,0.015145892,0.015176498,0.015147634,0.015146573,0.015181776,0.015235623,0.015209214,0.015178051,0.014985793,0.01462325,0.014121632,0.013655624,0.013090183,0.012558882,0.012099953,0.011540914,0.011447113,0.012095699,0.013283138,0.014438101,0.015861429,0.018314396,0.021838603,0.026755662,0.032976102,0.040303385,0.047935451,0.05672749,0.067585932,0.079880906,0.092286321,0.104624293,0.117293379,0.129170851,0.139201825,0.146535455,0.150448594,0.150955879,0.151691761,0.155960653,0.161317684,0.163909467,0.164772669,0.166697849,0.169866182,0.172614623,0.174167147,0.174604414,0.17452116,0.174172102,0.173351113,0.172764442,0.172231566,0.172214008,0.173641046,0.176362131,0.17869622,0.179997762,0.181136991,0.182636789,0.184536464,0.186181684,0.187360739,0.188267352,0.189108031,0.189764502,0.190259785,0.191072482,0.191626196,0.191568593,0.191234896,0.190739812,0.188561393,0.18611487,0.185009342,0.185174856,0.185341076,0.186144147,0.18580058,0.18374188,0.180806428,0.175916272,0.162495019,0.145614277,0.129531762,0.120373277,0.116738328,0.118216491,0.119371612,0.121017306
13,01_53,79.80092627,1.48E-05,0.000104044,0.000252325,0.000502671,0.000782155,0.001039604,0.001245621,0.001438777,0.001637131,0.0017972,0.00204564,0.002456679,0.002925714,0.003290177,0.003524028,0.004167118,0.005278741,0.006433523,0.007037598,0.007187772,0.007238377,0.007373709,0.007533392,0.007621737,0.007646061,0.007726074,0.007833518,0.007985051,0.008134492,0.008384453,0.008917423,0.009756588,0.01067364,0.011414297,0.011985323,0.012401485,0.012768605,0.013015495,0.01332549,0.013638117,0.013895063,0.014014345,0.01392604,0.013500559,0.012801152,0.012187444,0.011786162,0.011560321,0.011348583,0.011164318,0.011065787,0.011060471,0.011225918,0.01157731,0.011995961,0.01219412,0.012317451,0.012370208,0.012402658,0.012414328,0.012494353,0.012606509,0.012566643,0.012330374,0.011951093,0.011604612,0.011244424,0.010910047,0.01064533,0.010362966,0.01048859,0.011236561,0.012406195,0.01339351,0.014373722,0.016007976,0.018487014,0.022023717,0.026575257,0.031983786,0.037669688,0.04413765,0.052098614,0.061104342,0.070038784,0.078804895,0.08781851,0.096460328,0.103674551,0.108827976,0.111586973,0.112201786,0.113070249,0.115943246,0.119428021,0.121353041,0.122365499,0.124017021,0.126574186,0.129060477,0.130842921,0.131971515,0.132756835,0.133091048,0.133057304,0.133216466,0.133395551,0.134220482,0.136124847,0.138838049,0.140890908,0.142286296,0.143344381,0.144741886,0.146449454,0.148250473,0.149942767,0.151572411,0.152499794,0.152381784,0.15185398,0.151772769,0.151995123,0.152255963,0.152357815,0.151723917,0.150039649,0.1486354,0.14843288,0.148655456,0.149289309,0.150711671,0.152043018,0.152974005,0.152505492,0.147621673,0.135776568,0.12173645,0.109174075,0.099657125,0.093655683,0.091533052,0.090886285,0.0899313
14,01_55,82.35359615,-3.28E-06,6.23E-05,0.00018422,0.000352038,0.000503171,0.000668749,0.000877794,0.00109229,0.001334005,0.001625876,0.001946669,0.002219908,0.002516944,0.002761874,0.003022747,0.003659018,0.00479265,0.00588445,0.006457185,0.006621135,0.006805314,0.007094248,0.007294395,0.00736678,0.007428436,0.007539008,0.007688397,0.007899982,0.008069352,0.008277534,0.008786914,0.009639139,0.010564876,0.011337628,0.011998868,0.012537769,0.013010847,0.013403028,0.013709759,0.013908692,0.014045685,0.014280316,0.014302612,0.013931991,0.01324071,0.012757314,0.012457882,0.012214153,0.011911918,0.011664994,0.011579751,0.011629525,0.011742983,0.01187922,0.012009201,0.012078334,0.012109384,0.012149663,0.012203446,0.012360257,0.012401153,0.012297546,0.012035796,0.011722435,0.011341137,0.010957197,0.010592899,0.010147002,0.009733661,0.009244297,0.009376669,0.010245197,0.011572186,0.012630861,0.013783252,0.015700949,0.018468162,0.022276965,0.027144115,0.032877703,0.038888803,0.045858717,0.054398898,0.064136878,0.074217529,0.08413342,0.093890613,0.102827465,0.11077857,0.116872824,0.120448802,0.12148587,0.122782687,0.126280498,0.130154775,0.132140724,0.133304024,0.135378613,0.138323803,0.140924915,0.142852938,0.144101859,0.145086639,0.145742392,0.146124725,0.147012327,0.148461434,0.150013796,0.151809948,0.154008377,0.155921646,0.157125553,0.158062396,0.159115115,0.160291249,0.161681956,0.163294179,0.164873325,0.165986525,0.166296613,0.166085065,0.166012604,0.165901384,0.165351636,0.164687422,0.163833033,0.161687876,0.159554796,0.159089257,0.160117098,0.1620391,0.164547743,0.164622257,0.161669261,0.15871294,0.155590409,0.144627999,0.129506707,0.115540157,0.107949434,0.102187479,0.098437127,0.095080645,0.094839035
15,01_59,52.4528406,-8.25E-06,2.75E-05,0.000161878,0.00042992,0.000712112,0.001008636,0.001365764,0.001665354,0.001892466,0.00204339,0.002387223,0.002894803,0.00351681,0.003984606,0.004484738,0.005399424,0.006717371,0.007895594,0.008543713,0.008786601,0.009030431,0.009325499,0.009527103,0.009613821,0.009706235,0.009918297,0.010150397,0.010471019,0.010787208,0.011244862,0.011967596,0.01306637,0.01429343,0.0153279,0.016127842,0.016866093,0.017671413,0.018276324,0.018495326,0.018523935,0.018695582,0.01915088,0.019316822,0.018951755,0.018125194,0.017324877,0.016535893,0.016047217,0.015860536,0.015907946,0.015865136,0.015824101,0.015799695,0.015972291,0.016093368,0.016134652,0.01610649,0.016136336,0.01608746,0.016026721,0.015994495,0.015981783,0.015786845,0.015321808,0.014726019,0.014180638,0.013607303,0.01299887,0.012426173,0.01190472,0.012006533,0.012897047,0.014219424,0.015352777,0.016720243,0.019113088,0.022479705,0.027157155,0.032925862,0.039633346,0.046644661,0.054987561,0.06476298,0.075352746,0.085973131,0.09676367,0.107583313,0.11750553,0.126274809,0.132792845,0.136409578,0.13720573,0.138798445,0.142723941,0.146807654,0.149313248,0.15131577,0.153946179,0.156553861,0.158782968,0.160383919,0.161439399,0.161988808,0.161967952,0.161871567,0.16233173,0.16247665,0.162871253,0.164716364,0.167845573,0.170162405,0.171570532,0.172603525,0.173555154,0.174506811,0.175621059,0.176713254,0.177750822,0.178916016,0.179754021,0.18020294,0.180830508,0.180950616,0.179773624,0.178264113,0.176958581,0.174317639,0.171719181,0.170780222,0.171378033,0.173170591,0.175719791,0.175964178,0.175218876,0.173810945,0.168786638,0.153472682,0.136733005,0.123523174,0.118423396,0.116410148,0.116286835,0.115436284,0.115640822
16,01_62,67.40703717,1.64E-06,0.000119847,0.000314735,0.000621338,0.000930758,0.00125769,0.001543248,0.001816876,0.002087379,0.002281115,0.002504309,0.002870525,0.003271861,0.003535706,0.003637818,0.004264503,0.005459621,0.006735824,0.007348619,0.007427628,0.007465969,0.007690287,0.007908442,0.007959192,0.007923434,0.007988656,0.008115031,0.008267718,0.008415857,0.008659309,0.0092231,0.010085221,0.011025654,0.011807499,0.012441821,0.012940282,0.013361469,0.013692742,0.013998477,0.014241085,0.014398483,0.014523524,0.014475118,0.014113432,0.013434556,0.012813561,0.012404263,0.012182025,0.011989154,0.011811164,0.0116888,0.011663714,0.011776434,0.012026967,0.012288553,0.012380312,0.012372342,0.012306327,0.012305763,0.012281295,0.012261959,0.012327162,0.01231072,0.012006793,0.011493231,0.011066198,0.010670293,0.010282067,0.009912901,0.009471711,0.009458504,0.010126871,0.011218342,0.01225592,0.013482373,0.015478429,0.018187133,0.021925354,0.02676758,0.032562232,0.038742283,0.045827802,0.054802226,0.065340886,0.076198675,0.086733733,0.097287613,0.107521322,0.116515788,0.123402049,0.127213998,0.128140213,0.129042301,0.132419492,0.136454033,0.138422713,0.138996356,0.140229665,0.142460081,0.144746273,0.146648415,0.148166345,0.149468373,0.150223951,0.150502334,0.150628667,0.150451194,0.150823903,0.152721115,0.155832549,0.158259859,0.159753607,0.160764462,0.161927063,0.163391711,0.164858621,0.166107352,0.167296993,0.168318657,0.168870203,0.169115022,0.169347481,0.169372823,0.169180369,0.168720282,0.167240652,0.164442247,0.162308626,0.16198634,0.162293321,0.163266994,0.16480977,0.165772315,0.16574052,0.16484938,0.160024979,0.146757834,0.130820057,0.118201,0.109778438,0.103488887,0.098821814,0.097221517,0.096245131
17,01_66,89.7667815,-4.12E-06,3.19E-05,0.000104943,0.000292125,0.000485944,0.000721387,0.000995606,0.001265891,0.001564729,0.001880367,0.002313687,0.002748804,0.003265478,0.00369739,0.004153194,0.005007251,0.006418799,0.007806845,0.008567418,0.008761049,0.008929827,0.009264557,0.009554606,0.009616936,0.009503164,0.009545576,0.009765592,0.010081749,0.010383372,0.010807738,0.011539854,0.012523769,0.013591056,0.014571383,0.015511788,0.016316758,0.01692705,0.017343807,0.01761318,0.017752357,0.017908771,0.018198281,0.01830394,0.017937541,0.017187874,0.016464481,0.015855344,0.015415122,0.015101856,0.014930214,0.014908358,0.015032501,0.01520499,0.015346601,0.015472134,0.01555145,0.015622813,0.015674693,0.015730628,0.015857222,0.015887307,0.01576442,0.015492078,0.015215591,0.014896922,0.014521155,0.014072585,0.013589017,0.013107508,0.012483445,0.012437782,0.013295924,0.014696101,0.015991612,0.017355951,0.019705635,0.023207211,0.02807787,0.034061739,0.041002643,0.048476855,0.057272204,0.068431599,0.081056482,0.093665462,0.105644122,0.117496472,0.128740196,0.138879406,0.146958491,0.151539023,0.152602302,0.153317714,0.156836507,0.161627373,0.164561022,0.165824725,0.167499358,0.170286246,0.172996666,0.17486975,0.175841649,0.176460928,0.176881487,0.176855194,0.176985625,0.177710737,0.179085372,0.181046916,0.183527733,0.185948221,0.187977938,0.189881167,0.191713948,0.193497517,0.194930632,0.196146302,0.197150315,0.198425145,0.199710989,0.200811698,0.201638059,0.202146855,0.202203809,0.201896046,0.200817858,0.197824981,0.19504997,0.194054326,0.194567242,0.194891692,0.196581091,0.197161615,0.19518792,0.191010777,0.18426249,0.168592381,0.151806566,0.139580071,0.134139434,0.128950757,0.126112067,0.123996954,0.123768482
18,01_74,87.24396389,-7.46E-06,1.88E-05,9.38E-05,0.000257183,0.000438819,0.000595533,0.000773456,0.000960756,0.001107715,0.001158929,0.001298636,0.001524057,0.001814893,0.002043666,0.00230402,0.002861698,0.003857822,0.004830356,0.005362999,0.005485524,0.005568708,0.00571394,0.00584461,0.005862125,0.005824095,0.005881631,0.006086202,0.006288883,0.006386398,0.006474405,0.006846045,0.007492423,0.008177315,0.008789726,0.009375513,0.009864056,0.010206159,0.010446293,0.010553905,0.010596583,0.010737198,0.011080311,0.011207205,0.010919174,0.010279664,0.009716252,0.009293143,0.009007817,0.008816241,0.008757402,0.008773157,0.008818979,0.008897025,0.009058998,0.00917989,0.009301439,0.009473837,0.009717645,0.009837377,0.009897447,0.009884066,0.009823609,0.009638163,0.009360992,0.00905191,0.008746793,0.008462283,0.008130788,0.007822172,0.007465837,0.0076177,0.008389373,0.009559227,0.010531048,0.011445952,0.012885369,0.015051706,0.018133794,0.02199903,0.026491024,0.031307007,0.037020517,0.043941665,0.051292288,0.058471035,0.065477237,0.072545345,0.079009076,0.084718153,0.088967345,0.091418747,0.092340271,0.093360104,0.095271737,0.097352279,0.09884666,0.100250225,0.102226708,0.104812021,0.107096462,0.108712024,0.10967091,0.110505136,0.11124667,0.11199146,0.113120155,0.114521915,0.116054026,0.117747066,0.119624763,0.121280253,0.122520339,0.123786494,0.125453075,0.127522753,0.129168712,0.130209222,0.130715235,0.131002747,0.131007912,0.131026096,0.131290026,0.131651971,0.131933213,0.131991873,0.131444041,0.129838004,0.12874048,0.129148843,0.13082597,0.132323346,0.134540306,0.136069402,0.1371741,0.137043378,0.134263899,0.125218865,0.112803856,0.099390312,0.089350781,0.083307637,0.080683409,0.077366628,0.074156606
19,01_77,107.244443,-4.33E-06,1.56E-05,5.70E-05,0.000179611,0.000310925,0.000421804,0.0005669,0.000733395,0.000938831,0.001118789,0.001415193,0.001735692,0.002117894,0.002435349,0.002835739,0.003630283,0.004919066,0.006032321,0.006589192,0.006740534,0.006972143,0.007324543,0.007623735,0.007692035,0.00764267,0.00776794,0.00800968,0.008244958,0.008450395,0.008777316,0.009408874,0.010334726,0.011336981,0.012192177,0.012856435,0.013409663,0.013891105,0.014277715,0.014537169,0.014729908,0.014931284,0.015197526,0.015201101,0.014773585,0.0140304,0.013473845,0.01312973,0.012921142,0.012663914,0.012461439,0.012363816,0.012453291,0.012623096,0.012840535,0.013008146,0.013104113,0.013167519,0.013237651,0.013283111,0.013269942,0.013259777,0.013237912,0.013017728,0.012620587,0.012216654,0.011840864,0.011369466,0.01087873,0.010445191,0.009994612,0.010134182,0.011043029,0.012347643,0.013441398,0.014655418,0.01671881,0.019634984,0.023705968,0.028809013,0.03483955,0.041277044,0.048879208,0.05810627,0.068342427,0.078633692,0.088761558,0.098905995,0.108324537,0.116511149,0.122692921,0.126358309,0.127888106,0.129969563,0.133816259,0.137430429,0.139147781,0.14016027,0.142094395,0.144932659,0.147811674,0.15008526,0.15177112,0.15302743,0.153806827,0.15434337,0.155183053,0.155731663,0.156530279,0.158379275,0.161131891,0.16320686,0.164563125,0.165658707,0.167013519,0.168742725,0.170356109,0.171524942,0.17252139,0.173466633,0.173955455,0.174008732,0.173889586,0.173727689,0.173601502,0.173257919,0.171832422,0.169222966,0.167571017,0.16762943,0.168495114,0.169083514,0.170382307,0.170593334,0.170129557,0.168055033,0.161395073,0.14566406,0.129123685,0.115869452,0.108173493,0.102837471,0.099755157,0.097316656,0.097262872
20,01_85,81.61584885,-3.38E-06,5.21E-05,0.000207089,0.000597128,0.001029263,0.001378473,0.001639336,0.001897514,0.00219861,0.002529438,0.003015923,0.003507035,0.003987528,0.004343908,0.004656961,0.005432782,0.006772118,0.008115183,0.008786466,0.008967252,0.009073347,0.009312357,0.009585022,0.009748457,0.009823843,0.009981334,0.010151341,0.010306113,0.010495478,0.010839626,0.011439381,0.01226003,0.013202717,0.014035026,0.014754026,0.0152792,0.01574719,0.01610882,0.01640507,0.016614,0.016838336,0.017052729,0.017077349,0.01675338,0.016093262,0.01551237,0.015129392,0.014947288,0.014775432,0.014682562,0.014693115,0.014839217,0.015040806,0.015281201,0.015523184,0.015724605,0.015881864,0.016007397,0.016107523,0.016154469,0.016205718,0.016277032,0.016225729,0.015987282,0.015616385,0.015264935,0.014912288,0.014604578,0.014288272,0.013874746,0.013955467,0.014800142,0.016116371,0.017321643,0.018583923,0.020664733,0.023666471,0.027845154,0.033160728,0.039539966,0.046345067,0.054140742,0.063710691,0.074597151,0.08562323,0.096480285,0.107443565,0.11795826,0.127144458,0.134091384,0.137959032,0.13898512,0.140092584,0.143783222,0.148195164,0.150531935,0.151417854,0.153040764,0.155575348,0.158097032,0.159949017,0.161158703,0.161993382,0.162611182,0.16287641,0.163114847,0.163301289,0.164185111,0.166353566,0.169454637,0.171796147,0.173181775,0.174186804,0.17573498,0.177802828,0.179718917,0.18102913,0.182313585,0.183707412,0.184672577,0.185128805,0.185601723,0.186053872,0.18636948,0.186170953,0.184702051,0.181550018,0.178964987,0.178162089,0.177961945,0.178054186,0.179171184,0.179881211,0.179200597,0.176638946,0.169870746,0.154083099,0.13690641,0.124238333,0.117716177,0.113912429,0.113390947,0.114105011,0.113990056
21,01_95,94.56072651,-2.84E-06,-9.21E-07,2.61E-05,0.000189037,0.000381668,0.00062202,0.000905344,0.001199211,0.001394879,0.001498567,0.001741816,0.00213693,0.002586451,0.002903661,0.003289023,0.004170452,0.0056105,0.006841562,0.007435769,0.007569345,0.007824062,0.00815977,0.008451927,0.008554367,0.008586246,0.008732148,0.008996704,0.009291258,0.009508459,0.00984397,0.010553155,0.011652982,0.012831291,0.013831112,0.014672921,0.015346238,0.015973347,0.016435913,0.016750592,0.016925862,0.017150682,0.017507579,0.017557438,0.017136597,0.016309798,0.01559708,0.014994851,0.014624303,0.014374471,0.014287329,0.014189164,0.014121896,0.014159273,0.014406941,0.014594928,0.014650326,0.014698673,0.014776231,0.01477695,0.014782495,0.014763881,0.014679697,0.014383152,0.013936182,0.013451364,0.013049623,0.012634695,0.012098548,0.011583883,0.011067526,0.011240331,0.012121184,0.013405821,0.014509056,0.015896583,0.018245362,0.021397856,0.025900292,0.031604338,0.038340347,0.045336938,0.053634499,0.063306291,0.073926137,0.084768207,0.095931025,0.107094315,0.117354368,0.126544867,0.133353114,0.13702548,0.138017456,0.140316775,0.144472862,0.148242396,0.150551255,0.152712189,0.155404913,0.158243585,0.160757696,0.162333862,0.163070232,0.16345098,0.163512801,0.163856213,0.164775278,0.164705244,0.164714124,0.166354916,0.169494199,0.171718342,0.173245131,0.174400917,0.175214347,0.176181178,0.177506581,0.178962524,0.180257058,0.18144805,0.182181548,0.182489101,0.182989715,0.18302537,0.182672534,0.182004942,0.180648053,0.177811556,0.175887262,0.176389483,0.177682343,0.178826957,0.178913799,0.177062456,0.175547367,0.17515877,0.169884669,0.153481666,0.135770734,0.121296704,0.113930474,0.108930001,0.106977972,0.106108012,0.108762095
22,01_103,139.2774604,3.17E-05,0.000227142,0.000603622,0.001181011,0.001775432,0.002310843,0.002706625,0.003089959,0.003425317,0.003695839,0.004009223,0.004432615,0.004924853,0.005323007,0.005718561,0.00648154,0.00769454,0.008832801,0.009374571,0.009439409,0.009522829,0.009741538,0.009920661,0.009969958,0.009927741,0.009948381,0.010054791,0.010251518,0.010502551,0.010887229,0.01158131,0.012537264,0.013563705,0.014399076,0.015061656,0.015659359,0.01620757,0.016675115,0.016918466,0.01704319,0.017100716,0.017305321,0.017274274,0.016799101,0.015942232,0.015201066,0.014679591,0.014323688,0.014068041,0.013934592,0.013910197,0.013954219,0.014032499,0.014138485,0.014251843,0.014248511,0.0141962,0.014152828,0.014184332,0.014228566,0.014290415,0.014417051,0.014341659,0.014051327,0.013613244,0.013195679,0.012666772,0.012131545,0.01168195,0.01122598,0.011285853,0.01203109,0.01323214,0.01432319,0.015503929,0.01754792,0.020566998,0.024857128,0.030333415,0.036823041,0.043817846,0.052058949,0.062537518,0.074551005,0.087091455,0.100143524,0.113914854,0.127275512,0.139436135,0.148959498,0.154211103,0.155469092,0.157031611,0.161456732,0.166645321,0.169537492,0.170907949,0.172794137,0.175727644,0.178322791,0.179779211,0.180076928,0.179953219,0.179440935,0.178525134,0.177758833,0.177042032,0.177064619,0.178445374,0.18110449,0.183614352,0.185656805,0.187515502,0.18925987,0.190774221,0.192098348,0.193339654,0.194498236,0.195648014,0.196688731,0.197427079,0.197871094,0.198164549,0.198173761,0.198062199,0.198080517,0.197754689,0.197250756,0.196702906,0.196245034,0.19574594,0.196049919,0.196842028,0.198068575,0.19762487,0.192025482,0.178598701,0.163283731,0.14915431,0.138898899,0.134032791,0.134901673,0.135507594,0.134354407
23,01_109,43.16346906,-2.09E-06,6.09E-06,1.42E-05,3.81E-05,7.20E-05,0.000110179,0.000196318,0.000295065,0.000444775,0.000591594,0.000799834,0.001020876,0.001252826,0.001423329,0.001607953,0.00216825,0.003163558,0.004057362,0.004512694,0.004698876,0.004890221,0.005125875,0.005279761,0.005277162,0.005145515,0.005192145,0.005373186,0.005543427,0.005557303,0.005544644,0.005809326,0.006339041,0.006967145,0.007530991,0.008014855,0.0083888,0.008755946,0.009043962,0.009126405,0.009038447,0.00913705,0.009400983,0.00944404,0.009035731,0.00834605,0.007844765,0.00759396,0.007540798,0.007448274,0.007364011,0.00736549,0.007482857,0.007666897,0.007792996,0.007912718,0.008065354,0.008298729,0.008471005,0.008623037,0.008751823,0.008892013,0.008926381,0.008804122,0.00852735,0.008175469,0.007825578,0.007424211,0.00709873,0.006812738,0.006527,0.006674189,0.007556048,0.008809993,0.009844361,0.010775284,0.012140423,0.014023797,0.016708245,0.02037175,0.024905856,0.029848703,0.035399207,0.04224277,0.050242078,0.058668299,0.066870144,0.074808761,0.082183899,0.08845671,0.093130309,0.096029905,0.097679513,0.099314865,0.101701548,0.104096983,0.105816987,0.107148946,0.108792548,0.110762979,0.112786381,0.114560321,0.116160623,0.117715303,0.119024497,0.119990284,0.120808333,0.121828333,0.123520029,0.125686356,0.127846843,0.129447603,0.130831959,0.13194956,0.13364608,0.136173064,0.138380609,0.139512339,0.14021724,0.140972714,0.141224381,0.141045155,0.140900764,0.140753409,0.140587433,0.139863957,0.137867988,0.134575391,0.132246002,0.132069116,0.132933156,0.133460058,0.133526965,0.132961455,0.132087817,0.129889935,0.122820244,0.108073434,0.092767316,0.082111565,0.075611862,0.068959601,0.060973979,0.056664244,0.058003519
24,01_119,89.51356569,-6.24E-06,1.66E-05,0.000140873,0.000447119,0.00077677,0.001124592,0.001570437,0.002034451,0.002342845,0.002519531,0.00293046,0.003614723,0.004409422,0.004972797,0.005483749,0.006477522,0.008020127,0.009445786,0.010141329,0.010331281,0.010525064,0.010904469,0.011203947,0.011350846,0.011470633,0.011705958,0.01198526,0.012318438,0.012697209,0.013240021,0.014269062,0.015776529,0.017436945,0.01884722,0.020044937,0.020992432,0.021775694,0.022346665,0.022708391,0.022914282,0.023230192,0.023783818,0.024077278,0.023846023,0.023116073,0.022261556,0.021281587,0.020576746,0.020131952,0.019971021,0.019942088,0.020115882,0.020301919,0.02051143,0.020622979,0.020597367,0.020450982,0.020345039,0.020330515,0.020445309,0.020513422,0.020428251,0.020138987,0.019685602,0.019136995,0.018639938,0.018146699,0.017615777,0.017045338,0.016325739,0.016353765,0.01731146,0.018905067,0.020293534,0.022052703,0.025118606,0.029558859,0.035733169,0.0434527,0.052520356,0.062041269,0.073185386,0.086622,0.101285793,0.115699967,0.129898224,0.144334163,0.157938073,0.169897449,0.178910933,0.183756657,0.184821464,0.186527353,0.191502085,0.197179727,0.200436073,0.202369261,0.204913364,0.208298001,0.211298325,0.213292467,0.214184724,0.214614886,0.214814361,0.215036575,0.215385445,0.215220112,0.215283806,0.217069176,0.220314856,0.222876091,0.22423001,0.22514609,0.226527951,0.228606242,0.230565532,0.231779333,0.232565986,0.233922139,0.235354664,0.236523979,0.237622735,0.238398368,0.238469404,0.238135951,0.237710901,0.235998571,0.23415961,0.233249617,0.233020366,0.23317828,0.234167036,0.233899181,0.231710773,0.228295305,0.219933408,0.200765821,0.180964617,0.167540951,0.161502162,0.157856549,0.158228323,0.160356823,0.16460404
