New_Tree_ID,Original_Tree_ID,AGB,ave_b_390nm,ave_b_394nm,ave_b_398nm,ave_b_402nm,ave_b_406nm,ave_b_410nm,ave_b_414nm,ave_b_418nm,ave_b_422nm,ave_b_426nm,ave_b_430nm,ave_b_434nm,ave_b_438nm,ave_b_442nm,ave_b_446nm,ave_b_450nm,ave_b_454nm,ave_b_458nm,ave_b_462nm,ave_b_466nm,ave_b_470nm,ave_b_474nm,ave_b_478nm,ave_b_482nm,ave_b_486nm,ave_b_490nm,ave_b_494nm,ave_b_498nm,ave_b_502nm,ave_b_506nm,ave_b_510nm,ave_b_514nm,ave_b_518nm,ave_b_522nm,ave_b_526nm,ave_b_530nm,ave_b_534nm,ave_b_538nm,ave_b_542nm,ave_b_546nm,ave_b_550nm,ave_b_554nm,ave_b_558nm,ave_b_562nm,ave_b_566nm,ave_b_570nm,ave_b_574nm,ave_b_578nm,ave_b_582nm,ave_b_586nm,ave_b_590nm,ave_b_594nm,ave_b_598nm,ave_b_602nm,ave_b_606nm,ave_b_610nm,ave_b_614nm,ave_b_618nm,ave_b_622nm,ave_b_626nm,ave_b_630nm,ave_b_634nm,ave_b_638nm,ave_b_642nm,ave_b_646nm,ave_b_650nm,ave_b_654nm,ave_b_658nm,ave_b_662nm,ave_b_666nm,ave_b_670nm,ave_b_674nm,ave_b_678nm,ave_b_682nm,ave_b_686nm,ave_b_690nm,ave_b_694nm,ave_b_698nm,ave_b_702nm,ave_b_706nm,ave_b_710nm,ave_b_714nm,ave_b_718nm,ave_b_722nm,ave_b_726nm,ave_b_730nm,ave_b_734nm,ave_b_738nm,ave_b_742nm,ave_b_746nm,ave_b_750nm,ave_b_754nm,ave_b_758nm,ave_b_762nm,ave_b_766nm,ave_b_770nm,ave_b_774nm,ave_b_778nm,ave_b_782nm,ave_b_786nm,ave_b_790nm,ave_b_794nm,ave_b_798nm,ave_b_802nm,ave_b_806nm,ave_b_810nm,ave_b_814nm,ave_b_818nm,ave_b_822nm,ave_b_826nm,ave_b_830nm,ave_b_834nm,ave_b_838nm,ave_b_842nm,ave_b_846nm,ave_b_850nm,ave_b_854nm,ave_b_858nm,ave_b_862nm,ave_b_866nm,ave_b_870nm,ave_b_874nm,ave_b_878nm,ave_b_882nm,ave_b_886nm,ave_b_890nm,ave_b_894nm,ave_b_898nm,ave_b_902nm,ave_b_906nm,ave_b_910nm,ave_b_914nm,ave_b_918nm,ave_b_922nm,ave_b_926nm,ave_b_930nm,ave_b_934nm,ave_b_938nm,ave_b_942nm,ave_b_946nm,ave_b_950nm,ave_b_954nm,ave_b_958nm,ave_b_962nm
25,01_121,94.58074054,7.40E-06,4.98E-05,0.000182879,0.000445542,0.000700187,0.000958057,0.001209887,0.001461429,0.001684588,0.001870251,0.002098213,0.002423205,0.002850607,0.003227919,0.003556003,0.004211389,0.005305961,0.006388304,0.006925405,0.007033542,0.007166228,0.00745405,0.007699184,0.007783956,0.007774325,0.007868335,0.008043628,0.008246634,0.008415988,0.008690194,0.009310365,0.010321899,0.011406736,0.012203215,0.012714956,0.013176289,0.013714188,0.0141914,0.014490164,0.014662656,0.01477886,0.014873947,0.014766453,0.014345679,0.013654087,0.013034326,0.012626267,0.012377005,0.012150862,0.011951741,0.011848257,0.011843972,0.011970736,0.012258562,0.012539149,0.012633995,0.012645705,0.012644572,0.012613054,0.012536474,0.012540053,0.012654961,0.012603467,0.012251772,0.01176946,0.011320171,0.010843532,0.010387719,0.010027421,0.009536917,0.009534237,0.010271275,0.011528786,0.012641155,0.013890747,0.015844832,0.018594665,0.022457696,0.027401003,0.033329836,0.039593183,0.046775572,0.055417257,0.065120274,0.074940558,0.084731891,0.094721816,0.104028077,0.112064103,0.11805607,0.121460995,0.122492312,0.123933401,0.12738377,0.130932659,0.132549061,0.13334804,0.135082373,0.137789122,0.140369204,0.142296314,0.14363608,0.144656329,0.145286914,0.145669419,0.146424853,0.147172972,0.148187408,0.150033535,0.152636243,0.154591741,0.155707472,0.156516835,0.157654069,0.159197651,0.160703259,0.161869093,0.162797878,0.163551605,0.163798922,0.16365263,0.16361411,0.163644274,0.163496189,0.16312069,0.16266552,0.161778861,0.161289554,0.161537808,0.162516429,0.163762389,0.166086532,0.167633841,0.168897313,0.168733912,0.164333579,0.150984663,0.136635941,0.124882074,0.118079411,0.112151921,0.107778814,0.103739587,0.102756645
26,01_132,82.70858614,-5.28E-06,1.17E-05,4.14E-05,0.000151002,0.000254486,0.000366811,0.000500464,0.000656196,0.000849175,0.001055082,0.001269065,0.001464182,0.001709919,0.0019586,0.002267014,0.003089643,0.004446287,0.005750092,0.006423181,0.006625322,0.006832102,0.007203437,0.007499155,0.00758396,0.007568834,0.007756643,0.008035234,0.00837993,0.00852218,0.008734019,0.009213444,0.0101414,0.011105476,0.012015359,0.01285106,0.013522338,0.013957347,0.014214734,0.014405842,0.014537952,0.01473041,0.015111478,0.015200068,0.01473026,0.013890379,0.01327559,0.012913188,0.012639382,0.012369489,0.012164589,0.012188184,0.012375738,0.012581197,0.012731234,0.012855051,0.012975314,0.013098689,0.013229233,0.013292982,0.013345108,0.013303102,0.01318192,0.012903412,0.012557325,0.012180112,0.011805326,0.011413094,0.011007093,0.010585412,0.010063252,0.010147056,0.010980774,0.012276448,0.013320273,0.014533121,0.016522857,0.019390539,0.023351806,0.028275003,0.034013,0.040039874,0.047203453,0.055685554,0.064886032,0.07397439,0.082785549,0.091383922,0.099164128,0.105885295,0.110937257,0.114026979,0.115204783,0.116588588,0.119825307,0.123055488,0.124466783,0.125339664,0.127514472,0.130529705,0.133109589,0.135157593,0.136796526,0.138155397,0.13895171,0.139341471,0.14025236,0.141837866,0.143414417,0.144956179,0.146805381,0.148648898,0.149982547,0.151106101,0.152301708,0.153517044,0.154804449,0.15623986,0.157486901,0.158155103,0.158223465,0.158112876,0.158465477,0.158543449,0.157816596,0.156717538,0.155642618,0.153547822,0.151667777,0.151426906,0.15252568,0.154257015,0.156725518,0.157257666,0.155594279,0.153570167,0.151314388,0.141583593,0.127182199,0.111966581,0.102770942,0.097490249,0.095329298,0.092120086,0.090316848
27,01_134,90.24573857,3.27E-05,0.000228116,0.000607512,0.001221543,0.001873075,0.002409164,0.002844737,0.003269212,0.003675044,0.004035058,0.004467866,0.004910359,0.005463009,0.005967017,0.006577326,0.007499988,0.008866263,0.010089369,0.01080471,0.011016895,0.011224712,0.011590391,0.011904207,0.012014445,0.01207783,0.012256038,0.012499633,0.01279563,0.013081798,0.013490727,0.014303201,0.015498811,0.016748132,0.017823906,0.018751658,0.019437468,0.01995729,0.020322503,0.020579294,0.02082334,0.02115401,0.021639362,0.021836954,0.02159294,0.02090648,0.020174976,0.019384755,0.018791422,0.018483475,0.018434811,0.018424153,0.018469613,0.018560034,0.018747793,0.018921241,0.019003158,0.018934657,0.018845474,0.018783881,0.018860053,0.018934257,0.018980363,0.018793639,0.018395859,0.017890747,0.017428228,0.016936552,0.016433613,0.016029824,0.015560555,0.015688368,0.016652936,0.018147171,0.019383,0.020759943,0.023203761,0.026848906,0.031912369,0.038226231,0.045535078,0.053406738,0.062790971,0.074434117,0.087320014,0.100183229,0.112779348,0.125415454,0.137473554,0.148489413,0.157234989,0.162071016,0.163220142,0.16464814,0.168947689,0.174096824,0.177320849,0.179333307,0.181728424,0.184840135,0.187661187,0.189575414,0.190538414,0.191092191,0.191430019,0.191572061,0.192084602,0.192791765,0.19368802,0.195352249,0.197934319,0.200085646,0.201192598,0.201833784,0.202910524,0.204607083,0.20623265,0.207368774,0.208167309,0.209374731,0.210590907,0.211507168,0.2122622,0.21255143,0.212105027,0.211177011,0.210279375,0.208658489,0.207699243,0.208285689,0.209885931,0.211037065,0.212073729,0.2114247,0.208620433,0.205078485,0.19926434,0.18653967,0.171221735,0.157413917,0.1471921,0.141178029,0.141146173,0.142627177,0.144083277
28,01_136,72.30884802,1.09E-05,4.43E-05,0.000201116,0.000557668,0.000975041,0.001345001,0.001714857,0.002000134,0.002308543,0.002562867,0.002929239,0.003289878,0.003749305,0.00410409,0.004492394,0.005314099,0.006602527,0.007827846,0.008501052,0.008746041,0.008959411,0.00927026,0.009491398,0.009513483,0.00951385,0.009687376,0.00994359,0.010241021,0.010471952,0.010782736,0.011355068,0.012252688,0.013175713,0.013950251,0.014638169,0.015248793,0.015841514,0.016274107,0.016337449,0.016188413,0.016295577,0.016834873,0.017094992,0.016769572,0.016048678,0.015402941,0.014755563,0.014282229,0.014093323,0.014103716,0.014139464,0.014165345,0.014245412,0.014451116,0.014686912,0.01479627,0.014757872,0.014686045,0.01465797,0.014775156,0.01483945,0.014704653,0.01442987,0.014149223,0.013838067,0.013443658,0.012952558,0.012411286,0.011912287,0.011373016,0.011496792,0.012431346,0.013798901,0.014842654,0.016057535,0.018086501,0.020963408,0.024945912,0.030052534,0.036100327,0.042627986,0.050632201,0.06025224,0.070704404,0.081144217,0.091600362,0.102068193,0.111721801,0.120367889,0.127104174,0.13127873,0.133091204,0.135263806,0.139193437,0.142747881,0.144674163,0.146251938,0.148829422,0.151884749,0.154471245,0.156288421,0.15734268,0.158065069,0.15847438,0.159126907,0.160318081,0.161334064,0.162081128,0.163676011,0.166181237,0.168259117,0.169452394,0.170397272,0.171743837,0.173555875,0.175340409,0.176715456,0.177625281,0.178242929,0.178452622,0.178572336,0.179305137,0.179653969,0.179042553,0.178021661,0.176881039,0.174260084,0.172204831,0.172539415,0.174233569,0.175256295,0.175129147,0.173412141,0.1716797,0.170248081,0.165244382,0.150456209,0.133596589,0.11989801,0.113179503,0.108261191,0.104686402,0.102029538,0.102776543
29,01_150,57.61488017,1.39E-05,5.84E-05,0.000319766,0.000868633,0.001506581,0.00198557,0.002329037,0.002605046,0.002891819,0.003124898,0.003489706,0.003930926,0.004481116,0.004924735,0.005425386,0.00627283,0.007640564,0.008924349,0.00956514,0.009576171,0.009593972,0.009838577,0.010113076,0.010213603,0.010278107,0.01047559,0.01073003,0.011048485,0.011284031,0.011615121,0.012317797,0.01350397,0.014795683,0.016009771,0.017173213,0.018036731,0.01854359,0.018786043,0.018861994,0.01888674,0.019179292,0.019784616,0.020115615,0.019844631,0.01904203,0.018088037,0.017035536,0.016291385,0.015960054,0.016009702,0.016068954,0.016177168,0.016294336,0.016467506,0.016595344,0.016588813,0.016458844,0.016394126,0.016475405,0.016689612,0.016818396,0.016826274,0.01656813,0.016115691,0.015572169,0.015113459,0.01466885,0.014231396,0.013818078,0.013271002,0.013308922,0.014098433,0.015352516,0.016497739,0.017909348,0.02035136,0.023815933,0.028803305,0.035233834,0.042934712,0.051153631,0.060849088,0.072718963,0.085629666,0.0983937,0.111329106,0.124962189,0.138047336,0.149731866,0.158630128,0.16330933,0.163860173,0.16478847,0.169357388,0.175186469,0.178316796,0.17965615,0.181784559,0.185209269,0.18822622,0.190031364,0.190542265,0.190688084,0.190912014,0.191135655,0.191467672,0.191702795,0.192441777,0.19454665,0.197590995,0.199828719,0.200690966,0.201253592,0.202791432,0.205349713,0.207409652,0.208280625,0.208620517,0.209356005,0.210235489,0.211244074,0.21264484,0.213897724,0.214586672,0.214942059,0.215463352,0.215391197,0.215166841,0.215467076,0.216123323,0.215637858,0.214318234,0.213188084,0.213221698,0.212309709,0.206133162,0.190204569,0.17212618,0.157106364,0.147542019,0.142717529,0.144301918,0.146866285,0.150061202
30,01_151,51.94978912,-9.26E-09,-5.07E-07,-7.62E-06,3.22E-05,6.91E-05,0.000187483,0.00028739,0.000384995,0.000410774,0.000456029,0.000496912,0.000650555,0.000864075,0.00106457,0.001239243,0.001843254,0.002890103,0.00382104,0.004198063,0.004238343,0.004369808,0.004658265,0.004909082,0.004939299,0.004901372,0.005092025,0.005402433,0.005638167,0.005628322,0.00557519,0.005853594,0.006519265,0.007213547,0.007731053,0.00814858,0.008538991,0.008851389,0.009057248,0.009163033,0.00926795,0.009541375,0.01001436,0.010188538,0.00977968,0.008995996,0.00838815,0.007909799,0.007718573,0.007631681,0.007656435,0.007694775,0.007834596,0.00792071,0.008012121,0.008084945,0.008200467,0.008338222,0.008509346,0.008701061,0.008946123,0.009051051,0.008939779,0.008684665,0.008308525,0.007919447,0.00758517,0.007301282,0.006986111,0.006693929,0.006320649,0.006488593,0.007326803,0.008564456,0.009466089,0.010303374,0.011632213,0.013504358,0.016281962,0.01983232,0.024023232,0.028437385,0.033913581,0.040269559,0.046982657,0.053678942,0.060550592,0.067487098,0.0737936,0.079216986,0.083255544,0.08584998,0.086837939,0.087975623,0.090527138,0.093370583,0.09556207,0.09749861,0.09998954,0.102576405,0.104806465,0.106325133,0.107278001,0.107927495,0.108233809,0.108604321,0.109914193,0.111281534,0.112750392,0.114697847,0.117081836,0.118574624,0.119371444,0.120228624,0.121354726,0.122850303,0.124268104,0.125354457,0.125868125,0.125855513,0.12546461,0.125186025,0.125514864,0.125390445,0.124286554,0.122979625,0.121844145,0.119963293,0.118490939,0.119245225,0.120886658,0.122496571,0.12289618,0.121712514,0.120052767,0.119113421,0.118489208,0.109722639,0.096400059,0.081812444,0.073367221,0.067728027,0.063455815,0.05932048,0.057464502
31,03_24,79.02019367,1.53E-05,7.75E-05,0.000296588,0.000635588,0.001026679,0.001325203,0.001737441,0.00203265,0.002248788,0.002330148,0.002668,0.003116602,0.00369239,0.004049545,0.004353407,0.005231173,0.006757992,0.008197966,0.008972892,0.009316705,0.009546398,0.009804316,0.009987195,0.010086593,0.010139139,0.010316242,0.010578952,0.010914974,0.011190537,0.011448784,0.01222819,0.013535537,0.015061883,0.016366498,0.017633,0.018568013,0.019100494,0.01928916,0.019285338,0.019131446,0.019326251,0.020042463,0.020565558,0.020244489,0.019250303,0.018236282,0.017233736,0.016586818,0.01628748,0.016337272,0.016319316,0.016350935,0.016409758,0.016521546,0.016567957,0.016419641,0.016056208,0.015817909,0.01592413,0.016359606,0.016540628,0.016391416,0.015987074,0.015616797,0.015211143,0.01484826,0.014359784,0.013791909,0.013259796,0.012804632,0.012857506,0.013599835,0.014754021,0.015988095,0.017459004,0.020093926,0.02381148,0.029060372,0.035716143,0.043670619,0.052213927,0.062075022,0.074233969,0.087581195,0.100617649,0.113365654,0.126718541,0.139923307,0.151255624,0.160040658,0.165618926,0.168323784,0.17007155,0.173815173,0.178797874,0.18206342,0.183467013,0.185312801,0.188506255,0.191543524,0.19326413,0.194002264,0.194524083,0.195453563,0.196311736,0.197166017,0.198075515,0.199225294,0.20094242,0.20314958,0.204722229,0.205318065,0.205725463,0.207592662,0.210778147,0.213528835,0.214593831,0.214559611,0.214544546,0.214448013,0.214669142,0.214836359,0.215333797,0.215861004,0.216424688,0.215951329,0.214062061,0.212173797,0.211401429,0.211889753,0.212029398,0.21294006,0.21324929,0.212290312,0.208584018,0.201405295,0.18703578,0.17061387,0.157494892,0.148038667,0.141093121,0.135970745,0.133588918,0.1338041
32,03_46,70.77411233,2.63E-05,0.00013229,0.000291597,0.000626757,0.001025869,0.001478552,0.001896283,0.002248911,0.002553013,0.002725109,0.00303621,0.003465706,0.004000733,0.004487251,0.004938207,0.005846342,0.007207699,0.008538807,0.009138139,0.009284836,0.009442235,0.009718805,0.00995863,0.010048709,0.010051471,0.010100488,0.010291279,0.010447234,0.010632868,0.010985269,0.011822935,0.012977693,0.014211037,0.015258681,0.016041698,0.016704897,0.017386127,0.01800575,0.018378423,0.018504317,0.018634379,0.018789059,0.018720731,0.018256614,0.017553446,0.016971898,0.016426486,0.016068761,0.015857975,0.015832848,0.015768519,0.01572682,0.015724322,0.015829765,0.015995542,0.016143194,0.016110159,0.016006914,0.015982753,0.016010218,0.016015819,0.0160241,0.01595503,0.015620371,0.01519793,0.014749478,0.014232233,0.013658982,0.013227742,0.01290007,0.013093068,0.013909786,0.015066668,0.016236327,0.017602072,0.01995495,0.02338781,0.028205412,0.034223134,0.041412098,0.049176268,0.057825374,0.068427643,0.08065517,0.093142358,0.105119208,0.117188121,0.12909998,0.13973072,0.148288689,0.153920396,0.156801392,0.158972517,0.162896458,0.167574911,0.170293432,0.171164402,0.172614829,0.175416978,0.178269517,0.180128684,0.181333992,0.182403137,0.183744163,0.185261553,0.186651976,0.187803433,0.189137311,0.191084693,0.193411062,0.195250423,0.196625183,0.198002251,0.199901222,0.202147112,0.204229365,0.205866544,0.207058377,0.207830054,0.208228012,0.208543498,0.208867982,0.209010975,0.209045631,0.208925961,0.20803406,0.20634102,0.204978858,0.204610935,0.204318263,0.204600804,0.205267038,0.205738962,0.205268588,0.203203303,0.196724835,0.182670669,0.166349285,0.153126797,0.143303686,0.13590688,0.132345801,0.131703287,0.131009538
33,03_59,36.87862221,0.000124667,0.000445328,0.000953296,0.001433058,0.001900455,0.002244312,0.002647576,0.003048855,0.003447421,0.003808763,0.004233501,0.004627632,0.005069854,0.005496549,0.006012583,0.006871182,0.008164252,0.009320087,0.009876499,0.009981475,0.010126552,0.010387714,0.010585554,0.010588407,0.0105133,0.010529315,0.010689826,0.010885724,0.011141731,0.011529802,0.012340569,0.013528179,0.01486713,0.016028722,0.017056276,0.018020056,0.018986128,0.0196734,0.019843462,0.019708697,0.019826458,0.020301821,0.020457174,0.019894434,0.018819126,0.017844958,0.017053867,0.016605998,0.01641407,0.016420901,0.016388451,0.016358671,0.016313879,0.01627354,0.016207349,0.016069578,0.015920968,0.015840898,0.015852337,0.015868676,0.015884666,0.015915562,0.015764371,0.015397204,0.014917148,0.014410237,0.013782813,0.013131348,0.012607726,0.01214861,0.012260876,0.013058705,0.014257135,0.015392085,0.016795087,0.019213862,0.022853421,0.027913055,0.034281765,0.041649676,0.049580564,0.058591891,0.069461317,0.081573199,0.093856148,0.105915359,0.118153617,0.129736118,0.139845111,0.147533472,0.152466949,0.154817411,0.156420084,0.159111494,0.162181181,0.16384514,0.164697067,0.166695036,0.170081167,0.172993484,0.174742951,0.17551662,0.176372312,0.177641515,0.179303748,0.180756061,0.181885182,0.182956073,0.184728506,0.186994056,0.188887097,0.189977724,0.190908019,0.192589966,0.195027925,0.197049496,0.19808137,0.1984397,0.19871154,0.19876276,0.198722373,0.19846753,0.198485964,0.198736736,0.198674206,0.196916928,0.193887116,0.191809836,0.191733586,0.1925157,0.192526794,0.19286446,0.193022128,0.192655419,0.190277407,0.183720252,0.170331102,0.154476254,0.140009186,0.129155644,0.121758245,0.117827031,0.115644867,0.11653101
34,03_66,78.12089996,6.31E-05,0.00027756,0.000595189,0.000915652,0.001164539,0.001422504,0.001837402,0.002258829,0.00254911,0.002693617,0.002982306,0.003359088,0.003891274,0.004279396,0.004707578,0.005611084,0.007141171,0.008465556,0.00905309,0.009099104,0.00923739,0.009496798,0.009745962,0.009901398,0.010065317,0.010204385,0.010289666,0.01031878,0.010462894,0.010837476,0.011667538,0.012847899,0.014135915,0.015139011,0.015839149,0.01635057,0.016857937,0.01727435,0.017628518,0.017858071,0.018053455,0.018192329,0.018138407,0.01772081,0.01703955,0.016497532,0.016157584,0.015952498,0.015739797,0.015601167,0.015534796,0.015535542,0.015681078,0.015999749,0.016395295,0.016577459,0.016581326,0.016522561,0.016491712,0.01646402,0.016572956,0.016832539,0.016860701,0.016511688,0.016004429,0.015546922,0.015050643,0.014587226,0.014231477,0.013863947,0.014031161,0.014915611,0.016201925,0.017371413,0.018707344,0.020900717,0.024163226,0.028698249,0.034304138,0.04075174,0.047618042,0.055309945,0.064390059,0.074523729,0.08492971,0.095311384,0.105960223,0.115777406,0.123913236,0.129807295,0.1336717,0.135649856,0.137395522,0.14027108,0.143214784,0.144711165,0.145646042,0.147741337,0.150893037,0.153713949,0.155899806,0.157739951,0.159530508,0.160904851,0.162033033,0.163375214,0.165301475,0.16709643,0.168876932,0.170616535,0.17235527,0.173663826,0.174990529,0.176878043,0.179396442,0.181690581,0.18332513,0.184319242,0.184631404,0.184405706,0.184166294,0.18423981,0.184277864,0.184089528,0.183327813,0.181419769,0.178445755,0.176579072,0.176819627,0.178473317,0.180224073,0.183036259,0.184478537,0.184383356,0.182120272,0.175572413,0.160496831,0.143363489,0.129697962,0.121573641,0.116404077,0.114435019,0.111582075,0.107772916
35,03_70,90.32501245,9.63E-05,0.000369025,0.000893111,0.001621346,0.002446386,0.003034117,0.003437221,0.003738028,0.004013194,0.004131434,0.004476533,0.005086166,0.005805971,0.006317825,0.006821579,0.007616751,0.008806223,0.009913069,0.010434606,0.010466141,0.010539042,0.010789666,0.011002591,0.011061949,0.011012427,0.011107903,0.011366966,0.011642242,0.011757285,0.011931055,0.012619207,0.013835908,0.015250189,0.01657239,0.01779464,0.018696994,0.019325814,0.019719683,0.019823364,0.019816954,0.020021099,0.020611062,0.020834642,0.020389469,0.019363456,0.018425015,0.017575957,0.016936479,0.016488047,0.01622115,0.016067072,0.016053044,0.016095544,0.016069782,0.015982803,0.015800788,0.015589541,0.015456391,0.015556415,0.015791362,0.015876397,0.015663495,0.015275595,0.01476035,0.014249074,0.013776745,0.013326055,0.01281941,0.012357945,0.011721274,0.011688117,0.012515619,0.013907847,0.015096293,0.016550565,0.019015476,0.022465092,0.027458352,0.03398343,0.041804537,0.050207039,0.060013589,0.071875501,0.085045273,0.098591466,0.112323332,0.126730744,0.140455419,0.152895864,0.162380443,0.167984742,0.169774208,0.171945934,0.176826903,0.181758544,0.183928727,0.184926578,0.187241786,0.190625982,0.193403916,0.195028637,0.195607625,0.195927875,0.196235173,0.19679397,0.19765902,0.198181215,0.198490894,0.199623043,0.201762749,0.203756553,0.205218424,0.206454816,0.2082008,0.210557955,0.212698567,0.213936785,0.214539495,0.214739477,0.214528587,0.214423329,0.215083975,0.215848562,0.21634338,0.21644918,0.215204398,0.211701948,0.208603261,0.208075817,0.20905304,0.209520221,0.209838023,0.20943612,0.209329515,0.208491614,0.204310279,0.190586928,0.173714941,0.1573279,0.1468189,0.140257705,0.137915618,0.135975301,0.134745321
36,03_71,59.18107363,6.19E-05,0.000244001,0.000575362,0.000988801,0.001423483,0.001793764,0.002155222,0.002473807,0.002744057,0.002952762,0.003314415,0.003826508,0.004405788,0.004935883,0.005432965,0.006351727,0.007721247,0.009014678,0.009678571,0.009862702,0.010058532,0.010328265,0.010577825,0.010646504,0.010651774,0.010763518,0.010974976,0.011191536,0.011496949,0.011955378,0.012946051,0.014403038,0.016101049,0.017342589,0.018205762,0.018963854,0.019849525,0.020574743,0.020904269,0.020971657,0.021142598,0.021438955,0.021442857,0.020927795,0.020082171,0.019404156,0.019032754,0.01881423,0.018478731,0.018140134,0.017881912,0.017662024,0.017587993,0.017779258,0.018123436,0.018249124,0.018102348,0.017910086,0.017844696,0.017899935,0.017966897,0.018120168,0.018060945,0.017724683,0.017191351,0.016672775,0.016024683,0.01536669,0.014835632,0.014441152,0.014583707,0.015410661,0.016606694,0.017923552,0.019544985,0.022244389,0.026064834,0.03139167,0.038200471,0.046386496,0.055086128,0.064657073,0.07615107,0.089158477,0.102381597,0.115184605,0.128072581,0.140253168,0.150636591,0.158398705,0.163342749,0.16582094,0.167986621,0.171868598,0.176283548,0.178925058,0.180209745,0.182152331,0.185174731,0.187972927,0.189894558,0.191113733,0.192302162,0.193564613,0.195125196,0.19670889,0.198181096,0.199730259,0.202010574,0.204578135,0.20656817,0.207947807,0.209189581,0.210605433,0.212055045,0.213704519,0.215481023,0.217213574,0.218173988,0.218441856,0.218424989,0.218541234,0.2189036,0.219620911,0.220215809,0.219140406,0.21646193,0.214364489,0.21400896,0.214376711,0.214767324,0.216591437,0.217923712,0.218244307,0.215615973,0.20759142,0.189687337,0.170394791,0.156057639,0.147206534,0.140420552,0.136640435,0.135483012,0.137000837
37,03_72,53.99643758,8.62E-05,0.000511964,0.001050893,0.001743197,0.00252094,0.003212656,0.003669828,0.004090501,0.004614064,0.005170554,0.005695944,0.006055646,0.006440629,0.007040784,0.007776224,0.008893053,0.010352902,0.011710097,0.012400006,0.012644411,0.012802766,0.013022079,0.013192087,0.013279334,0.013268906,0.013448671,0.01384065,0.014270292,0.014573552,0.014912627,0.015776252,0.01710732,0.018602992,0.0200217,0.021406265,0.022487681,0.023273508,0.023786605,0.023995362,0.023850661,0.023928078,0.024302719,0.024522983,0.024126122,0.023275075,0.022325406,0.021368461,0.020722005,0.020432074,0.020431457,0.020393121,0.020401862,0.02045878,0.020538979,0.020554845,0.020591445,0.020575782,0.020541309,0.020522606,0.020562024,0.020551113,0.020508206,0.020369405,0.020003434,0.019528817,0.018956777,0.018304683,0.017578198,0.017042711,0.016541535,0.01663123,0.017438976,0.018824711,0.020255536,0.021863808,0.024723442,0.029123899,0.035243677,0.042642113,0.051237529,0.060499778,0.070948955,0.084000849,0.099163141,0.114710637,0.128998882,0.142569421,0.155445866,0.167014129,0.176289645,0.182126845,0.184715069,0.186720967,0.19119842,0.196651894,0.199510483,0.199984824,0.201323638,0.204692617,0.208339279,0.210333526,0.210787315,0.210667469,0.211468436,0.213158365,0.214849258,0.215734285,0.216620321,0.218590253,0.221393758,0.223599799,0.224998386,0.226252554,0.227882606,0.229743586,0.231507091,0.233060329,0.23425794,0.235136874,0.235689008,0.236235986,0.236976386,0.237735359,0.238420415,0.238753228,0.237572379,0.234394524,0.231921298,0.231815508,0.233172068,0.234130669,0.235117302,0.235526997,0.23519421,0.233066858,0.22635081,0.21249362,0.194601238,0.178936046,0.164714247,0.156124939,0.155008282,0.15948685,0.161391455
38,03_75,53.33566814,-8.76E-07,7.85E-05,0.000409143,0.00090385,0.001410163,0.0017999,0.002227691,0.002627305,0.003064344,0.003519169,0.004096235,0.004678619,0.005306313,0.005833782,0.006435789,0.007498487,0.009092517,0.010520404,0.011291091,0.011519295,0.011653288,0.011874519,0.012056863,0.012095314,0.012110475,0.012276374,0.012532578,0.012837275,0.013035011,0.013197696,0.01391481,0.015343098,0.016984013,0.018332643,0.019472861,0.020438676,0.021166465,0.02161254,0.021627233,0.021389151,0.021497958,0.022203829,0.022703263,0.022402421,0.021465641,0.020535785,0.019640278,0.019063681,0.018789368,0.018786379,0.018830852,0.019030987,0.019321334,0.019506169,0.019531163,0.019382888,0.01918443,0.019089498,0.019188867,0.019475002,0.019575928,0.019510864,0.019191785,0.018793047,0.018265109,0.017810652,0.017339973,0.016856133,0.016398805,0.015926752,0.01605698,0.016940585,0.018263933,0.019604528,0.021235939,0.023989437,0.027832073,0.033113911,0.03976226,0.047694538,0.056179266,0.065829822,0.077492004,0.090202738,0.102533626,0.114193855,0.125921547,0.137334775,0.14728274,0.15507418,0.159853232,0.161773268,0.162579752,0.165039923,0.16870955,0.171277504,0.17266297,0.174525395,0.177501186,0.180267269,0.181903303,0.182610955,0.183176056,0.184339561,0.185774916,0.187512352,0.189710741,0.191997822,0.194048542,0.195951326,0.197622996,0.198920011,0.200161703,0.202222381,0.204930159,0.207315394,0.208590959,0.209175392,0.209728179,0.210213816,0.210792901,0.211456779,0.21217481,0.212459731,0.212245447,0.210884759,0.207864456,0.205320627,0.204700784,0.205726906,0.20639361,0.20774468,0.2082696,0.207034684,0.203316176,0.196987516,0.184379067,0.168568477,0.153650794,0.141446394,0.132796337,0.128510455,0.127242051,0.126849441
