New_Tree_ID,Original_Tree_ID,AGB,ave_390nm,ave_394nm,ave_398nm,ave_402nm,ave_406nm,ave_410nm,ave_414nm,ave_418nm,ave_422nm,ave_426nm,ave_430nm,ave_434nm,ave_438nm,ave_442nm,ave_446nm,ave_450nm,ave_454nm,ave_458nm,ave_462nm,ave_466nm,ave_470nm,ave_474nm,ave_478nm,ave_482nm,ave_486nm,ave_490nm,ave_494nm,ave_498nm,ave_502nm,ave_506nm,ave_510nm,ave_514nm,ave_518nm,ave_522nm,ave_526nm,ave_530nm,ave_534nm,ave_538nm,ave_542nm,ave_546nm,ave_550nm,ave_554nm,ave_558nm,ave_562nm,ave_566nm,ave_570nm,ave_574nm,ave_578nm,ave_582nm,ave_586nm,ave_590nm,ave_594nm,ave_598nm,ave_602nm,ave_606nm,ave_610nm,ave_614nm,ave_618nm,ave_622nm,ave_626nm,ave_630nm,ave_634nm,ave_638nm,ave_642nm,ave_646nm,ave_650nm,ave_654nm,ave_658nm,ave_662nm,ave_666nm,ave_670nm,ave_674nm,ave_678nm,ave_682nm,ave_686nm,ave_690nm,ave_694nm,ave_698nm,ave_702nm,ave_706nm,ave_710nm,ave_714nm,ave_718nm,ave_722nm,ave_726nm,ave_730nm,ave_734nm,ave_738nm,ave_742nm,ave_746nm,ave_750nm,ave_754nm,ave_758nm,ave_762nm,ave_766nm,ave_770nm,ave_774nm,ave_778nm,ave_782nm,ave_786nm,ave_790nm,ave_794nm,ave_798nm,ave_802nm,ave_806nm,ave_810nm,ave_814nm,ave_818nm,ave_822nm,ave_826nm,ave_830nm,ave_834nm,ave_838nm,ave_842nm,ave_846nm,ave_850nm,ave_854nm,ave_858nm,ave_862nm,ave_866nm,ave_870nm,ave_874nm,ave_878nm,ave_882nm,ave_886nm,ave_890nm,ave_894nm,ave_898nm,ave_902nm,ave_906nm,ave_910nm,ave_914nm,ave_918nm,ave_922nm,ave_926nm,ave_930nm,ave_934nm,ave_938nm,ave_942nm,ave_946nm,ave_950nm,ave_954nm,ave_958nm,ave_962nm
11,01_46,107.1107536,8.97E-05,0.000464702,0.001094913,0.002009526,0.002993414,0.003873725,0.004483574,0.00499195,0.005434948,0.00583399,0.006352324,0.00697074,0.007672581,0.008218734,0.00869937,0.009614757,0.011065043,0.012523396,0.013314792,0.013583551,0.013739078,0.014008807,0.01424988,0.014350783,0.014365077,0.014547552,0.014844364,0.015246103,0.015675566,0.016325973,0.017429191,0.019022698,0.020747163,0.022291319,0.023655828,0.024818765,0.025807642,0.026601454,0.027085557,0.027361294,0.027657327,0.028104958,0.028245756,0.027823079,0.026862304,0.025868859,0.02495567,0.024277662,0.023782964,0.023516008,0.023391027,0.023398895,0.023467578,0.023539863,0.023592881,0.02352745,0.023363791,0.023213508,0.023189979,0.023243897,0.023236709,0.023129517,0.022849325,0.022430289,0.021926322,0.021339403,0.020633865,0.019890235,0.019221385,0.018455323,0.018390462,0.019255149,0.020741564,0.022259664,0.024145771,0.0274598,0.032201681,0.03871592,0.046678833,0.055988652,0.065794373,0.077059821,0.090604827,0.105346313,0.119674411,0.133332213,0.147057938,0.160020908,0.171426391,0.179904429,0.184620022,0.185905991,0.187770337,0.192598166,0.197576192,0.199404713,0.19962113,0.201106677,0.203999033,0.206793899,0.208594059,0.209480676,0.209977471,0.210452909,0.211148224,0.212211462,0.212888543,0.213708317,0.215619159,0.218424921,0.220435543,0.221487542,0.22210971,0.223110093,0.224602589,0.226232316,0.227560055,0.228681207,0.229665714,0.230351343,0.230899692,0.231606069,0.232337817,0.232916925,0.233568603,0.234047975,0.233606238,0.233182214,0.233840633,0.234838514,0.235647678,0.236263827,0.236916381,0.238368963,0.238978082,0.234347561,0.22012285,0.204924948,0.194065612,0.188465621,0.18361433,0.179815649,0.176788107,0.174764628
12,01_49,98.23680826,8.72E-05,0.000417589,0.001023453,0.001758841,0.002466611,0.002999689,0.003482869,0.003922941,0.004358289,0.00477516,0.005348511,0.005943876,0.006558024,0.00706186,0.007589943,0.00858396,0.010182608,0.011703483,0.012473735,0.012654964,0.012807052,0.013034263,0.013222942,0.013310684,0.013381988,0.013559245,0.013823738,0.014139668,0.014506195,0.015064497,0.016062711,0.017472218,0.019020015,0.020423137,0.021715146,0.022803632,0.023752182,0.024458483,0.02491601,0.025156285,0.025473574,0.025921406,0.026046724,0.025606128,0.024665951,0.023717986,0.022812367,0.022182548,0.021756277,0.021568621,0.021496057,0.021541717,0.021588281,0.021629511,0.021635885,0.021566569,0.021455118,0.02137868,0.021380183,0.021462234,0.021485141,0.021439722,0.021185881,0.02077599,0.020249274,0.019697144,0.019022083,0.018371708,0.017808678,0.017158337,0.017096927,0.017905739,0.019324817,0.020757384,0.022639521,0.025811007,0.030285424,0.036341031,0.043762181,0.052334646,0.061382781,0.07194437,0.084560805,0.098168556,0.111264728,0.123735845,0.136246135,0.147844386,0.157639309,0.164804999,0.169067058,0.170747544,0.172659437,0.176990236,0.181308788,0.18291329,0.183305205,0.185117046,0.188369371,0.191238958,0.192845486,0.193147356,0.193101035,0.193489875,0.194326017,0.195599082,0.196765289,0.197825235,0.199465313,0.201731804,0.20363838,0.204663079,0.205411588,0.206618049,0.208426538,0.210238887,0.21161181,0.212718954,0.213673399,0.214336249,0.214805396,0.215620079,0.216289791,0.216461697,0.216435401,0.216450721,0.215412021,0.214433858,0.214685089,0.215914329,0.216970658,0.218248264,0.218465571,0.217540387,0.216054234,0.212892148,0.202183678,0.187812783,0.173396991,0.163816489,0.158329538,0.157260778,0.155606961,0.152984616
13,01_53,79.80092627,3.38E-05,0.000231264,0.000579891,0.001116851,0.001675672,0.002147057,0.002515726,0.002881374,0.003191703,0.003448011,0.003830466,0.004358873,0.004897696,0.005318935,0.005695031,0.006507957,0.00781021,0.009096821,0.009776081,0.009943653,0.010052913,0.010275856,0.010507205,0.01062357,0.010686997,0.010840574,0.011057748,0.0113145,0.01151192,0.011793921,0.012452119,0.013529088,0.014731581,0.01573703,0.016585189,0.017233088,0.017777735,0.018136193,0.018384889,0.018569529,0.018899064,0.019414606,0.019642493,0.019299351,0.018491832,0.017746701,0.017094596,0.016692438,0.016472532,0.016393096,0.01637499,0.016436958,0.01660262,0.016853665,0.017127141,0.017229478,0.017226735,0.01724676,0.017370939,0.017583247,0.017744184,0.017783715,0.017653089,0.017390587,0.017039794,0.016688843,0.016300758,0.015924399,0.015623527,0.015287856,0.015480975,0.016395254,0.017820451,0.01909302,0.020462237,0.022614577,0.025747462,0.030073262,0.035423906,0.041678204,0.048404282,0.056329104,0.06575015,0.075733152,0.085162298,0.094129294,0.103158026,0.111694363,0.118904987,0.124202816,0.12734603,0.128730861,0.130203233,0.133191245,0.136174556,0.137340541,0.137773919,0.139340507,0.142149368,0.14481148,0.146668274,0.147764365,0.148613058,0.149455565,0.150352675,0.151727345,0.153547051,0.155462007,0.157454133,0.159535272,0.161157785,0.162106699,0.162703779,0.163886207,0.165695816,0.167640114,0.16924913,0.170622309,0.17143195,0.171407875,0.171162341,0.171393737,0.171654911,0.171566435,0.171319791,0.170845026,0.169700974,0.169005231,0.16974864,0.171185988,0.172479938,0.173842509,0.174844759,0.175597762,0.175693962,0.172667797,0.163171682,0.150529796,0.138233985,0.128726941,0.122110311,0.118695289,0.115923871,0.113105852
14,01_55,82.35359615,7.65E-05,0.000386875,0.000890836,0.001463718,0.002039835,0.002495089,0.002835428,0.003132407,0.003498499,0.003923663,0.004405059,0.004855869,0.005325089,0.005720789,0.006123433,0.006936458,0.008321227,0.009707483,0.010493093,0.010777509,0.010993037,0.011284159,0.011486219,0.011561826,0.011586777,0.011727894,0.011986459,0.012324464,0.012630411,0.012994975,0.013770232,0.014939823,0.016243249,0.017372196,0.018382268,0.019199412,0.0199208,0.020490139,0.020796254,0.020895578,0.021054494,0.021471496,0.021655815,0.021292252,0.020479283,0.019762116,0.019188905,0.018748705,0.018402152,0.018189022,0.018115195,0.018189739,0.018307839,0.018384843,0.01840168,0.018389666,0.018376007,0.018397401,0.018447802,0.018577575,0.01858953,0.018481615,0.01820482,0.017887392,0.017492589,0.017054546,0.01654737,0.015979686,0.01544325,0.014786974,0.014774287,0.015636776,0.017083156,0.018481255,0.020084567,0.022713593,0.026400023,0.031401225,0.03755136,0.044708289,0.052404604,0.061414224,0.072354186,0.08420068,0.095689245,0.106363984,0.116762026,0.126394306,0.134841397,0.141338856,0.145478732,0.147628363,0.149657146,0.153116655,0.156429502,0.157764992,0.158191946,0.159822725,0.162849525,0.165736836,0.167828724,0.16920048,0.170360598,0.171687501,0.173186744,0.175151446,0.177550531,0.179796602,0.181717455,0.18344423,0.184987384,0.186098327,0.187011567,0.18819925,0.18968256,0.19121125,0.192597564,0.193877526,0.19479842,0.195140681,0.19525969,0.19566748,0.19611168,0.196126071,0.196015493,0.195981852,0.195374324,0.194815976,0.195261007,0.196813407,0.198702556,0.201247411,0.20218636,0.201058808,0.198997683,0.195922601,0.186218183,0.173390975,0.161325226,0.153830134,0.147606173,0.143131567,0.138690052,0.13606777
15,01_59,52.4528406,0.000126188,0.000510434,0.001088596,0.001790105,0.002527403,0.003157266,0.003643199,0.004046436,0.004450939,0.004892634,0.005435714,0.005972869,0.006541827,0.007089561,0.007663077,0.00872312,0.010314377,0.011831384,0.012592888,0.012731392,0.012888843,0.013247893,0.013606969,0.013774748,0.01388686,0.014115186,0.014421073,0.014783432,0.01520323,0.015807925,0.016843904,0.018283391,0.019902669,0.021258728,0.022355879,0.023301362,0.024262919,0.025040466,0.025468898,0.025663698,0.025894975,0.026303548,0.026447909,0.026071536,0.025257691,0.02446526,0.023741396,0.02321297,0.022877943,0.022704336,0.022565742,0.022486285,0.022484629,0.022627294,0.022796024,0.022811523,0.022686419,0.022560311,0.022479806,0.022429713,0.022431741,0.022462311,0.02229899,0.021847243,0.021295159,0.020728407,0.020069212,0.019321304,0.018663094,0.018013467,0.018000125,0.018912381,0.020407313,0.021973605,0.0238249,0.026942161,0.031332671,0.03721552,0.044190111,0.052120031,0.060473296,0.070073205,0.081574116,0.093775782,0.105259495,0.115921967,0.126549353,0.136547127,0.14516143,0.151502227,0.155183051,0.156863766,0.158932922,0.162484569,0.165731961,0.167188243,0.167878057,0.169507549,0.172080968,0.17473829,0.176759711,0.178250907,0.179445796,0.180553678,0.181887258,0.183594898,0.184984661,0.18638066,0.188513388,0.191238764,0.193163787,0.194271779,0.195001504,0.195903456,0.197152873,0.198478348,0.199477755,0.200230537,0.201144692,0.201939329,0.20257965,0.203225999,0.203498864,0.203061319,0.202478711,0.201878105,0.200495626,0.199638725,0.200295933,0.201752178,0.203813496,0.20618369,0.206931005,0.206462207,0.205157976,0.200697005,0.188847656,0.175351567,0.164365566,0.157678696,0.152628353,0.149607933,0.147784857,0.146285559
16,01_62,67.40703717,1.20E-05,0.000178483,0.000494828,0.000947753,0.001376902,0.001813269,0.002244399,0.002654927,0.002990296,0.003242905,0.003531163,0.003948125,0.004426192,0.004793731,0.005086712,0.005905773,0.007335438,0.008739326,0.0094123,0.009518389,0.00962272,0.009893375,0.010143736,0.010227866,0.010216787,0.010291755,0.010431229,0.010589932,0.010732442,0.011013392,0.01171004,0.012753168,0.013863012,0.01478091,0.015572822,0.016233163,0.016844989,0.017305119,0.017601238,0.01777671,0.017996835,0.01838163,0.018520329,0.018177108,0.017386634,0.016669875,0.016078193,0.015711831,0.015468618,0.015318441,0.015252746,0.015286515,0.015387452,0.015534894,0.015697494,0.015725741,0.015693832,0.015639031,0.015678421,0.015719112,0.01578966,0.015837597,0.015732555,0.015404803,0.014943434,0.014493611,0.014002319,0.013545397,0.013117814,0.012634499,0.012680868,0.013450795,0.014701002,0.015906281,0.017369211,0.019691597,0.02283784,0.027135711,0.032515846,0.038918729,0.045756344,0.053859072,0.063460964,0.073957295,0.084252709,0.094248629,0.104240619,0.113628197,0.121653821,0.127655437,0.131338489,0.13283008,0.134562321,0.138574588,0.142164168,0.142982304,0.142819027,0.144466571,0.147350051,0.149930497,0.151785567,0.153051272,0.154108205,0.15498839,0.155953734,0.157455593,0.159087292,0.160542033,0.162308511,0.164546456,0.166393474,0.167538198,0.168299827,0.169304704,0.1708,0.172449013,0.17383662,0.174980581,0.175865037,0.176246524,0.176325753,0.176668172,0.176864038,0.176725642,0.176318247,0.175190563,0.172639087,0.17083959,0.171450317,0.173233213,0.175134793,0.176605079,0.176821415,0.176853942,0.176806281,0.174436131,0.162663864,0.14731505,0.132770736,0.12380399,0.117195716,0.112557056,0.109315439,0.107127051
17,01_66,89.7667815,6.02E-05,0.000301198,0.000700143,0.001208162,0.001733054,0.002178398,0.002557454,0.002908793,0.003273254,0.003633842,0.004119425,0.004675026,0.005288805,0.005778706,0.006281138,0.00722711,0.008749807,0.010234536,0.011035964,0.011232509,0.011390585,0.011726455,0.011994437,0.012028561,0.011926235,0.012020376,0.012291397,0.012670412,0.013031204,0.013534101,0.014415058,0.015639425,0.016982289,0.0182026,0.019372508,0.020382329,0.021234258,0.021820363,0.022122662,0.022238441,0.022453406,0.022912827,0.02312295,0.022778847,0.021960064,0.021129279,0.020368141,0.019797452,0.019404884,0.0191792,0.01911025,0.019205648,0.019349183,0.019446719,0.019491845,0.019476077,0.01945339,0.019463775,0.019515903,0.019628725,0.019670291,0.019589985,0.019318644,0.018942923,0.018504382,0.018039833,0.017508876,0.016958106,0.016431128,0.015777385,0.01572608,0.01658982,0.018031873,0.019427965,0.021073906,0.023944776,0.028081894,0.033700755,0.04048473,0.048334507,0.056800076,0.066784373,0.078907627,0.092078364,0.104839518,0.116769981,0.128508965,0.139444522,0.149027504,0.156334876,0.160799265,0.162668682,0.164541102,0.16844681,0.172448143,0.174139278,0.174658254,0.176324881,0.179333154,0.182102726,0.183965187,0.184889111,0.185596981,0.186459978,0.187458801,0.188904587,0.190870992,0.192982612,0.195151385,0.197373176,0.199292467,0.200594403,0.201678542,0.203011882,0.20470876,0.206290771,0.207556478,0.208560853,0.209581525,0.21042415,0.211118723,0.211843746,0.212531077,0.21299192,0.213323677,0.213265193,0.211836292,0.210559901,0.210785646,0.212292577,0.213488759,0.215076826,0.215678122,0.215103966,0.213365267,0.20921176,0.197150222,0.182945422,0.170991122,0.164014295,0.157714715,0.153308534,0.149078576,0.146486495
18,01_74,87.24396389,8.60E-05,0.000438282,0.000937578,0.001495709,0.002051807,0.002500759,0.002838328,0.003152049,0.003431281,0.003623791,0.003920245,0.004330903,0.004805363,0.005182735,0.005525429,0.006260436,0.007531314,0.008815098,0.009513099,0.009688706,0.009817591,0.010037302,0.010268735,0.010349017,0.010364323,0.010436837,0.01063644,0.010867263,0.011086487,0.011349076,0.011961851,0.012928523,0.014014565,0.014929415,0.015687006,0.016329382,0.016901729,0.017399767,0.01773955,0.017974752,0.01824998,0.018638092,0.018768037,0.018434633,0.017731443,0.017084849,0.016560655,0.016196753,0.015910015,0.015753933,0.015707419,0.015768542,0.01589645,0.016083197,0.016249371,0.016365934,0.016442457,0.016527722,0.016598173,0.016695557,0.016744183,0.016735344,0.016575162,0.016300357,0.015969123,0.015590896,0.015129398,0.014639274,0.014244204,0.013844489,0.013975966,0.014811941,0.016131936,0.01738667,0.018689272,0.020828375,0.023988608,0.028310865,0.033562231,0.039633748,0.046137979,0.053655247,0.062702415,0.072231638,0.081192336,0.089459037,0.097681697,0.105367928,0.112022699,0.11698516,0.12011886,0.121948579,0.123832275,0.126460934,0.128692745,0.129572222,0.130038743,0.131529656,0.134199415,0.136832694,0.138697071,0.139820181,0.140785447,0.141912025,0.143325158,0.145124395,0.147037353,0.14893709,0.150952203,0.152979802,0.154558786,0.155582601,0.156473024,0.15791954,0.159991817,0.161870805,0.163116739,0.163888152,0.164345825,0.164356654,0.164172607,0.164098677,0.164261953,0.16480816,0.165551871,0.16578745,0.165223848,0.165076561,0.166205138,0.168230295,0.170244775,0.172631068,0.174177612,0.175236587,0.175254505,0.172740017,0.16464011,0.153522902,0.141828336,0.13214303,0.125399712,0.121857078,0.118217116,0.113937082
19,01_77,107.244443,2.39E-05,0.000209475,0.000506182,0.000858387,0.001161124,0.001462275,0.001781041,0.002112261,0.002429052,0.00271135,0.003085203,0.003503339,0.003985422,0.004386672,0.004850172,0.005750998,0.007210279,0.00851877,0.009189214,0.009359772,0.009579773,0.009911626,0.0101852,0.010224282,0.01019098,0.010306335,0.010530162,0.010796518,0.011107955,0.011566997,0.012360838,0.013484502,0.014700079,0.015716291,0.016502208,0.017168564,0.017815138,0.018364152,0.018705917,0.018917569,0.019155504,0.019470223,0.019508952,0.019100654,0.018400247,0.017834813,0.017433622,0.01715476,0.016873841,0.0166757,0.016573445,0.016627479,0.016758162,0.016965961,0.017171862,0.017259484,0.017257491,0.017254995,0.017289062,0.017300317,0.01732489,0.017354016,0.017180616,0.016828128,0.016428902,0.01602316,0.015496682,0.014960948,0.014497874,0.014009204,0.014138869,0.015090923,0.016497361,0.01777463,0.019244064,0.021705806,0.025156453,0.029836477,0.035568496,0.04224145,0.049407377,0.057785845,0.067873066,0.078770553,0.089354236,0.09935315,0.109226513,0.118421217,0.126349535,0.132333933,0.136119104,0.138276083,0.140698502,0.144272084,0.147353549,0.148586866,0.149126027,0.150679411,0.153417125,0.156218115,0.158402992,0.15997518,0.161258572,0.162401286,0.163490149,0.164949871,0.166626959,0.16846262,0.17058156,0.172945289,0.174810951,0.175995414,0.176903659,0.178093587,0.179568554,0.181071715,0.182372682,0.183622607,0.18458981,0.185054685,0.185140949,0.185183757,0.185253843,0.185260846,0.185091498,0.184257041,0.182633571,0.181727525,0.182109336,0.183298895,0.184256743,0.186243856,0.187454692,0.187667866,0.186128463,0.181121323,0.169174186,0.15576932,0.144265809,0.13648038,0.130295863,0.12598996,0.121967146,0.119865981
20,01_85,81.61584885,3.06E-06,0.00011448,0.000378198,0.000878689,0.001405584,0.001862887,0.002243824,0.002592028,0.002933832,0.003245252,0.003678953,0.004185905,0.004738091,0.005140344,0.005530361,0.006448496,0.007962094,0.009383578,0.010081839,0.010261935,0.010440183,0.010758699,0.011056084,0.011173377,0.011213314,0.011383286,0.01162381,0.011825814,0.011998595,0.012325247,0.012940548,0.013823446,0.014791358,0.015636584,0.016342181,0.016921177,0.017501505,0.017961791,0.018255414,0.018421231,0.018679455,0.019075177,0.019216136,0.018903737,0.01822827,0.017670142,0.017258282,0.017028836,0.016850866,0.016795462,0.016850939,0.017007393,0.0171885,0.017402972,0.017648401,0.017835187,0.017999892,0.018117959,0.018234052,0.018308666,0.018419899,0.01850671,0.018427605,0.0181528,0.017802249,0.017487125,0.017127941,0.016793683,0.016474199,0.01609604,0.016237575,0.017190746,0.01862065,0.019890698,0.021245119,0.023408816,0.026423425,0.030583031,0.035798449,0.041963784,0.048600425,0.056514287,0.065930271,0.076142288,0.086168244,0.095972673,0.10578282,0.114951931,0.122849301,0.128765812,0.132416641,0.13395301,0.135698485,0.139562369,0.143214481,0.144481308,0.144800709,0.146613883,0.149464052,0.152042273,0.153913286,0.155117412,0.156067275,0.15700452,0.158088905,0.159625722,0.161291672,0.163029293,0.165212862,0.167801151,0.169768952,0.170944646,0.171715365,0.172815704,0.174353035,0.176045613,0.177451223,0.178657174,0.179469095,0.179683476,0.179686769,0.180209987,0.180702309,0.180800843,0.180567299,0.179747961,0.177508284,0.175695416,0.175926593,0.177186395,0.178520856,0.179888279,0.180208035,0.180049129,0.179112295,0.175616692,0.163263389,0.148438884,0.135706185,0.12870198,0.123682605,0.12077625,0.11832129,0.116045518
21,01_95,94.56072651,2.83E-06,0.000124629,0.000293089,0.000621788,0.000947239,0.00133954,0.001730646,0.002126399,0.002443994,0.002702951,0.00309195,0.003578667,0.004125736,0.004589573,0.005032617,0.005958603,0.007442172,0.008795829,0.00947233,0.009643287,0.009874327,0.010198498,0.010536787,0.010685715,0.010742152,0.01090604,0.011191602,0.011497906,0.01181498,0.012298803,0.013201444,0.014480984,0.015879957,0.017061947,0.018023785,0.018803259,0.019561141,0.020176847,0.020592003,0.020823056,0.021075578,0.021404767,0.021450555,0.021005998,0.020183617,0.019441933,0.018863437,0.018447184,0.018099156,0.017831189,0.017650033,0.01759214,0.017651295,0.017825521,0.017971915,0.018005917,0.018001933,0.017996646,0.017942838,0.017852637,0.017779936,0.017722725,0.017504372,0.017094423,0.016624645,0.016145247,0.015569435,0.014901105,0.014317545,0.013740952,0.01382258,0.014729517,0.016134729,0.017494392,0.019045606,0.021698531,0.025442335,0.030607549,0.03686908,0.044096676,0.051745438,0.060649326,0.071313693,0.082828843,0.09397212,0.104571564,0.115037338,0.124855443,0.133422671,0.139788768,0.143595804,0.145599444,0.148216574,0.15190814,0.154961187,0.156465543,0.157528912,0.15940233,0.162098386,0.164834546,0.16672164,0.167849313,0.16870709,0.169557952,0.170705459,0.172257949,0.173363666,0.174463091,0.176258601,0.178640285,0.180261983,0.18126431,0.181920497,0.182608942,0.183647223,0.185002519,0.186350573,0.187571577,0.188531421,0.1890009,0.189143494,0.189605328,0.189833924,0.189686569,0.189170297,0.188368734,0.187005922,0.186415343,0.187293624,0.188600811,0.189899974,0.191071169,0.191216433,0.191138249,0.190860065,0.186703895,0.174811874,0.160974588,0.149128394,0.141025948,0.134449498,0.129534653,0.126415211,0.126109848
22,01_103,139.2774604,0.00023188,0.000759425,0.001641951,0.002679947,0.00375333,0.004588778,0.005160763,0.005640827,0.006092172,0.006458592,0.006947828,0.00757178,0.008240448,0.008711716,0.00914323,0.010042422,0.01150422,0.012928663,0.013643086,0.013796458,0.013895769,0.014138214,0.014349581,0.014410032,0.014368686,0.01444651,0.014700958,0.015066432,0.01544464,0.015928043,0.016871157,0.018223698,0.019739074,0.021041334,0.02218899,0.023137907,0.023944438,0.024560758,0.024867445,0.024973486,0.02517493,0.025699012,0.025950598,0.025516279,0.024519574,0.02352288,0.022653383,0.022008107,0.021589402,0.021377377,0.02132117,0.021452164,0.021632952,0.021731085,0.021722001,0.021608845,0.021444813,0.021344344,0.021374847,0.02149829,0.021588644,0.021642664,0.021441515,0.021025476,0.020506263,0.020037351,0.019478679,0.018909162,0.018374783,0.017720378,0.017657785,0.018499786,0.019961129,0.021440687,0.023162111,0.026073973,0.030258333,0.035954451,0.042884654,0.05086617,0.059584163,0.069946846,0.082776059,0.096769553,0.110561546,0.124055264,0.137951458,0.151344854,0.163267646,0.17253099,0.178132933,0.180588609,0.18299088,0.187691341,0.192488038,0.194409886,0.194578309,0.195859225,0.198855674,0.201662482,0.203385639,0.204043679,0.204383927,0.204809737,0.205246118,0.206040505,0.207182341,0.208527897,0.210221635,0.212323862,0.214232776,0.21552609,0.216588116,0.218069763,0.219988086,0.221677573,0.222650006,0.223283473,0.224197757,0.225245244,0.226076211,0.226553599,0.227117359,0.227848382,0.228759491,0.229609495,0.229948672,0.230143828,0.230667051,0.231666537,0.23218627,0.232523871,0.233000827,0.23419113,0.234543966,0.231370567,0.221832932,0.209612322,0.197349995,0.187574238,0.181743893,0.180327895,0.178373116,0.174331559
23,01_109,43.16346906,7.00E-06,9.54E-05,0.000253585,0.000437775,0.000623902,0.000830512,0.001142447,0.001460175,0.001775408,0.002030224,0.00237661,0.002730969,0.003114113,0.003441691,0.003835712,0.004636761,0.005890815,0.00701936,0.007566678,0.007750316,0.007992677,0.00836651,0.008629781,0.008709194,0.008681847,0.008772091,0.008899737,0.00904313,0.009132441,0.009345607,0.009882446,0.010695829,0.011585357,0.012332159,0.012934592,0.013394376,0.013915632,0.014377596,0.014668041,0.014739783,0.014872616,0.015090078,0.015091348,0.014718725,0.014102443,0.013600652,0.013261409,0.013066744,0.012866374,0.012704666,0.012674471,0.012761499,0.012920545,0.013097659,0.013294602,0.013442076,0.013564305,0.01365081,0.013759939,0.013889076,0.01405495,0.01413649,0.014017793,0.013671718,0.013214899,0.012752212,0.012254138,0.011838367,0.011490996,0.011133205,0.01126516,0.01215779,0.013441971,0.014588498,0.015867401,0.017872047,0.020565656,0.024302175,0.029114512,0.034841713,0.041065364,0.048282597,0.056978598,0.066606836,0.076331256,0.085645257,0.094740076,0.103065734,0.11008708,0.115253062,0.118654539,0.120793753,0.123124509,0.126571139,0.129434673,0.130300041,0.130507019,0.131919672,0.134333419,0.136572845,0.1384743,0.140007029,0.141454977,0.142821188,0.144100827,0.145551825,0.147590053,0.149864242,0.152140834,0.154250725,0.156064371,0.157298425,0.158133492,0.159290151,0.160956362,0.162589277,0.163739126,0.164740954,0.165700857,0.166225454,0.166290273,0.166447758,0.166596456,0.166547447,0.166050431,0.164790718,0.162420002,0.160897754,0.161400896,0.163065347,0.164531387,0.165595495,0.165403853,0.163818747,0.161507148,0.156438124,0.144585381,0.130602835,0.119480114,0.112955622,0.106413607,0.099359384,0.093270419,0.090613599
24,01_119,89.51356569,2.79E-05,0.00021753,0.000552592,0.001001714,0.001441355,0.001845975,0.002273999,0.002689464,0.003033416,0.003298387,0.003742524,0.004331035,0.004984605,0.005474035,0.005946189,0.006889121,0.008404401,0.009847698,0.010602103,0.010862419,0.01110919,0.011465749,0.011733885,0.011826639,0.011871816,0.012040927,0.01230226,0.012637814,0.013030344,0.013584181,0.014546635,0.015914487,0.017387186,0.018711537,0.019920106,0.020922231,0.021730105,0.022316316,0.022664662,0.022835996,0.023136518,0.023725304,0.024040749,0.02374109,0.022913227,0.022079196,0.021254342,0.020679619,0.020312829,0.020171299,0.020144106,0.020305483,0.020462234,0.020619517,0.020718486,0.020748116,0.020690293,0.020674514,0.02074945,0.02091027,0.020965591,0.020824802,0.02051877,0.020143982,0.019740458,0.019308336,0.01879826,0.018237021,0.017707922,0.017042982,0.017084885,0.018081633,0.019730126,0.021206622,0.022986128,0.025973297,0.030229235,0.03600529,0.043074856,0.051310288,0.060060909,0.070366318,0.082652096,0.095719511,0.108162008,0.119977222,0.131747505,0.142733983,0.152332046,0.159634746,0.163974585,0.165724404,0.167646036,0.171661805,0.175783791,0.177812279,0.1789138,0.181041864,0.184296019,0.187203643,0.189121976,0.189993879,0.190565805,0.19135884,0.192447931,0.193945659,0.195688337,0.197264393,0.198927596,0.200853073,0.202684968,0.203875205,0.204803862,0.206297577,0.208539848,0.210591483,0.211822203,0.212557097,0.213448732,0.214206406,0.214855774,0.215728493,0.216441062,0.21656674,0.216395744,0.216287226,0.215116718,0.213938091,0.213786461,0.21464067,0.215725144,0.217580973,0.218116571,0.21633995,0.213603941,0.208640444,0.196400858,0.182021384,0.170209118,0.163299635,0.157773501,0.154755567,0.152734873,0.153168251
