New_Tree_ID,Original_Tree_ID,AGB,ave_390nm,ave_394nm,ave_398nm,ave_402nm,ave_406nm,ave_410nm,ave_414nm,ave_418nm,ave_422nm,ave_426nm,ave_430nm,ave_434nm,ave_438nm,ave_442nm,ave_446nm,ave_450nm,ave_454nm,ave_458nm,ave_462nm,ave_466nm,ave_470nm,ave_474nm,ave_478nm,ave_482nm,ave_486nm,ave_490nm,ave_494nm,ave_498nm,ave_502nm,ave_506nm,ave_510nm,ave_514nm,ave_518nm,ave_522nm,ave_526nm,ave_530nm,ave_534nm,ave_538nm,ave_542nm,ave_546nm,ave_550nm,ave_554nm,ave_558nm,ave_562nm,ave_566nm,ave_570nm,ave_574nm,ave_578nm,ave_582nm,ave_586nm,ave_590nm,ave_594nm,ave_598nm,ave_602nm,ave_606nm,ave_610nm,ave_614nm,ave_618nm,ave_622nm,ave_626nm,ave_630nm,ave_634nm,ave_638nm,ave_642nm,ave_646nm,ave_650nm,ave_654nm,ave_658nm,ave_662nm,ave_666nm,ave_670nm,ave_674nm,ave_678nm,ave_682nm,ave_686nm,ave_690nm,ave_694nm,ave_698nm,ave_702nm,ave_706nm,ave_710nm,ave_714nm,ave_718nm,ave_722nm,ave_726nm,ave_730nm,ave_734nm,ave_738nm,ave_742nm,ave_746nm,ave_750nm,ave_754nm,ave_758nm,ave_762nm,ave_766nm,ave_770nm,ave_774nm,ave_778nm,ave_782nm,ave_786nm,ave_790nm,ave_794nm,ave_798nm,ave_802nm,ave_806nm,ave_810nm,ave_814nm,ave_818nm,ave_822nm,ave_826nm,ave_830nm,ave_834nm,ave_838nm,ave_842nm,ave_846nm,ave_850nm,ave_854nm,ave_858nm,ave_862nm,ave_866nm,ave_870nm,ave_874nm,ave_878nm,ave_882nm,ave_886nm,ave_890nm,ave_894nm,ave_898nm,ave_902nm,ave_906nm,ave_910nm,ave_914nm,ave_918nm,ave_922nm,ave_926nm,ave_930nm,ave_934nm,ave_938nm,ave_942nm,ave_946nm,ave_950nm,ave_954nm,ave_958nm,ave_962nm
25,01_121,94.58074054,5.71E-05,0.000284176,0.000699796,0.001235919,0.001772579,0.002260816,0.002697268,0.003092248,0.003447371,0.003733026,0.004089857,0.004526657,0.005062954,0.005503128,0.005945159,0.006790006,0.008119257,0.009426887,0.010129585,0.010323018,0.01045238,0.010737985,0.010994296,0.011094499,0.011101643,0.011268046,0.011549707,0.011892051,0.012157269,0.01248928,0.013233807,0.014454514,0.015846473,0.016982938,0.017876678,0.018612602,0.019317147,0.019904804,0.020248469,0.020451649,0.020703983,0.021119151,0.021289098,0.020919921,0.020071965,0.019232973,0.018551111,0.018078101,0.017732259,0.017520537,0.017434957,0.017500699,0.017676915,0.017901209,0.0180793,0.018084284,0.018004248,0.017963139,0.018000843,0.018100478,0.018172147,0.018202443,0.018018735,0.017622296,0.017143905,0.016691221,0.016216939,0.01573104,0.015313849,0.014752902,0.014768112,0.015621179,0.017034093,0.018390788,0.019966814,0.022561888,0.02624014,0.031259501,0.03735878,0.044417309,0.051989308,0.060836871,0.071536587,0.083027358,0.093994339,0.104299253,0.11464342,0.12441461,0.132806276,0.139159119,0.143167347,0.145289772,0.147290307,0.150642639,0.153940008,0.155269425,0.155548255,0.156888207,0.159740538,0.162598574,0.164628402,0.165889696,0.166878434,0.167980871,0.169181849,0.170774889,0.172677177,0.17463818,0.176634741,0.17864383,0.180214428,0.181130701,0.181775732,0.182991721,0.184819555,0.186556067,0.187654767,0.188410335,0.189015812,0.189315252,0.189472023,0.189810892,0.190183243,0.190287749,0.190222082,0.190242191,0.19017031,0.190481081,0.191496207,0.193315195,0.194855788,0.196691876,0.1978148,0.198569593,0.198013033,0.194432649,0.184464115,0.172485638,0.161404251,0.153382053,0.146559766,0.141450617,0.136739867,0.133679143
26,01_132,82.70858614,0.000130308,0.000564315,0.001187783,0.001812491,0.002381752,0.002793173,0.003080755,0.003343243,0.003656792,0.003999605,0.004385471,0.004753101,0.005141321,0.005527974,0.00596448,0.006907402,0.008417217,0.00991148,0.010741423,0.011035941,0.011254505,0.011578429,0.011876263,0.01200919,0.012066052,0.012301738,0.012651016,0.013049544,0.013346957,0.013750564,0.014514492,0.015730366,0.017032459,0.018233056,0.019357656,0.020309354,0.021072591,0.021600095,0.021901579,0.022021344,0.022284317,0.02282082,0.023079672,0.022691995,0.021816717,0.021076443,0.020518315,0.020141924,0.019854284,0.019718735,0.019761989,0.019978244,0.020213438,0.020365242,0.020447622,0.020506026,0.020566883,0.020665357,0.020758763,0.020910431,0.02096123,0.020917608,0.02067594,0.020351394,0.019972444,0.019568745,0.019067483,0.018524953,0.018030863,0.017449902,0.017493718,0.018426396,0.019938632,0.021396565,0.023069901,0.025785447,0.029628955,0.034774074,0.040878021,0.047823394,0.055186212,0.063812296,0.074050858,0.084654671,0.094435804,0.103380509,0.112207113,0.120355043,0.127163425,0.132083498,0.135210773,0.136991378,0.138743258,0.14167974,0.144406636,0.145419914,0.145836228,0.147590405,0.150657541,0.153541116,0.155590865,0.156879228,0.157936373,0.159197063,0.160755461,0.162868406,0.165549987,0.168011574,0.169878813,0.171393041,0.172883317,0.174111303,0.175147854,0.176485407,0.178140073,0.179752096,0.181021116,0.181974405,0.182513238,0.18263311,0.182731441,0.183268761,0.183777087,0.18385923,0.183707539,0.183325943,0.182107723,0.181076643,0.181371229,0.182914966,0.184670441,0.187293879,0.188589764,0.188345001,0.186943178,0.184751675,0.176959148,0.165379461,0.152764347,0.143737263,0.137397799,0.133384829,0.129185853,0.126180199
27,01_134,90.24573857,9.88E-05,0.00050976,0.001130779,0.001792119,0.002425734,0.002924558,0.003319365,0.003665855,0.004009481,0.004323284,0.004744764,0.005231564,0.005808683,0.006278978,0.006767787,0.007627437,0.009026041,0.010367203,0.011127112,0.011342997,0.011557865,0.011912098,0.012204317,0.012241185,0.012234507,0.012378064,0.01267184,0.012991991,0.013306166,0.013692755,0.014444793,0.015547901,0.016759775,0.017804458,0.018699055,0.019427354,0.02005755,0.020541489,0.020795483,0.02092415,0.021183347,0.021728288,0.02200487,0.021714014,0.020965121,0.020255175,0.01953935,0.019018453,0.018751457,0.018723088,0.018726644,0.018792441,0.018884523,0.019031086,0.019159258,0.019203311,0.019151048,0.019135795,0.019189415,0.019346577,0.019424393,0.01939972,0.019170256,0.018836044,0.018443318,0.018042254,0.017571051,0.01708216,0.016673202,0.016148676,0.016255923,0.017239315,0.018807052,0.02014849,0.021625761,0.024062415,0.027546812,0.032304045,0.038192241,0.04503825,0.052447753,0.061333768,0.072010405,0.083365236,0.094279097,0.104739896,0.115145671,0.125003136,0.133881582,0.140924252,0.145202803,0.147010593,0.14878132,0.152369068,0.156035298,0.157778901,0.158715806,0.160705365,0.163855193,0.166660966,0.16859591,0.169665329,0.170436799,0.171230602,0.172017491,0.173395596,0.175522326,0.177557894,0.179263155,0.181017966,0.182762852,0.183861361,0.184654454,0.185915361,0.187756911,0.189437153,0.190558351,0.191325639,0.192059799,0.192514739,0.192812397,0.193322123,0.193650595,0.193406698,0.192921893,0.192620245,0.19167924,0.191140422,0.191943727,0.193844033,0.195489984,0.197089033,0.197117934,0.194874163,0.192295592,0.189206929,0.181012027,0.169193421,0.156993559,0.147833875,0.140713656,0.136703653,0.133530059,0.132301816
28,01_136,72.30884802,0.000172207,0.000558285,0.001204583,0.002033919,0.002919446,0.00365523,0.004217421,0.004683362,0.005109672,0.005464182,0.005923596,0.006437839,0.007031951,0.007522549,0.008043948,0.00904644,0.010624569,0.012182228,0.013018182,0.013240056,0.013364585,0.01363016,0.013859297,0.01395859,0.014024371,0.014222039,0.014483981,0.014784418,0.015076069,0.015466972,0.016237807,0.017427352,0.018748097,0.01987116,0.020854177,0.021692315,0.022494903,0.023085254,0.023230674,0.023112492,0.023319047,0.023986736,0.024384038,0.024117742,0.02337813,0.022573032,0.021746091,0.021126582,0.020882011,0.020866855,0.020896722,0.020931454,0.021037158,0.021200432,0.021358744,0.021368587,0.021219104,0.021038824,0.021007829,0.021194946,0.02131252,0.021226945,0.020939288,0.02062102,0.020243134,0.019786952,0.019195755,0.018578374,0.018046725,0.017448589,0.017478809,0.018356846,0.019759747,0.021067699,0.022660895,0.025348237,0.029129032,0.034262886,0.040617218,0.048005221,0.056006709,0.065593367,0.077221306,0.089612585,0.101451312,0.112730984,0.124089581,0.134851249,0.144138578,0.151159472,0.155651876,0.158355714,0.161088064,0.164814752,0.16789058,0.169358013,0.170350923,0.17235189,0.175322391,0.178133882,0.180060914,0.181059719,0.181801232,0.182883219,0.184708258,0.187111769,0.189462846,0.191430828,0.193441725,0.195503923,0.197066791,0.197941863,0.198525872,0.199713869,0.201697506,0.203631375,0.204845719,0.2055644,0.206112785,0.206307066,0.206537856,0.207308927,0.207998381,0.208184317,0.20811973,0.207803143,0.20662465,0.206097437,0.207255863,0.20957645,0.210965453,0.211678753,0.211304471,0.211316822,0.210707532,0.206715558,0.195329069,0.181275021,0.168648021,0.159601459,0.153325849,0.150431305,0.148399964,0.146455976
29,01_150,57.61488017,3.41E-05,0.000179121,0.000511716,0.001051409,0.001661655,0.002124138,0.002398364,0.002607934,0.002881403,0.003166471,0.003543464,0.00392391,0.004363222,0.004748655,0.005249976,0.006125098,0.00747236,0.008739382,0.009396462,0.009495001,0.009571739,0.009852574,0.010160757,0.010279906,0.01028691,0.0104254,0.010681141,0.010994214,0.011244974,0.011597138,0.012309202,0.013422928,0.014653482,0.015751176,0.016717993,0.017521837,0.018221927,0.01874516,0.018981452,0.019056206,0.019359711,0.019923881,0.020175602,0.019781118,0.018916037,0.018073955,0.017312879,0.016775628,0.01645169,0.016389881,0.016361317,0.016351783,0.016407999,0.016572415,0.016764278,0.016826346,0.016786816,0.016737013,0.01675862,0.016830174,0.016904129,0.0169738,0.016802051,0.016396175,0.015880479,0.015418857,0.014911831,0.01443674,0.014024777,0.013592628,0.013727154,0.014593269,0.015858568,0.017060296,0.018526626,0.021032463,0.024537762,0.029397967,0.035488814,0.04272881,0.050476749,0.059425131,0.070229196,0.082034092,0.093583016,0.104802624,0.116321329,0.127392859,0.136998346,0.144087575,0.14813169,0.149846982,0.151985293,0.155748089,0.159360873,0.161086749,0.162132955,0.164027067,0.167018682,0.169892789,0.171774931,0.172520063,0.173003809,0.173807157,0.175045517,0.176548683,0.177863482,0.179246735,0.181251849,0.183684609,0.185418246,0.186253318,0.186666924,0.18811859,0.190801723,0.193193275,0.194188286,0.194478256,0.194928436,0.195334985,0.19588073,0.196853766,0.197732344,0.198159805,0.198137159,0.198015321,0.197701602,0.197873889,0.198805815,0.199936572,0.200552803,0.20133075,0.201604065,0.201593972,0.200038243,0.194910945,0.184062673,0.171271084,0.159425649,0.14922989,0.142144024,0.138778326,0.136955868,0.135758105
30,01_151,51.94978912,0.00015032,0.000554818,0.001124989,0.001606202,0.001996172,0.002363258,0.002727503,0.003083631,0.003359413,0.003633332,0.003947916,0.004331547,0.00473761,0.005133022,0.005506275,0.006326386,0.007643826,0.008911447,0.009548261,0.009756273,0.009958693,0.010313386,0.010626519,0.010734664,0.010722817,0.010911512,0.011241122,0.011587597,0.011846548,0.012174299,0.012901404,0.014048389,0.015302038,0.01635229,0.017271868,0.018073986,0.018801801,0.019357758,0.019662174,0.019786486,0.020069534,0.020639164,0.020954521,0.020658988,0.019889248,0.019107041,0.018371387,0.01788193,0.017590557,0.017449011,0.017420833,0.017562345,0.017690773,0.017731918,0.01770888,0.017700741,0.017736345,0.017831996,0.017971308,0.018149046,0.018183208,0.018009084,0.017673668,0.017253698,0.016814635,0.01638115,0.015882774,0.015349832,0.01488306,0.014319525,0.014356921,0.015292606,0.016817751,0.018227833,0.019764312,0.022252773,0.025693706,0.030415533,0.036124724,0.042746223,0.049793555,0.058197244,0.06813857,0.07841556,0.087960017,0.096841127,0.10566016,0.113826643,0.120788192,0.126006097,0.129463817,0.131381166,0.133135808,0.136119654,0.139150383,0.140825893,0.141751264,0.143499776,0.146109302,0.148539632,0.150200071,0.151185455,0.151977038,0.15290851,0.154151696,0.156110253,0.15848995,0.160715836,0.162585814,0.164214739,0.165415428,0.16616479,0.166848913,0.167939102,0.169508687,0.170945468,0.171854928,0.172311677,0.172678165,0.172961064,0.173253944,0.17363888,0.173929826,0.173945015,0.174029492,0.173968425,0.173042027,0.172444561,0.173601984,0.176089194,0.17800255,0.17918775,0.179045936,0.178837084,0.178260384,0.176658517,0.168361441,0.157127572,0.145810926,0.138964916,0.132779268,0.126925724,0.121124541,0.117843566
31,03_24,79.02019367,1.40E-05,8.83E-05,0.000296876,0.000638766,0.001036443,0.001367342,0.001745608,0.002072836,0.002376777,0.002642446,0.003063569,0.003530751,0.004075994,0.004523102,0.004957167,0.005902288,0.00744829,0.008921779,0.009686015,0.00992089,0.010031208,0.010251585,0.010416433,0.010440286,0.010422353,0.010591643,0.010894597,0.011255151,0.011562128,0.011913383,0.012810418,0.014273095,0.015914539,0.017322433,0.018533192,0.019449286,0.020116193,0.020522718,0.02057995,0.020372067,0.020512706,0.021156216,0.021635519,0.021351803,0.020404829,0.019325195,0.018196706,0.01745232,0.017125164,0.017172357,0.017172095,0.017217903,0.017282035,0.017355591,0.017327792,0.01712408,0.016747234,0.016441654,0.016472509,0.016838556,0.017050188,0.016912455,0.016529756,0.016125204,0.015682896,0.015221013,0.014665543,0.014089188,0.013618876,0.013232569,0.013324846,0.014022069,0.015074006,0.016288134,0.017814846,0.020551045,0.024520207,0.030055833,0.036923128,0.044951461,0.053723327,0.063999292,0.07674795,0.09072045,0.104324136,0.117345838,0.130699645,0.143807823,0.155072167,0.16374942,0.169394468,0.172471883,0.174584238,0.178199872,0.182663193,0.185595643,0.187025922,0.18904147,0.192350415,0.195501892,0.197339898,0.198121494,0.198660173,0.199808578,0.201213082,0.202690664,0.204255138,0.20594655,0.207797695,0.209707524,0.211026156,0.211602086,0.211986729,0.213636229,0.21639808,0.218940078,0.220215009,0.220666541,0.220814158,0.220595227,0.220559489,0.220602487,0.220972959,0.221271072,0.221470747,0.220714859,0.218874076,0.21735937,0.217036836,0.21812653,0.21860045,0.219800498,0.220069108,0.219144152,0.215475095,0.20917921,0.19681905,0.181037115,0.166023628,0.153513846,0.144992126,0.139589451,0.137223838,0.136860152
32,03_46,70.77411233,4.11E-05,0.000222045,0.000500108,0.000916149,0.001388749,0.001891576,0.002352268,0.00272927,0.003053322,0.003283604,0.00362103,0.004091928,0.004683151,0.005248771,0.005736156,0.006696258,0.008119158,0.009533652,0.010213427,0.010407719,0.010519695,0.010759366,0.010997151,0.011112692,0.011144858,0.011233619,0.011392625,0.011568732,0.011805312,0.012223274,0.013094665,0.014363482,0.015743068,0.016941152,0.017877046,0.0186602,0.019407557,0.020032115,0.020378177,0.02049188,0.020651024,0.02084791,0.0208154,0.020345395,0.019561713,0.018894888,0.018384437,0.018068562,0.017809276,0.017662289,0.01752744,0.017443667,0.017454108,0.017581443,0.017743752,0.017838026,0.017781043,0.017661255,0.017614801,0.017610617,0.017603485,0.017616802,0.017547182,0.017238526,0.016807303,0.016331513,0.015803497,0.01523385,0.014758576,0.014326144,0.014436531,0.01525557,0.01645295,0.017698982,0.019118208,0.021622481,0.025336232,0.030553669,0.036992693,0.044559068,0.052786216,0.062135092,0.07368683,0.086886163,0.100206656,0.112714118,0.125032883,0.137035364,0.147742033,0.156336041,0.162093551,0.165356092,0.167950252,0.171903793,0.176108499,0.178337477,0.179039367,0.180636252,0.183680664,0.186765195,0.188828243,0.190281956,0.191645966,0.193271706,0.195008847,0.196712495,0.198379099,0.20015635,0.202235355,0.204391162,0.205955009,0.206986275,0.207990499,0.209720233,0.211943757,0.214132477,0.215839586,0.217145481,0.217820103,0.217903108,0.217938376,0.218253104,0.21850824,0.218523585,0.21826715,0.217406795,0.215913051,0.214975226,0.214990298,0.215110716,0.215686353,0.216645731,0.217241492,0.216865034,0.214753195,0.207890469,0.192595499,0.175231023,0.161991229,0.153115159,0.145215413,0.138708859,0.135101464,0.133347275
33,03_59,36.87862221,0.000232078,0.000715459,0.001509598,0.002275498,0.002994682,0.00356907,0.004161467,0.004744513,0.005227227,0.00559855,0.006044182,0.006588308,0.007201703,0.007728931,0.008301887,0.009320649,0.010842797,0.012231748,0.012880547,0.012978355,0.013059139,0.013332947,0.013572126,0.013614962,0.013561942,0.013621499,0.013818799,0.014106731,0.014479441,0.015035063,0.016071887,0.017563691,0.019220146,0.0207294,0.022104614,0.023366275,0.024538571,0.025385001,0.025670856,0.025633407,0.025793094,0.026299534,0.026481694,0.025899472,0.024717053,0.023554666,0.02255045,0.021905799,0.021620993,0.02157359,0.021479843,0.021343555,0.021275338,0.021293757,0.021289332,0.021101155,0.020843391,0.020627804,0.020600127,0.020687752,0.020796221,0.020812393,0.020629886,0.020251605,0.01976607,0.019167079,0.01835588,0.017533219,0.016872835,0.016329577,0.016451628,0.017380984,0.018699865,0.020013937,0.021756553,0.024832643,0.029383195,0.035668492,0.043497024,0.052576488,0.062331864,0.073406651,0.086776236,0.101759222,0.116734951,0.130826442,0.1445483,0.157417609,0.168724878,0.177358316,0.182911714,0.185680294,0.187851815,0.191347672,0.195073707,0.197058537,0.19797036,0.199913686,0.203133128,0.205924757,0.207566436,0.208230128,0.208970114,0.210181402,0.211699341,0.213178204,0.214774441,0.21650608,0.218586104,0.220766053,0.222524746,0.223544062,0.224476013,0.226108817,0.228316941,0.230314936,0.231633364,0.232437909,0.232757163,0.232670876,0.232649684,0.232807214,0.233299234,0.233804155,0.233959335,0.232752364,0.230605866,0.229080711,0.228901108,0.229223601,0.229275352,0.230309281,0.231291076,0.231170629,0.22839822,0.220741427,0.205394979,0.187973502,0.173081019,0.162452578,0.155312361,0.152040286,0.149770786,0.149027085
34,03_66,78.12089996,6.16E-05,0.000332389,0.000817439,0.001395919,0.001933299,0.002373599,0.002875404,0.003390697,0.003823246,0.004109423,0.004503714,0.004964608,0.005540584,0.00605308,0.006678966,0.00775695,0.009411199,0.010880348,0.01158308,0.011643617,0.011770604,0.012085605,0.012389159,0.012537732,0.012655052,0.012797755,0.012933115,0.013094122,0.013363354,0.013849461,0.014786956,0.016139123,0.01765858,0.018885066,0.019784537,0.020492261,0.021189341,0.021756847,0.022146675,0.022384138,0.022556266,0.022755528,0.022738071,0.022318154,0.021582608,0.020970377,0.020577542,0.020301457,0.020042387,0.019846877,0.019753086,0.019703884,0.019847246,0.020228095,0.020691959,0.020862115,0.020828705,0.020698146,0.020641431,0.020581964,0.020723542,0.021003439,0.021041976,0.02061697,0.020028036,0.019515625,0.018983467,0.018493061,0.018090918,0.017691822,0.017907627,0.018897574,0.020302432,0.021614762,0.023227469,0.025883455,0.029705611,0.034918928,0.041350052,0.04880727,0.056827819,0.066004784,0.07687972,0.088858636,0.100782101,0.112182148,0.123502057,0.133885915,0.142553495,0.148871001,0.15312971,0.155584395,0.157941352,0.161494385,0.164676727,0.165853291,0.166423817,0.168591856,0.172207577,0.175395404,0.177613852,0.179078292,0.180583394,0.182063214,0.183635937,0.185407082,0.187425315,0.189277739,0.191307599,0.193463755,0.195364032,0.196605657,0.197782918,0.199642077,0.202177974,0.204498219,0.20611049,0.207065718,0.207267489,0.206869937,0.206554612,0.206748429,0.207147455,0.20742848,0.207287544,0.206066294,0.203808201,0.202311283,0.202509603,0.203811773,0.205248871,0.207441382,0.208494788,0.208165961,0.206009653,0.199081185,0.183744424,0.166884197,0.154382259,0.147167214,0.140332636,0.134103909,0.128763078,0.127456008
35,03_70,90.32501245,0.000231326,0.000667224,0.001398716,0.002260364,0.003188202,0.003885912,0.004399558,0.004830865,0.005197623,0.005435725,0.005825933,0.006408899,0.007069396,0.007583653,0.008089981,0.008985934,0.01035805,0.011662251,0.012284984,0.012385938,0.012458608,0.012693437,0.012879423,0.012928436,0.0129162,0.013057372,0.013345153,0.013635282,0.01383111,0.014093093,0.014934986,0.016367178,0.018035304,0.019550802,0.020983601,0.022105618,0.022938968,0.023430952,0.023522461,0.023460372,0.023644594,0.024296346,0.024564837,0.024105127,0.022982378,0.021906071,0.020891954,0.020163035,0.019708588,0.019487832,0.019364481,0.019404366,0.019437929,0.019346283,0.019168,0.018932727,0.018648746,0.018437089,0.018507192,0.018778461,0.01891763,0.018731485,0.018341766,0.017784874,0.017214512,0.016667044,0.016184059,0.015655426,0.015183793,0.014503325,0.014478287,0.015335043,0.01680158,0.01812381,0.019731017,0.02255469,0.026633413,0.032479452,0.039873788,0.048629282,0.058079978,0.069141039,0.082567134,0.097560878,0.112896925,0.127955086,0.14328796,0.15775796,0.170789774,0.180721817,0.186852721,0.189392481,0.191963499,0.196921077,0.201677458,0.203540763,0.204146337,0.206400717,0.210111512,0.213165262,0.214843031,0.21535766,0.215661619,0.216101189,0.216786683,0.217915323,0.219085754,0.219970254,0.221241501,0.223128165,0.224892973,0.225976476,0.226876248,0.228433388,0.23067441,0.232760658,0.23411709,0.234896209,0.235087291,0.23471914,0.23449916,0.235100596,0.23585431,0.236290019,0.236444957,0.235578213,0.232800503,0.230420125,0.230470677,0.231908687,0.232691889,0.232864669,0.232300575,0.232147245,0.231226921,0.226267726,0.211144944,0.193686099,0.178172707,0.16882916,0.162381848,0.159569318,0.156598901,0.154329842
36,03_71,59.18107363,4.25E-05,0.000237106,0.000599211,0.001076047,0.001493811,0.001908358,0.002389353,0.002879079,0.003228436,0.003436955,0.003773545,0.004287339,0.004924698,0.00549886,0.006064027,0.007080395,0.008643515,0.010142194,0.010905554,0.011021156,0.011101675,0.01135623,0.011638097,0.01174388,0.011766761,0.011901737,0.01214238,0.012402139,0.012716349,0.013227117,0.014301405,0.015876888,0.017663025,0.019069046,0.020091657,0.020978848,0.021898349,0.022653427,0.023073574,0.023305779,0.023512337,0.023735425,0.023683839,0.023191282,0.022361541,0.021592585,0.021087989,0.020730913,0.020314618,0.019913513,0.019632955,0.019467963,0.019461189,0.019695099,0.019989159,0.020032642,0.019805389,0.01952375,0.019441241,0.019526021,0.01962483,0.019649812,0.019482201,0.019129301,0.018680032,0.01818607,0.017519767,0.016844765,0.016269963,0.015802199,0.015884046,0.016705861,0.017868718,0.019207788,0.020945035,0.023922896,0.028164926,0.034042164,0.041385294,0.050073503,0.059420887,0.069882201,0.082597154,0.097178168,0.112040121,0.126120056,0.139954603,0.153050451,0.164304426,0.172774204,0.178321314,0.181401823,0.184027687,0.188106985,0.192229245,0.194239009,0.194874344,0.196521692,0.199522389,0.202396135,0.204493697,0.206092264,0.207766342,0.209336126,0.210862188,0.212406234,0.214084631,0.215959515,0.218365192,0.220919473,0.222823604,0.224082997,0.225256467,0.226752119,0.228276709,0.22997637,0.231809186,0.233581107,0.234422257,0.234505147,0.234351994,0.234392052,0.234785928,0.235659188,0.236607836,0.235751543,0.232973488,0.230707212,0.230562743,0.231669275,0.232383269,0.233622654,0.234109275,0.234058036,0.231540272,0.223939676,0.206533943,0.188232309,0.175016392,0.167739437,0.160181976,0.153721502,0.149273781,0.148609247
37,03_72,53.99643758,9.38E-05,0.000467387,0.001019083,0.00177207,0.002634703,0.003397307,0.00394465,0.004389889,0.004866657,0.005331682,0.005826013,0.006252759,0.006740629,0.007318454,0.00795659,0.009012285,0.010471754,0.011882868,0.012653566,0.01291576,0.013050836,0.013275021,0.01351365,0.013623564,0.013647939,0.013841726,0.014210524,0.014618144,0.014941855,0.015342097,0.016250354,0.017676628,0.01928898,0.02082889,0.022294972,0.02347546,0.024367194,0.024964463,0.025144897,0.02496923,0.025051827,0.02548642,0.025717389,0.025302782,0.024383919,0.023370843,0.022411265,0.021794585,0.021539224,0.021541482,0.021510698,0.0214645,0.021453122,0.021491004,0.021507426,0.021496807,0.021397354,0.021291776,0.021249619,0.021305353,0.021315127,0.021243719,0.021070236,0.020718844,0.02025407,0.019665313,0.018965874,0.018214607,0.017632468,0.017146408,0.017205738,0.018002379,0.019262903,0.020696175,0.022338228,0.02535951,0.029891034,0.036198785,0.043848337,0.052761222,0.062382871,0.073232864,0.086787616,0.10246357,0.118398046,0.132861909,0.146447744,0.159343911,0.170843946,0.180036108,0.18602394,0.189249504,0.19186842,0.196299287,0.201151063,0.203514167,0.203857286,0.205189315,0.208556845,0.21218994,0.214221641,0.214863986,0.21501673,0.216106701,0.218082945,0.220122554,0.2213028,0.222304889,0.224101708,0.226525362,0.228322704,0.229375991,0.230292395,0.231767861,0.233722148,0.235668198,0.23718355,0.238202334,0.238866993,0.239231169,0.23959231,0.240130565,0.240652275,0.241067938,0.24111103,0.240038215,0.237725634,0.236106456,0.236175834,0.236991939,0.23783886,0.239245144,0.240002046,0.239061291,0.235882281,0.22902124,0.216025824,0.199389288,0.184781512,0.171810227,0.162958459,0.159273613,0.160202102,0.159958283
38,03_75,53.33566814,3.96E-05,0.000244764,0.000703481,0.001324055,0.001962745,0.002541598,0.003129086,0.003682801,0.004168811,0.004631479,0.005193943,0.005777855,0.006410289,0.007006523,0.007681315,0.008816331,0.010502139,0.012098928,0.01295448,0.013194052,0.013299475,0.013535405,0.013727619,0.01379724,0.01386168,0.01409466,0.014399473,0.014752974,0.015026053,0.015315205,0.016174961,0.017756141,0.019574982,0.021124802,0.02242411,0.023487003,0.024357105,0.024954188,0.025095532,0.024933426,0.025098633,0.025779157,0.026261821,0.025999329,0.025071444,0.02407595,0.023092842,0.022465932,0.02215869,0.022144732,0.022202807,0.022440552,0.02271602,0.022841854,0.022783209,0.022613599,0.022400828,0.022263168,0.022327357,0.022615109,0.022775552,0.022702238,0.022387386,0.022011817,0.021548148,0.021060232,0.020506226,0.019952271,0.01943848,0.01888588,0.018953687,0.019904815,0.021362995,0.022888857,0.024661734,0.027660873,0.031957546,0.037869481,0.045123574,0.053623108,0.062725996,0.073107528,0.085645395,0.099347175,0.112577261,0.124696097,0.136458434,0.14771185,0.157562606,0.165273305,0.170210952,0.17265409,0.174070344,0.176794263,0.180248227,0.182291866,0.183109764,0.184724557,0.187769555,0.190719945,0.192553308,0.193480746,0.194263379,0.195676243,0.197510151,0.199551886,0.201883742,0.204153492,0.206194811,0.208009867,0.209553197,0.210692507,0.211764144,0.213574043,0.215998664,0.218237529,0.219619574,0.220385383,0.220839116,0.220992623,0.221259214,0.221779134,0.222447878,0.222745031,0.22258309,0.221506693,0.219280554,0.217546594,0.217288186,0.218453441,0.218878794,0.219584825,0.219759457,0.219327022,0.216676587,0.210570787,0.197692677,0.181183729,0.165578007,0.152618922,0.143531981,0.139107459,0.137963782,0.137684213
