New_Tree_ID,Original_Tree_ID,AGB,sun_a_390nm,sun_a_394nm,sun_a_398nm,sun_a_402nm,sun_a_406nm,sun_a_410nm,sun_a_414nm,sun_a_418nm,sun_a_422nm,sun_a_426nm,sun_a_430nm,sun_a_434nm,sun_a_438nm,sun_a_442nm,sun_a_446nm,sun_a_450nm,sun_a_454nm,sun_a_458nm,sun_a_462nm,sun_a_466nm,sun_a_470nm,sun_a_474nm,sun_a_478nm,sun_a_482nm,sun_a_486nm,sun_a_490nm,sun_a_494nm,sun_a_498nm,sun_a_502nm,sun_a_506nm,sun_a_510nm,sun_a_514nm,sun_a_518nm,sun_a_522nm,sun_a_526nm,sun_a_530nm,sun_a_534nm,sun_a_538nm,sun_a_542nm,sun_a_546nm,sun_a_550nm,sun_a_554nm,sun_a_558nm,sun_a_562nm,sun_a_566nm,sun_a_570nm,sun_a_574nm,sun_a_578nm,sun_a_582nm,sun_a_586nm,sun_a_590nm,sun_a_594nm,sun_a_598nm,sun_a_602nm,sun_a_606nm,sun_a_610nm,sun_a_614nm,sun_a_618nm,sun_a_622nm,sun_a_626nm,sun_a_630nm,sun_a_634nm,sun_a_638nm,sun_a_642nm,sun_a_646nm,sun_a_650nm,sun_a_654nm,sun_a_658nm,sun_a_662nm,sun_a_666nm,sun_a_670nm,sun_a_674nm,sun_a_678nm,sun_a_682nm,sun_a_686nm,sun_a_690nm,sun_a_694nm,sun_a_698nm,sun_a_702nm,sun_a_706nm,sun_a_710nm,sun_a_714nm,sun_a_718nm,sun_a_722nm,sun_a_726nm,sun_a_730nm,sun_a_734nm,sun_a_738nm,sun_a_742nm,sun_a_746nm,sun_a_750nm,sun_a_754nm,sun_a_758nm,sun_a_762nm,sun_a_766nm,sun_a_770nm,sun_a_774nm,sun_a_778nm,sun_a_782nm,sun_a_786nm,sun_a_790nm,sun_a_794nm,sun_a_798nm,sun_a_802nm,sun_a_806nm,sun_a_810nm,sun_a_814nm,sun_a_818nm,sun_a_822nm,sun_a_826nm,sun_a_830nm,sun_a_834nm,sun_a_838nm,sun_a_842nm,sun_a_846nm,sun_a_850nm,sun_a_854nm,sun_a_858nm,sun_a_862nm,sun_a_866nm,sun_a_870nm,sun_a_874nm,sun_a_878nm,sun_a_882nm,sun_a_886nm,sun_a_890nm,sun_a_894nm,sun_a_898nm,sun_a_902nm,sun_a_906nm,sun_a_910nm,sun_a_914nm,sun_a_918nm,sun_a_922nm,sun_a_926nm,sun_a_930nm,sun_a_934nm,sun_a_938nm,sun_a_942nm,sun_a_946nm,sun_a_950nm,sun_a_954nm,sun_a_958nm,sun_a_962nm
25,01_121,94.58074054,0.000154297,0.000753249,0.001744532,0.002859172,0.003969917,0.004949058,0.005772732,0.00648678,0.007109632,0.007613535,0.008241181,0.008966933,0.009791588,0.010418299,0.011078295,0.012254718,0.014017695,0.015738169,0.016741674,0.017115487,0.017284771,0.017566738,0.017828074,0.017962577,0.018037267,0.018349934,0.018829615,0.019432936,0.0199335,0.020494894,0.021621776,0.023433103,0.025553344,0.02740385,0.029004784,0.030267573,0.031323394,0.032140781,0.032618954,0.032923102,0.033430963,0.034362002,0.034995293,0.034741794,0.033659252,0.032386649,0.031112323,0.03013278,0.029484784,0.029165155,0.029064267,0.029272925,0.029567493,0.029718195,0.02971287,0.029498486,0.029147597,0.028912545,0.028978384,0.029323039,0.029481923,0.029343427,0.02889536,0.028376794,0.027837918,0.027296734,0.026731866,0.02611461,0.025526818,0.024726833,0.024681554,0.02571831,0.027472254,0.029341983,0.031627706,0.035565383,0.041181301,0.048722036,0.057565972,0.06754793,0.078339501,0.091068188,0.106467324,0.122487632,0.137086771,0.150107528,0.162968267,0.175328076,0.186079485,0.194444489,0.200032847,0.203552716,0.206432554,0.210706651,0.214844331,0.216041667,0.215249502,0.215899237,0.219080722,0.222432632,0.224588092,0.225602389,0.226341741,0.227906846,0.230099112,0.23276902,0.236028922,0.239078069,0.241265828,0.242636301,0.243621716,0.243968667,0.243977649,0.24500303,0.247075307,0.249162196,0.25023455,0.250881356,0.251570198,0.252319622,0.253269388,0.254510558,0.255753493,0.256570738,0.257232397,0.258131487,0.259231946,0.260665976,0.262758775,0.265873971,0.267974765,0.26919021,0.269702195,0.270076674,0.269334703,0.266270981,0.259276164,0.249712408,0.240038368,0.231223989,0.224429135,0.22018147,0.216069397,0.211102049
26,01_132,82.70858614,0.000387179,0.001632289,0.003400666,0.00498659,0.006381734,0.007361867,0.007984104,0.008502688,0.009080119,0.009753913,0.010497924,0.01118741,0.0118412,0.01249488,0.013199316,0.014373221,0.01615078,0.017953307,0.019086774,0.019600668,0.01991583,0.020220908,0.020552514,0.020793521,0.021004595,0.021399178,0.021938332,0.022527253,0.023147078,0.023982653,0.025340841,0.027248643,0.029331248,0.031221363,0.032993127,0.03453487,0.035912077,0.036941829,0.037531172,0.037752284,0.038188859,0.039023964,0.039587106,0.039361073,0.038424645,0.037441128,0.03647971,0.035796445,0.035331739,0.035172198,0.035192398,0.035482368,0.035781418,0.035900886,0.035862909,0.035785237,0.035709267,0.035705643,0.035824774,0.036116687,0.036227522,0.036136913,0.035836931,0.035534665,0.035190575,0.03470964,0.033979131,0.033108674,0.032356473,0.031464144,0.031355293,0.032501501,0.034528517,0.036775276,0.039395407,0.043699998,0.0497734,0.057692374,0.066707745,0.076697425,0.087317409,0.099593602,0.114133499,0.128629398,0.141228614,0.152065928,0.162775613,0.172795015,0.181085361,0.187037974,0.190901278,0.193406451,0.195638029,0.199145807,0.202377216,0.203034314,0.202280409,0.203233127,0.206536069,0.209974656,0.212193034,0.213237929,0.214084512,0.215983031,0.218860131,0.222452894,0.22684266,0.230815209,0.233187745,0.234149828,0.235127044,0.236133011,0.237020304,0.238319755,0.240063159,0.241712036,0.242765797,0.24354522,0.244428446,0.245494564,0.246689559,0.248016599,0.249359266,0.250488944,0.251461335,0.252230208,0.252651179,0.252974749,0.253943527,0.256042812,0.257935514,0.260658741,0.262694884,0.264090471,0.263632193,0.261611889,0.254456295,0.244824648,0.235255948,0.228570825,0.221912067,0.215712412,0.210126158,0.207761161
27,01_134,90.24573857,0.000262027,0.001240169,0.00258088,0.003685595,0.004656324,0.005381634,0.005900764,0.006294632,0.006740729,0.007182702,0.007786768,0.008482464,0.009255988,0.009818117,0.010300011,0.011268604,0.012991017,0.014739444,0.015740555,0.016074549,0.016348698,0.016637886,0.016863676,0.016852179,0.016883997,0.017088222,0.017499391,0.017911479,0.018376969,0.018936371,0.019888348,0.021207742,0.022708243,0.024044412,0.025252803,0.026324484,0.027319744,0.028110855,0.028503579,0.028608384,0.028895707,0.029672778,0.03014101,0.02981961,0.02889294,0.028064484,0.027248936,0.026655534,0.026266313,0.026120848,0.026073398,0.026190996,0.026310714,0.026413387,0.026456411,0.026409246,0.026290548,0.026286966,0.0264254,0.026664361,0.026729257,0.026606515,0.026301147,0.026014196,0.025701573,0.025300563,0.024777936,0.024216486,0.023687998,0.022922507,0.02296039,0.024098178,0.026050992,0.027794726,0.029745451,0.032822637,0.037086457,0.042755382,0.049626479,0.057629535,0.066310029,0.076784434,0.088870317,0.101112497,0.112271317,0.122528698,0.132436136,0.141718344,0.150110519,0.156887009,0.161497309,0.164234239,0.166804087,0.171046223,0.174437676,0.174605822,0.17374956,0.175239026,0.178858066,0.181987915,0.184173477,0.185541547,0.186628893,0.187771299,0.188869134,0.191029264,0.195010811,0.198654945,0.200638925,0.201634809,0.203016277,0.203885999,0.204487662,0.205557132,0.207104852,0.208622587,0.209799427,0.210822334,0.211408251,0.211553005,0.211694657,0.212504015,0.213322857,0.213562183,0.213803279,0.21484298,0.215455451,0.21580513,0.217078698,0.219326609,0.221613463,0.223549996,0.224300155,0.222838993,0.221744279,0.221691234,0.217090044,0.207564538,0.196450354,0.189003982,0.181860047,0.175436952,0.168388795,0.164031439
28,01_136,72.30884802,0.000401381,0.001271182,0.002604977,0.004073133,0.005574481,0.006788097,0.007621705,0.008343005,0.008973224,0.009540882,0.010176993,0.010887475,0.011638306,0.012294428,0.012991268,0.014211059,0.016119059,0.01804435,0.019093152,0.019344278,0.019409569,0.01962647,0.019850844,0.020022916,0.020161013,0.020405856,0.020708215,0.02104714,0.02145494,0.022001847,0.023101603,0.024754535,0.026677245,0.028293144,0.029664219,0.030812383,0.031944846,0.032810383,0.03310431,0.03305893,0.033413465,0.034287724,0.034886272,0.034700407,0.033903034,0.032849469,0.031718663,0.030840919,0.030469981,0.030393691,0.030389362,0.030428279,0.030561624,0.030665417,0.030705983,0.030571729,0.03026094,0.029929287,0.029866993,0.030104404,0.03023855,0.030152744,0.029818837,0.029467658,0.029040954,0.028508188,0.02776212,0.026993307,0.02635848,0.025630952,0.025545034,0.026412854,0.0279493,0.029641214,0.031763412,0.035374688,0.040447698,0.0472575,0.055480582,0.064914044,0.07515264,0.087218941,0.101963401,0.117467325,0.131783018,0.14483703,0.158003007,0.170797253,0.181732525,0.190006459,0.195384277,0.199015315,0.202336339,0.206476033,0.20991773,0.211212101,0.211358545,0.212550834,0.215465157,0.218559448,0.220567561,0.221397215,0.22201175,0.223637797,0.226442045,0.229936492,0.233770319,0.23725825,0.239847368,0.241453198,0.242424554,0.242830898,0.242869598,0.24370978,0.245646159,0.247634103,0.24878328,0.249518437,0.250144347,0.250449298,0.251018858,0.252188818,0.253548558,0.254639056,0.255520343,0.256068582,0.256469284,0.257541948,0.2595403,0.262542769,0.264280724,0.265723919,0.266725476,0.268764246,0.269354152,0.266596395,0.258621774,0.247078807,0.235378893,0.223881629,0.216458322,0.214887322,0.214012723,0.209308255
29,01_150,57.61488017,9.69E-05,0.000532644,0.001220077,0.002083367,0.003012993,0.00374204,0.004145113,0.004465777,0.004947007,0.005511164,0.006150144,0.006638938,0.007163039,0.007711596,0.008540621,0.009811945,0.011591959,0.013206979,0.014078624,0.014287908,0.014464855,0.014809836,0.015233378,0.015444129,0.015514943,0.015701621,0.016070031,0.016483255,0.016921998,0.017585491,0.018772972,0.020456815,0.022324352,0.02386227,0.025017597,0.026062787,0.027243123,0.028333252,0.029037765,0.029482417,0.029985742,0.030534572,0.030651813,0.030060747,0.029006699,0.028074384,0.027402669,0.026822633,0.026236793,0.02575555,0.025483731,0.025292512,0.025262096,0.02537824,0.025617799,0.025645735,0.025474069,0.025207439,0.025001551,0.024763192,0.02475228,0.025050828,0.025077332,0.024574963,0.02381351,0.023123947,0.022374481,0.021700216,0.021168537,0.020678506,0.020857583,0.021923618,0.023476514,0.025027642,0.026956549,0.030486385,0.035582745,0.042396416,0.050539322,0.060011904,0.070072777,0.081283207,0.094485204,0.108951093,0.122852951,0.13551833,0.147891596,0.159832924,0.169914328,0.177154418,0.181622843,0.185087335,0.18941949,0.194057618,0.19664999,0.196955278,0.197169612,0.19866424,0.201511058,0.204551499,0.206638492,0.207499819,0.208165512,0.209490961,0.211966672,0.215074705,0.217746036,0.219753727,0.221694335,0.223734761,0.225092882,0.225758198,0.225774739,0.226670395,0.22877722,0.231057681,0.23232665,0.233170038,0.234105959,0.234912211,0.235649842,0.236497953,0.237042648,0.237179078,0.236880978,0.236608145,0.236839553,0.238425477,0.240901621,0.243241076,0.245307579,0.248371903,0.249770115,0.249541656,0.247547915,0.243040209,0.234779092,0.226593447,0.220096466,0.212984835,0.205230835,0.198507901,0.193132099,0.187902222
30,01_151,51.94978912,0.000417459,0.001484997,0.002980192,0.004145309,0.005086793,0.005886895,0.006683445,0.00746858,0.008131379,0.008786378,0.009526691,0.010302429,0.011057,0.011755329,0.012427434,0.013565678,0.015306383,0.017045144,0.01802349,0.018434535,0.018730109,0.019176466,0.019576733,0.019803762,0.019865768,0.020117602,0.020560473,0.021136162,0.021806066,0.022702166,0.024132806,0.026065433,0.028205594,0.030090689,0.031810087,0.033268932,0.034630345,0.035706869,0.036373831,0.036641074,0.037029761,0.037792957,0.03834805,0.038221894,0.037417963,0.03632977,0.035151741,0.034188812,0.033566137,0.033187515,0.033018912,0.033068514,0.033155209,0.033079447,0.032914295,0.032712521,0.03257544,0.032526646,0.032567809,0.032629022,0.032515373,0.032190403,0.031714545,0.031235873,0.030735498,0.030141787,0.029328202,0.028442911,0.027664614,0.026732057,0.026540999,0.027623646,0.029618261,0.03178148,0.034356354,0.0386754,0.044677896,0.052649155,0.061988674,0.072665068,0.084038039,0.097329828,0.1131954,0.129473733,0.144103838,0.156946931,0.169490929,0.181248719,0.191370417,0.199107925,0.204253171,0.207349258,0.209991028,0.214416541,0.218729374,0.219999594,0.219302434,0.21999429,0.222786579,0.225585291,0.227478823,0.228543503,0.229492364,0.23105602,0.233131085,0.235716185,0.239113515,0.242118177,0.244003923,0.245075378,0.246095258,0.246655922,0.246929142,0.247773065,0.249219162,0.250505969,0.251122002,0.251472499,0.252416135,0.253859563,0.255291273,0.256202273,0.257232685,0.258463102,0.25999503,0.261588785,0.262603744,0.263705487,0.26562739,0.269169949,0.27125417,0.272520905,0.272810337,0.27417483,0.27442842,0.271893408,0.262985349,0.25374998,0.247267439,0.244724074,0.239095342,0.23139314,0.223170377,0.218582157
31,03_24,79.02019367,9.63E-06,0.0001279,0.000458364,0.001021123,0.001644102,0.002264505,0.002880818,0.003513065,0.004093028,0.00470652,0.005392991,0.006117826,0.00687652,0.007556581,0.008208278,0.009256227,0.01084602,0.012377876,0.013193578,0.013384371,0.013421245,0.013629976,0.013784139,0.013692711,0.013585934,0.013819462,0.014349707,0.014924677,0.015362174,0.015837326,0.017059914,0.019123309,0.021416704,0.023351893,0.024864701,0.026054042,0.02711337,0.027932235,0.028207143,0.02807304,0.02828061,0.028956496,0.029446899,0.029158437,0.02808768,0.026689243,0.025127192,0.024023504,0.02348348,0.023440378,0.023357827,0.023325714,0.023320818,0.023296422,0.023104078,0.022730916,0.022251905,0.021798278,0.02169116,0.021934787,0.022131343,0.021962845,0.021539658,0.021019621,0.020444908,0.019808364,0.019134493,0.01845663,0.01792453,0.017398682,0.017442759,0.018167216,0.019337533,0.020742955,0.022595373,0.02607199,0.031340904,0.03859326,0.047324872,0.057269902,0.068239219,0.081256728,0.097461209,0.115040952,0.131942649,0.147735861,0.163605788,0.179289719,0.193650244,0.205405934,0.212859231,0.216132381,0.218306825,0.223168229,0.229025042,0.231959096,0.232325091,0.233565189,0.236604957,0.239534847,0.241210794,0.241861123,0.242185787,0.243118498,0.244380793,0.245920061,0.247943602,0.250240061,0.252229377,0.253822076,0.254727619,0.254983773,0.255035262,0.256275873,0.258438767,0.260786068,0.262562491,0.263976642,0.264692479,0.264701062,0.264720904,0.264962454,0.265604078,0.266267484,0.266834518,0.266191966,0.264013297,0.262245604,0.261963602,0.263354115,0.263554078,0.264179585,0.264076374,0.263466373,0.260611282,0.255296557,0.24423243,0.227893737,0.210439939,0.194278901,0.184602637,0.180746935,0.180235909,0.179924115
32,03_46,70.77411233,9.09E-05,0.000497486,0.001146567,0.00189197,0.00266194,0.003429872,0.004134762,0.004690467,0.005206587,0.00570552,0.006276262,0.006943936,0.007750532,0.008551376,0.009224575,0.010390487,0.012044939,0.013715438,0.014620521,0.014960864,0.015086413,0.015292843,0.01552645,0.015702206,0.015837846,0.016021208,0.016174019,0.016419636,0.01682689,0.017494985,0.018686163,0.020429364,0.02235218,0.024013772,0.02535947,0.026472564,0.027475595,0.028249287,0.028665189,0.028841027,0.029114395,0.029435526,0.029515466,0.029103391,0.02827825,0.027450863,0.026818977,0.026372342,0.025914265,0.025502744,0.025185909,0.025003593,0.025025444,0.025209941,0.025421487,0.02545998,0.025308151,0.02506925,0.024922352,0.024779034,0.024698812,0.024768434,0.024777191,0.024475527,0.023976194,0.023399212,0.02276293,0.022060453,0.021421503,0.020746365,0.020713065,0.021593773,0.023008301,0.024578541,0.02636152,0.029619313,0.034544623,0.041418218,0.049701818,0.059227977,0.069595292,0.081581083,0.096506394,0.113430132,0.130300065,0.145788373,0.160668874,0.175047799,0.188202332,0.199017741,0.206219741,0.210159644,0.213488794,0.218834205,0.224120711,0.226240012,0.226176035,0.22747591,0.230730455,0.234017729,0.236155082,0.237669226,0.239125658,0.240854302,0.242657135,0.244544793,0.246599382,0.248782481,0.251168458,0.253467961,0.254900057,0.255504033,0.255962821,0.257254965,0.25897589,0.260964955,0.262837579,0.264669384,0.265767234,0.266121601,0.26632432,0.266825165,0.267362178,0.267698214,0.267822142,0.267394007,0.266126619,0.265492601,0.265842194,0.266327271,0.267206498,0.268299971,0.268983136,0.268910301,0.267066478,0.259250749,0.240871105,0.220936703,0.207633486,0.200605779,0.192393999,0.182786644,0.17629376,0.173504922
33,03_59,36.87862221,0.000635769,0.001792328,0.003545176,0.005093939,0.006533021,0.007755742,0.00884063,0.009869954,0.010662999,0.011260151,0.011929306,0.012866399,0.013880338,0.014687202,0.015467791,0.016876111,0.018919562,0.020820169,0.021706623,0.021871803,0.021928224,0.022217667,0.022475522,0.022541538,0.022519868,0.022667175,0.022993519,0.023545737,0.024255071,0.025312355,0.027046399,0.029437499,0.032040648,0.034516883,0.036879096,0.039007211,0.04090629,0.042293706,0.042917449,0.043069402,0.043383099,0.044100456,0.044415376,0.043780862,0.042256604,0.04056503,0.038911958,0.037731141,0.037112369,0.036844204,0.036569758,0.036268033,0.03614225,0.036176294,0.036200005,0.03582639,0.035213674,0.034666417,0.034575089,0.034820151,0.035081319,0.035130475,0.034849174,0.034267832,0.033500096,0.032538754,0.031288758,0.030051981,0.02901654,0.028049744,0.028063788,0.029329849,0.031249206,0.033247034,0.035973871,0.040887608,0.048060908,0.05785241,0.069806769,0.083703715,0.098358836,0.114713934,0.13425225,0.156292164,0.178111442,0.197905326,0.216435039,0.233651497,0.249241853,0.261353998,0.268728763,0.271471041,0.274330662,0.281061985,0.288140383,0.290610561,0.290109548,0.291209421,0.294296518,0.296857115,0.297981506,0.297859407,0.297643574,0.29777832,0.29784539,0.298229069,0.299453797,0.301372405,0.303828978,0.306525327,0.308415984,0.308961712,0.3092701,0.310549557,0.312526974,0.31458518,0.316110726,0.317285153,0.317846718,0.318045742,0.318615664,0.32006675,0.32172225,0.322674368,0.322882816,0.32221979,0.320764751,0.31928701,0.318513208,0.317789128,0.317523998,0.31835053,0.319754984,0.31973545,0.317407417,0.309072656,0.291257745,0.271422008,0.255343405,0.245465527,0.240207577,0.240735203,0.239452556,0.235862944
34,03_66,78.12089996,0.00014551,0.000768036,0.001833175,0.003018284,0.004217735,0.005213389,0.006077361,0.006907465,0.007645923,0.008252186,0.008854878,0.009486176,0.010198867,0.011010924,0.012036821,0.013450392,0.015358423,0.017071289,0.017952909,0.018081185,0.018300697,0.018781028,0.019249364,0.019499163,0.019717021,0.019903449,0.020055409,0.020336089,0.020822308,0.021570209,0.022822038,0.02462649,0.026678467,0.02837777,0.029729225,0.030849181,0.031914286,0.032736106,0.033223868,0.03349,0.033680601,0.034047962,0.034164181,0.033834704,0.033073571,0.032306846,0.031642491,0.031142953,0.030808458,0.030597918,0.030518502,0.030473345,0.030685462,0.03120777,0.031827073,0.032048746,0.031982909,0.031772143,0.031684512,0.031612378,0.031860862,0.032332265,0.032482953,0.031932491,0.031146019,0.030550479,0.030039312,0.029608249,0.029203423,0.028717439,0.029008014,0.03027763,0.032106411,0.03380054,0.035912431,0.039538824,0.044824268,0.051821089,0.060095017,0.069503188,0.079644207,0.091420026,0.105390784,0.120599442,0.135327604,0.148803667,0.16155514,0.173417814,0.184231934,0.192785705,0.198342508,0.20107263,0.204125226,0.209489155,0.21411324,0.215000671,0.214610462,0.216629834,0.220937552,0.224513415,0.226347831,0.226528963,0.226859076,0.228031559,0.230049591,0.232154521,0.233710322,0.235086716,0.237372186,0.240419364,0.242814538,0.243972291,0.244834651,0.246668371,0.249447082,0.251878397,0.253192883,0.253753197,0.253807578,0.253610035,0.253936725,0.255293127,0.256834346,0.257894921,0.258263362,0.257487726,0.25530108,0.253668667,0.253633772,0.254464033,0.255503545,0.256876002,0.257202448,0.255521646,0.252809338,0.245344268,0.229610757,0.212288824,0.200973632,0.195410035,0.188766647,0.180563171,0.174023327,0.174199434
35,03_70,90.32501245,0.000686397,0.001747673,0.003359975,0.004956054,0.006634578,0.007931873,0.008924476,0.009805508,0.010544623,0.011137851,0.011815819,0.012598679,0.013390013,0.014094698,0.014793114,0.016024635,0.017932644,0.019796181,0.02071887,0.020964051,0.021084349,0.021337991,0.021508587,0.02157327,0.021646362,0.021932422,0.022382111,0.022872019,0.023391635,0.024094073,0.025605645,0.027912682,0.030554133,0.033018181,0.0354892,0.037529295,0.039074641,0.039965914,0.040198539,0.040114879,0.040376622,0.041310844,0.041796076,0.041316238,0.039804578,0.038098807,0.036289159,0.034989387,0.034253781,0.033965038,0.033843365,0.033954673,0.034005714,0.033804381,0.03346448,0.032978568,0.032315146,0.031774594,0.031766245,0.032213168,0.032466286,0.032199838,0.031615,0.030867016,0.03010028,0.02932727,0.028651432,0.027944962,0.027251143,0.026246692,0.026129606,0.027247216,0.029230238,0.031197965,0.03363646,0.03811407,0.044751724,0.05412459,0.065631952,0.079062435,0.093501698,0.110195435,0.130560079,0.153591483,0.176972711,0.198751219,0.219700311,0.239435695,0.25770847,0.271922978,0.280498593,0.2839752,0.287372041,0.294290842,0.300906242,0.30299713,0.302625911,0.304398394,0.308437581,0.311719244,0.313030375,0.312587943,0.311876565,0.311726025,0.312020832,0.312871375,0.314043425,0.315015984,0.316379463,0.318393844,0.320335581,0.321208645,0.321691419,0.322820844,0.324726482,0.326567673,0.327695073,0.328441777,0.329089606,0.329728247,0.330709187,0.332504635,0.334356054,0.335843623,0.337064886,0.337260146,0.335138158,0.333031416,0.333026854,0.334177114,0.334070562,0.332554698,0.331041851,0.330618895,0.329736604,0.322963413,0.305211664,0.287021746,0.275179965,0.269469974,0.264269372,0.261135137,0.257744829,0.254967371
36,03_71,59.18107363,4.95E-05,0.000354597,0.000933809,0.001693327,0.002278702,0.002990596,0.003844765,0.004732349,0.005331128,0.005712707,0.006125172,0.006674402,0.007425065,0.008106208,0.008829898,0.010040881,0.011933288,0.01378093,0.014767157,0.014877172,0.014895719,0.015158015,0.015501463,0.015652988,0.01574029,0.015928213,0.016250169,0.016597801,0.016999216,0.017696775,0.01912922,0.021223981,0.023568639,0.02551323,0.026963584,0.028195245,0.029387409,0.030398896,0.031067535,0.031566974,0.031876146,0.032093801,0.032018828,0.031496523,0.03056369,0.029574179,0.028814537,0.028191641,0.027539516,0.026936048,0.026526876,0.02634985,0.026388494,0.026660833,0.026915206,0.026796349,0.026332746,0.025773966,0.025609782,0.025758828,0.025928717,0.025816174,0.02548306,0.025040319,0.024609743,0.02409507,0.023377453,0.022627002,0.021850528,0.021034537,0.020853898,0.021670257,0.022921395,0.024518228,0.026739767,0.030683448,0.036322044,0.04403663,0.053423051,0.064344591,0.076078654,0.089163148,0.105200901,0.124044029,0.143478586,0.161644746,0.179095506,0.195883157,0.211075458,0.223176804,0.230997917,0.234856678,0.23809139,0.243831361,0.24947356,0.251377463,0.250674402,0.251365269,0.254073036,0.256793007,0.258752611,0.260363409,0.262117172,0.26353476,0.264498296,0.265379341,0.266604755,0.268225956,0.27044924,0.272914605,0.274639912,0.275498828,0.276252775,0.277532397,0.278874983,0.280593395,0.282768843,0.285056184,0.286172349,0.286376378,0.286293995,0.286415312,0.286973821,0.288235206,0.289765259,0.288815787,0.284782024,0.281419739,0.281648746,0.284757211,0.286344678,0.286322063,0.285107487,0.284968649,0.283375613,0.276477685,0.259109511,0.241101744,0.228443855,0.222051022,0.213228775,0.204606635,0.198390809,0.197660417
37,03_72,53.99643758,0.000171506,0.000732232,0.00168348,0.002985766,0.004453659,0.005758115,0.006723604,0.007458073,0.00810702,0.00871041,0.009432891,0.010183468,0.011051951,0.011828911,0.012609815,0.013812238,0.015525578,0.017207647,0.018261348,0.018625756,0.018791695,0.019001368,0.019310749,0.019467981,0.019642241,0.019956552,0.020406931,0.020877858,0.021334087,0.021982303,0.02336538,0.025559034,0.028084445,0.030473121,0.032718517,0.03455647,0.035970024,0.036921452,0.037233455,0.037089501,0.037205673,0.03778714,0.038088075,0.037664779,0.036600726,0.035260412,0.033838642,0.032841959,0.032427098,0.032341593,0.032238166,0.032118851,0.032024884,0.031975299,0.031925218,0.031730002,0.031301509,0.030870979,0.030661838,0.030685437,0.030674651,0.030490055,0.030173554,0.029732024,0.029176286,0.028436908,0.027533565,0.026567292,0.02573322,0.025014437,0.024912703,0.025774976,0.027139097,0.028962961,0.031152802,0.035444873,0.04180538,0.050654155,0.061349538,0.073835597,0.087158224,0.101898391,0.120225584,0.141519551,0.163126372,0.182073147,0.199069209,0.214976939,0.22954339,0.241516396,0.249319227,0.253363056,0.256759279,0.263106351,0.269984398,0.272527062,0.271486096,0.271648112,0.274816866,0.278424309,0.280357226,0.280966963,0.281111047,0.282118851,0.28393437,0.285867464,0.286918835,0.287741766,0.289466571,0.291917577,0.293540178,0.294082481,0.294365641,0.295323917,0.296914824,0.298783844,0.300376657,0.301499289,0.302443875,0.303447668,0.304475576,0.305543525,0.306509987,0.307341797,0.307666769,0.307035205,0.305561426,0.30461404,0.304766226,0.305270812,0.30574094,0.306302434,0.306332227,0.305265234,0.302231016,0.294959655,0.279945432,0.262714103,0.249956741,0.24092667,0.233301139,0.22940433,0.228798449,0.227548634
38,03_75,53.33566814,0.000118149,0.000619391,0.001474394,0.002551154,0.00368195,0.004831532,0.005887994,0.006886153,0.007633566,0.008302295,0.009008898,0.00974296,0.010520771,0.011312342,0.012184623,0.013556998,0.01558512,0.01760287,0.018698909,0.019017517,0.019116423,0.019358977,0.019562996,0.019711154,0.019930247,0.020319309,0.020739196,0.021188798,0.021625646,0.022183316,0.02345034,0.025550056,0.027971183,0.030087248,0.031863668,0.033316936,0.03466104,0.035693992,0.036112097,0.036061747,0.036375028,0.037223768,0.037863296,0.037668249,0.036644313,0.035407354,0.034138509,0.033276678,0.03276554,0.032597863,0.032581799,0.032840956,0.033115403,0.033189288,0.033050383,0.03280985,0.032470644,0.032168203,0.032155076,0.032469843,0.03267508,0.032503632,0.032128113,0.031821621,0.031504966,0.030989799,0.030300236,0.0295839,0.028917362,0.028146134,0.028129588,0.029281982,0.031143881,0.033144084,0.035409172,0.039285385,0.0449886,0.05282821,0.062258938,0.073176578,0.084743767,0.097741827,0.113371809,0.130678734,0.147462767,0.162341195,0.176137734,0.189127103,0.20084594,0.210232988,0.21626463,0.219170131,0.22119188,0.225354537,0.230091868,0.231762253,0.231028242,0.231643309,0.234645075,0.237753001,0.23967314,0.240658509,0.241445843,0.242879329,0.244868197,0.247026537,0.249389688,0.251658699,0.25390266,0.255973592,0.257528378,0.258353817,0.258997036,0.260195406,0.261761673,0.26352536,0.26511664,0.266452146,0.267405517,0.268095038,0.268771619,0.269558163,0.27039077,0.270903145,0.270944878,0.270349918,0.269033676,0.268154608,0.268294508,0.269649204,0.269592939,0.268853123,0.268010402,0.268303852,0.266919606,0.260717188,0.246567545,0.228365676,0.211861346,0.198033853,0.188967419,0.185644772,0.186199842,0.186920943
