New_Tree_ID,Original_Tree_ID,AGB,sun_a_390nm,sun_a_394nm,sun_a_398nm,sun_a_402nm,sun_a_406nm,sun_a_410nm,sun_a_414nm,sun_a_418nm,sun_a_422nm,sun_a_426nm,sun_a_430nm,sun_a_434nm,sun_a_438nm,sun_a_442nm,sun_a_446nm,sun_a_450nm,sun_a_454nm,sun_a_458nm,sun_a_462nm,sun_a_466nm,sun_a_470nm,sun_a_474nm,sun_a_478nm,sun_a_482nm,sun_a_486nm,sun_a_490nm,sun_a_494nm,sun_a_498nm,sun_a_502nm,sun_a_506nm,sun_a_510nm,sun_a_514nm,sun_a_518nm,sun_a_522nm,sun_a_526nm,sun_a_530nm,sun_a_534nm,sun_a_538nm,sun_a_542nm,sun_a_546nm,sun_a_550nm,sun_a_554nm,sun_a_558nm,sun_a_562nm,sun_a_566nm,sun_a_570nm,sun_a_574nm,sun_a_578nm,sun_a_582nm,sun_a_586nm,sun_a_590nm,sun_a_594nm,sun_a_598nm,sun_a_602nm,sun_a_606nm,sun_a_610nm,sun_a_614nm,sun_a_618nm,sun_a_622nm,sun_a_626nm,sun_a_630nm,sun_a_634nm,sun_a_638nm,sun_a_642nm,sun_a_646nm,sun_a_650nm,sun_a_654nm,sun_a_658nm,sun_a_662nm,sun_a_666nm,sun_a_670nm,sun_a_674nm,sun_a_678nm,sun_a_682nm,sun_a_686nm,sun_a_690nm,sun_a_694nm,sun_a_698nm,sun_a_702nm,sun_a_706nm,sun_a_710nm,sun_a_714nm,sun_a_718nm,sun_a_722nm,sun_a_726nm,sun_a_730nm,sun_a_734nm,sun_a_738nm,sun_a_742nm,sun_a_746nm,sun_a_750nm,sun_a_754nm,sun_a_758nm,sun_a_762nm,sun_a_766nm,sun_a_770nm,sun_a_774nm,sun_a_778nm,sun_a_782nm,sun_a_786nm,sun_a_790nm,sun_a_794nm,sun_a_798nm,sun_a_802nm,sun_a_806nm,sun_a_810nm,sun_a_814nm,sun_a_818nm,sun_a_822nm,sun_a_826nm,sun_a_830nm,sun_a_834nm,sun_a_838nm,sun_a_842nm,sun_a_846nm,sun_a_850nm,sun_a_854nm,sun_a_858nm,sun_a_862nm,sun_a_866nm,sun_a_870nm,sun_a_874nm,sun_a_878nm,sun_a_882nm,sun_a_886nm,sun_a_890nm,sun_a_894nm,sun_a_898nm,sun_a_902nm,sun_a_906nm,sun_a_910nm,sun_a_914nm,sun_a_918nm,sun_a_922nm,sun_a_926nm,sun_a_930nm,sun_a_934nm,sun_a_938nm,sun_a_942nm,sun_a_946nm,sun_a_950nm,sun_a_954nm,sun_a_958nm,sun_a_962nm
11,01_46,107.1107536,0.000210737,0.000941694,0.001981083,0.003225059,0.004550059,0.005735936,0.006522168,0.007162703,0.007732974,0.008282299,0.008930012,0.009630398,0.010375214,0.011009283,0.011556433,0.012628905,0.014301214,0.016056983,0.017088828,0.017545474,0.017786548,0.01804352,0.018274734,0.018348382,0.018358364,0.018556676,0.0189364,0.019421425,0.020045634,0.020922957,0.022342091,0.024267899,0.026434873,0.028361853,0.030050855,0.031509385,0.032823123,0.033935732,0.034687002,0.03516537,0.035596712,0.036108496,0.036254757,0.035732617,0.034612383,0.033497874,0.032509526,0.031717441,0.031043156,0.030553042,0.03026291,0.030191075,0.030252519,0.030274149,0.030266952,0.0301337,0.029904634,0.029656306,0.029531353,0.029460729,0.029372807,0.029219361,0.028955908,0.028554701,0.028123565,0.027456974,0.026554145,0.025580908,0.024806264,0.023991339,0.023902326,0.024852452,0.026458508,0.028313378,0.030634381,0.03475991,0.040640603,0.04850971,0.057831063,0.068575826,0.079974772,0.092887588,0.108414364,0.12509315,0.140727745,0.154475665,0.167634268,0.18016987,0.191220063,0.199755319,0.205100425,0.207900394,0.210687804,0.215666789,0.220271832,0.221344766,0.220252791,0.220641883,0.22323441,0.22619825,0.228213762,0.229354378,0.23025638,0.231657366,0.233768727,0.236258875,0.238504861,0.240497632,0.24270754,0.245045249,0.246522656,0.246957946,0.246744836,0.247228757,0.248633258,0.250363288,0.251644483,0.252616256,0.253690077,0.254739343,0.255694966,0.256329219,0.256994901,0.258090788,0.259634263,0.260931338,0.261624197,0.262680143,0.264469556,0.265897865,0.267507082,0.268950771,0.270202066,0.271426373,0.272704664,0.270694919,0.261802317,0.250960098,0.242550675,0.237051912,0.230196244,0.222422949,0.214769781,0.207963931
12,01_49,98.23680826,0.000243384,0.001032857,0.002318531,0.003623945,0.004827013,0.005754569,0.006540761,0.00725251,0.007944274,0.008644705,0.009425472,0.010124301,0.010824051,0.011486927,0.012299231,0.013686803,0.015776155,0.017694841,0.018614658,0.018819777,0.018996116,0.019318502,0.019564705,0.019690641,0.019806116,0.020060666,0.020396397,0.020816581,0.021421791,0.022373073,0.023897485,0.025920978,0.028103451,0.030116889,0.031996314,0.033641248,0.035124063,0.03622078,0.036850126,0.037124722,0.037606209,0.038364639,0.038709053,0.03827934,0.037187051,0.035950128,0.034630359,0.033691644,0.033129495,0.032930367,0.032820419,0.032841576,0.0328254,0.032759342,0.032611787,0.032380598,0.032103566,0.031886091,0.031800943,0.031852479,0.031866318,0.031778119,0.031445334,0.030973288,0.030392698,0.029708546,0.028855512,0.027987702,0.027194004,0.026285672,0.026177242,0.027190111,0.028992768,0.030920095,0.033595359,0.038070674,0.044305643,0.052537203,0.062340538,0.073482188,0.085308038,0.09915725,0.115309121,0.132148315,0.147721708,0.16184367,0.175546275,0.188121854,0.198880656,0.206854559,0.212035118,0.215064895,0.218437428,0.223603611,0.227615237,0.228328108,0.227922054,0.229458923,0.232865472,0.235927711,0.237539653,0.237512766,0.237279365,0.23828623,0.240810289,0.243968612,0.246667447,0.248620186,0.250511405,0.252526489,0.254030763,0.254621491,0.254736791,0.255442979,0.256968162,0.258852378,0.260379067,0.261753772,0.263106799,0.264238259,0.265101227,0.266156182,0.267119804,0.267615918,0.26800223,0.268803765,0.269267831,0.269930671,0.271450369,0.273629063,0.275579822,0.277391186,0.278359656,0.278888127,0.279089389,0.277367601,0.268696564,0.256667842,0.244561869,0.235506128,0.228893682,0.22567877,0.221118725,0.213995196
13,01_53,79.80092627,8.81E-05,0.000585679,0.00144949,0.002712132,0.004017992,0.005069892,0.005800305,0.006523861,0.00716706,0.007801963,0.008600654,0.009453164,0.010201345,0.01080052,0.011450689,0.012587941,0.01426432,0.015860866,0.016727559,0.0169919,0.01718571,0.017500805,0.017794534,0.017983719,0.0181648,0.018496411,0.018928149,0.019409852,0.019749449,0.020211599,0.021244877,0.022934172,0.024837996,0.026507239,0.02801403,0.029179273,0.030079314,0.030620708,0.030856668,0.030986231,0.031563329,0.032755554,0.033544044,0.033394184,0.032404117,0.031286104,0.030009551,0.029150193,0.028799671,0.028827389,0.028890343,0.029065815,0.029265271,0.029391973,0.029443036,0.029343349,0.029093802,0.028985633,0.02919216,0.029646462,0.02989101,0.029825885,0.02956063,0.029276598,0.028940549,0.028526649,0.028004377,0.027471928,0.027037017,0.026547494,0.02683368,0.028097663,0.030077862,0.0319357,0.034084735,0.037436249,0.042225426,0.04861668,0.056266779,0.065033664,0.074675655,0.086292806,0.099814668,0.113433823,0.125702662,0.136940914,0.147986426,0.158363316,0.167308551,0.174140321,0.178523032,0.181100967,0.183605836,0.187410307,0.190569055,0.191233953,0.191046027,0.192543394,0.195825186,0.19887961,0.200872924,0.201781321,0.202590909,0.20408189,0.206265035,0.209058533,0.212446307,0.215318146,0.21743118,0.219039467,0.220254083,0.220582272,0.220420309,0.221175651,0.223040158,0.22513661,0.226548559,0.227663491,0.228763077,0.229577842,0.230217497,0.231196879,0.231734457,0.23134784,0.230740886,0.230860768,0.231029332,0.23177242,0.233968958,0.236920378,0.23881227,0.239747177,0.240422556,0.241314314,0.242506161,0.241740845,0.235016866,0.223828307,0.211893319,0.201880036,0.194682666,0.190328543,0.186108982,0.182269982
14,01_55,82.35359615,0.000196395,0.00089335,0.001995464,0.003187636,0.004388944,0.005300213,0.005908009,0.006408211,0.007001726,0.007655084,0.008404589,0.009139185,0.009879723,0.010487286,0.011086815,0.012141342,0.013866471,0.015645952,0.016727909,0.017192887,0.017470484,0.017768678,0.017981098,0.018077526,0.0181,0.018321321,0.018768019,0.019305591,0.019817501,0.020432635,0.021617349,0.023290497,0.025190282,0.026904447,0.028515541,0.029813629,0.030921586,0.031759656,0.032177166,0.032283584,0.03254878,0.03320923,0.033602025,0.033277978,0.032335321,0.031299137,0.030294232,0.029507823,0.029018964,0.028778141,0.028672477,0.028748361,0.028857126,0.028854115,0.028731132,0.028590339,0.028471698,0.028415755,0.028414086,0.028467261,0.028412781,0.028284312,0.027984595,0.027647381,0.027206667,0.026662463,0.025947158,0.025181115,0.024439502,0.023510012,0.023317493,0.024229059,0.025932656,0.027860235,0.030159281,0.033920777,0.039117475,0.046087411,0.054419048,0.064019583,0.074486784,0.08677543,0.101618368,0.117151324,0.131493844,0.144120667,0.156207173,0.167566883,0.177699454,0.185759393,0.191152758,0.194514085,0.197340675,0.201412271,0.204945041,0.205783874,0.205096434,0.206021211,0.209112841,0.212285235,0.214520829,0.215995878,0.217309422,0.219271183,0.221806116,0.224783217,0.228183505,0.231224468,0.233376435,0.234712458,0.235910299,0.236834878,0.237587336,0.238795013,0.240499504,0.242118475,0.243233633,0.244186785,0.24503314,0.245713725,0.246544756,0.247794077,0.249070132,0.249816759,0.250388119,0.251415905,0.252623362,0.253734453,0.255000463,0.25686605,0.258531452,0.261034872,0.262925656,0.263863949,0.263008469,0.260240654,0.252007179,0.241601792,0.231681897,0.224512514,0.218114213,0.213330666,0.207953035,0.202313842
15,01_59,52.4528406,0.000370245,0.001365135,0.002751829,0.004180569,0.005626461,0.006790424,0.007550295,0.00820144,0.008897774,0.009792784,0.010659174,0.011297347,0.011830851,0.012512286,0.013276063,0.014613873,0.016621929,0.018593744,0.019552357,0.019582986,0.019651922,0.020078316,0.020646385,0.020972531,0.021239671,0.021557947,0.021925061,0.02228267,0.022861995,0.023761875,0.025369686,0.027483208,0.029886834,0.031880947,0.033506923,0.034855658,0.036201875,0.037366479,0.038148029,0.03860064,0.038958431,0.039392562,0.039573673,0.039219738,0.03840299,0.037526172,0.036699614,0.035967248,0.035371553,0.034895712,0.034605705,0.03446415,0.03446287,0.034544288,0.034738085,0.034674623,0.03435692,0.033968736,0.03378759,0.033694028,0.033707918,0.033794961,0.03368886,0.033260773,0.032765799,0.032121915,0.031222217,0.030143648,0.029268185,0.028392802,0.028209789,0.029175418,0.030939911,0.033166692,0.035828483,0.040280689,0.046553766,0.054755996,0.064114753,0.074504484,0.085470918,0.097814392,0.112863488,0.128432473,0.142188229,0.153863919,0.165510793,0.176834526,0.186502857,0.193682911,0.197983057,0.200628563,0.203177916,0.206767723,0.209757374,0.210375308,0.209567074,0.210000573,0.21250499,0.215591931,0.218027452,0.21991736,0.221721626,0.22388136,0.226565319,0.229492766,0.232271531,0.234882577,0.237410331,0.239656263,0.241061937,0.241766781,0.242088234,0.242784199,0.24411345,0.245520733,0.246461431,0.247081555,0.247943293,0.248972473,0.2501295,0.2511032,0.251814459,0.252354579,0.25288982,0.25318786,0.25309329,0.254247856,0.257058365,0.260198742,0.26278966,0.26422778,0.264709762,0.264727083,0.264452593,0.260976103,0.252720516,0.242367154,0.233605145,0.225253913,0.217402249,0.212433081,0.210350717,0.206289064
16,01_62,67.40703717,5.91E-05,0.000420656,0.001080823,0.001838956,0.002535497,0.003254942,0.004033631,0.004772432,0.005357678,0.005858227,0.006382476,0.007009114,0.007684503,0.008217859,0.008776755,0.009945955,0.011854319,0.01358368,0.014430913,0.014596681,0.014732921,0.014955577,0.015185668,0.015348451,0.01547897,0.015664623,0.01589092,0.016145146,0.016422014,0.016935109,0.018004182,0.019494032,0.021067528,0.022457678,0.023763787,0.024846578,0.025788304,0.026466049,0.026822596,0.027033938,0.027495524,0.02844619,0.028986845,0.028733268,0.02770004,0.026641613,0.025533951,0.024783713,0.02431909,0.024088926,0.024030606,0.024131656,0.024218795,0.024213068,0.024208705,0.024072747,0.023917812,0.023767259,0.023724041,0.02367092,0.023702784,0.023677739,0.023502911,0.02320726,0.022816373,0.022272847,0.021529521,0.020842837,0.020193115,0.019512044,0.019564623,0.020537196,0.02213165,0.023701138,0.025732419,0.029021051,0.033526752,0.039514614,0.046690866,0.055094333,0.06417086,0.075230605,0.087678032,0.100418347,0.112245226,0.123580114,0.134699786,0.144895022,0.153657973,0.160236882,0.164717458,0.167238361,0.170459398,0.176189428,0.180077431,0.179844376,0.178773449,0.180945286,0.184647072,0.187625286,0.189443693,0.190345279,0.19103084,0.191932031,0.193680542,0.196706625,0.200034045,0.202462864,0.204326879,0.206127508,0.207396688,0.207879391,0.207921512,0.208404108,0.209757738,0.211496085,0.212763907,0.213739565,0.214966765,0.215894313,0.216214212,0.216844002,0.217378475,0.217465641,0.217294533,0.216988692,0.214977605,0.21364097,0.21519652,0.218493804,0.221290171,0.222583071,0.222095744,0.222770324,0.224148203,0.22357634,0.21127905,0.195827735,0.181226136,0.173791529,0.167635684,0.162556547,0.157113101,0.152419572
17,01_66,89.7667815,0.000171652,0.000792917,0.001781219,0.002841916,0.00391829,0.004762746,0.005410296,0.005987809,0.006556765,0.007104505,0.007797784,0.008623288,0.009462152,0.010103457,0.010744759,0.011905405,0.013697479,0.015428132,0.016356039,0.016603182,0.016783592,0.017168652,0.017455472,0.017476004,0.017399681,0.017593389,0.017992485,0.018529285,0.019072295,0.019811861,0.021073025,0.022833437,0.024786369,0.026567566,0.028296414,0.029779999,0.031086892,0.032001517,0.032468537,0.032665137,0.033047503,0.033820108,0.03424591,0.033974705,0.033021511,0.031896972,0.030701641,0.029763913,0.029123355,0.028749241,0.028603261,0.028720224,0.028854661,0.028866908,0.028736879,0.028521313,0.028286825,0.028173051,0.028193925,0.028301381,0.028349965,0.028287722,0.027971253,0.027444602,0.026817958,0.026180142,0.025469241,0.024741193,0.024039704,0.023188923,0.023064997,0.024003747,0.025682107,0.027414089,0.029687128,0.033712971,0.039433163,0.047034476,0.056005837,0.066300148,0.077383311,0.0904682,0.105782328,0.121862241,0.136981753,0.150853528,0.164322108,0.176759827,0.187739808,0.195981167,0.201258174,0.204032258,0.207348589,0.212722416,0.216945408,0.217399971,0.216632701,0.218081778,0.221428641,0.224334787,0.226190236,0.227001157,0.227696595,0.228895046,0.230831025,0.233626045,0.236971978,0.239939207,0.242416176,0.244476609,0.245902891,0.246318693,0.246336951,0.246929813,0.248376287,0.250025989,0.251258447,0.252215877,0.253217375,0.254111146,0.254915761,0.255988321,0.257261586,0.258520311,0.259903137,0.26143825,0.262051915,0.262483063,0.26393496,0.266343314,0.268332586,0.269545039,0.269798262,0.270386471,0.271157856,0.269616243,0.260779112,0.249182343,0.238388879,0.231076066,0.224186152,0.217969089,0.211478131,0.207236349
18,01_74,87.24396389,0.000289467,0.001351324,0.002779692,0.004141118,0.00540078,0.006404088,0.007084424,0.007701744,0.008272353,0.008774293,0.0093938,0.010143333,0.010954706,0.011603373,0.01217591,0.013218692,0.014926835,0.016664751,0.017702018,0.018080244,0.018371351,0.018697935,0.019022576,0.019149762,0.019238067,0.019367413,0.019612425,0.019932532,0.020399833,0.021038349,0.022162411,0.023772574,0.025621858,0.027140645,0.028297572,0.029310504,0.030363383,0.031364397,0.032158424,0.032789045,0.033339203,0.033851603,0.034015446,0.033649159,0.032841719,0.03200147,0.031222805,0.030619203,0.030059034,0.029628008,0.029400897,0.029408193,0.029563629,0.029796164,0.03006549,0.030155626,0.030025973,0.029806588,0.029768138,0.029884362,0.029996022,0.030041283,0.029902214,0.029588123,0.029184723,0.028634035,0.027849772,0.027027214,0.026408843,0.025824673,0.025877509,0.026851384,0.028522295,0.030331658,0.032356834,0.035885916,0.041122282,0.048125183,0.056374963,0.06580895,0.075911748,0.087467645,0.101343527,0.115898334,0.1292718,0.141155374,0.152884484,0.164098104,0.173831623,0.181193987,0.185931177,0.188823921,0.191893434,0.19658205,0.200327199,0.200551117,0.199095785,0.199614017,0.202655962,0.206041918,0.208447226,0.209964411,0.211281933,0.212862678,0.214840526,0.21719738,0.219588422,0.221889655,0.22441449,0.22687791,0.228489416,0.229159514,0.229413324,0.230398824,0.232300064,0.234417676,0.236095018,0.237464987,0.238544225,0.239076062,0.239040782,0.23869242,0.238748223,0.240033045,0.242245759,0.244198169,0.245567232,0.246973098,0.248957841,0.251056453,0.253437524,0.255925243,0.257674452,0.259496211,0.260960645,0.259212587,0.250452238,0.239401178,0.229814854,0.222172657,0.215647633,0.212007685,0.20824768,0.202475643
19,01_77,107.244443,8.99E-05,0.000655285,0.001533066,0.002398644,0.003088039,0.003829221,0.004599426,0.005360262,0.005978739,0.006518472,0.007155973,0.007899867,0.008724235,0.009366899,0.010038632,0.011242014,0.013167233,0.014910232,0.01581911,0.016033356,0.016269471,0.016639102,0.016963529,0.017040834,0.017099608,0.01725663,0.017447107,0.017750693,0.018318161,0.019191021,0.020532049,0.022284069,0.024172866,0.025668343,0.026792608,0.027754224,0.028833494,0.029806458,0.030405724,0.030736241,0.031087574,0.031544326,0.031674492,0.031313638,0.030626656,0.029963755,0.029352459,0.028857368,0.028423151,0.028142296,0.028006019,0.028041116,0.028162117,0.028373874,0.028624525,0.028628873,0.0284201,0.028165884,0.028079674,0.028040106,0.028122789,0.028302158,0.028263473,0.027934237,0.027446705,0.026897209,0.026162565,0.025403814,0.024749295,0.024048934,0.024129547,0.025230295,0.027003777,0.028763338,0.030906938,0.034497682,0.039575296,0.046295026,0.054298693,0.063451855,0.07323393,0.084495313,0.097882089,0.111973066,0.125152326,0.137066043,0.148610683,0.159469792,0.169040674,0.176524643,0.181455588,0.184545864,0.187612545,0.191870479,0.19541199,0.196305641,0.195949704,0.196975137,0.19990644,0.202918288,0.205075338,0.206342631,0.207403821,0.208903085,0.210878516,0.213355173,0.216424826,0.219280434,0.221541131,0.223348613,0.224970119,0.225987777,0.226725793,0.227661798,0.228703252,0.230022323,0.231586065,0.233339774,0.234778784,0.235819934,0.236395546,0.236763137,0.237302519,0.237875019,0.238462408,0.238813643,0.238722877,0.238938374,0.240032147,0.241952821,0.243567362,0.246158141,0.24813031,0.24888568,0.247817706,0.24416696,0.235103845,0.22434994,0.215196743,0.208094497,0.202237231,0.198443703,0.194187769,0.189953557
20,01_85,81.61584885,1.02E-05,0.000283517,0.000903442,0.001865398,0.002828741,0.003716844,0.004546792,0.00526582,0.005880978,0.006357949,0.006966191,0.007700901,0.008543085,0.009135824,0.009741017,0.011015946,0.013014369,0.014806532,0.015708128,0.016010071,0.016327804,0.016789877,0.017169927,0.017342702,0.017436123,0.017685262,0.018010974,0.01831262,0.018645282,0.019233377,0.020225155,0.021592013,0.023041006,0.024301615,0.025387152,0.026333318,0.027254222,0.027975458,0.028404761,0.028633219,0.029068169,0.029877339,0.030291182,0.030002043,0.029152371,0.028356467,0.027563364,0.027067131,0.026802378,0.026814946,0.026932532,0.027136561,0.027279041,0.027397669,0.027550777,0.027622758,0.027679859,0.02767083,0.027697927,0.0277165,0.027848336,0.027950281,0.027841571,0.027508583,0.027140457,0.026779188,0.02627686,0.025766742,0.02531024,0.024834846,0.025013493,0.026183015,0.027972853,0.029569433,0.031455136,0.034509636,0.03878117,0.044554061,0.051544827,0.059589863,0.068322378,0.079152606,0.091654626,0.104645781,0.116881696,0.12851614,0.139751021,0.150004306,0.159018107,0.165878367,0.17048146,0.172900931,0.175887557,0.181357999,0.18537211,0.185612113,0.185066612,0.18740498,0.191201361,0.194227904,0.19621387,0.197213061,0.19811634,0.199529422,0.202025315,0.205564234,0.209234718,0.211981727,0.214195813,0.216320748,0.218009536,0.218996029,0.219281189,0.219375932,0.21966597,0.220834962,0.222396553,0.223905637,0.22483019,0.225120424,0.22516697,0.226069361,0.22704526,0.227497913,0.227788441,0.228159291,0.226834441,0.225749741,0.227329151,0.23075088,0.233882447,0.235796988,0.235830741,0.236516896,0.237735014,0.238174782,0.227876043,0.213412376,0.198412177,0.191047302,0.18638853,0.183775779,0.179302505,0.174321768
21,01_95,94.56072651,1.75E-05,0.000385673,0.000857143,0.001529884,0.002135792,0.002869988,0.003517457,0.004144381,0.004710579,0.00527876,0.00598494,0.006713042,0.007525227,0.008268195,0.008907207,0.009997761,0.011671204,0.013269591,0.014139275,0.01439184,0.014625528,0.014923945,0.015346737,0.015630786,0.015860311,0.016129902,0.016454417,0.016765072,0.01724362,0.018026626,0.019388606,0.021217692,0.023262771,0.024946094,0.02622283,0.027276666,0.028401841,0.029404637,0.030055378,0.030414752,0.030778373,0.031202056,0.031340688,0.030921403,0.030095972,0.029180373,0.028325407,0.027583786,0.026990675,0.026477095,0.026133398,0.026020498,0.026057385,0.026123749,0.026189674,0.026132741,0.025961382,0.025743686,0.025561766,0.025358604,0.025210551,0.025144806,0.024955219,0.024527407,0.023996752,0.023333042,0.022444384,0.021489684,0.020705217,0.019930067,0.019844139,0.020833415,0.022525313,0.02436464,0.026347877,0.029882833,0.035133543,0.042184056,0.050322905,0.059480256,0.069283645,0.080524163,0.094309425,0.10897641,0.122465942,0.134206239,0.14553243,0.156450841,0.16608046,0.173623258,0.178520263,0.181682145,0.184696092,0.188660204,0.191937422,0.192933187,0.192648184,0.193558736,0.196295084,0.19947601,0.201706422,0.20305677,0.20411867,0.205617399,0.207599503,0.209939831,0.212398176,0.214668378,0.216528633,0.217925513,0.218738262,0.21906567,0.219084015,0.219487414,0.220522163,0.221937039,0.223229804,0.224404954,0.225417599,0.226149542,0.226557602,0.227147922,0.22767497,0.22794304,0.227810071,0.227880045,0.228281351,0.229362173,0.230860743,0.232397588,0.233764547,0.235678059,0.237739824,0.239763724,0.240448872,0.237213508,0.228345818,0.217265127,0.208119029,0.199619921,0.191712956,0.185624474,0.181787075,0.177573802
22,01_103,139.2774604,0.000503753,0.001487767,0.0030574,0.004700103,0.006385637,0.007635013,0.008492395,0.009164274,0.009804842,0.010341554,0.011084442,0.011985866,0.012877036,0.013439946,0.013911543,0.014989614,0.016790007,0.018585562,0.019513676,0.019770598,0.019902034,0.02017412,0.020415918,0.020497068,0.020481387,0.020633227,0.021032983,0.02158278,0.022136776,0.022810126,0.024120986,0.02602696,0.028199832,0.030131223,0.031920639,0.033339624,0.034488835,0.035304732,0.035713968,0.035828106,0.036218457,0.037131307,0.037722401,0.037344529,0.036163032,0.03480548,0.033444353,0.032391618,0.031733434,0.031403753,0.031294838,0.031519334,0.031804817,0.031886035,0.031730804,0.031466766,0.031124636,0.030897508,0.030889544,0.031098145,0.031223154,0.031184583,0.0308225,0.030256495,0.029633694,0.029082761,0.028459448,0.0278065,0.027123841,0.026184267,0.025961468,0.02692563,0.02872144,0.030687103,0.033106832,0.037183635,0.042961225,0.050622079,0.059655591,0.069868137,0.081142354,0.094650054,0.111074059,0.128366951,0.144653626,0.159774898,0.174990425,0.189619172,0.202478925,0.21248498,0.21900144,0.222773324,0.22619212,0.231825338,0.236896594,0.237874015,0.236459792,0.236976388,0.240180056,0.243321838,0.245305342,0.246198522,0.246837575,0.248099644,0.249873149,0.252251214,0.255238043,0.257848384,0.259830769,0.261376345,0.262620687,0.26299162,0.263053282,0.264148188,0.266449086,0.268517452,0.269176673,0.269258539,0.270087056,0.271430236,0.272632708,0.273303895,0.27429419,0.275937052,0.27812033,0.280091473,0.281356441,0.28246089,0.284180454,0.286794665,0.28824375,0.288226254,0.288053488,0.289321508,0.290818772,0.290252614,0.284844893,0.276052941,0.266086252,0.256929528,0.250297017,0.246798784,0.242302149,0.234946322
23,01_109,43.16346906,2.89E-05,0.000332629,0.00087542,0.001446293,0.001984669,0.002632629,0.003589361,0.004581946,0.005406026,0.005981234,0.006782924,0.007719211,0.008711562,0.009462968,0.010217687,0.011498788,0.01340955,0.015141868,0.015961134,0.016224669,0.016561946,0.017092874,0.017499978,0.01782915,0.018120456,0.018413474,0.018506581,0.018677332,0.018990862,0.019719989,0.021039822,0.022829628,0.024697676,0.026131717,0.027270339,0.028131607,0.029074986,0.029868994,0.030488171,0.030785558,0.030990728,0.031198266,0.031161245,0.030800256,0.030152018,0.029503491,0.028910728,0.028434864,0.027983068,0.027625825,0.027495954,0.027465537,0.027554808,0.027768583,0.028067104,0.028091162,0.02789303,0.027659222,0.027599411,0.027630984,0.027885014,0.028202746,0.028171317,0.027557032,0.026710284,0.02589413,0.025007571,0.024236887,0.023617399,0.022976999,0.023010395,0.023988727,0.025582868,0.027254252,0.029555019,0.033242235,0.038174808,0.044900767,0.053214942,0.062855987,0.073207715,0.085510083,0.100054386,0.115545037,0.130485381,0.144491584,0.158023135,0.170502524,0.181572963,0.190117732,0.195772218,0.199004136,0.202845447,0.209496209,0.214812907,0.215089016,0.213437454,0.214390795,0.217380045,0.21976796,0.221580145,0.222677632,0.22361602,0.225019422,0.227098622,0.229606815,0.232382513,0.234646481,0.237111695,0.239862901,0.242443346,0.243614263,0.244066248,0.244496343,0.245149817,0.245994519,0.246615242,0.247532785,0.249684169,0.252251229,0.253420267,0.253611051,0.254109239,0.255117054,0.256139066,0.256526959,0.255021801,0.253996453,0.255260233,0.258246659,0.261501901,0.264351295,0.265224936,0.262774653,0.26009383,0.256899622,0.246829528,0.232931828,0.221318254,0.216246648,0.21189174,0.208890828,0.202351451,0.194438755
24,01_119,89.51356569,9.52E-05,0.000610882,0.001390667,0.002220636,0.002991491,0.003656936,0.004253886,0.004790647,0.00534019,0.005859373,0.006514844,0.007151757,0.007799424,0.008324592,0.008866913,0.009919527,0.011622677,0.013285462,0.014254536,0.014732576,0.015119917,0.015492703,0.015743085,0.01581323,0.015806328,0.015954475,0.016235971,0.0166439,0.017181302,0.017961473,0.019135065,0.020685069,0.022306817,0.023906282,0.02553265,0.026924833,0.027964473,0.028712971,0.029240203,0.029561725,0.02994612,0.030622438,0.031003958,0.030685486,0.029729728,0.028780565,0.027865592,0.027205473,0.026760817,0.026540757,0.026453355,0.026603406,0.026744904,0.026847398,0.026887737,0.026895451,0.026816841,0.026812971,0.026934426,0.0271504,0.027160716,0.026913761,0.02653007,0.02623892,0.025966458,0.025543451,0.024897304,0.024171448,0.023536281,0.022733567,0.022711871,0.023827685,0.025755879,0.027604962,0.029820235,0.03347909,0.038619121,0.045399801,0.053433975,0.062673882,0.072588574,0.084313417,0.098008089,0.112015464,0.124729562,0.136184592,0.147259846,0.157492223,0.166472158,0.173442156,0.178058424,0.180636846,0.183110616,0.187411708,0.191189922,0.192002637,0.191636098,0.193186634,0.196632138,0.199689422,0.201641136,0.202478631,0.203145935,0.204504281,0.206491018,0.209268283,0.213209468,0.216455964,0.218045143,0.218633654,0.219723933,0.220550451,0.221241985,0.222644328,0.224833221,0.226951482,0.228392609,0.229437174,0.230246478,0.230814058,0.231448485,0.232622331,0.233664621,0.233973942,0.234064065,0.234850744,0.234981692,0.234849924,0.235342281,0.236887661,0.238904255,0.241937134,0.243595514,0.242293163,0.240372725,0.238967908,0.232780544,0.223198676,0.213458065,0.207381543,0.200752926,0.193891919,0.186998292,0.184399007
