New_Tree_ID,Original_Tree_ID,AGB,sun_b_390nm,sun_b_394nm,sun_b_398nm,sun_b_402nm,sun_b_406nm,sun_b_410nm,sun_b_414nm,sun_b_418nm,sun_b_422nm,sun_b_426nm,sun_b_430nm,sun_b_434nm,sun_b_438nm,sun_b_442nm,sun_b_446nm,sun_b_450nm,sun_b_454nm,sun_b_458nm,sun_b_462nm,sun_b_466nm,sun_b_470nm,sun_b_474nm,sun_b_478nm,sun_b_482nm,sun_b_486nm,sun_b_490nm,sun_b_494nm,sun_b_498nm,sun_b_502nm,sun_b_506nm,sun_b_510nm,sun_b_514nm,sun_b_518nm,sun_b_522nm,sun_b_526nm,sun_b_530nm,sun_b_534nm,sun_b_538nm,sun_b_542nm,sun_b_546nm,sun_b_550nm,sun_b_554nm,sun_b_558nm,sun_b_562nm,sun_b_566nm,sun_b_570nm,sun_b_574nm,sun_b_578nm,sun_b_582nm,sun_b_586nm,sun_b_590nm,sun_b_594nm,sun_b_598nm,sun_b_602nm,sun_b_606nm,sun_b_610nm,sun_b_614nm,sun_b_618nm,sun_b_622nm,sun_b_626nm,sun_b_630nm,sun_b_634nm,sun_b_638nm,sun_b_642nm,sun_b_646nm,sun_b_650nm,sun_b_654nm,sun_b_658nm,sun_b_662nm,sun_b_666nm,sun_b_670nm,sun_b_674nm,sun_b_678nm,sun_b_682nm,sun_b_686nm,sun_b_690nm,sun_b_694nm,sun_b_698nm,sun_b_702nm,sun_b_706nm,sun_b_710nm,sun_b_714nm,sun_b_718nm,sun_b_722nm,sun_b_726nm,sun_b_730nm,sun_b_734nm,sun_b_738nm,sun_b_742nm,sun_b_746nm,sun_b_750nm,sun_b_754nm,sun_b_758nm,sun_b_762nm,sun_b_766nm,sun_b_770nm,sun_b_774nm,sun_b_778nm,sun_b_782nm,sun_b_786nm,sun_b_790nm,sun_b_794nm,sun_b_798nm,sun_b_802nm,sun_b_806nm,sun_b_810nm,sun_b_814nm,sun_b_818nm,sun_b_822nm,sun_b_826nm,sun_b_830nm,sun_b_834nm,sun_b_838nm,sun_b_842nm,sun_b_846nm,sun_b_850nm,sun_b_854nm,sun_b_858nm,sun_b_862nm,sun_b_866nm,sun_b_870nm,sun_b_874nm,sun_b_878nm,sun_b_882nm,sun_b_886nm,sun_b_890nm,sun_b_894nm,sun_b_898nm,sun_b_902nm,sun_b_906nm,sun_b_910nm,sun_b_914nm,sun_b_918nm,sun_b_922nm,sun_b_926nm,sun_b_930nm,sun_b_934nm,sun_b_938nm,sun_b_942nm,sun_b_946nm,sun_b_950nm,sun_b_954nm,sun_b_958nm,sun_b_962nm
11,01_46,107.1107536,4.58E-05,0.000341562,0.00097354,0.002015029,0.003114997,0.004127814,0.004911102,0.005597683,0.006177896,0.006694645,0.007345207,0.008067212,0.008879572,0.009478863,0.010069665,0.011025091,0.012491076,0.013899663,0.014645664,0.014856708,0.01498418,0.015283922,0.01554996,0.015720635,0.015818863,0.016074234,0.016356748,0.016777549,0.017240658,0.018043579,0.019304402,0.021118503,0.0229933,0.024756301,0.026412988,0.027820762,0.028926688,0.029738454,0.030198524,0.030426952,0.030731624,0.031301896,0.031559542,0.031242696,0.030271621,0.029066664,0.027793453,0.026858142,0.026254604,0.025994959,0.02591046,0.025982251,0.026050538,0.02613746,0.026190371,0.026062315,0.025752522,0.025509763,0.025482537,0.025594767,0.025607492,0.025493187,0.025121704,0.024575184,0.023882939,0.023222501,0.022523805,0.021801029,0.020989309,0.019936704,0.019716823,0.020576529,0.022216263,0.023765655,0.025793478,0.029471016,0.034844418,0.042368821,0.051741064,0.062775646,0.074303276,0.087719252,0.103907401,0.121875595,0.140062187,0.158591385,0.177752342,0.195986148,0.212716968,0.22526351,0.231317946,0.230791469,0.231889637,0.23896842,0.247239295,0.250745789,0.251677744,0.253852349,0.257069037,0.259692925,0.261123779,0.261429857,0.26101248,0.259802702,0.258185227,0.256842178,0.254643417,0.253170134,0.254625594,0.25859918,0.26152611,0.262981489,0.263887498,0.264919128,0.266145091,0.267539414,0.268834954,0.270161138,0.271703241,0.273180836,0.274389965,0.275821857,0.277106509,0.277641507,0.277951032,0.278393606,0.277408295,0.275784821,0.275225346,0.275400782,0.274607032,0.273030609,0.272284474,0.274423816,0.275155759,0.266200703,0.241918261,0.21940156,0.206880934,0.204908715,0.204574122,0.205758056,0.207249989,0.211267128
12,01_49,98.23680826,-1.35E-05,0.000135728,0.000600133,0.001394885,0.002194901,0.002775843,0.003337384,0.003840043,0.004402357,0.004953044,0.005879493,0.006909807,0.007943089,0.008659898,0.009223311,0.010196022,0.011832176,0.013449662,0.014343867,0.014607703,0.014818196,0.015041563,0.015258412,0.015387215,0.015539259,0.015838341,0.016206854,0.016639342,0.017118338,0.017830607,0.01902215,0.020682172,0.022501279,0.024208846,0.025893353,0.027227636,0.028187601,0.028902372,0.02960906,0.030186625,0.030596649,0.030947228,0.030943948,0.030425779,0.029301733,0.028127972,0.026996297,0.02614126,0.025432451,0.02495663,0.024751049,0.024804945,0.024936528,0.025055447,0.025151608,0.025051253,0.024812044,0.024616167,0.024572445,0.024598141,0.024484779,0.02430864,0.023971824,0.023514956,0.022874147,0.022204111,0.021321313,0.020490743,0.019763459,0.018935806,0.01869562,0.019428633,0.02089356,0.022413931,0.024457523,0.028258181,0.033820016,0.041579639,0.051269134,0.062649523,0.074440157,0.087892414,0.104488581,0.123444587,0.142763768,0.161992355,0.18171992,0.200317334,0.216382684,0.228196362,0.234072256,0.233742922,0.234214236,0.241383858,0.250679231,0.254791156,0.255499957,0.257686107,0.261667876,0.264855731,0.266225998,0.265856404,0.264611305,0.262891639,0.260538968,0.258408349,0.256010626,0.254488244,0.255712297,0.259387769,0.262459309,0.263952933,0.265002431,0.266239993,0.267727972,0.269207694,0.270539793,0.271853279,0.273427824,0.275189588,0.27692821,0.279037473,0.280566017,0.280999364,0.280893785,0.280868157,0.278644043,0.275374224,0.273088655,0.272003932,0.271177507,0.271439614,0.270668924,0.267466824,0.26268838,0.254281755,0.23359356,0.21072143,0.1930827,0.186652729,0.186122956,0.191577479,0.196061226,0.201085619
13,01_53,79.80092627,4.52E-05,0.000297878,0.000688334,0.001249476,0.001821211,0.002411781,0.002933022,0.003442244,0.003948288,0.004417641,0.005037817,0.005858943,0.006753795,0.007424841,0.007873803,0.008781019,0.010203034,0.011682229,0.012485959,0.012713987,0.012781999,0.012932922,0.01314681,0.013298115,0.013398391,0.013538085,0.013703822,0.013944136,0.014311505,0.01494648,0.015989966,0.017455917,0.018986917,0.020210249,0.021123577,0.021864627,0.022534653,0.023055779,0.023660192,0.024276017,0.024736637,0.024938881,0.024840046,0.024311528,0.023374393,0.022495917,0.02187905,0.021460605,0.021005599,0.020576316,0.020276078,0.020146978,0.020325071,0.020848747,0.021522405,0.021773152,0.021722007,0.021514922,0.021433512,0.021431214,0.021519088,0.021644106,0.021599602,0.021339701,0.020927453,0.020471888,0.019969499,0.019414393,0.019001517,0.018524856,0.018610716,0.01946609,0.020889858,0.022194056,0.023593122,0.026269445,0.030407246,0.036298246,0.043726251,0.052521862,0.061639893,0.071815006,0.084329062,0.098631513,0.11292815,0.126942873,0.141219334,0.155189169,0.167883255,0.177957717,0.182860176,0.182025063,0.181682168,0.187440789,0.195587223,0.199506289,0.199924167,0.20105437,0.203810953,0.206427506,0.208100613,0.208974868,0.209335006,0.208355343,0.205774385,0.203356729,0.201844588,0.202175435,0.204664979,0.208787821,0.211676798,0.21291041,0.213325308,0.214181149,0.215482933,0.217359211,0.219633167,0.222135817,0.224033144,0.224872999,0.225112516,0.225714309,0.226548433,0.227238315,0.227762344,0.227589812,0.225813619,0.223876721,0.222861892,0.222165622,0.221902014,0.222370402,0.223311337,0.225181593,0.226317686,0.219999763,0.200463738,0.179690716,0.167133144,0.162055151,0.158215496,0.15812776,0.160183991,0.161260674
14,01_55,82.35359615,-3.83E-06,0.000169217,0.00048838,0.000880516,0.001184139,0.001555181,0.002088607,0.002667076,0.003225674,0.003860939,0.004605843,0.005281335,0.005939359,0.006449039,0.006958999,0.007976222,0.009695225,0.01133753,0.012276502,0.012680294,0.013022261,0.013432911,0.013678331,0.013760027,0.013821015,0.014001976,0.014233854,0.014596057,0.015054268,0.015715616,0.016837103,0.018424442,0.020137735,0.021641207,0.02301931,0.024087343,0.024883614,0.025530805,0.026247583,0.026877397,0.027283089,0.027672189,0.027738108,0.02730862,0.026386413,0.025629555,0.025065701,0.024575216,0.023882604,0.02325336,0.022974499,0.023002781,0.023117089,0.023267396,0.023392674,0.023291366,0.02296664,0.022660192,0.022502119,0.022538269,0.022500974,0.022414847,0.022146306,0.021729181,0.021163747,0.020601228,0.019991829,0.019300392,0.018620423,0.017844277,0.017817806,0.018751046,0.02034275,0.021777361,0.023573107,0.026807116,0.031594036,0.038184433,0.046432991,0.056124985,0.066107258,0.077328429,0.091031126,0.107004824,0.123612519,0.139688269,0.155204735,0.169764375,0.183578051,0.194622532,0.200568322,0.201150979,0.202481429,0.208634984,0.215979016,0.21961381,0.221114468,0.223671847,0.227361402,0.230439136,0.232405416,0.233141673,0.233359128,0.233095728,0.232519938,0.232436039,0.232806493,0.233354014,0.234906249,0.237594566,0.239906288,0.240968331,0.241428069,0.241708678,0.241921865,0.243007628,0.245212136,0.247971673,0.250437592,0.252002679,0.252483231,0.252686373,0.252926805,0.252946346,0.253063351,0.253296893,0.251748264,0.249253244,0.247494722,0.246785002,0.247895608,0.250804588,0.251860316,0.249374241,0.24634717,0.23907895,0.218033569,0.19509312,0.180526204,0.177547655,0.176164615,0.177045083,0.176967566,0.179695398
15,01_59,52.4528406,-1.60E-05,6.35E-05,0.000328916,0.000797366,0.001266958,0.001779746,0.002413716,0.002940769,0.003299279,0.003520543,0.004126099,0.005025762,0.006070446,0.006835446,0.00760511,0.008812122,0.010441793,0.011917122,0.012760941,0.013082424,0.013297692,0.013519794,0.013713358,0.013873331,0.014099471,0.014453668,0.014797473,0.015261552,0.015753668,0.016477267,0.017599279,0.019256937,0.021064004,0.022614972,0.023900439,0.02504226,0.026156855,0.027022885,0.027541607,0.02784581,0.028213874,0.028830996,0.029113201,0.028855495,0.027920323,0.026804299,0.025531587,0.024739094,0.024418777,0.024430446,0.024330117,0.024231518,0.024129691,0.024173098,0.024124354,0.024004217,0.023861552,0.023773427,0.023530453,0.023178846,0.02300612,0.023008503,0.022851291,0.022315859,0.021630872,0.020951799,0.020170522,0.019321573,0.018511401,0.017799176,0.017833599,0.018799904,0.020335329,0.021688001,0.023412871,0.026701951,0.031533379,0.038244416,0.046410872,0.05590443,0.065684073,0.077095028,0.090459753,0.10522351,0.120284952,0.135669251,0.151127205,0.16542261,0.178370021,0.188031442,0.192954863,0.193062898,0.194909567,0.201305467,0.208078125,0.211697534,0.213944217,0.216992686,0.219791655,0.222030831,0.223418668,0.224032191,0.2238041,0.222559464,0.221176229,0.220698146,0.219441264,0.218723716,0.220512685,0.22451114,0.227134272,0.228469663,0.229242623,0.2297725,0.230302631,0.231199032,0.232129945,0.233177527,0.234935611,0.236709409,0.237873262,0.238983915,0.239283414,0.237752974,0.235986992,0.235180975,0.232714464,0.229448393,0.227426634,0.226993619,0.227686696,0.229232843,0.228852802,0.228828022,0.228147273,0.22143193,0.201032363,0.181897775,0.170463839,0.169160639,0.16882625,0.169247177,0.169384739,0.171337562
16,01_62,67.40703717,1.44E-05,0.000303473,0.000785509,0.001451562,0.002083679,0.002786848,0.003444152,0.004050161,0.004601482,0.005031831,0.005541438,0.006242929,0.007021393,0.007504535,0.007703893,0.008562438,0.010207143,0.011964884,0.012813455,0.012918286,0.012971188,0.01332292,0.013660366,0.013730776,0.013640196,0.013728893,0.013947777,0.014251108,0.014562027,0.01506767,0.016083429,0.017594706,0.019255786,0.020655723,0.021827804,0.022731044,0.023391786,0.023871277,0.02449617,0.025181589,0.025655268,0.025894357,0.025844009,0.02547301,0.024692581,0.023843741,0.023140018,0.022630366,0.022079312,0.021511357,0.021201777,0.021189706,0.021379626,0.021673277,0.021974938,0.021961902,0.021694197,0.021317831,0.021125795,0.020963063,0.02084975,0.020863759,0.020824786,0.020465616,0.019902393,0.019345063,0.018709393,0.018008875,0.017391679,0.016697821,0.016537438,0.017238884,0.018509687,0.019866643,0.021587938,0.024752813,0.029221027,0.035427447,0.043284509,0.052676607,0.062563339,0.073731009,0.087874358,0.104766357,0.122351759,0.13939275,0.15628359,0.172850554,0.188425866,0.201346652,0.208250063,0.208441536,0.208627161,0.215302643,0.224315339,0.228374964,0.228202303,0.22865675,0.230951358,0.233301554,0.235020474,0.236093902,0.236748465,0.236122955,0.234045259,0.23182833,0.23000717,0.229772795,0.232148063,0.236638705,0.239809178,0.241059009,0.241285268,0.241831724,0.24263017,0.24383558,0.245179526,0.246764687,0.248815545,0.251114215,0.252882545,0.253787376,0.254075991,0.254140599,0.253961143,0.25289567,0.249926697,0.247343483,0.246582733,0.246307652,0.246472768,0.246628045,0.246633813,0.246593206,0.246735491,0.24038633,0.220727661,0.199080777,0.185159465,0.178564911,0.174248482,0.174842929,0.178526822,0.179287429
17,01_66,89.7667815,-6.39E-06,6.53E-05,0.00021737,0.000557509,0.000904885,0.001319784,0.001795657,0.002278994,0.002795362,0.00334978,0.004064817,0.004755387,0.0055328,0.006186074,0.006847805,0.007925752,0.009609063,0.011262443,0.012215617,0.012509016,0.01273392,0.01312167,0.013493209,0.013625308,0.013565525,0.01366699,0.013958681,0.01437192,0.014837517,0.015526475,0.016609334,0.017981274,0.019473639,0.02086815,0.022227372,0.02338877,0.024276676,0.024907954,0.025411094,0.025797477,0.026139866,0.026540855,0.026695885,0.02630966,0.025423122,0.024464325,0.023571691,0.022877903,0.022328907,0.02195711,0.021847389,0.022016382,0.022252816,0.022392992,0.022481999,0.0224759,0.022427926,0.022353076,0.022333709,0.022393023,0.022362977,0.022168066,0.021850895,0.021555597,0.021226098,0.020756105,0.020139729,0.019448791,0.018786235,0.017949536,0.017794721,0.018695188,0.020275211,0.021865038,0.023656835,0.026887378,0.031713145,0.038412058,0.046579412,0.056051974,0.066171178,0.077908313,0.092826059,0.109896043,0.127062269,0.143423749,0.159607658,0.175214849,0.189861338,0.201996788,0.208494696,0.208823434,0.208973956,0.214685789,0.222883486,0.227498269,0.228623376,0.229936119,0.232632783,0.235252488,0.23679015,0.237150653,0.236973835,0.236377348,0.234981128,0.233723156,0.23321346,0.233863786,0.235842218,0.239005005,0.241932262,0.244032701,0.245823539,0.247445453,0.248845787,0.250102468,0.251525355,0.252985829,0.254854386,0.25696336,0.258862291,0.260297665,0.261233763,0.261544562,0.261370534,0.260472619,0.257488012,0.25442575,0.252883857,0.252628376,0.252018211,0.252778935,0.252950055,0.251247134,0.247164559,0.239103915,0.218956059,0.198525327,0.185995609,0.182555111,0.178102129,0.175081603,0.173800316,0.175967214
18,01_74,87.24396389,-2.31E-05,4.00E-05,0.000276974,0.000752287,0.001221926,0.001637128,0.002097244,0.002591421,0.003053392,0.003409538,0.003922305,0.004447794,0.005056147,0.005569393,0.006186107,0.007077797,0.00837683,0.009557637,0.010244726,0.010475202,0.010678677,0.011006332,0.011294838,0.011363875,0.011354962,0.011523918,0.011884165,0.012290709,0.012631298,0.013059448,0.013832512,0.014901396,0.015989669,0.017135209,0.018431618,0.019440691,0.019962974,0.020283461,0.02067603,0.021069981,0.021418037,0.021842406,0.021963424,0.021686645,0.020981192,0.02023787,0.019529647,0.018958531,0.018444747,0.018113282,0.018037201,0.018182545,0.018346034,0.018523664,0.018579208,0.018610403,0.018633326,0.018801156,0.018940683,0.019093122,0.019090701,0.018967946,0.018680509,0.018333144,0.017957703,0.017540814,0.01708591,0.016563955,0.016079477,0.015521585,0.015610658,0.016495958,0.017937201,0.01924261,0.020674533,0.023213312,0.027128266,0.032630651,0.03935137,0.04712964,0.055345278,0.064933202,0.076378524,0.088611653,0.100487546,0.112170404,0.12395393,0.135241222,0.146135929,0.154790025,0.159072563,0.158877019,0.159542225,0.164091123,0.169832294,0.172900509,0.174235471,0.176207823,0.178998968,0.181360785,0.182757288,0.183240392,0.183369124,0.183287234,0.183120139,0.183450469,0.183972301,0.18484309,0.186512767,0.189016867,0.191263482,0.192894685,0.194366325,0.19589382,0.197444413,0.198842312,0.200005111,0.201094758,0.202677019,0.204517797,0.205965416,0.2068502,0.207631814,0.208310869,0.208851697,0.208818466,0.207552621,0.206275165,0.206087743,0.206647103,0.207378466,0.209674344,0.211923475,0.213099076,0.211724718,0.204014831,0.185934591,0.167342864,0.153802225,0.14699864,0.14521454,0.148568077,0.150566987,0.151371102
19,01_77,107.244443,-7.51E-06,3.18E-05,0.000134544,0.000366393,0.000596659,0.000815299,0.00109397,0.001398718,0.001747651,0.002088037,0.002582643,0.003076293,0.00362253,0.004075365,0.004645562,0.005661934,0.007227983,0.008578297,0.009294297,0.009535603,0.009840335,0.010269429,0.010620526,0.010715646,0.010687223,0.010846498,0.011112617,0.011377848,0.011661828,0.01214612,0.01306541,0.014400799,0.015836098,0.017049324,0.018004296,0.018801922,0.019484194,0.020054165,0.020494485,0.020879704,0.021228252,0.021637728,0.021726085,0.02131961,0.020483196,0.019741119,0.019157993,0.01873742,0.018336402,0.018021107,0.017826221,0.017850228,0.01800624,0.018253537,0.0184391,0.018444081,0.018308474,0.018167893,0.01809367,0.018028228,0.017972473,0.017910793,0.017657201,0.017250041,0.01681165,0.016375954,0.015797077,0.015188236,0.014636043,0.014063153,0.014146505,0.015106369,0.016538897,0.017767765,0.019213163,0.021876305,0.025789028,0.031230232,0.03795174,0.045761984,0.054078141,0.063917236,0.075974609,0.089400994,0.102873931,0.116060047,0.129208868,0.141659494,0.153071655,0.162213658,0.167482253,0.168963305,0.171241434,0.176994083,0.183071966,0.186063488,0.187271997,0.189353623,0.192511803,0.19559855,0.197623859,0.198584288,0.198899536,0.198819256,0.198509366,0.19868893,0.198636211,0.19905054,0.200854742,0.203952836,0.206171347,0.207424073,0.208225718,0.20918748,0.210431585,0.211831546,0.212935876,0.213985823,0.215176897,0.216160456,0.216690723,0.216904709,0.216991865,0.217101138,0.216971631,0.215773487,0.213393475,0.21184803,0.211920639,0.212734578,0.213012816,0.213792563,0.213452142,0.212989994,0.211052438,0.203507414,0.184341333,0.164926127,0.150795326,0.143525546,0.140083286,0.141203921,0.142535888,0.143252606
20,01_85,81.61584885,-3.65E-06,0.0001057,0.000414768,0.001081741,0.001826963,0.002433647,0.002922474,0.00336971,0.003884817,0.004448417,0.005271237,0.006102834,0.006924364,0.00748982,0.007910593,0.008883337,0.010615415,0.012361605,0.013274654,0.013586466,0.013800523,0.014103203,0.014413864,0.014593621,0.014695064,0.01490811,0.015169486,0.015450546,0.015835467,0.016487337,0.017474004,0.018752474,0.020163116,0.021445212,0.022601249,0.023502073,0.024234448,0.024773621,0.025220607,0.025546896,0.0258839,0.026235401,0.026338588,0.026015447,0.025251005,0.024502788,0.023862131,0.023437297,0.023061228,0.022853586,0.022837244,0.02305559,0.023323481,0.023575099,0.023795258,0.023924565,0.023931309,0.023922102,0.024017314,0.024122375,0.024147808,0.024080026,0.023928447,0.023700528,0.023415854,0.023066867,0.022619835,0.022167334,0.021733025,0.021125757,0.02111779,0.022091425,0.023751873,0.025337993,0.027045087,0.030052102,0.034471269,0.040621733,0.048259292,0.057360949,0.067024254,0.078211606,0.092043769,0.107784889,0.123633975,0.139214054,0.155019684,0.170293351,0.184076443,0.194984486,0.200930947,0.201631214,0.202603342,0.20892417,0.216949326,0.220767143,0.221274593,0.222668717,0.225483017,0.2282409,0.230096507,0.231117933,0.231505453,0.231367663,0.2305641,0.22985797,0.229223487,0.229531707,0.231765232,0.235589315,0.238428801,0.239783223,0.240622233,0.242149898,0.244084158,0.245860255,0.24713865,0.248613084,0.250976916,0.253512433,0.255202181,0.256141597,0.256988482,0.257964507,0.25853306,0.257579059,0.254083676,0.250860871,0.249794512,0.249563908,0.249133827,0.248872613,0.248003742,0.246126907,0.242838403,0.23381083,0.211169829,0.188468124,0.174853688,0.172487686,0.172129036,0.175148487,0.178233908,0.18026856
21,01_95,94.56072651,-5.33E-06,-5.55E-06,6.49E-05,0.000374241,0.000735904,0.001153135,0.001635078,0.002125695,0.00247099,0.002694402,0.003144265,0.003788557,0.004477311,0.004942466,0.005496323,0.00663773,0.008399012,0.009862657,0.010537287,0.010704194,0.011037227,0.011525449,0.01192446,0.012076457,0.012124954,0.012317432,0.012632146,0.013032943,0.01346089,0.01407567,0.015135017,0.016672212,0.01831073,0.019739184,0.020953857,0.02193471,0.022775819,0.023455456,0.024044731,0.024517376,0.024966516,0.025524759,0.025690818,0.025279795,0.024284945,0.023302018,0.022382275,0.021760266,0.021293083,0.021031195,0.020842172,0.020726623,0.020722526,0.020953358,0.021102344,0.021037656,0.020932347,0.020869215,0.020713699,0.02052935,0.020406455,0.020327094,0.020067238,0.019613642,0.019069233,0.018537949,0.017914822,0.017186306,0.016489611,0.015807555,0.015922386,0.016894528,0.018389676,0.019683962,0.021420583,0.024572552,0.028983924,0.035214677,0.04298963,0.052085211,0.061457022,0.072508995,0.08548062,0.099919091,0.11482241,0.130190725,0.14554687,0.159896942,0.173337972,0.183503822,0.188640844,0.189226278,0.191887695,0.197856416,0.203771181,0.207491885,0.210500475,0.213731578,0.216816052,0.219325728,0.220304721,0.21988151,0.219000802,0.217855521,0.217367495,0.217463603,0.215603207,0.214026567,0.215530133,0.21958914,0.222133726,0.223685681,0.224813176,0.225399576,0.226029243,0.227139888,0.228418374,0.229711331,0.231362503,0.23286963,0.233705528,0.234607182,0.234772155,0.234388949,0.233816518,0.233127718,0.230701081,0.22862289,0.228758415,0.229511699,0.230226632,0.229366987,0.226534776,0.224956896,0.225344148,0.219007919,0.197997516,0.176874514,0.162552422,0.157893969,0.155002107,0.154559912,0.155362456,0.160250697
22,01_103,139.2774604,8.50E-05,0.000507319,0.001271318,0.002329193,0.003391841,0.004350934,0.005051787,0.005724544,0.006318875,0.006831673,0.007403438,0.008120345,0.008949551,0.009601216,0.010281474,0.011326481,0.012842744,0.014176118,0.01480263,0.014839832,0.014908136,0.015167256,0.01540341,0.015502159,0.015520413,0.01559024,0.015746018,0.016049796,0.016544082,0.017301597,0.018483927,0.01998527,0.021572304,0.02286663,0.023923719,0.024837048,0.025668907,0.026377102,0.02684278,0.027102566,0.027221283,0.027498612,0.027506386,0.026995206,0.025967465,0.024955619,0.02407302,0.023432494,0.022999664,0.022768889,0.022687233,0.022718422,0.022787995,0.022880798,0.023005216,0.02291468,0.022667737,0.022442267,0.02239346,0.022403143,0.02238732,0.022430105,0.022250989,0.021891401,0.021348839,0.020788149,0.020091936,0.019367692,0.018711991,0.017987437,0.017947097,0.018804789,0.020286322,0.021672485,0.02325322,0.026258208,0.030874793,0.037468195,0.045768013,0.055532131,0.066043397,0.078436866,0.094293977,0.112638635,0.131915211,0.152192585,0.173799383,0.195213655,0.215549152,0.231942812,0.240496222,0.24111624,0.242773334,0.250960966,0.260959061,0.265810277,0.266947492,0.268715406,0.272030154,0.27476658,0.275752045,0.274997293,0.273470399,0.271090222,0.267685011,0.264508485,0.261359424,0.25974488,0.260944735,0.264848572,0.268282653,0.270565977,0.272403769,0.273908145,0.274891098,0.275920372,0.277378245,0.279141247,0.281377587,0.283904603,0.285862558,0.28698834,0.287696622,0.287923134,0.288042363,0.288709701,0.289081914,0.288363846,0.286654349,0.284299619,0.282156657,0.280857592,0.280998376,0.283055156,0.283489011,0.275951737,0.256375615,0.236946712,0.222769451,0.215452236,0.212973452,0.216922803,0.22050624,0.222006948
23,01_109,43.16346906,-4.64E-06,1.34E-05,2.83E-05,0.000102793,0.000154489,0.000287702,0.000609567,0.001021913,0.00149958,0.001980262,0.002591612,0.003221861,0.00385169,0.004329751,0.004685741,0.005576068,0.007128231,0.008603041,0.009324011,0.009607051,0.009874548,0.010256409,0.010488519,0.010485059,0.010249699,0.010402123,0.010828702,0.011334312,0.011532765,0.011690668,0.012225557,0.013293893,0.014584902,0.015812713,0.016932687,0.017802438,0.018417589,0.018816278,0.019071769,0.019227392,0.019506998,0.019918139,0.020032897,0.019627523,0.018835858,0.018191219,0.017736173,0.017407995,0.016930328,0.016454338,0.016248702,0.016377536,0.016596619,0.016644692,0.016623696,0.016678742,0.016812162,0.01686055,0.016941075,0.017040236,0.016962307,0.016587077,0.016199108,0.015963722,0.015789646,0.015412556,0.014834679,0.014248283,0.013768624,0.013148466,0.013111664,0.014047077,0.015671743,0.017095911,0.018390092,0.020637903,0.024000708,0.028867392,0.035296094,0.043333106,0.051978925,0.061608991,0.073544063,0.087609647,0.102177405,0.116046081,0.12936464,0.142097798,0.154167968,0.164474443,0.170576173,0.172055754,0.173403722,0.178881887,0.185591035,0.189209122,0.190205164,0.191658296,0.19397308,0.196235806,0.197994863,0.199361206,0.200513604,0.201394521,0.20200789,0.202334862,0.201951822,0.202099659,0.203916671,0.206999423,0.209343172,0.210924115,0.212043146,0.213682779,0.216062281,0.218011533,0.21882844,0.219251979,0.220975465,0.223461258,0.224985478,0.225057772,0.224569489,0.224366894,0.223801206,0.222241652,0.219096409,0.216588572,0.215958296,0.215846396,0.215511717,0.215126711,0.214655518,0.213512582,0.211145819,0.201812791,0.177032241,0.153407366,0.142346474,0.143396618,0.140289567,0.135052084,0.133500472,0.13916215
24,01_119,89.51356569,-8.73E-06,2.15E-05,0.000191871,0.000589398,0.001012609,0.001453953,0.002010509,0.002583478,0.002987932,0.003257026,0.003793011,0.004576773,0.005460817,0.0060818,0.006654753,0.007721434,0.009389048,0.010930879,0.011676161,0.011865709,0.012056145,0.012440649,0.012753489,0.012937286,0.01312546,0.013434561,0.013768476,0.014161945,0.014650117,0.015347712,0.016567595,0.018286288,0.020161941,0.021750064,0.023111161,0.024224907,0.025198751,0.025936357,0.026415258,0.026692088,0.027072141,0.027715363,0.028082117,0.027883066,0.027111342,0.026154493,0.025016764,0.024165068,0.023597606,0.023352396,0.023264799,0.023408672,0.023583716,0.023812921,0.023945077,0.023883925,0.023643969,0.023445505,0.023371309,0.023430339,0.023463929,0.023383039,0.023094339,0.022597306,0.021983449,0.021418649,0.020850797,0.020246945,0.01960203,0.018801726,0.018793191,0.01978941,0.021478575,0.02300361,0.024984244,0.028498637,0.03359917,0.040675086,0.049498908,0.059853811,0.070653415,0.083149355,0.098244002,0.114902652,0.131415278,0.147677593,0.164155839,0.179766484,0.193753074,0.2044922,0.210155681,0.210984243,0.212700425,0.218873156,0.226119073,0.230070328,0.231937527,0.234390504,0.23778932,0.240748284,0.242573022,0.243206044,0.243295515,0.243016312,0.242645092,0.242333459,0.241204553,0.240499906,0.242280864,0.246142925,0.249060542,0.250386145,0.25109017,0.252132879,0.253821938,0.255503407,0.256616209,0.257427015,0.258988258,0.260763825,0.262245606,0.263589727,0.2645023,0.264540555,0.264108445,0.263871683,0.262417835,0.260572634,0.259302998,0.258609218,0.258464627,0.259254758,0.258963423,0.256651638,0.253248857,0.244503412,0.224183377,0.20322458,0.189615328,0.184111986,0.18185472,0.184752429,0.188729617,0.193100284
