New_Tree_ID,Original_Tree_ID,AGB,sun_b_390nm,sun_b_394nm,sun_b_398nm,sun_b_402nm,sun_b_406nm,sun_b_410nm,sun_b_414nm,sun_b_418nm,sun_b_422nm,sun_b_426nm,sun_b_430nm,sun_b_434nm,sun_b_438nm,sun_b_442nm,sun_b_446nm,sun_b_450nm,sun_b_454nm,sun_b_458nm,sun_b_462nm,sun_b_466nm,sun_b_470nm,sun_b_474nm,sun_b_478nm,sun_b_482nm,sun_b_486nm,sun_b_490nm,sun_b_494nm,sun_b_498nm,sun_b_502nm,sun_b_506nm,sun_b_510nm,sun_b_514nm,sun_b_518nm,sun_b_522nm,sun_b_526nm,sun_b_530nm,sun_b_534nm,sun_b_538nm,sun_b_542nm,sun_b_546nm,sun_b_550nm,sun_b_554nm,sun_b_558nm,sun_b_562nm,sun_b_566nm,sun_b_570nm,sun_b_574nm,sun_b_578nm,sun_b_582nm,sun_b_586nm,sun_b_590nm,sun_b_594nm,sun_b_598nm,sun_b_602nm,sun_b_606nm,sun_b_610nm,sun_b_614nm,sun_b_618nm,sun_b_622nm,sun_b_626nm,sun_b_630nm,sun_b_634nm,sun_b_638nm,sun_b_642nm,sun_b_646nm,sun_b_650nm,sun_b_654nm,sun_b_658nm,sun_b_662nm,sun_b_666nm,sun_b_670nm,sun_b_674nm,sun_b_678nm,sun_b_682nm,sun_b_686nm,sun_b_690nm,sun_b_694nm,sun_b_698nm,sun_b_702nm,sun_b_706nm,sun_b_710nm,sun_b_714nm,sun_b_718nm,sun_b_722nm,sun_b_726nm,sun_b_730nm,sun_b_734nm,sun_b_738nm,sun_b_742nm,sun_b_746nm,sun_b_750nm,sun_b_754nm,sun_b_758nm,sun_b_762nm,sun_b_766nm,sun_b_770nm,sun_b_774nm,sun_b_778nm,sun_b_782nm,sun_b_786nm,sun_b_790nm,sun_b_794nm,sun_b_798nm,sun_b_802nm,sun_b_806nm,sun_b_810nm,sun_b_814nm,sun_b_818nm,sun_b_822nm,sun_b_826nm,sun_b_830nm,sun_b_834nm,sun_b_838nm,sun_b_842nm,sun_b_846nm,sun_b_850nm,sun_b_854nm,sun_b_858nm,sun_b_862nm,sun_b_866nm,sun_b_870nm,sun_b_874nm,sun_b_878nm,sun_b_882nm,sun_b_886nm,sun_b_890nm,sun_b_894nm,sun_b_898nm,sun_b_902nm,sun_b_906nm,sun_b_910nm,sun_b_914nm,sun_b_918nm,sun_b_922nm,sun_b_926nm,sun_b_930nm,sun_b_934nm,sun_b_938nm,sun_b_942nm,sun_b_946nm,sun_b_950nm,sun_b_954nm,sun_b_958nm,sun_b_962nm
25,01_121,94.58074054,9.55E-06,7.62E-05,0.000343448,0.000827791,0.00131513,0.00181943,0.002331164,0.002819506,0.003251114,0.003648697,0.004052291,0.004483297,0.00502996,0.005563563,0.006113536,0.006959874,0.008220504,0.009399367,0.010025292,0.010199892,0.010424816,0.010855566,0.011236298,0.011394753,0.011413895,0.01156168,0.011816015,0.0121081,0.012411963,0.012868657,0.013798482,0.015188181,0.016682561,0.017811505,0.018636626,0.019385606,0.020217049,0.02092735,0.021403652,0.021706172,0.021945396,0.022174771,0.022153953,0.02175712,0.02096695,0.020156047,0.019483531,0.018997816,0.018542776,0.018163315,0.017937668,0.0178423,0.017915342,0.018214119,0.01854283,0.018580445,0.018439497,0.018303415,0.018227157,0.018143926,0.018107178,0.018170817,0.01804403,0.017609834,0.01701306,0.016454717,0.015885467,0.015314685,0.014775759,0.014047035,0.013944313,0.014770889,0.016261999,0.017623454,0.019204389,0.021843176,0.025647179,0.031023639,0.037864205,0.046053531,0.054572,0.064191442,0.075738504,0.088797359,0.102110805,0.115637372,0.129600355,0.143133558,0.155899277,0.166081127,0.171390755,0.171738908,0.172944641,0.178338108,0.184545013,0.187294995,0.188011541,0.189708594,0.192659084,0.195415215,0.197127107,0.197916415,0.19815354,0.197861563,0.197207322,0.196960813,0.196410845,0.196358198,0.198006235,0.201090669,0.203152938,0.203858055,0.204108926,0.204753535,0.205907107,0.207312404,0.208560669,0.209816164,0.211193473,0.212192071,0.212522296,0.212624326,0.212804869,0.212771626,0.212508684,0.212434183,0.212131891,0.211857336,0.211796967,0.212132255,0.212862457,0.214689524,0.216227255,0.217912484,0.218024537,0.211621833,0.193145458,0.174745741,0.161967286,0.156254232,0.152406267,0.151498783,0.150554511,0.151210939
26,01_132,82.70858614,-1.19E-05,2.22E-05,0.000109748,0.000361079,0.000610791,0.000870354,0.001174697,0.001528951,0.0019602,0.002427313,0.002918623,0.00332035,0.003763566,0.004207061,0.004713104,0.005775714,0.007450622,0.009055426,0.009912975,0.010203206,0.010473345,0.01089872,0.011248556,0.011421341,0.011507693,0.011788546,0.012130596,0.012606953,0.012953479,0.013481973,0.014413438,0.015895365,0.017419522,0.018834897,0.020195206,0.021287436,0.022002071,0.022497338,0.023070729,0.023585899,0.02398777,0.024448844,0.024573977,0.024103551,0.0231174,0.022210519,0.021480391,0.020865319,0.020269594,0.019775694,0.019685488,0.0199289,0.020179712,0.020212169,0.020141193,0.020094754,0.020082179,0.020117868,0.020067046,0.019973988,0.019821099,0.01969204,0.019410257,0.019047364,0.018608093,0.018112214,0.017478273,0.016820663,0.016147107,0.015361197,0.015322698,0.016259435,0.017844594,0.019155935,0.020746279,0.023671171,0.02809445,0.034188726,0.041607579,0.050246202,0.059192765,0.069492601,0.081717087,0.09532276,0.108902513,0.12183315,0.134176994,0.145625714,0.156285925,0.164747749,0.169551686,0.170626681,0.172377842,0.177873119,0.183707996,0.186244378,0.187156233,0.189484661,0.192766978,0.195471624,0.197446403,0.198790201,0.199738849,0.20004868,0.200013941,0.200237189,0.200382174,0.200564342,0.201917687,0.204540796,0.206873042,0.208227559,0.209126377,0.209869065,0.210406316,0.211227723,0.212467384,0.2139211,0.21545019,0.216784342,0.217548356,0.218307667,0.218670771,0.218227271,0.217362605,0.216872415,0.215040951,0.212786973,0.211517359,0.211233268,0.212038237,0.214206809,0.215150365,0.213552225,0.21159813,0.207840786,0.193997919,0.175760406,0.159352672,0.150760941,0.146952359,0.147316372,0.146496136,0.146454059
27,01_134,90.24573857,5.29E-05,0.000329377,0.000871396,0.001709404,0.002594336,0.003349649,0.003980425,0.004586973,0.005135681,0.005602568,0.006166576,0.006753876,0.007464656,0.008087113,0.008817331,0.00985488,0.011363598,0.012718579,0.013529827,0.013789706,0.014030263,0.014414188,0.014738351,0.014863541,0.014990949,0.015214178,0.015477781,0.015815233,0.016210656,0.016784347,0.017814499,0.019289941,0.020844255,0.022199663,0.023367691,0.024235719,0.024875278,0.025324259,0.025711028,0.026113069,0.02656724,0.027146967,0.027404535,0.027180099,0.026427809,0.025542571,0.024514438,0.023719889,0.023264853,0.023128864,0.023069468,0.023092595,0.023168848,0.023330202,0.023476787,0.023473383,0.023306897,0.023122927,0.023005495,0.023016469,0.023054461,0.023098777,0.022907437,0.022467634,0.021905034,0.021376901,0.020790227,0.020177734,0.019677505,0.019122409,0.019209366,0.020188733,0.021747389,0.023122549,0.024770974,0.027754918,0.032175261,0.038302002,0.045934604,0.054797782,0.06433733,0.075637648,0.089741252,0.105582708,0.121579228,0.137322784,0.153177537,0.16840751,0.182444494,0.193692865,0.199850726,0.201063585,0.202808877,0.208773911,0.216035897,0.220443315,0.222725806,0.225183079,0.22838949,0.231229312,0.232866067,0.233194566,0.232980089,0.232654731,0.232224297,0.232074908,0.231773494,0.23181693,0.233346089,0.236393119,0.238904513,0.240123356,0.240731994,0.241486741,0.242573669,0.243722444,0.244669589,0.245510561,0.246889983,0.248497642,0.249826,0.251046668,0.251659072,0.25128069,0.250238344,0.249454819,0.248186073,0.247452811,0.247934441,0.249242523,0.250110227,0.250705962,0.249793052,0.246920184,0.243180735,0.236106213,0.221153815,0.204236278,0.19013856,0.179859713,0.17474873,0.176835732,0.180753485,0.183028683
28,01_136,72.30884802,2.73E-05,0.000104013,0.000455922,0.001186654,0.00202499,0.002766164,0.003494486,0.004090249,0.004632419,0.005037121,0.005651585,0.006295725,0.007054215,0.007625622,0.008228371,0.009335146,0.010988966,0.012579221,0.013545747,0.01402086,0.014328706,0.014664816,0.014888972,0.014944427,0.014982013,0.01522612,0.015541737,0.015964686,0.016387976,0.016975925,0.017944205,0.019379881,0.020877186,0.022151472,0.023305043,0.024301045,0.025216466,0.025876385,0.02611211,0.026110969,0.026410265,0.027209351,0.027658739,0.02744152,0.026626191,0.025679216,0.024526461,0.023658155,0.023209902,0.023117029,0.023140146,0.023254497,0.023395649,0.023617008,0.023796115,0.023710861,0.023356959,0.023015801,0.022844692,0.022873101,0.022858485,0.022665455,0.022378739,0.022110579,0.021776039,0.02125309,0.020538534,0.019744524,0.018998301,0.018193052,0.018185363,0.019170135,0.020769264,0.022104751,0.023776938,0.026720422,0.030957002,0.036910303,0.044480303,0.053432354,0.063038339,0.074729134,0.088775525,0.104078566,0.119361245,0.134705438,0.150034973,0.164594189,0.178314605,0.189281667,0.195490244,0.197212435,0.199669053,0.205567614,0.211405352,0.214310964,0.216101813,0.219165173,0.222968523,0.22596862,0.227565866,0.227741142,0.227419794,0.226871212,0.226735135,0.227499502,0.228253517,0.228650677,0.2299621,0.232474524,0.234603084,0.235552284,0.236015017,0.236813323,0.238213977,0.239796207,0.240991223,0.241988398,0.243407868,0.24482362,0.245894827,0.247351715,0.248247954,0.247918404,0.247115325,0.246447889,0.243731461,0.241038945,0.24073526,0.241994594,0.242368339,0.241043912,0.238337392,0.23631079,0.234940168,0.227816764,0.207759356,0.187174232,0.174033041,0.16988586,0.16706875,0.165637224,0.165480022,0.168606878
29,01_150,57.61488017,2.45E-05,0.000115253,0.000569028,0.001483956,0.002533483,0.003348875,0.003942582,0.004411935,0.004818995,0.00508476,0.005572701,0.006221873,0.00704264,0.007664716,0.008347414,0.00933804,0.010879522,0.012296419,0.013041309,0.013112275,0.013138409,0.013300036,0.013514705,0.013667009,0.013891515,0.014220911,0.014534539,0.014910474,0.015274032,0.015826025,0.016803733,0.018325454,0.019972962,0.021586626,0.023195668,0.024385968,0.025046178,0.025339617,0.025470597,0.025561555,0.025991515,0.02679911,0.027327356,0.027213866,0.026434293,0.025258894,0.023766517,0.022644477,0.02207937,0.022010944,0.022035566,0.022188456,0.022328795,0.022465656,0.02253307,0.022403826,0.022078771,0.021836196,0.021896528,0.022225099,0.022395002,0.022291074,0.021893635,0.021389316,0.020819754,0.020318503,0.019790213,0.019241649,0.018711805,0.017995725,0.017960166,0.018787877,0.020218792,0.021602626,0.023409194,0.026544029,0.030953874,0.037303892,0.045564643,0.055533844,0.066102929,0.078453946,0.093586857,0.110244528,0.126934691,0.144182922,0.162587906,0.180519523,0.196899595,0.209609215,0.216123993,0.216294228,0.21742523,0.224709989,0.233656304,0.237280882,0.237532246,0.239334618,0.24338502,0.24686447,0.248662409,0.248721215,0.248144875,0.247427769,0.24658706,0.245669468,0.244031211,0.243080846,0.244801649,0.248549252,0.25121093,0.25206175,0.252468651,0.253568087,0.255289924,0.256893946,0.258060492,0.259046105,0.260139335,0.261340405,0.262924152,0.265287985,0.267112745,0.267646148,0.267507226,0.268027899,0.26821893,0.268072658,0.268296173,0.26855783,0.267489816,0.264844369,0.262915804,0.262935414,0.262493374,0.255786684,0.237249013,0.217177526,0.2022046,0.194752297,0.191809302,0.195911421,0.200932029,0.206720651
30,01_151,51.94978912,-4.82E-08,-6.73E-07,-1.63E-05,6.42E-05,0.00013884,0.000370756,0.000629903,0.000931942,0.001090466,0.001249904,0.001436276,0.001881428,0.002459326,0.002935425,0.003342327,0.004335104,0.005920675,0.007344463,0.008023387,0.008176148,0.008373387,0.008773756,0.009147865,0.009233483,0.009249278,0.009521381,0.00994077,0.010310176,0.010480915,0.010706565,0.011420144,0.012642584,0.013882054,0.014874093,0.015709455,0.016447047,0.017036983,0.017521605,0.017853114,0.018186693,0.018699711,0.01945419,0.019799326,0.019483804,0.018545699,0.017580915,0.016624575,0.016094767,0.0156274,0.015428555,0.015447544,0.015797448,0.015973499,0.015993563,0.015890417,0.015793451,0.015734591,0.015714927,0.01579443,0.01597939,0.016066036,0.015913676,0.015662328,0.015347127,0.014971637,0.014459888,0.013861975,0.013235923,0.012697849,0.012094205,0.012119936,0.012957833,0.014336565,0.015415522,0.01663122,0.018891396,0.022237993,0.027068925,0.033108716,0.040196838,0.047558893,0.056463836,0.066960032,0.078345393,0.089598026,0.100720835,0.111560145,0.121752809,0.131441316,0.139164253,0.143756757,0.145034752,0.146986357,0.15172679,0.157028652,0.160823178,0.163818122,0.16741069,0.171123435,0.174058234,0.175316372,0.17511244,0.17441496,0.173440642,0.172810658,0.173403563,0.173577737,0.174089438,0.175969326,0.179136918,0.180863948,0.181452022,0.181786244,0.182298748,0.18325947,0.184668443,0.186278893,0.187550417,0.188192568,0.188192633,0.188196838,0.189044093,0.189309872,0.187905457,0.186467994,0.186450787,0.185388267,0.183508764,0.183291188,0.184267833,0.185236966,0.184756903,0.182343981,0.179190514,0.177240128,0.174374093,0.161570241,0.146240578,0.135735843,0.131401798,0.126687159,0.118624847,0.115441043,0.118179261
31,03_24,79.02019367,1.46E-05,9.26E-05,0.000437062,0.001001127,0.001654889,0.002159034,0.002745282,0.003165885,0.003542636,0.003803109,0.004364748,0.004973259,0.005719095,0.006176539,0.006604376,0.007591308,0.009274245,0.010828963,0.011668722,0.012013813,0.012285564,0.012650342,0.012943843,0.013011891,0.012977927,0.013122294,0.013451459,0.01386345,0.014271579,0.014727012,0.015809467,0.017469044,0.019404778,0.021101177,0.022769809,0.023964306,0.024595393,0.024762938,0.024775694,0.024703732,0.025051147,0.025982968,0.026682394,0.026400955,0.025239899,0.023914115,0.022481499,0.021474205,0.02096496,0.020933712,0.020867032,0.02090001,0.020954266,0.021015282,0.020957626,0.020676771,0.020129658,0.019729195,0.019736459,0.020144497,0.020286137,0.020101912,0.019655885,0.019227123,0.018727455,0.018236429,0.017576046,0.016802596,0.016084255,0.015418461,0.015354547,0.016075251,0.01731334,0.018718934,0.020544688,0.023841559,0.02849329,0.035048833,0.043398239,0.053355211,0.064077485,0.076471559,0.091860594,0.108934316,0.125813571,0.14240844,0.159769477,0.177095554,0.192578612,0.205041952,0.212581127,0.215189768,0.216899125,0.222730875,0.230536761,0.234765996,0.235366248,0.23630167,0.238976619,0.241493722,0.242699085,0.242924256,0.242937998,0.243533531,0.244364115,0.244928873,0.24466167,0.244226157,0.245200795,0.247604427,0.249463883,0.250017344,0.250353591,0.252361851,0.255914276,0.258879286,0.259855966,0.259632555,0.259993259,0.260717404,0.261712928,0.262213159,0.262929517,0.263751921,0.264657485,0.26448172,0.262787545,0.26079499,0.259673089,0.259518712,0.2588167,0.25808175,0.257453632,0.256647666,0.253625543,0.245606167,0.228372103,0.209424205,0.195729719,0.186927213,0.180340432,0.175546459,0.173373199,0.173178421
32,03_46,70.77411233,6.23E-05,0.000238203,0.000527917,0.001086397,0.001752617,0.002486229,0.003115495,0.003632587,0.004139869,0.004501867,0.005009149,0.005595879,0.006342941,0.006992747,0.007553826,0.008539676,0.010033936,0.011533818,0.01223901,0.012422326,0.012625065,0.012942928,0.013249541,0.013440358,0.01356775,0.01367316,0.013882056,0.0140537,0.014327607,0.014844425,0.015971272,0.017500392,0.019161037,0.020526738,0.021512532,0.022361597,0.02331842,0.024194577,0.024689073,0.024849991,0.025004164,0.025193102,0.025150527,0.024735246,0.024043818,0.023312811,0.022410624,0.021732996,0.021366591,0.021318521,0.021219519,0.021166645,0.021146077,0.021255541,0.021449182,0.021569081,0.021422958,0.021173393,0.02107759,0.021061526,0.021061432,0.021088858,0.021011226,0.020587223,0.020063755,0.019482908,0.01879351,0.018006414,0.017430135,0.016981846,0.017119878,0.017946258,0.019199124,0.020566835,0.022192567,0.025178841,0.029720548,0.036071378,0.043767876,0.052763767,0.062492516,0.073437016,0.087037315,0.102698984,0.118569136,0.133702979,0.148977375,0.164275706,0.178535242,0.190530822,0.198086068,0.201091323,0.203489541,0.209523696,0.216878104,0.2205785,0.220765841,0.221446898,0.224045942,0.226840893,0.228420337,0.229023266,0.229286485,0.230030253,0.231236662,0.232412377,0.233080805,0.233988614,0.235902634,0.238493005,0.240643278,0.242284302,0.243999245,0.245889507,0.247801538,0.249438045,0.250861968,0.251965398,0.253157227,0.254507004,0.255670877,0.256303165,0.256581707,0.256996974,0.257274808,0.256641741,0.25506823,0.253898432,0.253569865,0.253011572,0.252855786,0.252798398,0.252332672,0.250670008,0.247482937,0.239471859,0.224033515,0.206667998,0.193576081,0.183509494,0.176110013,0.17381223,0.175434303,0.176256502
33,03_59,36.87862221,0.000259972,0.001000497,0.002099399,0.00303513,0.003873091,0.004516688,0.005187422,0.005873857,0.006548773,0.007233669,0.007971597,0.00865526,0.009335864,0.00995663,0.010692851,0.01184987,0.013515331,0.014967344,0.015687422,0.015868318,0.016112597,0.016495162,0.016794565,0.016802208,0.01672513,0.016795624,0.017073202,0.017449805,0.017985682,0.01878861,0.020140039,0.021960279,0.023959883,0.025690253,0.027273389,0.028738182,0.030230039,0.03132448,0.031712032,0.031622818,0.031821143,0.032489851,0.032774708,0.032202493,0.03091774,0.029574818,0.028277448,0.027432344,0.026999649,0.026895922,0.026758819,0.026639942,0.026522078,0.026418825,0.026306091,0.026023169,0.025634416,0.025298753,0.02514015,0.025063864,0.024962565,0.02489089,0.024612546,0.02414315,0.023488812,0.022737215,0.021811877,0.020828214,0.019946318,0.019001941,0.018884863,0.019819487,0.021451474,0.023036195,0.025045019,0.028703766,0.034266389,0.041934052,0.051329046,0.062083507,0.073563409,0.086680175,0.102429902,0.119691656,0.136836455,0.153661084,0.170805045,0.1873655,0.202599825,0.214667305,0.221763292,0.223765461,0.225433416,0.230621299,0.236750747,0.239282695,0.239286163,0.240601598,0.243699493,0.2462635,0.247546825,0.247743383,0.247953221,0.248562137,0.249601974,0.250241117,0.249989344,0.249797039,0.251405409,0.254459572,0.256866383,0.257924734,0.258617656,0.260050078,0.26210126,0.2638285,0.264731721,0.265265864,0.266207377,0.267385234,0.268348377,0.26870361,0.269217045,0.270030591,0.270398357,0.268251792,0.263676896,0.260103565,0.259423532,0.260119422,0.259653143,0.258704416,0.258329532,0.258967188,0.257895175,0.249742435,0.231442617,0.212086909,0.197292656,0.187954961,0.182007143,0.1801335,0.17943611,0.181399714
34,03_66,78.12089996,8.95E-05,0.000462606,0.001015494,0.001531819,0.001918679,0.002397268,0.003109175,0.003802794,0.004297042,0.004588269,0.00507849,0.005649025,0.006392461,0.0068636,0.007321812,0.00834331,0.010109352,0.011684191,0.012409188,0.012528622,0.012728358,0.013070082,0.01343932,0.013728546,0.014059094,0.014288269,0.01437898,0.014400428,0.01464141,0.015213807,0.016428345,0.018141472,0.019995557,0.021396816,0.022387238,0.023189742,0.023993958,0.024674261,0.025279333,0.025718364,0.025972071,0.026013203,0.025880176,0.02549022,0.024859157,0.024236161,0.023728849,0.023314034,0.022862102,0.02247737,0.022263726,0.02219372,0.022318427,0.0226055,0.023006319,0.023111341,0.022977961,0.022744733,0.022581964,0.022414311,0.022467955,0.022824468,0.022862203,0.022354965,0.021581082,0.020997118,0.020435444,0.019869918,0.019261334,0.018502769,0.01853372,0.019605865,0.021303247,0.022788886,0.024438439,0.027349125,0.031829994,0.038107086,0.045784745,0.054696476,0.064048584,0.074361774,0.086455028,0.09991012,0.1136236,0.127426281,0.14176034,0.155453618,0.167634978,0.177020013,0.182664821,0.184640466,0.186445916,0.19064253,0.19523752,0.197336501,0.19809776,0.200144732,0.203560818,0.206508093,0.208565362,0.209960151,0.211242618,0.212105211,0.212671806,0.213555834,0.215214688,0.21697353,0.218998112,0.221078276,0.222720806,0.223385941,0.223964657,0.22545635,0.227879119,0.230497331,0.232696476,0.234459371,0.235361108,0.235408911,0.235195985,0.235157974,0.235321636,0.235515179,0.235226167,0.233049289,0.228755683,0.225564657,0.225176363,0.226644116,0.228288861,0.231323486,0.23352881,0.234256853,0.232396778,0.224647338,0.206795746,0.187430334,0.173427766,0.165594349,0.160571127,0.158452989,0.156009767,0.154382014
35,03_70,90.32501245,0.000203152,0.000810091,0.00189789,0.003304594,0.00482358,0.005889597,0.00651888,0.006947326,0.007355171,0.007545203,0.008166641,0.009244946,0.01048238,0.011269839,0.011966365,0.013002936,0.014487758,0.015856999,0.016518418,0.016626218,0.016707292,0.016885154,0.017037665,0.017136443,0.017233646,0.017513211,0.018004499,0.018503183,0.018746831,0.019060904,0.020154747,0.022056401,0.024241506,0.026237132,0.028074956,0.029500015,0.030617442,0.031398214,0.031743395,0.031863194,0.032191364,0.032952636,0.033251542,0.032729491,0.031394853,0.030020174,0.028644227,0.027559398,0.026737559,0.02621371,0.025880155,0.025743902,0.025669631,0.025531353,0.025305873,0.024915281,0.02442492,0.024077283,0.024091054,0.0243214,0.024294679,0.023857226,0.023239447,0.022556076,0.021882585,0.02123712,0.020620893,0.019929866,0.019184325,0.018159493,0.017915872,0.018818361,0.020487674,0.022018479,0.024024572,0.027640443,0.032731663,0.040151024,0.049832708,0.061463432,0.073783099,0.088004155,0.105225567,0.124585218,0.144639527,0.164905915,0.185923804,0.20621359,0.225414456,0.240452802,0.24889491,0.250508405,0.253419061,0.262115425,0.270881923,0.273420099,0.272941518,0.274752594,0.278359269,0.280975719,0.281978497,0.281443205,0.280546819,0.279724976,0.279475905,0.279457544,0.278338017,0.276918309,0.277450657,0.280140129,0.282626074,0.284349109,0.285583387,0.286840174,0.288314876,0.290080371,0.291643538,0.292958588,0.293864216,0.29449544,0.295310097,0.297141014,0.298775784,0.299626615,0.299744776,0.298253416,0.293645188,0.289176446,0.287698826,0.28802929,0.287681756,0.286623164,0.285397256,0.286146047,0.286299515,0.280326982,0.261117396,0.240327239,0.223307935,0.21511231,0.210549525,0.209383122,0.208481688,0.209808443
36,03_71,59.18107363,0.000114235,0.000497236,0.00110804,0.00175302,0.002378497,0.002961878,0.003482956,0.003927168,0.004324321,0.004730114,0.005270875,0.005917212,0.006646219,0.007359268,0.008071231,0.009184113,0.010806406,0.01234084,0.013222976,0.013531626,0.013819308,0.014153841,0.01446434,0.014582461,0.014647267,0.01481571,0.015097064,0.015395096,0.015780939,0.016365012,0.017676154,0.019676787,0.022014612,0.02372522,0.024864825,0.025870529,0.027104152,0.028174513,0.028741364,0.028966317,0.029208651,0.029484103,0.029454691,0.028956569,0.028130598,0.02738605,0.026894365,0.026501325,0.025935146,0.025351616,0.024937696,0.024635027,0.024517498,0.024725694,0.025112921,0.02518778,0.024854216,0.02446259,0.024263727,0.024235848,0.024290588,0.024549926,0.024531695,0.02405914,0.023293297,0.022602392,0.021841216,0.021078933,0.020418359,0.019800524,0.019818042,0.020653505,0.021985438,0.023560692,0.02563822,0.029188957,0.034189797,0.04109395,0.049828522,0.060288403,0.071194622,0.082900722,0.096890054,0.112911122,0.129308038,0.145201256,0.161175077,0.176426921,0.189848789,0.20021562,0.206384805,0.208410025,0.210446841,0.216309639,0.223399832,0.226875275,0.22739135,0.228658141,0.231570124,0.234322472,0.236152081,0.237230855,0.238195669,0.239038339,0.239985685,0.240974355,0.241975937,0.243211597,0.245412853,0.248114236,0.250122106,0.251215571,0.252047454,0.252984043,0.253883816,0.255246604,0.257208285,0.25937308,0.260694573,0.26130178,0.261550361,0.261871092,0.262478102,0.263721572,0.265096204,0.264511745,0.261674711,0.259067514,0.258302363,0.258312872,0.258153525,0.25920179,0.259987039,0.260044943,0.257383342,0.248914711,0.229145338,0.20892954,0.196103737,0.190306505,0.184409125,0.180475106,0.178686584,0.179531765
37,03_72,53.99643758,0.00013098,0.000740798,0.001519525,0.002434987,0.003426145,0.00433401,0.004963944,0.00556909,0.006265373,0.007030444,0.007712431,0.008157875,0.008590386,0.009267755,0.01011945,0.011324862,0.012893381,0.014348292,0.01514039,0.015442813,0.015640297,0.01586972,0.016031215,0.016113598,0.016115812,0.016327658,0.01674469,0.017210688,0.017576269,0.017995271,0.019041136,0.020661482,0.02251532,0.024237431,0.025933235,0.027274632,0.028271748,0.028931713,0.029218443,0.029102715,0.029223398,0.029696641,0.029980865,0.029561499,0.02859622,0.027440799,0.0262028,0.02532819,0.024935368,0.024901699,0.024833399,0.024858869,0.024926726,0.024960031,0.024888705,0.024820883,0.024692702,0.024548913,0.024453509,0.024415182,0.02434417,0.024259885,0.024097795,0.023708723,0.023216553,0.022572946,0.02178614,0.020905976,0.020284836,0.019715022,0.01976307,0.020561762,0.021990621,0.023566881,0.025410506,0.028788771,0.033988558,0.041239086,0.050021468,0.060255386,0.071210994,0.083451579,0.098711282,0.116531584,0.134862684,0.151757232,0.167794082,0.183109459,0.197211806,0.208889365,0.216098918,0.218752666,0.220773061,0.226711575,0.234235333,0.238034033,0.238135155,0.238919477,0.242001664,0.245351713,0.246913554,0.246844344,0.246126305,0.246433647,0.247804135,0.249205191,0.249606877,0.24995571,0.251785515,0.254833869,0.257208647,0.25843764,0.259385635,0.260777857,0.26239232,0.264035856,0.26562224,0.266971264,0.268196065,0.26935992,0.270412183,0.27131094,0.272080776,0.272854694,0.27327437,0.272064428,0.268693975,0.265918248,0.265588145,0.266956805,0.267792569,0.268537653,0.268630097,0.268275621,0.266055665,0.258968753,0.244156455,0.225515404,0.209544991,0.195179854,0.187294534,0.188045532,0.194281206,0.196692453
38,03_75,53.33566814,-4.43E-07,0.000160299,0.000692966,0.00143448,0.002184886,0.002818778,0.003493154,0.004124027,0.004771159,0.005428125,0.006236468,0.00707805,0.007967968,0.008688827,0.009444529,0.010667176,0.012467597,0.014091132,0.014961481,0.015227825,0.015382437,0.015636022,0.015861871,0.015961065,0.016074642,0.016306948,0.016593194,0.016925118,0.017237934,0.017607956,0.018640641,0.020477481,0.022588414,0.024346059,0.025859955,0.027080334,0.027977612,0.028485332,0.028565377,0.028407038,0.028687533,0.029670599,0.030395129,0.030102771,0.028939704,0.027688054,0.026439171,0.025578789,0.025103933,0.02499724,0.025027341,0.025332201,0.025723671,0.025935231,0.025914458,0.025651406,0.025258913,0.024985759,0.025006565,0.025312812,0.025377251,0.02519652,0.024736633,0.024262591,0.023678575,0.023146378,0.022589291,0.021999718,0.021415388,0.020725137,0.020738556,0.021678418,0.023191743,0.024783649,0.02680219,0.030303603,0.035215467,0.04194646,0.050301222,0.060165763,0.070710588,0.082789614,0.097477349,0.11356036,0.129225879,0.144123795,0.159177454,0.173911125,0.187051762,0.197524005,0.203571294,0.20505826,0.205544616,0.209617076,0.215764439,0.219467694,0.220632201,0.222116393,0.22496537,0.227528707,0.228790113,0.228905257,0.228818481,0.229535201,0.230684087,0.232263307,0.234355913,0.236552388,0.23858691,0.240632835,0.242422748,0.243599749,0.24461267,0.24652477,0.249175553,0.251508864,0.25271045,0.253256899,0.254102861,0.255223851,0.25646976,0.257609693,0.258736228,0.259450105,0.259649032,0.258465283,0.255150083,0.252086442,0.251129213,0.25178847,0.251970874,0.252350026,0.252341725,0.250883918,0.24717712,0.239689554,0.2246645,0.207240619,0.192921099,0.182530731,0.175490697,0.172869846,0.172175163,0.170566734
