New_Tree_ID,AGB,sun_a_NDVI,sun_a_ND800_680,sun_a_mND_705,sun_a_DD,sun_a_mSR_705,sun_a_DATT,sun_a_Chl_Rred_edge,sun_a_TBI_13,sun_a_TBI_24,sun_a_TBI_25
53,52.38459929,0.854613076835883,0.8282524118403963,0.5826300547349621,0.08198853,3.7919118780360233,9.132444071409171,1.2632376821375129,0.641026389724656,0.3845974809864192,0.6154025168417226
54,80.10569871,0.8116323831937386,0.774740277927846,0.5467335739487431,0.073439179,3.4124159290360363,10.342768088686803,1.1308654486851157,0.7903956157407482,0.34881280885108573,0.6511871896976015
55,30.92496356,0.8679625789477116,0.8386564055809987,0.6148445661636007,0.09155408699999999,4.192708767281882,10.659350470067295,1.4052004179818378,0.5731449922892686,0.3898690996218217,0.6101308984626739
56,87.07503944,0.8129203910107237,0.7745223010757619,0.5373594050770785,0.06110142100000002,3.323010172726185,11.705501229727638,1.1468438585384035,0.5568112025241537,0.38406886257229506,0.6159311353847523
57,58.43941671,0.866597393483175,0.8380034220330222,0.5987010453334979,0.08030225199999999,3.983815618516128,10.995171588282675,1.35555678206106,0.7794015854558983,0.3516443835045588,0.6483556140710002
58,50.13534971,0.8507699718864938,0.8176856622884405,0.5956293430237022,0.07777443200000002,3.9459572882020093,10.860723966004889,1.3241533206775609,0.7463801184871119,0.35285331344217624,0.6471466847970541
59,39.74733355,0.8524276436951064,0.8185938307889413,0.5843902626235195,0.07542445699999999,3.812206784761153,11.493942388382829,1.3028439203134465,0.4752352886154362,0.39172816724777176,0.6082718307068411
60,76.02129961,0.8211376826503394,0.7842844171129957,0.5572934749217688,0.070079118,3.51766550728772,10.835973406284067,1.1917225369774713,0.6265098963479958,0.3797442496899643,0.6202557484789628
61,63.99937045,0.8491277403063174,0.8215142465516313,0.5859565323283549,0.078065813,3.8304107037531776,10.759323759417661,1.3228776256906447,0.643812294178493,0.36992309670891244,0.6300769008458607
62,49.41193063,0.8467672053504866,0.822071064758828,0.6046774805870325,0.09558699400000001,4.059160305979301,8.837693573436688,1.3231268242002563,0.9965232307917642,0.3268910737699342,0.6731089239425457
63,63.82430149,0.8532620688951098,0.8264232975198073,0.5854924911321496,0.08730306900000001,3.8250030591822446,8.950029342987827,1.2355547223642316,0.8742420668827466,0.3388491485873158,0.6611508491468385
64,32.21010303,0.8497324937785937,0.8217596737160175,0.5820904502589467,0.09176126199999998,3.7857245656776812,9.075022070861904,1.2304052049518432,0.6897619502146769,0.3589281515864489,0.6410718466075149
65,43.02858032,0.8628245443066404,0.8367207101668525,0.6246536219403719,0.09522354600000002,4.32841160833166,10.995242678532795,1.469332833960844,0.6517835530290931,0.3844502394205063,0.6155497586422629
66,32.35254559,0.8541972091748654,0.8195218973041878,0.576381478927581,0.06828002,3.7212288848931974,12.375733597861291,1.3106386062461577,0.5377943141251038,0.38046970468574814,0.6195302934193967
67,56.80205659,0.845696512013125,0.816658084018565,0.5645840978746778,0.07605359,3.5933094968453605,9.216508820105307,1.2005664222661494,1.090433653875242,0.32159284797202903,0.6784071498957268
68,41.47937683,0.8256061398032526,0.7902277821323096,0.5428318853818259,0.061365686000000016,3.374758287349849,11.931841191536993,1.1564856234515624,0.4425377685930468,0.39459017875281194,0.6054098195847425
69,55.59174654,0.8240654046136707,0.7895347495423295,0.5595238939998415,0.074842681,3.5405414074999566,10.362209368371687,1.1913232222150842,0.7167242307102376,0.3547876831740577,0.6452123145319212
70,96.07161628,0.8361482551640687,0.8061081461983988,0.58079946689214,0.07620640099999998,3.7709862946112076,9.848957443656692,1.2513711743912763,0.5845282209465003,0.3710058517227462,0.6289941462457577
71,11.98401757,0.8632498230954797,0.8233879710587262,0.5474083860380934,0.041925222000000005,3.41899481878366,16.559004291835727,1.274047155804133,0.20972974617695608,0.4239599833193366,0.5760400139877841
72,38.28179859,0.8242786638420646,0.7912107816571164,0.5673958670736493,0.07784299300000001,3.6231643344109625,10.858611817517435,1.219772723679819,0.8357902588119406,0.36017078918038475,0.6398292089117152
73,30.88539642,0.8648575319863222,0.8340479627881947,0.588096118847311,0.07739976499999998,3.8555017069408586,10.916776013441215,1.31071637387958,0.6815136595323492,0.3710310805822236,0.6289689175881323
74,46.22901777,0.8397191599959561,0.8075326815089005,0.5742509138827233,0.07609344600000001,3.6976025629581075,11.666840841381118,1.2397638514668596,0.3465048588867818,0.3984403981298777,0.6015595999555757
75,36.32284511,0.8241476885663468,0.8031441092542005,0.5659611523566481,0.087174216,3.6078824726686993,8.15898114549376,1.1744763052527234,1.6989631595279062,0.24150079389633153,0.7584992028394733
